time
63012.76222202739
63013.692027971614
63014.59184017569
63015.511648206535
63016.46144997751
63017.381258008354
63018.37105143284
63019.310855290445
63020.25065914804
63021.220456745774
63022.190254343506
63023.16005194124
63024.159843279114
63024.99966800292
63025.91947603376
63026.839284064605
63027.759092095446
63028.768881346696
63029.668693550775
63030.60849740837
63031.548301265975
63032.47810721019
63033.40791315441
63034.31772327187
63035.21753547595
63036.11734768004
63037.047153624255
63038.00695330861
63038.8567759458
63039.77658397664
63040.65640035397
63041.61620003833
63042.53600806917
63043.4558161
63044.29564082382
63045.35541964196
63046.26522975942
63047.20503361702
63048.04485834083
63048.984662198425
63049.88447440251
63050.83427617349
63051.75408420433
63052.65389640841
63053.54371069912
63054.50351038347
63055.44331424107
63056.323130618395
63057.2129449091
63058.11275711318
63059.06255888416
63059.94237526148
63060.83218955219
63061.71200592951
63062.62181604697
63063.53162616444
63064.421440455146
63065.34124848598
63066.25105860345
63067.18086454766
63068.09067466512
63069.06047226286
63070.020271947214
63070.96007580481
63071.87988383565
63072.809689779875
63073.709501983954
63074.67929958169
63075.59910761253
63076.50891773
63077.548700721374
63078.518498319114
63079.44830426333
63080.40810394769
63081.26792449826
63082.19773044247
63083.13753430007
63084.07733815767
63084.99714618851
63085.906956305975
63086.806768510054
63087.75657028103
63088.65638248512
63089.56619260258
63090.495998546794
63091.42580449102
63092.35561043523
63093.26542055269
63094.195226496915
63095.18501992141
63096.10482795224
63097.01463806971
63097.97443775406
63098.894245784904
63099.804055902365
63100.75385767334
63101.673665704184
63102.62346747516
63103.593265072894
63104.59305641076
63105.55285609512
63106.5026578661
63107.46245755045
63108.37226766792
63109.32206943889
63110.26187329649
63111.16168550057
63112.06149770466
63113.02129738901
63113.94110541985
63114.86091345069
63115.79071939491
63116.7805128194
63117.760308330515
63118.70011218811
63119.5999243922
63120.50973450966
63121.449538367255
63122.42933387837
63123.38913356273
63124.24895411329
63125.148766317376
63126.048578521455
63126.95838863892
63127.88819458314
63128.74801513371
63129.60783568428
63130.53764162849
63131.44745174595
63132.38725560356
63133.31706154777
63134.22687166523
63135.156677609455
63136.08648355368
63136.98629575776
63137.9061037886
63138.80591599268
63139.715726110146
63140.63553414098
63141.50535260493
63142.385168982255
63143.294979099715
63144.22478504394
63145.1345951614
63146.01441153872
63146.97421122308
63147.89401925392
63148.80382937138
63149.723637402225
63150.65344334644
63151.533259723765
63152.42307401447
63153.27289665166
63154.1927046825
63155.21249184713
63156.10230613784
63156.98212251516
63157.93192428614
63158.85173231698
63159.781538261195
63160.68135046528
63161.64115014963
63162.610947747366
63163.50076203807
63164.430567982294
63165.06043652515
63165.640315501114
63166.350167351
63167.22998372833
63168.20977923944
63169.12958727028
63170.089386954634
63171.00919498547
63171.94899884308
63172.97878392109
63173.938583605435
63174.85839163628
63175.718212186846
63176.65801604444
63177.69779903583
63178.61760706667
63179.53741509751
63180.42722938822
63181.35703533243
63182.30683710341
63183.186653480734
63184.0964635982
63185.02626954242
63185.976071313395
63186.84588977734
63187.695712414534
63188.57552879186
63189.46534308256
63190.3851511134
63191.30495914424
63192.144783868054
63193.014602332
63193.9044166227
63194.834222566926
63195.734034771005
63196.63384697509
63197.53365917917
63198.43347138326
63199.33328358734
63200.22309787804
63201.10291425537
63201.98273063269
63202.85254909664
63203.75236130072
63204.592186024536
63205.46200448848
63206.37181460595
63207.361608030435
63208.22142858101
63209.091247044955
63210.01105507579
63210.900869366495
63211.55073373611
63212.670500034525
63213.61030389213
63214.48012235607
63215.33994290664
63216.23975511072
63217.13956731481
63218.06937325902
63218.92919380959
63219.83900392705
63220.72881821776
63221.61863250846
63222.45845723228
63223.30827986947
63224.19809416017
63225.0779105375
63225.927733174685
63226.81754746539
63227.71735966947
63228.61717187356
63229.47699242413
63230.376804628206
63231.286614745666
63232.21642068989
63233.12623080735
63234.02604301144
63234.95584895565
63235.92564655338
63236.31556517516
63236.67549005679
63237.755264701686
63238.70506647266
63239.624874503505
63240.51468879421
63241.44449473843
63242.404294422784
63243.35409619376
63244.25390839785
63245.16371851531
63246.09352445952
63247.03332831712
63247.923142607826
63248.85294855205
63249.77275658289
63250.71256044049
63251.63236847133
63252.54217858879
63253.481982446385
63254.43178421736
63255.33159642145
63256.25140445228
63257.15121665637
63258.10101842735
63259.1108076786
63260.05061153619
63260.73046964595
63262.00020464504
63262.88002102236
63263.799829053205
63264.72963499743
63265.679436768405
63266.55925314573
63267.47906117657
63268.398869207405
63269.29868141149
63270.17849778882
63271.08830790628
63271.99811802374
63272.897930227824
63273.80774034528
63274.89751290357
63275.84731467454
63276.78711853214
63277.71692447636
63278.61673668045
63279.56653845142
63280.486346482256
63281.39615659972
63282.31596463056
63283.2357726614
63284.14558277886
63285.01540124281
63285.90521553352
63286.83502147773
63287.72483576844
63288.62464797252
63289.534458089984
63290.4642640342
63291.37407415167
63292.28388426913
63293.18369647321
63294.12350033081
63294.99331879475
63295.88313308546
63296.79294320292
63297.73274706051
63298.6325592646
63299.48238190179
63300.3721961925
63301.272008396576
63302.17182060066
63303.03164115123
63303.92145544194
63304.84126347277
63305.771069416995
63306.680879534455
63307.6006875653
63308.54049142289
63309.47029736712
63310.35011374444
63311.279919688655
63312.21972354626
63313.17952323061
63314.03934378118
63314.95915181202
63315.87895984286
63316.798767873704
63317.67858425103
63318.55840062835
63319.45821283244
63320.378020863274
63321.247839327225
63322.157649444685
63323.07745747553
63324.01726133312
63324.87708188369
63325.7668961744
63326.67670629186
63327.58651640932
63328.44633695989
63329.336151250594
63330.245961368055
63331.13577565876
63332.025589949466
63332.94539798031
63333.85520809777
63334.79501195536
63335.68482624607
63336.574640536775
63337.49444856762
