segment,n_timepoints,mean_pairwise_corr_raw,median_pairwise_corr_raw,mean_pairwise_corr_winsorized,median_pairwise_corr_winsorized,cluster_467_mean_corr_raw,cluster_467_mean_corr_winsorized,observed_whole_group_mean_corr,null_whole_mean,null_whole_std,whole_group_zscore,whole_group_p_upper,observed_cluster_467_mean_corr,null_cluster_mean,null_cluster_std,cluster_467_zscore,cluster_467_p_upper
pre_meditation,242,0.0045724670446615,0.0169917650663779,-0.0010107137306557,0.0122237137583461,-0.0227912921631141,-0.0254697868186333,-0.0010107137306557,-0.0002191568176644,0.0183647733832815,-0.0431019156333232,0.5007496251874063,-0.0254697868186333,-0.0012199272167866,0.0429607764481791,-0.5644651146167652,0.7096451774112944
main_meditation,752,0.0459970555371185,0.036377470690261,0.0466926079216518,0.0327181961255223,0.1942784117606125,0.2123675697532777,0.0466926079216518,-0.0003115185902419,0.0165971663114066,2.8320573301473444,0.0079960019990005,0.2123675697532777,-9.193450802699664e-05,0.0603294801682871,3.521653156444509,0.0014992503748125
recovery,93,-0.0039856962334979,0.0007438376034399,0.0114861762129457,-0.0044879236918752,-0.159217310767098,-0.15953891754632,0.0114861762129457,0.000659438172672,0.041952393164225,0.258072000753136,0.3653173413293353,-0.15953891754632,0.00168978916927,0.0802863269255165,-2.008171414606695,0.9780109945027486
