metric,observed_main_minus_pre,null_diff_mean,null_diff_std,zscore_main_minus_pre,p_upper_main_greater_pre
whole_group_mean_corr,0.04770332165230768,-9.236177257749923e-05,0.024852904760322276,1.923142742702298,0.03298350824587706
cluster_467_mean_corr,0.23783735657191107,0.0011279927087596568,0.07510356419348176,3.1517727075287785,0.0014992503748125937
