LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1032580.201035,1032580.201032,1760462510.014076,192319.000,28191,1,SF,1,100,10.9450
1032580.535040,1032580.535037,1760462510.348082,192653.000,28243,1,SF,1,100,10.8184
1032580.868045,1032580.868042,1760462510.681088,192986.000,28291,1,SF,1,100,10.6932
1032581.268051,1032581.268048,1760462511.081095,193386.000,28357,1,SF,1,100,10.5695
1032581.601056,1032581.601053,1760462511.414100,193719.000,28406,1,SF,1,100,10.4473
1032581.868060,1032581.868057,1760462511.681105,193986.000,28454,1,SF,1,100,10.3264
1032582.201064,1032582.201062,1760462512.014111,194319.000,28502,1,SF,1,100,10.2069
1032582.601070,1032582.601068,1760462512.414117,194719.000,28568,1,SF,1,100,10.0889
1032582.868074,1032582.868071,1760462512.681122,194986.000,28617,1,SF,1,100,9.9722
1032583.201079,1032583.201076,1760462513.014127,195319.000,28665,1,SF,1,100,9.8568
1032583.534084,1032583.534081,1760462513.347133,195652.000,28715,1,SF,1,100,9.7428
1032583.934090,1032583.934087,1760462513.747140,196052.000,28779,1,SF,1,100,9.6301
1032584.201094,1032584.201091,1760462514.014145,196319.000,28828,1,SF,1,100,9.5187
1032584.534099,1032584.534096,1760462514.347150,196652.000,28878,1,SF,1,100,9.4086
1032584.934105,1032584.934102,1760462514.747157,197052.000,28942,1,SF,1,100,9.2997
1032585.268110,1032585.268107,1760462515.081163,197386.000,28992,1,SF,1,100,9.1921
1032585.534113,1032585.534110,1760462515.347167,197652.000,29041,1,SF,1,100,9.0858
1032585.868118,1032585.868115,1760462515.681173,197986.000,29093,1,SF,1,100,8.9807
1032586.268124,1032586.268121,1760462516.081180,198386.000,29158,1,SF,1,100,8.8768
1032586.534128,1032586.534125,1760462516.347184,198652.000,29206,1,SF,1,100,8.7741
1032586.867133,1032586.867130,1760462516.680190,198985.000,29256,1,SF,1,100,8.6726
1032587.201138,1032587.201135,1760462517.014196,199319.000,29305,1,SF,1,100,8.5723
1032587.601144,1032587.601141,1760462517.414203,199719.000,29369,1,SF,1,100,8.4731
1032587.867148,1032587.867145,1760462517.680207,199985.000,29418,1,SF,1,100,8.3751
1032588.201153,1032588.201149,1760462518.014213,200319.000,29465,1,SF,1,100,8.2782
1032588.601159,1032588.601155,1760462518.414220,200719.000,29529,1,SF,1,100,8.1825
1032588.867162,1032588.867159,1760462518.680224,200985.000,29577,1,SF,1,100,8.0878
1032589.201167,1032589.201164,1760462519.014230,201319.000,29624,1,SF,1,100,7.9942
1032589.534172,1032589.534169,1760462519.347236,201652.000,29673,1,SF,1,100,7.9018
1032589.934178,1032589.934175,1760462519.747242,202052.000,29739,1,SF,1,100,7.8104
1032590.201182,1032590.201179,1760462520.014247,202319.000,29787,1,SF,1,100,7.7200
1032590.534187,1032590.534184,1760462520.347253,202652.000,29838,1,SF,1,100,7.6307
1032590.934193,1032590.934189,1760462520.747260,203052.000,29905,1,SF,1,100,7.5424
1032591.267198,1032591.267194,1760462521.080265,203385.000,29954,1,SF,1,100,7.4552
1032591.534202,1032591.534198,1760462521.347270,203652.000,30004,1,SF,1,100,7.3689
