LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1032528.272272,1032528.272273,1760462458.085190,140391.000,19980,1,SF,1,100,19.1749
1032528.539276,1032528.539277,1760462458.352194,140658.000,20026,1,SF,1,100,18.9531
1032528.872281,1032528.872281,1760462458.685200,140991.000,20076,1,SF,1,100,18.7338
1032529.206286,1032529.206286,1760462459.019206,141325.000,20127,1,SF,1,100,18.5171
1032529.606292,1032529.606292,1760462459.419212,141725.000,20189,1,SF,1,100,18.3029
1032529.872295,1032529.872296,1760462459.685217,141991.000,20238,1,SF,1,100,18.0912
1032530.205300,1032530.205301,1760462460.018223,142324.000,20289,1,SF,1,100,17.8819
1032530.605306,1032530.605307,1760462460.418230,142724.000,20353,1,SF,1,100,17.6750
1032530.872310,1032530.872311,1760462460.685234,142991.000,20403,1,SF,1,100,17.4705
1032531.205315,1032531.205316,1760462461.018240,143324.000,20452,1,SF,1,100,17.2684
1032531.539320,1032531.539320,1760462461.352245,143658.000,20501,1,SF,1,100,17.0687
1032531.939326,1032531.939326,1760462461.752252,144058.000,20566,1,SF,1,100,16.8712
1032532.205330,1032532.205330,1760462462.018257,144324.000,20617,1,SF,1,100,18.7583
1032532.539335,1032532.539335,1760462462.352262,144658.000,20666,1,SF,1,100,18.5413
1032532.872340,1032532.872340,1760462462.685268,144991.000,20712,1,SF,1,100,18.3268
1032533.272345,1032533.272346,1760462463.085275,145391.000,20784,1,SF,1,100,18.1148
1032533.538349,1032533.538350,1760462463.351279,145657.000,20832,1,SF,1,100,17.9053
1032533.872354,1032533.872355,1760462463.685285,145991.000,20880,1,SF,1,100,17.6981
1032534.272360,1032534.272360,1760462464.085292,146391.000,20947,1,SF,1,100,17.4934
1032534.538364,1032534.538364,1760462464.351297,146657.000,20994,1,SF,1,100,17.2910
1032534.872369,1032534.872369,1760462464.685302,146991.000,21043,1,SF,1,100,17.0910
1032535.205374,1032535.205374,1760462465.018308,147324.000,21095,1,SF,1,100,16.8933
1032535.605380,1032535.605380,1760462465.418315,147724.000,21159,1,SF,1,100,16.6979
1032535.872384,1032535.872384,1760462465.685319,147991.000,21205,1,SF,1,100,16.5047
1032536.205389,1032536.205389,1760462466.018325,148324.000,21258,1,SF,1,100,16.3138
1032536.538393,1032536.538394,1760462466.351331,148657.000,21308,1,SF,1,100,18.2073
1032536.938399,1032536.938399,1760462466.751338,149057.000,21372,1,SF,1,100,20.0790
1032537.205403,1032537.205403,1760462467.018342,149324.000,21424,1,SF,1,100,19.8467
1032537.538408,1032537.538408,1760462467.351348,149657.000,21470,1,SF,1,100,19.6171
1032537.938414,1032537.938414,1760462467.751355,150057.000,21534,1,SF,1,100,19.3902
1032538.338420,1032538.338420,1760462468.151361,150457.000,21590,1,SF,1,100,19.1659
1032538.538423,1032538.538423,1760462468.351365,150657.000,21623,1,SF,1,100,18.9442
1032538.938429,1032538.938429,1760462468.751372,151057.000,21685,1,SF,1,100,18.7250
1032539.271434,1032539.271434,1760462469.084378,151390.000,21734,1,SF,1,100,18.5084
1032539.538438,1032539.538437,1760462469.351382,151657.000,21781,1,SF,1,100,18.2943
1032539.871442,1032539.871442,1760462469.684388,151990.000,21830,1,SF,1,100,18.0827
1032540.271448,1032540.271448,1760462470.084394,152390.000,21894,1,SF,1,100,17.8735
1032540.538452,1032540.538452,1760462470.351399,152657.000,21942,1,SF,1,100,17.6667
1032540.871457,1032540.871457,1760462470.684405,152990.000,21989,1,SF,1,100,17.4623
1032541.271463,1032541.271463,1760462471.084412,153390.000,22054,1,SF,1,100,17.2603
1032541.604468,1032541.604468,1760462471.417417,153723.000,22102,1,SF,1,100,17.0607
1032541.871472,1032541.871472,1760462471.684422,153990.000,22149,1,SF,1,100,16.8633
1032542.204477,1032542.204476,1760462472.017427,154323.000,22197,1,SF,1,100,16.6682
1032542.604483,1032542.604482,1760462472.417434,154723.000,22259,1,SF,1,100,16.4754
1032542.871486,1032542.871486,1760462472.684439,154990.000,22309,1,SF,1,100,16.2848
1032543.204491,1032543.204491,1760462473.017445,155323.000,22357,1,SF,1,100,16.0964
1032543.604497,1032543.604497,1760462473.417451,155723.000,22421,1,SF,1,100,15.9102
1032543.937502,1032543.937502,1760462473.750457,156056.000,22468,1,SF,1,100,15.7262
1032544.204506,1032544.204506,1760462474.017462,156323.000,22517,1,SF,1,100,15.5443
1032544.537511,1032544.537511,1760462474.350467,156656.000,22564,1,SF,1,100,15.3644
1032544.937517,1032544.937516,1760462474.750474,157056.000,22630,1,SF,1,100,15.1867
1032545.204521,1032545.204520,1760462475.017479,157323.000,22678,1,SF,1,100,15.0110
1032545.537526,1032545.537525,1760462475.350484,157656.000,22726,1,SF,1,100,14.8374
1032545.871531,1032545.871530,1760462475.684490,157990.000,22774,1,SF,1,100,14.6657
1032546.271536,1032546.271536,1760462476.084497,158390.000,22836,1,SF,1,100,14.4961
1032546.537540,1032546.537540,1760462476.350502,158656.000,22885,1,SF,1,100,14.3284
1032546.870545,1032546.870545,1760462476.683507,158989.000,22931,1,SF,1,100,14.1626
1032547.270551,1032547.270551,1760462477.083514,159389.000,22995,1,SF,1,100,13.9988
1032547.537555,1032547.537554,1760462477.350519,159656.000,23045,1,SF,1,100,13.8369
1032547.870560,1032547.870559,1760462477.683524,159989.000,23091,1,SF,1,100,13.6768
1032548.270566,1032548.270565,1760462478.083531,160389.000,23155,1,SF,1,100,13.5186
1032548.604571,1032548.604570,1760462478.417537,160723.000,23202,1,SF,1,100,13.3622
1032548.870575,1032548.870574,1760462478.683541,160989.000,23251,1,SF,1,100,13.2076
1032549.204580,1032549.204579,1760462479.017547,161323.000,23300,1,SF,1,100,13.0548
1032549.604585,1032549.604585,1760462479.417554,161723.000,23362,1,SF,1,100,12.9038
1032549.870589,1032549.870589,1760462479.683558,161989.000,23410,1,SF,1,100,12.7546
1032550.203594,1032550.203594,1760462480.016564,162322.000,23462,1,SF,1,100,12.6070
1032550.537599,1032550.537598,1760462480.350570,162656.000,23510,1,SF,1,100,12.4612
1032550.937605,1032550.937604,1760462480.750577,163056.000,23572,1,SF,1,100,12.3170
1032551.203609,1032551.203608,1760462481.016581,163322.000,23621,1,SF,1,100,12.1745
1032551.537614,1032551.537613,1760462481.350587,163656.000,23669,1,SF,1,100,14.1159
1032551.937620,1032551.937619,1760462481.750594,164056.000,23731,1,SF,1,100,13.9527
1032552.203624,1032552.203623,1760462482.016598,164322.000,23779,1,SF,1,100,13.7913
1032552.537629,1032552.537628,1760462482.350604,164656.000,23825,1,SF,1,100,13.6317
1032552.870633,1032552.870633,1760462482.683610,164989.000,23872,1,SF,1,100,13.4740
1032553.270639,1032553.270638,1760462483.083616,165389.000,23936,1,SF,1,100,13.3182
1032553.536643,1032553.536642,1760462483.349621,165655.000,23983,1,SF,1,100,13.1641
1032553.870648,1032553.870647,1760462483.683627,165989.000,24032,1,SF,1,100,13.0118
1032554.270654,1032554.270653,1760462484.083634,166389.000,24094,1,SF,1,100,12.8613
1032554.536658,1032554.536657,1760462484.349638,166655.000,24142,1,SF,1,100,12.7125
1032554.870663,1032554.870662,1760462484.683644,166989.000,24190,1,SF,1,100,12.5654
1032555.203668,1032555.203667,1760462485.016649,167322.000,24240,1,SF,1,100,12.4201
1032555.603674,1032555.603673,1760462485.416656,167722.000,24304,1,SF,1,100,12.2764
1032555.870678,1032555.870676,1760462485.683661,167989.000,24351,1,SF,1,100,12.1344
1032556.203682,1032556.203681,1760462486.016667,168322.000,24399,1,SF,1,100,11.9940
1032556.603688,1032556.603687,1760462486.416673,168722.000,24461,1,SF,1,100,11.8553
1032556.869692,1032556.869691,1760462486.682678,168988.000,24511,1,SF,1,100,11.7181
1032557.203697,1032557.203696,1760462487.016684,169322.000,24559,1,SF,1,100,11.5826
1032557.536702,1032557.536701,1760462487.349689,169655.000,24606,1,SF,1,100,11.4486
1032557.936708,1032557.936707,1760462487.749696,170055.000,24670,1,SF,1,100,11.3161
1032558.203712,1032558.203711,1760462488.016701,170322.000,24719,1,SF,1,100,11.1852
1032558.536717,1032558.536715,1760462488.349706,170655.000,24766,1,SF,1,100,11.0559
1032558.936723,1032558.936721,1760462488.749713,171055.000,24830,1,SF,1,100,10.9280
1032559.203727,1032559.203725,1760462489.016718,171322.000,24880,1,SF,1,100,12.8838
1032559.536731,1032559.536730,1760462489.349724,171655.000,24928,1,SF,1,100,12.7348
1032559.869736,1032559.869735,1760462489.682729,171988.000,24976,1,SF,1,100,12.5874
1032560.269742,1032560.269741,1760462490.082736,172388.000,25040,1,SF,1,100,12.4418
1032560.536746,1032560.536745,1760462490.349741,172655.000,25089,1,SF,1,100,12.2979
1032560.869751,1032560.869750,1760462490.682746,172988.000,25135,1,SF,1,100,12.1556
1032561.269757,1032561.269755,1760462491.082753,173388.000,25200,1,SF,1,100,12.0150
1032561.602762,1032561.602760,1760462491.415759,173721.000,25249,1,SF,1,100,11.8760
1032561.869766,1032561.869764,1760462491.682763,173988.000,25295,1,SF,1,100,11.7386
1032562.202771,1032562.202769,1760462492.015769,174321.000,25344,1,SF,1,100,11.6029
1032562.602776,1032562.602775,1760462492.415776,174721.000,25406,1,SF,1,100,11.4686
1032562.869780,1032562.869779,1760462492.682781,174988.000,25455,1,SF,1,100,11.3360
1032563.202785,1032563.202784,1760462493.015786,175321.000,25502,1,SF,1,100,11.2048
1032563.602791,1032563.602790,1760462493.415793,175721.000,25566,1,SF,1,100,11.0752
1032563.935796,1032563.935794,1760462493.748799,176054.000,25614,1,SF,1,100,10.9471
1032564.202800,1032564.202798,1760462494.015803,176321.000,25662,1,SF,1,100,10.8204
1032564.535805,1032564.535803,1760462494.348809,176654.000,25710,1,SF,1,100,10.6953
1032564.935811,1032564.935809,1760462494.748816,177054.000,25774,1,SF,1,100,10.5716
1032565.202815,1032565.202813,1760462495.015820,177321.000,25823,1,SF,1,100,10.4493
1032565.535820,1032565.535818,1760462495.348826,177654.000,25871,1,SF,1,100,10.3284
1032565.935825,1032565.935824,1760462495.748833,178054.000,25934,1,SF,1,100,10.2089
1032566.269830,1032566.269829,1760462496.082839,178388.000,25983,1,SF,1,100,10.0908
1032566.535834,1032566.535832,1760462496.348843,178654.000,26033,1,SF,1,100,12.0563
1032566.868839,1032566.868837,1760462496.681849,178987.000,26080,1,SF,1,100,11.9169
1032567.268845,1032567.268843,1760462497.081856,179387.000,26144,1,SF,1,100,11.7790
1032567.535849,1032567.535847,1760462497.348860,179654.000,26191,1,SF,1,100,11.6427
1032567.868854,1032567.868852,1760462497.681866,179987.000,26240,1,SF,1,100,11.5081
1032568.268860,1032568.268858,1760462498.081873,180387.000,26304,1,SF,1,100,11.3749
1032568.535864,1032568.535862,1760462498.348877,180654.000,26350,1,SF,1,100,11.2433
1032568.868869,1032568.868867,1760462498.681883,180987.000,26400,1,SF,1,100,11.1133
1032569.202873,1032569.202871,1760462499.015888,181321.000,26446,1,SF,1,100,10.9847
1032569.602879,1032569.602877,1760462499.415895,181721.000,26510,1,SF,1,100,10.8577
1032569.868883,1032569.868881,1760462499.681900,181987.000,26557,1,SF,1,100,10.7321
1032570.202888,1032570.202886,1760462500.015906,182321.000,26607,1,SF,1,100,10.6079
1032570.601894,1032570.601892,1760462500.414912,182720.000,26669,1,SF,1,100,10.4852
1032570.868898,1032570.868896,1760462500.681917,182987.000,26719,1,SF,1,100,10.3639
1032571.201903,1032571.201901,1760462501.014923,183320.000,26767,1,SF,1,100,12.3263
1032571.535908,1032571.535906,1760462501.348928,183654.000,26816,1,SF,1,100,12.1837
1032571.935914,1032571.935911,1760462501.748935,184054.000,26878,1,SF,1,100,12.0427
1032572.201918,1032572.201915,1760462502.014940,184320.000,26927,1,SF,1,100,11.9034
1032572.535922,1032572.535920,1760462502.348945,184654.000,26976,1,SF,1,100,11.7657
1032572.935928,1032572.935926,1760462502.748952,185054.000,27038,1,SF,1,100,11.6296
1032573.201932,1032573.201930,1760462503.014957,185320.000,27086,1,SF,1,100,11.4951
1032573.534937,1032573.534935,1760462503.347963,185653.000,27136,1,SF,1,100,11.3621
1032573.868942,1032573.868940,1760462503.681968,185987.000,27182,1,SF,1,100,11.2307
1032574.268948,1032574.268946,1760462504.081975,186387.000,27246,1,SF,1,100,11.1007
1032574.534952,1032574.534950,1760462504.347980,186653.000,27295,1,SF,1,100,10.9723
1032574.868957,1032574.868954,1760462504.681985,186987.000,27341,1,SF,1,100,10.8454
1032575.268963,1032575.268960,1760462505.081992,187387.000,27407,1,SF,1,100,10.7199
1032575.534967,1032575.534964,1760462505.347997,187653.000,27455,1,SF,1,100,10.5959
1032575.868971,1032575.868969,1760462505.682002,187987.000,27503,1,SF,1,100,10.4734
1032576.268977,1032576.268975,1760462506.082009,188387.000,27567,1,SF,1,100,10.3522
1032576.601982,1032576.601980,1760462506.415015,188720.000,27614,1,SF,1,100,10.2324
1032576.867986,1032576.867984,1760462506.681019,188986.000,27663,1,SF,1,100,10.1141
1032577.201991,1032577.201989,1760462507.015025,189320.000,27710,1,SF,1,100,9.9971
1032577.601997,1032577.601994,1760462507.415032,189720.000,27774,1,SF,1,100,9.8814
1032577.868001,1032577.867998,1760462507.681036,189986.000,27820,1,SF,1,100,9.7671
1032578.202006,1032578.202003,1760462508.015042,190320.000,27871,1,SF,1,100,11.7364
1032578.602012,1032578.602009,1760462508.415049,190720.000,27936,1,SF,1,100,11.6006
1032578.935016,1032578.935014,1760462508.748055,191053.000,27982,1,SF,1,100,11.4664
1032579.202020,1032579.202018,1760462509.015059,191320.000,28031,1,SF,1,100,11.3338
1032579.535025,1032579.535023,1760462509.348065,191653.000,28077,1,SF,1,100,11.2027
1032579.935031,1032579.935029,1760462509.748072,192053.000,28143,1,SF,1,100,11.0731
