LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TX
1032534.150358,1032534.150359,1760462463.963290,146269,20928,4,TX,1,100,TL,2025-10-14_13-21-03-755497,LC,1032533.9425668
1032535.115373,1032535.115373,1760462464.928307,147234,21078,4,TX,1,100,TL,2025-10-14_13-21-04-756389,LC,1032534.9434560
1032536.127387,1032536.127388,1760462465.940324,148246,21241,4,TX,1,100,TL,2025-10-14_13-21-05-788784,LC,1032535.9758480
1032537.012400,1032537.012401,1760462466.825339,149131,21390,4,TX,1,100,TL,2025-10-14_13-21-06-789762,LC,1032536.9768240
1032538.127417,1032538.127417,1760462467.940358,150246,21568,4,TX,1,100,TL,2025-10-14_13-21-07-788860,LC,1032537.9759198
1032581.391053,1032581.391050,1760462511.204097,193509,28373,4,TX,1,100,TL,2025-10-14_13-21-50-956573,LC,1032581.1435269
1032582.393067,1032582.393064,1760462512.206114,194511,28534,4,TX,1,100,TL,2025-10-14_13-21-51-955587,LC,1032582.1425386
1032583.408082,1032583.408079,1760462513.221131,195526,28699,4,TX,1,100,TL,2025-10-14_13-21-52-955645,LC,1032583.1425943
1032584.409097,1032584.409094,1760462514.222148,196527,28859,4,TX,1,100,TL,2025-10-14_13-21-53-956595,LC,1032584.1435423
1032585.435112,1032585.435109,1760462515.248166,197553,29024,4,TX,1,100,TL,2025-10-14_13-21-54-956480,LC,1032585.1434243
1032586.445127,1032586.445124,1760462516.258183,198563,29189,4,TX,1,100,TL,2025-10-14_13-21-55-955564,LC,1032586.1425060
1032587.183138,1032587.183135,1760462516.996196,199301,29304,4,TX,1,100,TL,2025-10-14_13-21-56-955600,LC,1032587.1425392
1032588.418156,1032588.418153,1760462518.231217,200536,29498,4,TX,1,100,TL,2025-10-14_13-21-57-988991,LC,1032588.1759280
1032589.433171,1032589.433167,1760462519.246234,201551,29657,4,TX,1,100,TL,2025-10-14_13-21-58-989885,LC,1032589.1768192
1032590.425185,1032590.425182,1760462520.238251,202543,29819,4,TX,1,100,TL,2025-10-14_13-21-59-989868,LC,1032590.1768004
1032591.435200,1032591.435197,1760462521.248268,203553,29987,4,TX,1,100,TL,2025-10-14_13-22-00-989145,LC,1032591.1760743
