LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1032479.810060,1032479.810064,1760462409.622862,91929.500,12282,2,EA,1,100,0.183421
1032479.876561,1032479.876565,1760462409.689363,91996.000,12282,2,EA,1,100,0.183586
1032479.943562,1032479.943566,1760462409.756364,92063.000,12300,1,EA,1,100,0.183746
1032480.010063,1032480.010066,1760462409.822865,92129.500,12314,2,EA,1,100,0.183902
1032480.076564,1032480.076567,1760462409.889367,92196.000,12314,2,EA,1,100,0.184005
1032480.143565,1032480.143568,1760462409.956368,92263.000,12330,1,EA,1,100,0.184058
1032480.210066,1032480.210069,1760462410.022869,92329.500,12346,2,EA,1,100,0.184112
1032480.276567,1032480.276570,1760462410.089370,92396.000,12346,2,EA,1,100,0.184107
1032480.343568,1032480.343571,1760462410.156371,92463.000,12362,1,EA,1,100,0.184176
1032480.410069,1032480.410072,1760462410.222872,92529.500,12376,2,EA,1,100,0.184269
1032480.476570,1032480.476573,1760462410.289374,92596.000,12376,2,EA,1,100,0.184779
1032480.543571,1032480.543574,1760462410.356375,92663.000,12393,1,EA,1,100,0.185506
1032480.610071,1032480.610075,1760462410.422876,92729.500,12408,2,EA,1,100,0.185898
1032480.676572,1032480.676576,1760462410.489377,92796.000,12408,2,EA,1,100,0.186113
1032480.743573,1032480.743577,1760462410.556378,92863.000,12424,1,EA,1,100,0.186203
1032480.810074,1032480.810078,1760462410.622879,92929.500,12443,2,EA,1,100,0.186253
1032480.876575,1032480.876579,1760462410.689380,92996.000,12443,2,EA,1,100,0.186273
1032480.943576,1032480.943580,1760462410.756382,93063.000,12459,1,EA,1,100,0.186338
1032481.010077,1032481.010081,1760462410.822883,93129.500,12474,2,EA,1,100,0.186428
1032481.076578,1032481.076582,1760462410.889384,93196.000,12474,2,EA,1,100,0.186554
1032481.143579,1032481.143583,1760462410.956385,93263.000,12490,1,EA,1,100,0.186754
1032481.210080,1032481.210084,1760462411.022886,93329.500,12505,2,EA,1,100,0.187057
1032481.276581,1032481.276585,1760462411.089387,93396.000,12505,2,EA,1,100,0.187517
1032481.343582,1032481.343586,1760462411.156388,93463.000,12521,1,EA,1,100,0.187811
1032481.410083,1032481.410087,1760462411.222889,93529.500,12536,2,EA,1,100,0.187979
1032481.476584,1032481.476588,1760462411.289391,93596.000,12536,2,EA,1,100,0.188183
1032481.543585,1032481.543589,1760462411.356392,93663.000,12555,1,EA,1,100,0.188352
1032481.610086,1032481.610090,1760462411.422893,93729.500,12571,2,EA,1,100,0.188506
1032481.676587,1032481.676591,1760462411.489394,93796.000,12571,2,EA,1,100,0.188639
1032481.743588,1032481.743592,1760462411.556395,93863.000,12587,1,EA,1,100,0.188490
1032481.810089,1032481.810093,1760462411.622896,93929.500,12603,2,EA,1,100,0.187107
1032481.876590,1032481.876594,1760462411.689398,93996.000,12603,2,EA,1,100,0.187193
1032481.943591,1032481.943595,1760462411.756399,94063.000,12619,1,EA,1,100,0.187380
1032482.010092,1032482.010096,1760462411.822900,94129.500,12634,2,EA,1,100,0.187395
1032482.076593,1032482.076597,1760462411.889401,94196.000,12634,2,EA,1,100,0.187370
1032482.143094,1032482.143098,1760462411.955902,94262.500,12650,2,EA,1,100,0.187431
1032482.209595,1032482.209599,1760462412.022403,94329.000,12650,2,EA,1,100,0.187502
1032482.276596,1032482.276600,1760462412.089404,94396.000,12665,1,EA,1,100,0.187588
1032482.343097,1032482.343101,1760462412.155905,94462.500,12681,2,EA,1,100,0.187710
1032482.409598,1032482.409602,1760462412.222407,94529.000,12681,2,EA,1,100,0.187776
1032482.476599,1032482.476603,1760462412.289408,94596.000,12698,1,EA,1,100,0.187806
1032482.543100,1032482.543104,1760462412.355909,94662.500,12714,2,EA,1,100,0.187944
1032482.609601,1032482.609605,1760462412.422410,94729.000,12714,2,EA,1,100,0.188025
1032482.676602,1032482.676606,1760462412.489411,94796.000,12729,1,EA,1,100,0.188178
1032482.743103,1032482.743106,1760462412.555912,94862.500,12745,2,EA,1,100,0.188475
1032482.809604,1032482.809607,1760462412.622413,94929.000,12745,2,EA,1,100,0.188942
1032482.876605,1032482.876608,1760462412.689415,94996.000,12761,1,EA,1,100,0.189396
1032482.943106,1032482.943109,1760462412.755916,95062.500,12776,2,EA,1,100,0.189686
1032483.009607,1032483.009610,1760462412.822417,95129.000,12776,2,EA,1,100,0.189827
1032483.076608,1032483.076611,1760462412.889418,95196.000,12791,1,EA,1,100,0.189967
1032483.143109,1032483.143112,1760462412.955919,95262.500,12810,2,EA,1,100,0.190087
1032483.209610,1032483.209613,1760462413.022420,95329.000,12810,2,EA,1,100,0.190269
1032483.276611,1032483.276614,1760462413.089421,95396.000,12827,1,EA,1,100,0.190175
1032483.343112,1032483.343115,1760462413.155922,95462.500,12842,2,EA,1,100,0.189671
1032483.409613,1032483.409616,1760462413.222424,95529.000,12842,2,EA,1,100,0.189614
1032483.476614,1032483.476617,1760462413.289425,95596.000,12857,1,EA,1,100,0.189645
1032483.543115,1032483.543118,1760462413.355926,95662.500,12874,2,EA,1,100,0.189728
1032483.609616,1032483.609619,1760462413.422427,95729.000,12874,2,EA,1,100,0.189712
1032483.676617,1032483.676620,1760462413.489428,95796.000,12889,1,EA,1,100,0.189759
1032483.743118,1032483.743121,1760462413.555929,95862.500,12904,2,EA,1,100,0.189811
1032483.809619,1032483.809622,1760462413.622431,95929.000,12904,2,EA,1,100,0.189837
1032483.876619,1032483.876623,1760462413.689432,95996.000,12920,1,EA,1,100,0.189780
1032483.943120,1032483.943124,1760462413.755933,96062.500,12936,2,EA,1,100,0.190118
1032484.009621,1032484.009625,1760462413.822434,96129.000,12936,2,EA,1,100,0.190609
1032484.076622,1032484.076626,1760462413.889435,96196.000,12951,1,EA,1,100,0.190840
1032484.143123,1032484.143127,1760462413.955936,96262.500,12968,2,EA,1,100,0.190961
1032484.209624,1032484.209628,1760462414.022437,96329.000,12968,2,EA,1,100,0.190971
1032484.276625,1032484.276629,1760462414.089438,96396.000,12984,1,EA,1,100,0.190882
1032484.343126,1032484.343130,1760462414.155940,96462.500,13000,2,EA,1,100,0.190709
1032484.409627,1032484.409631,1760462414.222441,96529.000,13000,2,EA,1,100,0.190677
1032484.476128,1032484.476132,1760462414.288942,96595.500,13016,2,EA,1,100,0.190583
1032484.542629,1032484.542633,1760462414.355443,96662.000,13016,2,EA,1,100,0.190531
1032484.609630,1032484.609634,1760462414.422444,96729.000,13032,1,EA,1,100,0.190761
1032484.676131,1032484.676135,1760462414.488945,96795.500,13046,2,EA,1,100,0.190950
1032484.742632,1032484.742636,1760462414.555446,96862.000,13046,2,EA,1,100,0.190971
1032484.809633,1032484.809637,1760462414.622447,96929.000,13062,1,EA,1,100,0.191045
1032484.876134,1032484.876138,1760462414.688949,96995.500,13080,2,EA,1,100,0.191203
1032484.942635,1032484.942639,1760462414.755450,97062.000,13080,2,EA,1,100,0.191340
1032485.009636,1032485.009640,1760462414.822451,97129.000,13096,1,EA,1,100,0.191430
1032485.076137,1032485.076141,1760462414.888952,97195.500,13112,2,EA,1,100,0.191425
1032485.142638,1032485.142642,1760462414.955453,97262.000,13112,2,EA,1,100,0.191382
1032485.209639,1032485.209643,1760462415.022454,97329.000,13129,1,EA,1,100,0.191403
1032485.276140,1032485.276144,1760462415.088955,97395.500,13144,2,EA,1,100,0.191483
1032485.342641,1032485.342645,1760462415.155457,97462.000,13144,2,EA,1,100,0.191382
1032485.409642,1032485.409645,1760462415.222458,97529.000,13160,1,EA,1,100,0.191319
1032485.476310,1032485.476313,1760462415.289126,97595.667,13179,3,EA,1,100,0.191219
1032485.542977,1032485.542981,1760462415.355793,97662.333,13179,3,EA,1,100,0.191124
1032485.609645,1032485.609648,1760462415.422461,97729.000,13179,3,EA,1,100,0.191171
1032485.676146,1032485.676149,1760462415.488962,97795.500,13194,2,EA,1,100,0.191134
1032485.742647,1032485.742650,1760462415.555464,97862.000,13194,2,EA,1,100,0.191166
1032485.809648,1032485.809651,1760462415.622465,97929.000,13211,1,EA,1,100,0.191266
1032485.876149,1032485.876152,1760462415.688966,97995.500,13228,2,EA,1,100,0.191409
1032485.942650,1032485.942653,1760462415.755467,98062.000,13228,2,EA,1,100,0.191462
1032486.009651,1032486.009654,1760462415.822468,98129.000,13246,1,EA,1,100,0.191504
1032486.076152,1032486.076155,1760462415.888969,98195.500,13261,2,EA,1,100,0.191562
1032486.142653,1032486.142656,1760462415.955470,98262.000,13261,2,EA,1,100,0.191668
1032486.209654,1032486.209657,1760462416.022471,98329.000,13278,1,EA,1,100,0.191779
1032486.276155,1032486.276158,1760462416.088973,98395.500,13292,2,EA,1,100,0.191854
1032486.342656,1032486.342659,1760462416.155474,98462.000,13292,2,EA,1,100,0.191965
1032486.409657,1032486.409660,1760462416.222475,98529.000,13308,1,EA,1,100,0.192109
1032486.476158,1032486.476161,1760462416.288976,98595.500,13326,2,EA,1,100,0.192045
1032486.542659,1032486.542662,1760462416.355477,98662.000,13326,2,EA,1,100,0.191811
1032486.609660,1032486.609663,1760462416.422478,98729.000,13342,1,EA,1,100,0.191721
1032486.676161,1032486.676164,1760462416.488979,98795.500,13357,2,EA,1,100,0.191716
1032486.742662,1032486.742665,1760462416.555480,98862.000,13357,2,EA,1,100,0.191822
1032486.809163,1032486.809166,1760462416.621982,98928.500,13374,2,EA,1,100,0.191986
1032486.875664,1032486.875667,1760462416.688483,98995.000,13374,2,EA,1,100,0.192322
1032486.942665,1032486.942668,1760462416.755484,99062.000,13391,1,EA,1,100,0.192669
1032487.009166,1032487.009169,1760462416.821985,99128.500,13407,2,EA,1,100,0.192991
1032487.075667,1032487.075670,1760462416.888486,99195.000,13407,2,EA,1,100,0.193389
1032487.142667,1032487.142671,1760462416.955487,99262.000,13424,1,EA,1,100,0.193870
1032487.209168,1032487.209172,1760462417.021989,99328.500,13440,2,EA,1,100,0.194261
1032487.275669,1032487.275673,1760462417.088490,99395.000,13440,2,EA,1,100,0.194457
1032487.342670,1032487.342674,1760462417.155491,99462.000,13455,1,EA,1,100,0.194528
1032487.409171,1032487.409175,1760462417.221992,99528.500,13473,2,EA,1,100,0.194512
1032487.475672,1032487.475676,1760462417.288493,99595.000,13473,2,EA,1,100,0.194572
1032487.542673,1032487.542677,1760462417.355494,99662.000,13491,1,EA,1,100,0.194681
1032487.609174,1032487.609178,1760462417.421995,99728.500,13506,2,EA,1,100,0.194757
1032487.675675,1032487.675679,1760462417.488497,99795.000,13506,2,EA,1,100,0.194840
1032487.742676,1032487.742680,1760462417.555498,99862.000,13522,1,EA,1,100,0.194911
1032487.809177,1032487.809181,1760462417.621999,99928.500,13539,2,EA,1,100,0.194965
1032487.875678,1032487.875682,1760462417.688500,99995.000,13539,2,EA,1,100,0.195037
1032487.942679,1032487.942683,1760462417.755501,100062.000,13556,1,EA,1,100,0.195059
1032488.009180,1032488.009184,1760462417.822002,100128.500,13571,2,EA,1,100,0.195031
1032488.075681,1032488.075685,1760462417.888503,100195.000,13571,2,EA,1,100,0.194867
1032488.142682,1032488.142685,1760462417.955504,100262.000,13588,1,EA,1,100,0.194845
1032488.209183,1032488.209186,1760462418.022006,100328.500,13605,2,EA,1,100,0.195092
1032488.275684,1032488.275687,1760462418.088507,100395.000,13605,2,EA,1,100,0.195377
1032488.342685,1032488.342688,1760462418.155508,100462.000,13620,1,EA,1,100,0.195609
1032488.409186,1032488.409189,1760462418.222009,100528.500,13635,2,EA,1,100,0.195725
1032488.475687,1032488.475690,1760462418.288510,100595.000,13635,2,EA,1,100,0.195769
1032488.542688,1032488.542691,1760462418.355511,100662.000,13653,1,EA,1,100,0.195802
1032488.609189,1032488.609192,1760462418.422012,100728.500,13669,2,EA,1,100,0.195880
1032488.675690,1032488.675693,1760462418.488513,100795.000,13669,2,EA,1,100,0.195924
1032488.742691,1032488.742694,1760462418.555515,100862.000,13685,2,EA,1,100,0.195891
1032488.809692,1032488.809695,1760462418.622516,100929.000,13685,2,EA,1,100,0.195880
1032488.875693,1032488.875696,1760462418.688517,100995.000,13702,1,EA,1,100,0.195913
1032488.942694,1032488.942697,1760462418.755518,101062.000,13718,2,EA,1,100,0.195874
1032489.009695,1032489.009698,1760462418.822519,101129.000,13718,2,EA,1,100,0.195857
1032489.075696,1032489.075699,1760462418.888520,101195.000,13734,1,EA,1,100,0.195874
1032489.142697,1032489.142700,1760462418.955522,101262.000,13750,2,EA,1,100,0.195902
1032489.209698,1032489.209701,1760462419.022523,101329.000,13750,2,EA,1,100,0.195940
1032489.275699,1032489.275702,1760462419.088524,101395.000,13766,1,EA,1,100,0.195940
1032489.342700,1032489.342703,1760462419.155525,101462.000,13780,2,EA,1,100,0.195990
1032489.409701,1032489.409704,1760462419.222526,101529.000,13780,2,EA,1,100,0.196057
1032489.475702,1032489.475705,1760462419.288527,101595.000,13798,1,EA,1,100,0.196140
1032489.542703,1032489.542706,1760462419.355528,101662.000,13814,2,EA,1,100,0.196245
1032489.609704,1032489.609707,1760462419.422529,101729.000,13814,2,EA,1,100,0.196340
1032489.675705,1032489.675708,1760462419.488531,101795.000,13830,1,EA,1,100,0.196395
1032489.742706,1032489.742709,1760462419.555532,101862.000,13845,2,EA,1,100,0.196551
1032489.809707,1032489.809710,1760462419.622533,101929.000,13845,2,EA,1,100,0.196696
1032489.875708,1032489.875711,1760462419.688534,101995.000,13862,1,EA,1,100,0.196769
1032489.942209,1032489.942212,1760462419.755035,102061.500,13883,2,EA,1,100,0.196825
1032490.008710,1032490.008713,1760462419.821536,102128.000,13883,2,EA,1,100,0.196903
1032490.075711,1032490.075714,1760462419.888537,102195.000,13899,1,EA,1,100,0.196987
1032490.142712,1032490.142715,1760462419.955539,102262.000,13914,2,EA,1,100,0.197043
1032490.209713,1032490.209716,1760462420.022540,102329.000,13914,2,EA,1,100,0.197110
1032490.275714,1032490.275717,1760462420.088541,102395.000,13930,1,EA,1,100,0.197188
1032490.342215,1032490.342218,1760462420.155042,102461.500,13945,2,EA,1,100,0.197261
1032490.408715,1032490.408719,1760462420.221543,102528.000,13945,2,EA,1,100,0.197329
1032490.475716,1032490.475720,1760462420.288544,102595.000,13963,1,EA,1,100,0.197312
1032490.542217,1032490.542221,1760462420.355045,102661.500,13981,2,EA,1,100,0.197357
1032490.608718,1032490.608722,1760462420.421546,102728.000,13981,2,EA,1,100,0.197385
1032490.675719,1032490.675723,1760462420.488548,102795.000,14001,1,EA,1,100,0.197452
1032490.742220,1032490.742224,1760462420.555049,102861.500,14017,2,EA,1,100,0.197463
1032490.808721,1032490.808724,1760462420.621550,102928.000,14017,2,EA,1,100,0.197486
1032490.875722,1032490.875725,1760462420.688551,102995.000,14034,2,EA,1,100,0.197559
1032490.942723,1032490.942726,1760462420.755552,103062.000,14034,2,EA,1,100,0.197570
1032491.008724,1032491.008727,1760462420.821553,103128.000,14051,1,EA,1,100,0.197576
1032491.075725,1032491.075728,1760462420.888555,103195.000,14068,2,EA,1,100,0.197627
1032491.142726,1032491.142729,1760462420.955556,103262.000,14068,2,EA,1,100,0.197632
1032491.208727,1032491.208730,1760462421.021557,103328.000,14084,1,EA,1,100,0.197644
1032491.275728,1032491.275731,1760462421.088558,103395.000,14100,2,EA,1,100,0.197627
1032491.342729,1032491.342732,1760462421.155559,103462.000,14100,2,EA,1,100,0.197610
1032491.408730,1032491.408733,1760462421.221560,103528.000,14115,1,EA,1,100,0.197649
1032491.475731,1032491.475734,1760462421.288561,103595.000,14131,2,EA,1,100,0.197683
1032491.542732,1032491.542735,1760462421.355562,103662.000,14131,2,EA,1,100,0.197728
1032491.608733,1032491.608736,1760462421.421564,103728.000,14146,1,EA,1,100,0.197824
1032491.675734,1032491.675737,1760462421.488565,103795.000,14164,2,EA,1,100,0.197638
1032491.742735,1032491.742738,1760462421.555566,103862.000,14164,2,EA,1,100,0.197542
1032491.808736,1032491.808739,1760462421.621567,103928.000,14182,1,EA,1,100,0.197553
1032491.875737,1032491.875740,1760462421.688568,103995.000,14198,2,EA,1,100,0.197503
1032491.942738,1032491.942741,1760462421.755569,104062.000,14198,2,EA,1,100,0.197424
1032492.008739,1032492.008742,1760462421.821570,104128.000,14213,1,EA,1,100,0.197396
1032492.075740,1032492.075743,1760462421.888572,104195.000,14231,2,EA,1,100,0.197390
1032492.142741,1032492.142744,1760462421.955573,104262.000,14231,2,EA,1,100,0.197301
1032492.208742,1032492.208745,1760462422.021574,104328.000,14247,1,EA,1,100,0.197205
1032492.275743,1032492.275746,1760462422.088575,104395.000,14262,2,EA,1,100,0.197093
1032492.342744,1032492.342747,1760462422.155576,104462.000,14262,2,EA,1,100,0.197009
1032492.408745,1032492.408748,1760462422.221577,104528.000,14277,1,EA,1,100,0.196914
1032492.475746,1032492.475749,1760462422.288579,104595.000,14294,2,EA,1,100,0.196769
1032492.542747,1032492.542750,1760462422.355580,104662.000,14294,2,EA,1,100,0.196657
1032492.608748,1032492.608751,1760462422.421581,104728.000,14311,1,EA,1,100,0.196551
1032492.675749,1032492.675752,1760462422.488582,104795.000,14327,2,EA,1,100,0.196496
1032492.742750,1032492.742753,1760462422.555583,104862.000,14327,2,EA,1,100,0.196473
1032492.809251,1032492.809254,1760462422.622084,104928.500,14343,2,EA,1,100,0.196345
1032492.875752,1032492.875755,1760462422.688585,104995.000,14343,2,EA,1,100,0.196268
1032492.942753,1032492.942756,1760462422.755586,105062.000,14361,1,EA,1,100,0.196184
1032493.009254,1032493.009257,1760462422.822088,105128.500,14376,2,EA,1,100,0.196129
1032493.075755,1032493.075758,1760462422.888589,105195.000,14376,2,EA,1,100,0.196090
1032493.142756,1032493.142759,1760462422.955590,105262.000,14394,1,EA,1,100,0.195957
1032493.209257,1032493.209260,1760462423.022091,105328.500,14409,2,EA,1,100,0.195952
1032493.275758,1032493.275761,1760462423.088592,105395.000,14409,2,EA,1,100,0.195924
1032493.342759,1032493.342762,1760462423.155593,105462.000,14425,1,EA,1,100,0.195869
1032493.409260,1032493.409263,1760462423.222094,105528.500,14440,2,EA,1,100,0.195774
1032493.475761,1032493.475764,1760462423.288595,105595.000,14440,2,EA,1,100,0.195758
1032493.542762,1032493.542764,1760462423.355597,105662.000,14457,1,EA,1,100,0.195924
1032493.609263,1032493.609265,1760462423.422098,105728.500,14474,2,EA,1,100,0.195819
1032493.675764,1032493.675766,1760462423.488599,105795.000,14474,2,EA,1,100,0.195786
1032493.741764,1032493.741767,1760462423.554600,105861.000,14490,1,EA,1,100,0.195725
1032493.808765,1032493.808768,1760462423.621601,105928.000,14506,2,EA,1,100,0.195631
1032493.875766,1032493.875769,1760462423.688602,105995.000,14506,2,EA,1,100,0.195565
1032493.942267,1032493.942270,1760462423.755104,106061.500,14524,2,EA,1,100,0.195548
1032494.008768,1032494.008771,1760462423.821605,106128.000,14524,2,EA,1,100,0.195499
1032494.075769,1032494.075772,1760462423.888606,106195.000,14539,1,EA,1,100,0.195438
1032494.142270,1032494.142273,1760462423.955107,106261.500,14555,2,EA,1,100,0.195361
1032494.208771,1032494.208774,1760462424.021608,106328.000,14555,2,EA,1,100,0.195284
1032494.275772,1032494.275775,1760462424.088609,106395.000,14572,1,EA,1,100,0.195240
1032494.342273,1032494.342276,1760462424.155110,106461.500,14588,2,EA,1,100,0.195141
1032494.408774,1032494.408777,1760462424.221611,106528.000,14588,2,EA,1,100,0.195103
1032494.475775,1032494.475778,1760462424.288613,106595.000,14603,1,EA,1,100,0.195059
1032494.542276,1032494.542279,1760462424.355114,106661.500,14619,2,EA,1,100,0.195031
1032494.608777,1032494.608780,1760462424.421615,106728.000,14619,2,EA,1,100,0.195020
1032494.675778,1032494.675781,1760462424.488616,106795.000,14634,1,EA,1,100,0.194905
1032494.742279,1032494.742282,1760462424.555117,106861.500,14651,2,EA,1,100,0.194763
1032494.808780,1032494.808783,1760462424.621618,106928.000,14651,2,EA,1,100,0.194703
1032494.875781,1032494.875784,1760462424.688619,106995.000,14669,1,EA,1,100,0.194648
1032494.942282,1032494.942285,1760462424.755121,107061.500,14688,2,EA,1,100,0.194544
1032495.008783,1032495.008786,1760462424.821622,107128.000,14688,2,EA,1,100,0.194490
1032495.075784,1032495.075787,1760462424.888623,107195.000,14703,1,EA,1,100,0.194446
1032495.142285,1032495.142288,1760462424.955124,107261.500,14720,2,EA,1,100,0.194397
1032495.208786,1032495.208789,1760462425.021625,107328.000,14720,2,EA,1,100,0.194354
1032495.275787,1032495.275790,1760462425.088626,107395.000,14735,1,EA,1,100,0.194315
1032495.342288,1032495.342291,1760462425.155127,107461.500,14753,2,EA,1,100,0.194299
1032495.408789,1032495.408792,1760462425.221628,107528.000,14753,2,EA,1,100,0.194212
1032495.475790,1032495.475793,1760462425.288630,107595.000,14767,1,EA,1,100,0.194098
1032495.542291,1032495.542294,1760462425.355131,107661.500,14784,2,EA,1,100,0.194006
1032495.608792,1032495.608795,1760462425.421632,107728.000,14784,2,EA,1,100,0.193962
1032495.675293,1032495.675296,1760462425.488133,107794.500,14799,2,EA,1,100,0.193908
1032495.741794,1032495.741797,1760462425.554634,107861.000,14799,2,EA,1,100,0.193810
1032495.808795,1032495.808798,1760462425.621635,107928.000,14821,1,EA,1,100,0.193735
1032495.875296,1032495.875299,1760462425.688137,107994.500,14836,2,EA,1,100,0.193708
1032495.941797,1032495.941800,1760462425.754638,108061.000,14836,2,EA,1,100,0.193648
1032496.008798,1032496.008801,1760462425.821639,108128.000,14854,1,EA,1,100,0.193610
1032496.075299,1032496.075302,1760462425.888140,108194.500,14871,2,EA,1,100,0.193497
1032496.141800,1032496.141803,1760462425.954641,108261.000,14871,2,EA,1,100,0.193421
1032496.208801,1032496.208803,1760462426.021642,108328.000,14888,1,EA,1,100,0.193410
1032496.275302,1032496.275304,1760462426.088143,108394.500,14902,2,EA,1,100,0.193308
1032496.341803,1032496.341805,1760462426.154644,108461.000,14902,2,EA,1,100,0.193265
1032496.408804,1032496.408806,1760462426.221646,108528.000,14918,1,EA,1,100,0.193276
1032496.475305,1032496.475307,1760462426.288147,108594.500,14934,2,EA,1,100,0.193168
1032496.541806,1032496.541808,1760462426.354648,108661.000,14934,2,EA,1,100,0.193077
1032496.608807,1032496.608809,1760462426.421649,108728.000,14950,1,EA,1,100,0.193050
1032496.675308,1032496.675310,1760462426.488150,108794.500,14966,2,EA,1,100,0.192985
1032496.741809,1032496.741811,1760462426.554651,108861.000,14966,2,EA,1,100,0.192846
1032496.808810,1032496.808812,1760462426.621652,108928.000,14983,1,EA,1,100,0.192792
1032496.875311,1032496.875313,1760462426.688154,108994.500,14999,2,EA,1,100,0.192717
1032496.941812,1032496.941814,1760462426.754655,109061.000,14999,2,EA,1,100,0.192664
1032497.008812,1032497.008815,1760462426.821656,109128.000,15017,1,EA,1,100,0.192648
