TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
102812.000000,197749.000000,1760462420.505548,1760462515.444169,1032490.692723,1032585.631112,1032490.692720,1032585.631115,11,88212,203786,1.12.2
