LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1032545.220380,1032545.220378,1760462475.033336,156022.000,22255,1,BI,1,100,520
1032545.797423,1032545.797421,1760462475.610381,156599.000,22334,1,BI,1,100,580
1032546.367466,1032546.367464,1760462476.180425,157169.000,22433,1,BI,1,100,560
1032547.010514,1032547.010512,1760462476.823474,157812.000,22529,1,BI,1,100,640
1032547.730568,1032547.730566,1760462477.543530,158532.000,22642,1,BI,1,100,720
1032549.083669,1032549.083667,1760462478.896635,159885.000,22873,1,BI,1,100,1340
1032549.760720,1032549.760717,1760462479.573687,160562.000,22970,1,BI,1,100,670
1032550.220754,1032550.220752,1760462480.033722,161022.000,23054,1,BI,1,100,460
1032550.566780,1032550.566778,1760462480.379749,161368.000,23101,1,BI,1,100,340
1032552.646936,1032552.646933,1760462482.459910,163448.000,23437,1,BI,1,100,2070
1032553.223979,1032553.223976,1760462483.036954,164025.000,23519,1,BI,1,100,570
1032553.837025,1032553.837022,1760462483.650002,164638.000,23624,1,BI,1,100,620
1032554.434069,1032554.434067,1760462484.247048,165235.000,23722,1,BI,1,100,590
1032554.910105,1032554.910102,1760462484.723084,165711.000,23803,1,BI,1,100,480
1032555.470147,1032555.470144,1760462485.283128,166271.000,23885,1,BI,1,100,550
1032556.064191,1032556.064189,1760462485.877173,166865.000,23982,1,BI,1,100,590
1032556.590230,1032556.590228,1760462486.403214,167391.000,24064,1,BI,1,100,530
1032557.087268,1032557.087265,1760462486.900253,167888.000,24144,1,BI,1,100,490
1032557.624308,1032557.624305,1760462487.437294,168425.000,24227,1,BI,1,100,530
1032558.167348,1032558.167346,1760462487.980336,168968.000,24325,1,BI,1,100,540
1032558.734391,1032558.734388,1760462488.547380,169535.000,24412,1,BI,1,100,570
1032559.307434,1032559.307431,1760462489.120424,170108.000,24514,1,BI,1,100,560
1032559.880476,1032559.880474,1760462489.693468,170681.000,24612,1,BI,1,100,570
1032560.437518,1032560.437516,1760462490.250511,171238.000,24697,1,BI,1,100,560
1032561.000560,1032561.000558,1760462490.813555,171801.000,24793,1,BI,1,100,560
1032561.546601,1032561.546599,1760462491.359597,172347.000,24876,1,BI,1,100,540
1032562.197650,1032562.197647,1760462492.010647,172998.000,24972,1,BI,1,100,650
1032562.706688,1032562.706685,1760462492.519686,173507.000,25055,1,BI,1,100,500
1032563.250729,1032563.250726,1760462493.063728,174051.000,25158,1,BI,1,100,540
1032563.773768,1032563.773765,1760462493.586769,174574.000,25242,1,BI,1,100,520
1032564.299807,1032564.299804,1760462494.112809,175100.000,25326,1,BI,1,100,520
1032564.903852,1032564.903850,1760462494.716856,175704.000,25421,1,BI,1,100,600
1032565.453893,1032565.453891,1760462495.266899,176254.000,25505,1,BI,1,100,550
1032566.009935,1032566.009932,1760462495.822942,176810.000,25586,1,BI,1,100,550
1032566.573977,1032566.573975,1760462496.386985,177374.000,25687,1,BI,1,100,560
1032567.133019,1032567.133016,1760462496.946028,177933.000,25768,1,BI,1,100,560
1032567.790068,1032567.790065,1760462497.603079,178590.000,25882,1,BI,1,100,650
1032568.357110,1032568.357108,1760462498.170123,179157.000,25971,1,BI,1,100,560
1032568.940154,1032568.940151,1760462498.753168,179740.000,26075,1,BI,1,100,580
1032569.467193,1032569.467191,1760462499.280208,180267.000,26158,1,BI,1,100,530
1032570.030235,1032570.030233,1760462499.843252,180830.000,26256,1,BI,1,100,560
1032570.643281,1032570.643279,1760462500.456299,181443.000,26356,1,BI,1,100,610
1032571.200323,1032571.200320,1760462501.013342,182000.000,26438,1,BI,1,100,550
1032571.790367,1032571.790365,1760462501.603388,182590.000,26538,1,BI,1,100,580
1032572.333408,1032572.333405,1760462502.146430,183133.000,26640,1,BI,1,100,540
1032572.890449,1032572.890447,1760462502.703473,183690.000,26722,1,BI,1,100,560
1032573.516496,1032573.516494,1760462503.329521,184316.000,26825,1,BI,1,100,620
1032574.046536,1032574.046533,1760462503.859562,184846.000,26910,1,BI,1,100,530
1032574.589576,1032574.589574,1760462504.402604,185389.000,27008,1,BI,1,100,540
1032575.106615,1032575.106613,1760462504.919644,185906.000,27089,1,BI,1,100,510
1032575.663657,1032575.663654,1760462505.476687,186463.000,27171,1,BI,1,100,550
1032576.216698,1032576.216696,1760462506.029730,187016.000,27267,1,BI,1,100,550
1032576.763739,1032576.763736,1760462506.576772,187563.000,27349,1,BI,1,100,540
1032577.309780,1032577.309777,1760462507.122814,188109.000,27432,1,BI,1,100,550
1032577.882823,1032577.882820,1760462507.695858,188682.000,27529,1,BI,1,100,570
1032578.449865,1032578.449862,1760462508.262902,189249.000,27616,1,BI,1,100,560
1032579.042909,1032579.042907,1760462508.855948,189842.000,27714,1,BI,1,100,590
1032579.599951,1032579.599948,1760462509.412991,190399.000,27824,1,BI,1,100,550
1032580.176994,1032580.176992,1760462509.990036,190976.000,27905,1,BI,1,100,570
1032580.683032,1032580.683029,1760462510.496074,191482.000,27991,1,BI,1,100,510
1032581.267076,1032581.267073,1760462511.080120,192066.000,28087,1,BI,1,100,580
1032581.793115,1032581.793112,1760462511.606160,192592.000,28168,1,BI,1,100,520
1032582.310154,1032582.310151,1760462512.123200,193109.000,28250,1,BI,1,100,510
1032582.826192,1032582.826190,1760462512.639240,193625.000,28331,1,BI,1,100,520
1032583.343231,1032583.343228,1760462513.156280,194142.000,28414,1,BI,1,100,510
1032583.916274,1032583.916271,1760462513.729324,194715.000,28512,1,BI,1,100,570
1032584.453314,1032584.453311,1760462514.266366,195252.000,28590,1,BI,1,100,530
1032584.983354,1032584.983351,1760462514.796407,195782.000,28686,1,BI,1,100,530
1032585.519394,1032585.519391,1760462515.332448,196318.000,28768,1,BI,1,100,530
1032586.103437,1032586.103435,1760462515.916493,196902.000,28865,1,BI,1,100,580
1032586.736485,1032586.736482,1760462516.549542,197535.000,28963,1,BI,1,100,630
1032587.272525,1032587.272522,1760462517.085583,198071.000,29043,1,BI,1,100,530
1032587.846568,1032587.846565,1760462517.659628,198645.000,29139,1,BI,1,100,570
1032588.372607,1032588.372604,1760462518.185668,199171.000,29224,1,BI,1,100,530
1032588.952651,1032588.952648,1760462518.765713,199751.000,29320,1,BI,1,100,570
1032589.509692,1032589.509689,1760462519.322756,200308.000,29402,1,BI,1,100,550
1032590.049733,1032590.049730,1760462519.862798,200848.000,29483,1,BI,1,100,540
1032590.535769,1032590.535766,1760462520.348835,201334.000,29564,1,BI,1,100,480
1032591.105812,1032591.105809,1760462520.918879,201904.000,29660,1,BI,1,100,570
1032591.669854,1032591.669851,1760462521.482923,202468.000,29757,1,BI,1,100,560
1032592.205894,1032592.205891,1760462522.018964,203004.000,29839,1,BI,1,100,530
1032592.702931,1032592.702928,1760462522.516003,203501.000,29905,1,BI,1,100,500
1032593.295975,1032593.295973,1760462523.109048,204094.000,30005,1,BI,1,100,590
