LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1032502.184162,1032502.184160,1760462431.997013,112989.000,15438,1,SF,1,100,35.3125
1032502.517187,1032502.517185,1760462432.330039,113322.000,15487,1,SF,1,100,34.9040
1032502.917217,1032502.917215,1760462432.730070,113722.000,15551,1,SF,1,100,34.5002
1032503.184237,1032503.184235,1760462432.997090,113989.000,15597,1,SF,1,100,34.1011
1032503.517262,1032503.517260,1760462433.330116,114322.000,15649,1,SF,1,100,33.7066
1032503.850286,1032503.850285,1760462433.663142,114655.000,15695,1,SF,1,100,33.3167
1032504.250316,1032504.250314,1760462434.063173,115055.000,15759,1,SF,1,100,32.9313
1032504.517336,1032504.517334,1760462434.330193,115322.000,15808,1,SF,1,100,32.5504
1032504.850361,1032504.850359,1760462434.663219,115655.000,15854,1,SF,1,100,32.1738
1032505.183386,1032505.183384,1760462434.996245,115988.000,15904,1,SF,1,100,31.8016
1032505.583416,1032505.583414,1760462435.396276,116388.000,15966,1,SF,1,100,31.4338
1032505.850436,1032505.850434,1760462435.663296,116655.000,16014,1,SF,1,100,31.0701
1032506.183461,1032506.183459,1760462435.996322,116988.000,16061,1,SF,1,100,30.7107
1032506.583491,1032506.583489,1760462436.396353,117388.000,16125,1,SF,1,100,30.3554
1032506.850511,1032506.850509,1760462436.663373,117655.000,16174,1,SF,1,100,30.0043
1032507.183536,1032507.183534,1760462436.996399,117988.000,16221,1,SF,1,100,29.6572
1032507.516561,1032507.516559,1760462437.329425,118321.000,16269,1,SF,1,100,29.3141
1032507.916591,1032507.916589,1760462437.729456,118721.000,16331,1,SF,1,100,28.9750
1032508.250616,1032508.250614,1760462438.063482,119055.000,16384,1,SF,1,100,28.6398
1032508.583640,1032508.583638,1760462438.396507,119388.000,16433,1,SF,1,100,28.3085
1032508.850660,1032508.850658,1760462438.663528,119655.000,16481,1,SF,1,100,27.9810
1032509.183685,1032509.183683,1760462438.996553,119988.000,16532,1,SF,1,100,27.6574
1032509.583715,1032509.583713,1760462439.396585,120388.000,16596,1,SF,1,100,27.3374
1032509.850735,1032509.850733,1760462439.663605,120655.000,16643,1,SF,1,100,27.0212
1032510.183760,1032510.183758,1760462439.996631,120988.000,16695,1,SF,1,100,26.7086
1032510.516785,1032510.516783,1760462440.329656,121321.000,16741,1,SF,1,100,26.3996
1032510.916815,1032510.916813,1760462440.729687,121721.000,16808,1,SF,1,100,26.0942
1032511.183835,1032511.183833,1760462440.996708,121988.000,16857,1,SF,1,100,25.7924
1032511.516860,1032511.516858,1760462441.329734,122321.000,16904,1,SF,1,100,25.4940
1032511.849885,1032511.849883,1760462441.662759,122654.000,16953,1,SF,1,100,25.1991
1032512.249915,1032512.249913,1760462442.062790,123054.000,17018,1,SF,1,100,24.9076
1032512.516935,1032512.516933,1760462442.329811,123321.000,17066,1,SF,1,100,24.6194
1032512.849959,1032512.849957,1760462442.662837,123654.000,17113,1,SF,1,100,24.3347
1032513.249989,1032513.249987,1760462443.062867,124054.000,17185,1,SF,1,100,24.0531
1032513.517009,1032513.517007,1760462443.329888,124321.000,17234,1,SF,1,100,23.7749
1032513.850034,1032513.850032,1760462443.662914,124654.000,17282,1,SF,1,100,23.4999
1032514.184059,1032514.184057,1760462443.996940,124988.000,17332,1,SF,1,100,23.2280
1032514.583089,1032514.583087,1760462444.395970,125387.000,17394,1,SF,1,100,22.9593
1032514.850109,1032514.850107,1760462444.662991,125654.000,17447,1,SF,1,100,22.6937
1032515.183134,1032515.183132,1760462444.996017,125987.000,17495,1,SF,1,100,22.4312
1032515.517159,1032515.517157,1760462445.330043,126321.000,17542,1,SF,1,100,22.1717
1032515.917189,1032515.917187,1760462445.730073,126721.000,17607,1,SF,1,100,21.9152
1032516.183209,1032516.183207,1760462445.996094,126987.000,17656,1,SF,1,100,21.6617
1032516.517234,1032516.517232,1760462446.330120,127321.000,17705,1,SF,1,100,21.4111
1032516.917264,1032516.917262,1760462446.730151,127721.000,17772,1,SF,1,100,21.1634
1032517.250289,1032517.250287,1760462447.063176,128054.000,17818,1,SF,1,100,20.9186
1032517.517308,1032517.517306,1760462447.330197,128321.000,17868,1,SF,1,100,20.6766
1032517.850333,1032517.850331,1760462447.663223,128654.000,17915,1,SF,1,100,20.4374
1032518.250363,1032518.250361,1760462448.063254,129054.000,17983,1,SF,1,100,22.2833
1032518.583388,1032518.583386,1760462448.396279,129387.000,18032,1,SF,1,100,22.0255
1032518.850408,1032518.850406,1760462448.663300,129654.000,18079,1,SF,1,100,21.7707
1032519.183433,1032519.183431,1760462448.996326,129987.000,18128,1,SF,1,100,21.5189
1032519.583463,1032519.583461,1760462449.396357,130387.000,18190,1,SF,1,100,21.2699
1032519.850483,1032519.850481,1760462449.663377,130654.000,18238,1,SF,1,100,21.0239
1032520.183508,1032520.183506,1760462449.996403,130987.000,18285,1,SF,1,100,20.7807
1032520.583538,1032520.583536,1760462450.396434,131387.000,18350,1,SF,1,100,20.5403
1032520.916563,1032520.916561,1760462450.729460,131720.000,18398,1,SF,1,100,20.3027
1032521.183583,1032521.183581,1760462450.996480,131987.000,18445,1,SF,1,100,20.0678
1032521.516608,1032521.516606,1760462451.329506,132320.000,18493,1,SF,1,100,19.8357
1032521.916637,1032521.916635,1760462451.729537,132720.000,18555,1,SF,1,100,19.6062
1032522.183657,1032522.183655,1760462451.996557,132987.000,18605,1,SF,1,100,19.3794
1032522.516682,1032522.516680,1760462452.329583,133320.000,18653,1,SF,1,100,19.1552
1032522.916712,1032522.916710,1760462452.729614,133720.000,18715,1,SF,1,100,18.9336
1032523.183732,1032523.183730,1760462452.996634,133987.000,18764,1,SF,1,100,18.7146
1032523.516757,1032523.516755,1760462453.329660,134320.000,18813,1,SF,1,100,18.4981
1032523.849782,1032523.849780,1760462453.662686,134653.000,18862,1,SF,1,100,18.2841
1032524.249812,1032524.249810,1760462454.062717,135053.000,18926,1,SF,1,100,18.0726
1032524.516832,1032524.516830,1760462454.329737,135320.000,18972,1,SF,1,100,17.8635
1032524.849857,1032524.849855,1760462454.662763,135653.000,19021,1,SF,1,100,17.6569
1032525.249887,1032525.249885,1760462455.062794,136053.000,19085,1,SF,1,100,17.4526
1032525.516907,1032525.516905,1760462455.329815,136320.000,19132,1,SF,1,100,17.2508
1032525.849932,1032525.849930,1760462455.662840,136653.000,19181,1,SF,1,100,17.0512
1032526.182957,1032526.182954,1760462455.995866,136986.000,19227,1,SF,1,100,16.8539
1032526.582986,1032526.582984,1760462456.395897,137386.000,19291,1,SF,1,100,16.6590
1032526.850006,1032526.850004,1760462456.662918,137653.000,19341,1,SF,1,100,16.4663
1032527.183031,1032527.183029,1760462456.995943,137986.000,19387,1,SF,1,100,16.2758
1032527.583061,1032527.583059,1760462457.395974,138386.000,19451,1,SF,1,100,16.0875
1032527.850081,1032527.850079,1760462457.662995,138653.000,19498,1,SF,1,100,15.9014
1032528.183106,1032528.183104,1760462457.996021,138986.000,19547,1,SF,1,100,15.7175
1032528.516131,1032528.516129,1760462458.329046,139319.000,19596,1,SF,1,100,15.5356
1032528.916161,1032528.916159,1760462458.729077,139719.000,19660,1,SF,1,100,15.3559
1032529.183181,1032529.183179,1760462458.996098,139986.000,19708,1,SF,1,100,15.1783
1032529.516206,1032529.516204,1760462459.329123,140319.000,19755,1,SF,1,100,15.0027
1032529.916236,1032529.916234,1760462459.729154,140719.000,19819,1,SF,1,100,14.8291
1032530.183256,1032530.183254,1760462459.996175,140986.000,19866,1,SF,1,100,14.6576
1032530.516281,1032530.516278,1760462460.329201,141319.000,19915,1,SF,1,100,14.4880
1032530.916310,1032530.916308,1760462460.729232,141719.000,19979,1,SF,1,100,14.3204
1032531.249335,1032531.249333,1760462461.062257,142052.000,20025,1,SF,1,100,14.1548
1032531.516355,1032531.516353,1760462461.329278,142319.000,20075,1,SF,1,100,13.9910
1032531.849380,1032531.849378,1760462461.662304,142652.000,20121,1,SF,1,100,13.8292
1032532.249410,1032532.249408,1760462462.062335,143052.000,20185,1,SF,1,100,13.6692
1032532.516430,1032532.516428,1760462462.329355,143319.000,20234,1,SF,1,100,13.5111
1032532.849455,1032532.849453,1760462462.662381,143652.000,20280,1,SF,1,100,13.3548
1032533.249485,1032533.249483,1760462463.062412,144052.000,20347,1,SF,1,100,13.2003
1032533.583510,1032533.583508,1760462463.396438,144386.000,20394,1,SF,1,100,13.0476
1032533.849530,1032533.849528,1760462463.662458,144652.000,20442,1,SF,1,100,12.8967
1032534.182555,1032534.182553,1760462463.995484,144985.000,20491,1,SF,1,100,12.7475
1032534.582585,1032534.582582,1760462464.395515,145385.000,20553,1,SF,1,100,12.6000
1032534.849605,1032534.849602,1760462464.662535,145652.000,20602,1,SF,1,100,12.4542
1032535.182630,1032535.182627,1760462464.995561,145985.000,20651,1,SF,1,100,14.3924
1032535.582659,1032535.582657,1760462465.395592,146385.000,20717,1,SF,1,100,16.3082
1032535.916684,1032535.916682,1760462465.729618,146719.000,20765,1,SF,1,100,18.2018
1032536.182704,1032536.182702,1760462465.995638,146985.000,20815,1,SF,1,100,17.9912
1032536.516729,1032536.516727,1760462466.329664,147319.000,20863,1,SF,1,100,17.7831
1032536.916759,1032536.916757,1760462466.729695,147719.000,20925,1,SF,1,100,17.5774
1032537.182779,1032537.182777,1760462466.995716,147985.000,20974,1,SF,1,100,17.3741
1032537.515804,1032537.515802,1760462467.328741,148318.000,21021,1,SF,1,100,17.1731
1032537.849829,1032537.849827,1760462467.662767,148652.000,21070,1,SF,1,100,16.9744
1032538.249859,1032538.249857,1760462468.062798,149052.000,21120,1,SF,1,100,16.7780
1032538.582884,1032538.582882,1760462468.395824,149385.000,21168,1,SF,1,100,16.5840
1032538.849904,1032538.849902,1760462468.662844,149652.000,21218,1,SF,1,100,16.3921
1032539.182929,1032539.182926,1760462468.995870,149985.000,21265,1,SF,1,100,16.2025
1032539.582959,1032539.582956,1760462469.395901,150385.000,21331,1,SF,1,100,16.0151
1032539.849979,1032539.849976,1760462469.662921,150652.000,21380,1,SF,1,100,15.8298
1032540.183003,1032540.183001,1760462469.995947,150985.000,21427,1,SF,1,100,15.6467
1032540.583033,1032540.583031,1760462470.395978,151385.000,21494,1,SF,1,100,15.4657
1032540.916058,1032540.916056,1760462470.729004,151718.000,21541,1,SF,1,100,15.2868
1032541.183078,1032541.183076,1760462470.996024,151985.000,21592,1,SF,1,100,15.1099
1032541.516103,1032541.516101,1760462471.329050,152318.000,21641,1,SF,1,100,14.9351
1032541.916133,1032541.916131,1760462471.729081,152718.000,21704,1,SF,1,100,14.7624
1032542.183153,1032542.183151,1760462471.996102,152985.000,21757,1,SF,1,100,16.6738
1032542.516178,1032542.516176,1760462472.329127,153318.000,21804,1,SF,1,100,16.4810
1032542.849203,1032542.849201,1760462472.662153,153651.000,21852,1,SF,1,100,16.2903
1032543.249233,1032543.249230,1760462473.062184,154051.000,21921,1,SF,1,100,16.1019
1032543.516253,1032543.516250,1760462473.329205,154318.000,21974,1,SF,1,100,15.9156
1032543.849278,1032543.849275,1760462473.662230,154651.000,22024,1,SF,1,100,17.8137
1032544.249308,1032544.249305,1760462474.062261,155051.000,22093,1,SF,1,100,19.6899
1032544.516328,1032544.516325,1760462474.329282,155318.000,22140,1,SF,1,100,19.4621
1032544.849352,1032544.849350,1760462474.662308,155651.000,22189,1,SF,1,100,19.2370
1032545.182377,1032545.182375,1760462474.995333,155984.000,22239,1,SF,1,100,19.0145
1032545.582407,1032545.582405,1760462475.395364,156384.000,22303,1,SF,1,100,18.7945
1032545.849427,1032545.849425,1760462475.662385,156651.000,22351,1,SF,1,100,18.5771
1032546.182452,1032546.182450,1760462475.995410,156984.000,22399,1,SF,1,100,18.3622
1032546.582482,1032546.582480,1760462476.395441,157384.000,22465,1,SF,1,100,18.1498
1032546.849502,1032546.849500,1760462476.662462,157651.000,22512,1,SF,1,100,17.9398
1032547.182527,1032547.182525,1760462476.995488,157984.000,22562,1,SF,1,100,17.7323
1032547.515552,1032547.515549,1760462477.328513,158317.000,22610,1,SF,1,100,17.5272
1032547.915582,1032547.915579,1760462477.728544,158717.000,22674,1,SF,1,100,17.3244
1032548.182602,1032548.182599,1760462477.995565,158984.000,22723,1,SF,1,100,17.1240
1032548.515627,1032548.515624,1760462478.328591,159317.000,22778,1,SF,1,100,16.9259
1032548.915657,1032548.915654,1760462478.728621,159717.000,22840,1,SF,1,100,16.7301
1032549.249681,1032549.249679,1760462479.062647,160051.000,22892,1,SF,1,100,16.5366
1032549.515701,1032549.515699,1760462479.328668,160317.000,22939,1,SF,1,100,16.3453
1032549.849726,1032549.849724,1760462479.662694,160651.000,22988,1,SF,1,100,16.1562
1032550.182751,1032550.182749,1760462479.995719,160984.000,23035,1,SF,1,100,15.9693
1032550.582781,1032550.582779,1760462480.395750,161384.000,23103,1,SF,1,100,15.7846
1032550.849801,1032550.849799,1760462480.662771,161651.000,23151,1,SF,1,100,15.6020
1032551.182826,1032551.182824,1760462480.995797,161984.000,23198,1,SF,1,100,15.4215
1032551.582856,1032551.582854,1760462481.395828,162384.000,23262,1,SF,1,100,15.2431
1032551.848876,1032551.848873,1760462481.661848,162650.000,23309,1,SF,1,100,15.0667
1032552.182901,1032552.182898,1760462481.995874,162984.000,23357,1,SF,1,100,14.8925
1032552.515926,1032552.515923,1760462482.328900,163317.000,23406,1,SF,1,100,14.7202
1032552.915956,1032552.915953,1760462482.728930,163717.000,23470,1,SF,1,100,14.5499
1032553.182976,1032553.182973,1760462482.995951,163984.000,23521,1,SF,1,100,16.4638
1032553.516001,1032553.515998,1760462483.328977,164317.000,23577,1,SF,1,100,16.2734
1032553.916030,1032553.916028,1760462483.729008,164717.000,23642,1,SF,1,100,16.0851
1032554.249055,1032554.249053,1760462484.062033,165050.000,23689,1,SF,1,100,15.8990
1032554.516075,1032554.516073,1760462484.329054,165317.000,23740,1,SF,1,100,15.7151
1032554.849100,1032554.849098,1760462484.662080,165650.000,23786,1,SF,1,100,15.5333
1032555.249130,1032555.249128,1760462485.062111,166050.000,23854,1,SF,1,100,15.3536
1032555.582155,1032555.582153,1760462485.395136,166383.000,23903,1,SF,1,100,15.1760
1032555.849175,1032555.849173,1760462485.662157,166650.000,23949,1,SF,1,100,15.0005
1032556.182200,1032556.182198,1760462485.995183,166983.000,23999,1,SF,1,100,14.8269
1032556.582230,1032556.582227,1760462486.395214,167383.000,24066,1,SF,1,100,14.6554
1032556.916255,1032556.916252,1760462486.729239,167717.000,24112,1,SF,1,100,14.4859
1032557.182275,1032557.182272,1760462486.995260,167983.000,24162,1,SF,1,100,14.3183
1032557.515300,1032557.515297,1760462487.328285,168316.000,24210,1,SF,1,100,14.1527
1032557.915330,1032557.915327,1760462487.728317,168716.000,24274,1,SF,1,100,13.9890
1032558.182349,1032558.182347,1760462487.995337,168983.000,24327,1,SF,1,100,13.8271
1032558.515374,1032558.515372,1760462488.328363,169316.000,24375,1,SF,1,100,13.6672
1032558.915404,1032558.915402,1760462488.728394,169716.000,24446,1,SF,1,100,15.5913
1032559.249429,1032559.249427,1760462489.062419,170050.000,24496,1,SF,1,100,17.4932
1032559.515449,1032559.515447,1760462489.328440,170316.000,24549,1,SF,1,100,19.3731
1032559.849474,1032559.849472,1760462489.662466,170650.000,24596,1,SF,1,100,19.1490
1032560.249504,1032560.249502,1760462490.062497,171050.000,24663,1,SF,1,100,21.0097
1032560.582529,1032560.582527,1760462490.395522,171383.000,24713,1,SF,1,100,20.7667
1032560.848549,1032560.848546,1760462490.661543,171649.000,24761,1,SF,1,100,20.5265
1032561.182574,1032561.182571,1760462490.995569,171983.000,24810,1,SF,1,100,20.2890
1032561.582604,1032561.582601,1760462491.395600,172383.000,24878,1,SF,1,100,22.1366
1032561.848624,1032561.848621,1760462491.661620,172649.000,24925,1,SF,1,100,21.8805
1032562.182649,1032562.182646,1760462491.995646,172983.000,24974,1,SF,1,100,21.6274
1032562.515674,1032562.515671,1760462492.328672,173316.000,25024,1,SF,1,100,21.3772
1032562.915703,1032562.915701,1760462492.728703,173716.000,25088,1,SF,1,100,21.1299
1032563.182723,1032563.182721,1760462492.995723,173983.000,25137,1,SF,1,100,22.9677
1032563.515748,1032563.515746,1760462493.328749,174316.000,25190,1,SF,1,100,22.7020
1032563.848773,1032563.848771,1760462493.661775,174649.000,25244,1,SF,1,100,22.4394
1032564.248803,1032564.248801,1760462494.061805,175049.000,25307,1,SF,1,100,22.1798
1032564.515823,1032564.515821,1760462494.328826,175316.000,25358,1,SF,1,100,21.9232
1032564.848848,1032564.848846,1760462494.661852,175649.000,25405,1,SF,1,100,21.6696
1032565.181873,1032565.181870,1760462494.994878,175982.000,25457,1,SF,1,100,23.5012
1032565.581903,1032565.581900,1760462495.394908,176382.000,25523,1,SF,1,100,23.2293
1032565.915928,1032565.915925,1760462495.728934,176716.000,25569,1,SF,1,100,22.9606
1032566.181948,1032566.181945,1760462495.994955,176982.000,25622,1,SF,1,100,24.7773
1032566.515973,1032566.515970,1760462496.328980,177316.000,25670,1,SF,1,100,24.4906
1032566.916003,1032566.916000,1760462496.729012,177716.000,25734,1,SF,1,100,24.2073
1032567.182023,1032567.182020,1760462496.995032,177982.000,25786,1,SF,1,100,26.0096
1032567.515047,1032567.515045,1760462497.328058,178315.000,25835,1,SF,1,100,25.7087
1032567.849072,1032567.849070,1760462497.662083,178649.000,25884,1,SF,1,100,25.4113
1032568.249102,1032568.249100,1760462498.062114,179049.000,25953,1,SF,1,100,29.2818
1032568.515122,1032568.515120,1760462498.328135,179315.000,26003,1,SF,1,100,28.9431
1032568.849147,1032568.849145,1760462498.662161,179649.000,26059,1,SF,1,100,28.6083
1032569.249177,1032569.249175,1760462499.062191,180049.000,26125,1,SF,1,100,28.2773
1032569.582202,1032569.582199,1760462499.395217,180382.000,26175,1,SF,1,100,27.9502
1032569.849222,1032569.849219,1760462499.662238,180649.000,26224,1,SF,1,100,29.7091
1032570.182247,1032570.182244,1760462499.995264,180982.000,26273,1,SF,1,100,29.3655
1032570.582277,1032570.582274,1760462500.395294,181382.000,26339,1,SF,1,100,31.1080
1032570.849297,1032570.849294,1760462500.662315,181649.000,26389,1,SF,1,100,30.7482
1032571.182322,1032571.182319,1760462500.995341,181982.000,26442,1,SF,1,100,32.4747
1032571.582352,1032571.582349,1760462501.395372,182382.000,26504,1,SF,1,100,32.0990
1032571.915376,1032571.915374,1760462501.728397,182715.000,26555,1,SF,1,100,33.8100
1032572.182396,1032572.182394,1760462501.995418,182982.000,26607,1,SF,1,100,37.5834
1032572.515421,1032572.515419,1760462502.328444,183315.000,26660,1,SF,1,100,39.2308
1032572.915451,1032572.915449,1760462502.728475,183715.000,26724,1,SF,1,100,38.7770
1032573.182471,1032573.182469,1760462502.995495,183982.000,26773,1,SF,1,100,40.4107
1032573.515496,1032573.515494,1760462503.328521,184315.000,26827,1,SF,1,100,39.9432
1032573.848521,1032573.848518,1760462503.661547,184648.000,26873,1,SF,1,100,39.4812
1032574.248551,1032574.248548,1760462504.061578,185048.000,26943,1,SF,1,100,39.0244
1032574.581576,1032574.581573,1760462504.394603,185381.000,26992,1,SF,1,100,38.5730
1032574.848596,1032574.848593,1760462504.661624,185648.000,27041,1,SF,1,100,38.1268
1032575.181621,1032575.181618,1760462504.994650,185981.000,27091,1,SF,1,100,37.6857
1032575.581651,1032575.581648,1760462505.394681,186381.000,27155,1,SF,1,100,37.2498
1032575.848671,1032575.848668,1760462505.661701,186648.000,27203,1,SF,1,100,36.8189
1032576.181696,1032576.181693,1760462505.994727,186981.000,27252,1,SF,1,100,36.3929
1032576.515720,1032576.515718,1760462506.328753,187315.000,27302,1,SF,1,100,35.9719
1032576.915750,1032576.915748,1760462506.728784,187715.000,27368,1,SF,1,100,37.6381
1032577.181770,1032577.181768,1760462506.994804,187981.000,27416,1,SF,1,100,37.2027
1032577.514795,1032577.514793,1760462507.327830,188314.000,27466,1,SF,1,100,36.7723
1032577.914825,1032577.914822,1760462507.727861,188714.000,27533,1,SF,1,100,38.4292
1032578.248850,1032578.248847,1760462508.061887,189048.000,27581,1,SF,1,100,37.9846
1032578.514870,1032578.514867,1760462508.327907,189314.000,27633,1,SF,1,100,37.5452
1032578.848895,1032578.848892,1760462508.661933,189648.000,27682,1,SF,1,100,39.1931
1032579.248925,1032579.248922,1760462509.061964,190048.000,27756,1,SF,1,100,40.8220
1032579.581950,1032579.581947,1760462509.394989,190381.000,27805,1,SF,1,100,40.3498
1032579.848970,1032579.848967,1760462509.662010,190648.000,27856,1,SF,1,100,41.9653
1032580.181995,1032580.181992,1760462509.995036,190981.000,27907,1,SF,1,100,43.5621
1032580.582025,1032580.582022,1760462510.395067,191381.000,27974,1,SF,1,100,45.1404
1032580.848044,1032580.848042,1760462510.661087,191647.000,28024,1,SF,1,100,44.6182
1032581.182069,1032581.182067,1760462510.995113,191981.000,28070,1,SF,1,100,44.1020
1032581.515094,1032581.515092,1760462511.328139,192314.000,28121,1,SF,1,100,45.6741
1032581.915124,1032581.915122,1760462511.728170,192714.000,28185,1,SF,1,100,45.1458
1032582.182144,1032582.182142,1760462511.995190,192981.000,28234,1,SF,1,100,46.7058
1032582.515169,1032582.515166,1760462512.328216,193314.000,28285,1,SF,1,100,48.2477
