LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1201932.452380,1201932.452380,1760631862.175877,58328.909,7105,11,PI,1,100,181700
1201932.462107,1201932.462108,1760631862.185604,58338.636,7105,11,PI,1,100,181716
1201932.471835,1201932.471835,1760631862.195331,58348.364,7105,11,PI,1,100,181676
1201932.481562,1201932.481562,1760631862.205058,58358.091,7105,11,PI,1,100,181728
1201932.491289,1201932.491289,1760631862.214786,58367.818,7105,11,PI,1,100,181715
1201932.501016,1201932.501016,1760631862.224513,58377.545,7105,11,PI,1,100,181723
1201932.510744,1201932.510744,1760631862.234240,58387.273,7105,11,PI,1,100,181691
1201932.520471,1201932.520471,1760631862.243967,58397.000,7105,11,PI,1,100,181699
1201932.530804,1201932.530804,1760631862.254301,58407.333,7121,9,PI,1,100,181706
1201932.541137,1201932.541137,1760631862.264634,58417.667,7121,9,PI,1,100,181698
1201932.551471,1201932.551471,1760631862.274967,58428.000,7121,9,PI,1,100,181686
1201932.561804,1201932.561804,1760631862.285300,58438.333,7121,9,PI,1,100,181720
1201932.572137,1201932.572137,1760631862.295634,58448.667,7121,9,PI,1,100,181706
1201932.582470,1201932.582471,1760631862.305967,58459.000,7121,9,PI,1,100,181731
1201932.592804,1201932.592804,1760631862.316300,58469.333,7121,9,PI,1,100,181698
1201932.603137,1201932.603137,1760631862.326634,58479.667,7121,9,PI,1,100,181722
1201932.613470,1201932.613470,1760631862.336967,58490.000,7121,9,PI,1,100,181722
1201932.623197,1201932.623198,1760631862.346694,58499.727,7135,11,PI,1,100,181739
1201932.632925,1201932.632925,1760631862.356421,58509.455,7135,11,PI,1,100,181682
1201932.642652,1201932.642652,1760631862.366149,58519.182,7135,11,PI,1,100,181739
1201932.652379,1201932.652379,1760631862.375876,58528.909,7135,11,PI,1,100,181700
1201932.662106,1201932.662106,1760631862.385603,58538.636,7135,11,PI,1,100,181699
1201932.671834,1201932.671834,1760631862.395330,58548.364,7135,11,PI,1,100,181661
1201932.681561,1201932.681561,1760631862.405058,58558.091,7135,11,PI,1,100,181703
1201932.691288,1201932.691288,1760631862.414785,58567.818,7135,11,PI,1,100,181694
1201932.701015,1201932.701015,1760631862.424512,58577.545,7135,11,PI,1,100,181708
1201932.710742,1201932.710743,1760631862.434239,58587.273,7135,11,PI,1,100,181676
1201932.720470,1201932.720470,1760631862.443966,58597.000,7135,11,PI,1,100,181671
1201932.731070,1201932.731070,1760631862.454566,58607.600,7154,10,PI,1,100,181682
1201932.741670,1201932.741670,1760631862.465166,58618.200,7154,10,PI,1,100,181715
1201932.752270,1201932.752270,1760631862.475766,58628.800,7154,10,PI,1,100,181675
1201932.762869,1201932.762870,1760631862.486366,58639.400,7154,10,PI,1,100,181711
1201932.773469,1201932.773470,1760631862.496966,58650.000,7154,10,PI,1,100,181681
1201932.784069,1201932.784069,1760631862.507566,58660.600,7154,10,PI,1,100,181707
1201932.794669,1201932.794669,1760631862.518166,58671.200,7154,10,PI,1,100,181667
1201932.805269,1201932.805269,1760631862.528766,58681.800,7154,10,PI,1,100,181677
1201932.815869,1201932.815869,1760631862.539366,58692.400,7154,10,PI,1,100,181683
1201932.826469,1201932.826469,1760631862.549966,58703.000,7154,10,PI,1,100,181676
1201932.836914,1201932.836914,1760631862.560410,58713.444,7171,9,PI,1,100,181720
1201932.847358,1201932.847358,1760631862.570855,58723.889,7171,9,PI,1,100,181714
1201932.857802,1201932.857802,1760631862.581299,58734.333,7171,9,PI,1,100,181699
1201932.868247,1201932.868247,1760631862.591744,58744.778,7171,9,PI,1,100,181708
1201932.878691,1201932.878691,1760631862.602188,58755.222,7171,9,PI,1,100,181681
1201932.889136,1201932.889136,1760631862.612633,58765.667,7171,9,PI,1,100,181679
1201932.899580,1201932.899580,1760631862.623077,58776.111,7171,9,PI,1,100,181736
1201932.910024,1201932.910024,1760631862.633521,58786.556,7171,9,PI,1,100,181716
1201932.920469,1201932.920469,1760631862.643966,58797.000,7171,9,PI,1,100,181731
1201932.930105,1201932.930105,1760631862.653602,58806.636,7187,11,PI,1,100,181682
1201932.939741,1201932.939741,1760631862.663238,58816.273,7187,11,PI,1,100,181718
1201932.949378,1201932.949378,1760631862.672875,58825.909,7187,11,PI,1,100,181711
1201932.959014,1201932.959014,1760631862.682511,58835.545,7187,11,PI,1,100,181675
1201932.968650,1201932.968650,1760631862.692147,58845.182,7187,11,PI,1,100,181703
1201932.978287,1201932.978287,1760631862.701784,58854.818,7187,11,PI,1,100,181731
1201932.987923,1201932.987923,1760631862.711420,58864.455,7187,11,PI,1,100,181703
1201932.997559,1201932.997559,1760631862.721056,58874.091,7187,11,PI,1,100,181710
1201933.007195,1201933.007196,1760631862.730693,58883.727,7187,11,PI,1,100,181711
1201933.016832,1201933.016832,1760631862.740329,58893.364,7187,11,PI,1,100,181722
1201933.026468,1201933.026468,1760631862.749965,58903.000,7187,11,PI,1,100,181737
1201933.036195,1201933.036195,1760631862.759693,58912.727,7202,11,PI,1,100,181713
1201933.045923,1201933.045923,1760631862.769420,58922.455,7202,11,PI,1,100,181692
1201933.055650,1201933.055650,1760631862.779147,58932.182,7202,11,PI,1,100,181746
1201933.065377,1201933.065377,1760631862.788874,58941.909,7202,11,PI,1,100,181691
1201933.075104,1201933.075104,1760631862.798602,58951.636,7202,11,PI,1,100,181723
1201933.084831,1201933.084832,1760631862.808329,58961.364,7202,11,PI,1,100,181718
1201933.094559,1201933.094559,1760631862.818056,58971.091,7202,11,PI,1,100,181756
1201933.104286,1201933.104286,1760631862.827783,58980.818,7202,11,PI,1,100,181732
1201933.114013,1201933.114013,1760631862.837511,58990.545,7202,11,PI,1,100,181727
1201933.123740,1201933.123740,1760631862.847238,59000.273,7202,11,PI,1,100,181707
1201933.133468,1201933.133468,1760631862.856965,59010.000,7202,11,PI,1,100,181743
1201933.143801,1201933.143801,1760631862.867298,59020.333,7224,9,PI,1,100,181729
1201933.154134,1201933.154134,1760631862.877631,59030.667,7224,9,PI,1,100,181765
1201933.164467,1201933.164467,1760631862.887965,59041.000,7224,9,PI,1,100,181728
1201933.174801,1201933.174801,1760631862.898298,59051.333,7224,9,PI,1,100,181712
1201933.185134,1201933.185134,1760631862.908631,59061.667,7224,9,PI,1,100,181733
1201933.195467,1201933.195467,1760631862.918965,59072.000,7224,9,PI,1,100,181708
1201933.205801,1201933.205801,1760631862.929298,59082.333,7224,9,PI,1,100,181703
1201933.216134,1201933.216134,1760631862.939631,59092.667,7224,9,PI,1,100,181732
1201933.226467,1201933.226467,1760631862.949965,59103.000,7224,9,PI,1,100,181734
1201933.237167,1201933.237167,1760631862.960665,59113.700,7239,10,PI,1,100,181709
1201933.247867,1201933.247867,1760631862.971364,59124.400,7239,10,PI,1,100,181752
1201933.258567,1201933.258567,1760631862.982064,59135.100,7239,10,PI,1,100,181774
1201933.269267,1201933.269267,1760631862.992764,59145.800,7239,10,PI,1,100,181745
1201933.279967,1201933.279967,1760631863.003464,59156.500,7239,10,PI,1,100,181762
1201933.290667,1201933.290667,1760631863.014164,59167.200,7239,10,PI,1,100,181735
1201933.301367,1201933.301367,1760631863.024864,59177.900,7239,10,PI,1,100,181777
1201933.312067,1201933.312067,1760631863.035564,59188.600,7239,10,PI,1,100,181761
1201933.322767,1201933.322767,1760631863.046264,59199.300,7239,10,PI,1,100,181738
1201933.333467,1201933.333467,1760631863.056964,59210.000,7239,10,PI,1,100,181698
1201933.342766,1201933.342767,1760631863.066264,59219.300,7255,10,PI,1,100,181758
1201933.352066,1201933.352067,1760631863.075564,59228.600,7255,10,PI,1,100,181707
1201933.361366,1201933.361366,1760631863.084864,59237.900,7255,10,PI,1,100,181743
1201933.370666,1201933.370666,1760631863.094164,59247.200,7255,10,PI,1,100,181701
1201933.379966,1201933.379966,1760631863.103464,59256.500,7255,10,PI,1,100,181756
1201933.389266,1201933.389266,1760631863.112764,59265.800,7255,10,PI,1,100,181754
1201933.398566,1201933.398566,1760631863.122064,59275.100,7255,10,PI,1,100,181737
1201933.407866,1201933.407866,1760631863.131364,59284.400,7255,10,PI,1,100,181721
1201933.417166,1201933.417166,1760631863.140664,59293.700,7255,10,PI,1,100,181740
1201933.426466,1201933.426466,1760631863.149964,59303.000,7255,10,PI,1,100,181734
1201933.437166,1201933.437166,1760631863.160664,59313.700,7270,10,PI,1,100,181727
1201933.447866,1201933.447866,1760631863.171364,59324.400,7270,10,PI,1,100,181702
1201933.458566,1201933.458566,1760631863.182064,59335.100,7270,10,PI,1,100,181740
1201933.469266,1201933.469266,1760631863.192764,59345.800,7270,10,PI,1,100,181713
1201933.479966,1201933.479966,1760631863.203464,59356.500,7270,10,PI,1,100,181714
1201933.490666,1201933.490666,1760631863.214164,59367.200,7270,10,PI,1,100,181708
1201933.501366,1201933.501366,1760631863.224864,59377.900,7270,10,PI,1,100,181737
1201933.512066,1201933.512066,1760631863.235564,59388.600,7270,10,PI,1,100,181724
1201933.522766,1201933.522766,1760631863.246264,59399.300,7270,10,PI,1,100,181721
1201933.533465,1201933.533466,1760631863.256963,59410.000,7270,10,PI,1,100,181721
1201933.543193,1201933.543193,1760631863.266691,59419.727,7286,11,PI,1,100,181693
1201933.552920,1201933.552920,1760631863.276418,59429.455,7286,11,PI,1,100,181685
1201933.562647,1201933.562647,1760631863.286145,59439.182,7286,11,PI,1,100,181733
1201933.572374,1201933.572374,1760631863.295872,59448.909,7286,11,PI,1,100,181705
1201933.582102,1201933.582102,1760631863.305600,59458.636,7286,11,PI,1,100,181729
1201933.591829,1201933.591829,1760631863.315327,59468.364,7286,11,PI,1,100,181749
1201933.601556,1201933.601556,1760631863.325054,59478.091,7286,11,PI,1,100,181744
1201933.611283,1201933.611283,1760631863.334781,59487.818,7286,11,PI,1,100,181741
1201933.621010,1201933.621011,1760631863.344509,59497.545,7286,11,PI,1,100,181743
1201933.630738,1201933.630738,1760631863.354236,59507.273,7286,11,PI,1,100,181757
1201933.640465,1201933.640465,1760631863.363963,59517.000,7286,11,PI,1,100,181748
1201933.650798,1201933.650798,1760631863.374296,59527.333,7303,9,PI,1,100,181755
1201933.661131,1201933.661132,1760631863.384629,59537.667,7303,9,PI,1,100,181722
1201933.671465,1201933.671465,1760631863.394963,59548.000,7303,9,PI,1,100,181720
1201933.681798,1201933.681798,1760631863.405296,59558.333,7303,9,PI,1,100,181738
1201933.692131,1201933.692131,1760631863.415629,59568.667,7303,9,PI,1,100,181716
1201933.702465,1201933.702465,1760631863.425963,59579.000,7303,9,PI,1,100,181730
1201933.712798,1201933.712798,1760631863.436296,59589.333,7303,9,PI,1,100,181715
1201933.723131,1201933.723131,1760631863.446629,59599.667,7303,9,PI,1,100,181764
1201933.733464,1201933.733465,1760631863.456963,59610.000,7303,9,PI,1,100,181737
1201933.743192,1201933.743192,1760631863.466690,59619.727,7320,11,PI,1,100,181743
1201933.752919,1201933.752919,1760631863.476417,59629.455,7320,11,PI,1,100,181726
1201933.762646,1201933.762646,1760631863.486144,59639.182,7320,11,PI,1,100,181713
1201933.772373,1201933.772373,1760631863.495872,59648.909,7320,11,PI,1,100,181735
1201933.782101,1201933.782101,1760631863.505599,59658.636,7320,11,PI,1,100,181709
1201933.791828,1201933.791828,1760631863.515326,59668.364,7320,11,PI,1,100,181717
1201933.801555,1201933.801555,1760631863.525053,59678.091,7320,11,PI,1,100,181740
1201933.811282,1201933.811282,1760631863.534781,59687.818,7320,11,PI,1,100,181748
1201933.821009,1201933.821010,1760631863.544508,59697.545,7320,11,PI,1,100,181733
1201933.830737,1201933.830737,1760631863.554235,59707.273,7320,11,PI,1,100,181722
1201933.840464,1201933.840464,1760631863.563962,59717.000,7320,11,PI,1,100,181733
1201933.850797,1201933.850797,1760631863.574296,59727.333,7334,9,PI,1,100,181762
1201933.861130,1201933.861131,1760631863.584629,59737.667,7334,9,PI,1,100,181770
1201933.871464,1201933.871464,1760631863.594962,59748.000,7334,9,PI,1,100,181757
1201933.881797,1201933.881797,1760631863.605295,59758.333,7334,9,PI,1,100,181714
1201933.892130,1201933.892130,1760631863.615629,59768.667,7334,9,PI,1,100,181762
1201933.902464,1201933.902464,1760631863.625962,59779.000,7334,9,PI,1,100,181748
1201933.912797,1201933.912797,1760631863.636295,59789.333,7334,9,PI,1,100,181746
1201933.923130,1201933.923130,1760631863.646629,59799.667,7334,9,PI,1,100,181771
1201933.933463,1201933.933464,1760631863.656962,59810.000,7334,9,PI,1,100,181777
1201933.943100,1201933.943100,1760631863.666598,59819.636,7350,11,PI,1,100,181782
1201933.952736,1201933.952736,1760631863.676234,59829.273,7350,11,PI,1,100,181743
1201933.962372,1201933.962372,1760631863.685871,59838.909,7350,11,PI,1,100,181749
1201933.972009,1201933.972009,1760631863.695507,59848.545,7350,11,PI,1,100,181784
1201933.981645,1201933.981645,1760631863.705143,59858.182,7350,11,PI,1,100,181748
1201933.991281,1201933.991281,1760631863.714780,59867.818,7350,11,PI,1,100,181799
1201934.000918,1201934.000918,1760631863.724416,59877.455,7350,11,PI,1,100,181771
1201934.010554,1201934.010554,1760631863.734052,59887.091,7350,11,PI,1,100,181750
1201934.020190,1201934.020190,1760631863.743689,59896.727,7350,11,PI,1,100,181757
1201934.029827,1201934.029827,1760631863.753325,59906.364,7350,11,PI,1,100,181750
1201934.039463,1201934.039463,1760631863.762961,59916.000,7350,11,PI,1,100,181765
1201934.050163,1201934.050163,1760631863.773661,59926.700,7366,10,PI,1,100,181755
1201934.060863,1201934.060863,1760631863.784361,59937.400,7366,10,PI,1,100,181727
1201934.071563,1201934.071563,1760631863.795061,59948.100,7366,10,PI,1,100,181762
1201934.082263,1201934.082263,1760631863.805761,59958.800,7366,10,PI,1,100,181733
1201934.092963,1201934.092963,1760631863.816461,59969.500,7366,10,PI,1,100,181744
1201934.103663,1201934.103663,1760631863.827161,59980.200,7366,10,PI,1,100,181740
1201934.114362,1201934.114363,1760631863.837861,59990.900,7366,10,PI,1,100,181767
1201934.125062,1201934.125063,1760631863.848561,60001.600,7366,10,PI,1,100,181711
1201934.135762,1201934.135762,1760631863.859261,60012.300,7366,10,PI,1,100,181750
1201934.146462,1201934.146462,1760631863.869961,60023.000,7366,10,PI,1,100,181736
1201934.156796,1201934.156796,1760631863.880294,60033.333,7382,9,PI,1,100,181706
1201934.167129,1201934.167129,1760631863.890628,60043.667,7382,9,PI,1,100,181754
1201934.177462,1201934.177462,1760631863.900961,60054.000,7382,9,PI,1,100,181740
1201934.187795,1201934.187796,1760631863.911294,60064.333,7382,9,PI,1,100,181749
1201934.198129,1201934.198129,1760631863.921628,60074.667,7382,9,PI,1,100,181734
1201934.208462,1201934.208462,1760631863.931961,60085.000,7382,9,PI,1,100,181749
1201934.218795,1201934.218795,1760631863.942294,60095.333,7382,9,PI,1,100,181763
1201934.229129,1201934.229129,1760631863.952627,60105.667,7382,9,PI,1,100,181757
1201934.239462,1201934.239462,1760631863.962961,60116.000,7382,9,PI,1,100,181736
1201934.249189,1201934.249189,1760631863.972688,60125.727,7399,11,PI,1,100,181754
1201934.258916,1201934.258916,1760631863.982415,60135.455,7399,11,PI,1,100,181775
1201934.268643,1201934.268644,1760631863.992142,60145.182,7399,11,PI,1,100,181716
1201934.278371,1201934.278371,1760631864.001870,60154.909,7399,11,PI,1,100,181754
1201934.288098,1201934.288098,1760631864.011597,60164.636,7399,11,PI,1,100,181713
1201934.297825,1201934.297825,1760631864.021324,60174.364,7399,11,PI,1,100,181780
1201934.307552,1201934.307552,1760631864.031051,60184.091,7399,11,PI,1,100,181757
1201934.317280,1201934.317280,1760631864.040779,60193.818,7399,11,PI,1,100,181772
1201934.327007,1201934.327007,1760631864.050506,60203.545,7399,11,PI,1,100,181741
1201934.336734,1201934.336734,1760631864.060233,60213.273,7399,11,PI,1,100,181731
1201934.346461,1201934.346461,1760631864.069960,60223.000,7399,11,PI,1,100,181753
1201934.356188,1201934.356189,1760631864.079688,60232.727,7415,11,PI,1,100,181739
1201934.365916,1201934.365916,1760631864.089415,60242.455,7415,11,PI,1,100,181742
1201934.375643,1201934.375643,1760631864.099142,60252.182,7415,11,PI,1,100,181740
1201934.385370,1201934.385370,1760631864.108869,60261.909,7415,11,PI,1,100,181770
1201934.395097,1201934.395097,1760631864.118597,60271.636,7415,11,PI,1,100,181765
1201934.404825,1201934.404825,1760631864.128324,60281.364,7415,11,PI,1,100,181763
1201934.414552,1201934.414552,1760631864.138051,60291.091,7415,11,PI,1,100,181769
1201934.424279,1201934.424279,1760631864.147778,60300.818,7415,11,PI,1,100,181769
1201934.434006,1201934.434006,1760631864.157506,60310.545,7415,11,PI,1,100,181743
1201934.443733,1201934.443734,1760631864.167233,60320.273,7415,11,PI,1,100,181715
1201934.453461,1201934.453461,1760631864.176960,60330.000,7415,11,PI,1,100,181784
1201934.463794,1201934.463794,1760631864.187293,60340.333,7430,9,PI,1,100,181763
1201934.474127,1201934.474127,1760631864.197627,60350.667,7430,9,PI,1,100,181763
1201934.484461,1201934.484461,1760631864.207960,60361.000,7430,9,PI,1,100,181768
1201934.494794,1201934.494794,1760631864.218293,60371.333,7430,9,PI,1,100,181778
1201934.505127,1201934.505127,1760631864.228626,60381.667,7430,9,PI,1,100,181762
1201934.515460,1201934.515460,1760631864.238960,60392.000,7430,9,PI,1,100,181751
1201934.525794,1201934.525794,1760631864.249293,60402.333,7430,9,PI,1,100,181769
1201934.536127,1201934.536127,1760631864.259626,60412.667,7430,9,PI,1,100,181725
1201934.546460,1201934.546460,1760631864.269960,60423.000,7430,9,PI,1,100,181749
1201934.557160,1201934.557160,1760631864.280659,60433.700,7446,10,PI,1,100,181780
1201934.567860,1201934.567860,1760631864.291359,60444.400,7446,10,PI,1,100,181778
1201934.578560,1201934.578560,1760631864.302059,60455.100,7446,10,PI,1,100,181798
1201934.589260,1201934.589260,1760631864.312759,60465.800,7446,10,PI,1,100,181784
1201934.599960,1201934.599960,1760631864.323459,60476.500,7446,10,PI,1,100,181783
1201934.610660,1201934.610660,1760631864.334159,60487.200,7446,10,PI,1,100,181757
1201934.621360,1201934.621360,1760631864.344859,60497.900,7446,10,PI,1,100,181794
1201934.632060,1201934.632060,1760631864.355559,60508.600,7446,10,PI,1,100,181801
1201934.642760,1201934.642760,1760631864.366259,60519.300,7446,10,PI,1,100,181790
1201934.653460,1201934.653460,1760631864.376959,60530.000,7446,10,PI,1,100,181759
1201934.662760,1201934.662760,1760631864.386259,60539.300,7461,10,PI,1,100,181821
1201934.672060,1201934.672060,1760631864.395559,60548.600,7461,10,PI,1,100,181783
1201934.681360,1201934.681360,1760631864.404859,60557.900,7461,10,PI,1,100,181772
1201934.690659,1201934.690660,1760631864.414159,60567.200,7461,10,PI,1,100,181761
1201934.699959,1201934.699960,1760631864.423459,60576.500,7461,10,PI,1,100,181767
1201934.709259,1201934.709259,1760631864.432759,60585.800,7461,10,PI,1,100,181749
1201934.718559,1201934.718559,1760631864.442059,60595.100,7461,10,PI,1,100,181760
1201934.727859,1201934.727859,1760631864.451359,60604.400,7461,10,PI,1,100,181761
1201934.737159,1201934.737159,1760631864.460659,60613.700,7461,10,PI,1,100,181758
1201934.746459,1201934.746459,1760631864.469959,60623.000,7461,10,PI,1,100,181754
1201934.757159,1201934.757159,1760631864.480659,60633.700,7477,10,PI,1,100,181747
1201934.767859,1201934.767859,1760631864.491359,60644.400,7477,10,PI,1,100,181722
1201934.778559,1201934.778559,1760631864.502059,60655.100,7477,10,PI,1,100,181759
1201934.789259,1201934.789259,1760631864.512759,60665.800,7477,10,PI,1,100,181769
1201934.799959,1201934.799959,1760631864.523459,60676.500,7477,10,PI,1,100,181718
1201934.810659,1201934.810659,1760631864.534158,60687.200,7477,10,PI,1,100,181756
1201934.821359,1201934.821359,1760631864.544858,60697.900,7477,10,PI,1,100,181765
1201934.832059,1201934.832059,1760631864.555558,60708.600,7477,10,PI,1,100,181778
1201934.842759,1201934.842759,1760631864.566258,60719.300,7477,10,PI,1,100,181755
1201934.853459,1201934.853459,1760631864.576958,60730.000,7477,10,PI,1,100,181780
1201934.863792,1201934.863792,1760631864.587292,60740.333,7492,9,PI,1,100,181722
1201934.874125,1201934.874125,1760631864.597625,60750.667,7492,9,PI,1,100,181799
1201934.884458,1201934.884459,1760631864.607958,60761.000,7492,9,PI,1,100,181787
1201934.894792,1201934.894792,1760631864.618292,60771.333,7492,9,PI,1,100,181750
1201934.905125,1201934.905125,1760631864.628625,60781.667,7492,9,PI,1,100,181758
1201934.915458,1201934.915458,1760631864.638958,60792.000,7492,9,PI,1,100,181769
1201934.925792,1201934.925792,1760631864.649292,60802.333,7492,9,PI,1,100,181750
1201934.936125,1201934.936125,1760631864.659625,60812.667,7492,9,PI,1,100,181753
1201934.946458,1201934.946458,1760631864.669958,60823.000,7492,9,PI,1,100,181787
1201934.956185,1201934.956185,1760631864.679685,60832.727,7510,11,PI,1,100,181774
1201934.965913,1201934.965913,1760631864.689413,60842.455,7510,11,PI,1,100,181733
1201934.975640,1201934.975640,1760631864.699140,60852.182,7510,11,PI,1,100,181770
1201934.985367,1201934.985367,1760631864.708867,60861.909,7510,11,PI,1,100,181775
1201934.995094,1201934.995094,1760631864.718594,60871.636,7510,11,PI,1,100,181801
1201935.004821,1201935.004822,1760631864.728322,60881.364,7510,11,PI,1,100,181782
1201935.014549,1201935.014549,1760631864.738049,60891.091,7510,11,PI,1,100,181773
1201935.024276,1201935.024276,1760631864.747776,60900.818,7510,11,PI,1,100,181738
1201935.034003,1201935.034003,1760631864.757503,60910.545,7510,11,PI,1,100,181798
1201935.043730,1201935.043730,1760631864.767231,60920.273,7510,11,PI,1,100,181738
1201935.053458,1201935.053458,1760631864.776958,60930.000,7510,11,PI,1,100,181774
1201935.063185,1201935.063185,1760631864.786685,60939.727,7526,11,PI,1,100,181796
1201935.072912,1201935.072912,1760631864.796412,60949.455,7526,11,PI,1,100,181801
1201935.082639,1201935.082639,1760631864.806139,60959.182,7526,11,PI,1,100,181764
1201935.092366,1201935.092367,1760631864.815867,60968.909,7526,11,PI,1,100,181784
1201935.102094,1201935.102094,1760631864.825594,60978.636,7526,11,PI,1,100,181794
1201935.111821,1201935.111821,1760631864.835321,60988.364,7526,11,PI,1,100,181769
1201935.121548,1201935.121548,1760631864.845048,60998.091,7526,11,PI,1,100,181758
1201935.131275,1201935.131275,1760631864.854775,61007.818,7526,11,PI,1,100,181789
1201935.141003,1201935.141003,1760631864.864503,61017.545,7526,11,PI,1,100,181793
1201935.150730,1201935.150730,1760631864.874230,61027.273,7526,11,PI,1,100,181830
1201935.160457,1201935.160457,1760631864.883957,61037.000,7526,11,PI,1,100,181764
1201935.170790,1201935.170790,1760631864.894290,61047.333,7541,9,PI,1,100,181786
1201935.181124,1201935.181124,1760631864.904624,61057.667,7541,9,PI,1,100,181767
1201935.191457,1201935.191457,1760631864.914957,61068.000,7541,9,PI,1,100,181825
1201935.201790,1201935.201790,1760631864.925290,61078.333,7541,9,PI,1,100,181807
1201935.212123,1201935.212124,1760631864.935624,61088.667,7541,9,PI,1,100,181796
1201935.222457,1201935.222457,1760631864.945957,61099.000,7541,9,PI,1,100,181774
1201935.232790,1201935.232790,1760631864.956290,61109.333,7541,9,PI,1,100,181820
1201935.243123,1201935.243123,1760631864.966624,61119.667,7541,9,PI,1,100,181779
1201935.253457,1201935.253457,1760631864.976957,61130.000,7541,9,PI,1,100,181807
1201935.263093,1201935.263093,1760631864.986593,61139.636,7556,11,PI,1,100,181779
1201935.272729,1201935.272729,1760631864.996230,61149.273,7556,11,PI,1,100,181791
1201935.282365,1201935.282366,1760631865.005866,61158.909,7556,11,PI,1,100,181830
1201935.292002,1201935.292002,1760631865.015502,61168.545,7556,11,PI,1,100,181797
1201935.301638,1201935.301638,1760631865.025139,61178.182,7556,11,PI,1,100,181791
1201935.311274,1201935.311275,1760631865.034775,61187.818,7556,11,PI,1,100,181809
1201935.320911,1201935.320911,1760631865.044411,61197.455,7556,11,PI,1,100,181769
1201935.330547,1201935.330547,1760631865.054048,61207.091,7556,11,PI,1,100,181772
1201935.340183,1201935.340183,1760631865.063684,61216.727,7556,11,PI,1,100,181753
1201935.349820,1201935.349820,1760631865.073320,61226.364,7556,11,PI,1,100,181812
1201935.359456,1201935.359456,1760631865.082957,61236.000,7556,11,PI,1,100,181790
1201935.370156,1201935.370156,1760631865.093657,61246.700,7573,10,PI,1,100,181779
1201935.380856,1201935.380856,1760631865.104357,61257.400,7573,10,PI,1,100,181784
1201935.391556,1201935.391556,1760631865.115056,61268.100,7573,10,PI,1,100,181813
1201935.402256,1201935.402256,1760631865.125756,61278.800,7573,10,PI,1,100,181751
1201935.412956,1201935.412956,1760631865.136456,61289.500,7573,10,PI,1,100,181784
1201935.423656,1201935.423656,1760631865.147156,61300.200,7573,10,PI,1,100,181780
1201935.434356,1201935.434356,1760631865.157856,61310.900,7573,10,PI,1,100,181742
1201935.445056,1201935.445056,1760631865.168556,61321.600,7573,10,PI,1,100,181744
1201935.455755,1201935.455756,1760631865.179256,61332.300,7573,10,PI,1,100,181777
1201935.466455,1201935.466456,1760631865.189956,61343.000,7573,10,PI,1,100,181750
1201935.476789,1201935.476789,1760631865.200289,61353.333,7588,9,PI,1,100,181784
1201935.487122,1201935.487122,1760631865.210623,61363.667,7588,9,PI,1,100,181748
1201935.497455,1201935.497455,1760631865.220956,61374.000,7588,9,PI,1,100,181738
1201935.507789,1201935.507789,1760631865.231289,61384.333,7588,9,PI,1,100,181773
1201935.518122,1201935.518122,1760631865.241622,61394.667,7588,9,PI,1,100,181761
1201935.528455,1201935.528455,1760631865.251956,61405.000,7588,9,PI,1,100,181747
1201935.538788,1201935.538789,1760631865.262289,61415.333,7588,9,PI,1,100,181732
1201935.549122,1201935.549122,1760631865.272622,61425.667,7588,9,PI,1,100,181771
1201935.559455,1201935.559455,1760631865.282956,61436.000,7588,9,PI,1,100,181782
1201935.569182,1201935.569182,1760631865.292683,61445.727,7603,11,PI,1,100,181746
1201935.578909,1201935.578910,1760631865.302410,61455.455,7603,11,PI,1,100,181739
1201935.588637,1201935.588637,1760631865.312137,61465.182,7603,11,PI,1,100,181769
1201935.598364,1201935.598364,1760631865.321865,61474.909,7603,11,PI,1,100,181806
1201935.608091,1201935.608091,1760631865.331592,61484.636,7603,11,PI,1,100,181750
1201935.617818,1201935.617818,1760631865.341319,61494.364,7603,11,PI,1,100,181776
1201935.627546,1201935.627546,1760631865.351046,61504.091,7603,11,PI,1,100,181748
1201935.637273,1201935.637273,1760631865.360774,61513.818,7603,11,PI,1,100,181749
1201935.647000,1201935.647000,1760631865.370501,61523.545,7603,11,PI,1,100,181737
1201935.656727,1201935.656727,1760631865.380228,61533.273,7603,11,PI,1,100,181744
1201935.666454,1201935.666455,1760631865.389955,61543.000,7603,11,PI,1,100,181757
1201935.676788,1201935.676788,1760631865.400289,61553.333,7620,9,PI,1,100,181763
1201935.687121,1201935.687121,1760631865.410622,61563.667,7620,9,PI,1,100,181779
1201935.697454,1201935.697454,1760631865.420955,61574.000,7620,9,PI,1,100,181775
1201935.707788,1201935.707788,1760631865.431288,61584.333,7620,9,PI,1,100,181765
1201935.718121,1201935.718121,1760631865.441622,61594.667,7620,9,PI,1,100,181725
1201935.728454,1201935.728454,1760631865.451955,61605.000,7620,9,PI,1,100,181731
1201935.738787,1201935.738787,1760631865.462288,61615.333,7620,9,PI,1,100,181725
1201935.749121,1201935.749121,1760631865.472622,61625.667,7620,9,PI,1,100,181743
1201935.759454,1201935.759454,1760631865.482955,61636.000,7620,9,PI,1,100,181736
1201935.769181,1201935.769181,1760631865.492682,61645.727,7637,11,PI,1,100,181783
1201935.778908,1201935.778908,1760631865.502409,61655.455,7637,11,PI,1,100,181749
