LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1201908.765261,1201908.765261,1760631838.488724,34641.667,3387,9,PR,1,100,112023
1201908.775594,1201908.775594,1760631838.499057,34652.000,3387,9,PR,1,100,112028
1201908.785321,1201908.785321,1760631838.508785,34661.727,3404,11,PR,1,100,112003
1201908.795049,1201908.795048,1760631838.518512,34671.455,3404,11,PR,1,100,112039
1201908.804776,1201908.804776,1760631838.528239,34681.182,3404,11,PR,1,100,111984
1201908.814503,1201908.814503,1760631838.537966,34690.909,3404,11,PR,1,100,112026
1201908.824230,1201908.824230,1760631838.547693,34700.636,3404,11,PR,1,100,112052
1201908.833958,1201908.833957,1760631838.557421,34710.364,3404,11,PR,1,100,112059
1201908.843685,1201908.843685,1760631838.567148,34720.091,3404,11,PR,1,100,112031
1201908.853412,1201908.853412,1760631838.576875,34729.818,3404,11,PR,1,100,112027
1201908.863139,1201908.863139,1760631838.586602,34739.545,3404,11,PR,1,100,112042
1201908.872866,1201908.872866,1760631838.596330,34749.273,3404,11,PR,1,100,112019
1201908.882594,1201908.882593,1760631838.606057,34759.000,3404,11,PR,1,100,112029
1201908.893294,1201908.893293,1760631838.616757,34769.700,3418,10,PR,1,100,112024
1201908.903994,1201908.903993,1760631838.627457,34780.400,3418,10,PR,1,100,112025
1201908.914693,1201908.914693,1760631838.638157,34791.100,3418,10,PR,1,100,112013
1201908.925393,1201908.925393,1760631838.648857,34801.800,3418,10,PR,1,100,112028
1201908.936093,1201908.936093,1760631838.659557,34812.500,3418,10,PR,1,100,112021
1201908.946793,1201908.946793,1760631838.670257,34823.200,3418,10,PR,1,100,112030
1201908.957493,1201908.957493,1760631838.680957,34833.900,3418,10,PR,1,100,112008
1201908.968193,1201908.968193,1760631838.691657,34844.600,3418,10,PR,1,100,112041
1201908.978893,1201908.978893,1760631838.702357,34855.300,3418,10,PR,1,100,112029
1201908.989593,1201908.989593,1760631838.713057,34866.000,3418,10,PR,1,100,112025
1201908.999926,1201908.999926,1760631838.723390,34876.333,3434,9,PR,1,100,112050
1201909.010260,1201909.010259,1760631838.733723,34886.667,3434,9,PR,1,100,112009
1201909.020593,1201909.020593,1760631838.744056,34897.000,3434,9,PR,1,100,112024
1201909.030926,1201909.030926,1760631838.754390,34907.333,3434,9,PR,1,100,112032
1201909.041259,1201909.041259,1760631838.764723,34917.667,3434,9,PR,1,100,112008
1201909.051593,1201909.051593,1760631838.775056,34928.000,3434,9,PR,1,100,111990
1201909.061926,1201909.061926,1760631838.785390,34938.333,3434,9,PR,1,100,112026
1201909.072259,1201909.072259,1760631838.795723,34948.667,3434,9,PR,1,100,112027
1201909.082593,1201909.082592,1760631838.806056,34959.000,3434,9,PR,1,100,112037
1201909.092320,1201909.092320,1760631838.815784,34968.727,3450,11,PR,1,100,112023
1201909.102047,1201909.102047,1760631838.825511,34978.455,3450,11,PR,1,100,112013
1201909.111774,1201909.111774,1760631838.835238,34988.182,3450,11,PR,1,100,112027
1201909.121501,1201909.121501,1760631838.844965,34997.909,3450,11,PR,1,100,112016
1201909.131229,1201909.131229,1760631838.854692,35007.636,3450,11,PR,1,100,112032
1201909.140956,1201909.140956,1760631838.864420,35017.364,3450,11,PR,1,100,112054
1201909.150683,1201909.150683,1760631838.874147,35027.091,3450,11,PR,1,100,112028
1201909.160410,1201909.160410,1760631838.883874,35036.818,3450,11,PR,1,100,112040
1201909.170138,1201909.170137,1760631838.893601,35046.545,3450,11,PR,1,100,112053
1201909.179865,1201909.179865,1760631838.903329,35056.273,3450,11,PR,1,100,112030
1201909.189592,1201909.189592,1760631838.913056,35066.000,3450,11,PR,1,100,112041
1201909.199925,1201909.199925,1760631838.923389,35076.333,3466,9,PR,1,100,112039
1201909.210259,1201909.210258,1760631838.933722,35086.667,3466,9,PR,1,100,112006
1201909.220592,1201909.220592,1760631838.944056,35097.000,3466,9,PR,1,100,112010
1201909.230925,1201909.230925,1760631838.954389,35107.333,3466,9,PR,1,100,112039
1201909.241258,1201909.241258,1760631838.964722,35117.667,3466,9,PR,1,100,112035
1201909.251592,1201909.251592,1760631838.975055,35128.000,3466,9,PR,1,100,112040
1201909.261925,1201909.261925,1760631838.985389,35138.333,3466,9,PR,1,100,112009
1201909.272258,1201909.272258,1760631838.995722,35148.667,3466,9,PR,1,100,112025
1201909.282592,1201909.282591,1760631839.006055,35159.000,3466,9,PR,1,100,112054
1201909.292319,1201909.292319,1760631839.015783,35168.727,3480,11,PR,1,100,112029
1201909.302046,1201909.302046,1760631839.025510,35178.455,3480,11,PR,1,100,112026
1201909.311773,1201909.311773,1760631839.035237,35188.182,3480,11,PR,1,100,112027
1201909.321500,1201909.321500,1760631839.044964,35197.909,3480,11,PR,1,100,112034
1201909.331228,1201909.331228,1760631839.054692,35207.636,3480,11,PR,1,100,111997
1201909.340955,1201909.340955,1760631839.064419,35217.364,3480,11,PR,1,100,112015
1201909.350682,1201909.350682,1760631839.074146,35227.091,3480,11,PR,1,100,112031
1201909.360409,1201909.360409,1760631839.083873,35236.818,3480,11,PR,1,100,112026
1201909.370137,1201909.370136,1760631839.093601,35246.545,3480,11,PR,1,100,112052
1201909.379864,1201909.379864,1760631839.103328,35256.273,3480,11,PR,1,100,112015
1201909.389591,1201909.389591,1760631839.113055,35266.000,3480,11,PR,1,100,112025
1201909.400191,1201909.400191,1760631839.123655,35276.600,3497,10,PR,1,100,112026
1201909.410791,1201909.410791,1760631839.134255,35287.200,3497,10,PR,1,100,112046
1201909.421391,1201909.421391,1760631839.144855,35297.800,3497,10,PR,1,100,112036
1201909.431991,1201909.431991,1760631839.155455,35308.400,3497,10,PR,1,100,112023
1201909.442591,1201909.442591,1760631839.166055,35319.000,3497,10,PR,1,100,112031
1201909.453191,1201909.453191,1760631839.176655,35329.600,3497,10,PR,1,100,112016
1201909.463791,1201909.463790,1760631839.187255,35340.200,3497,10,PR,1,100,112035
1201909.474391,1201909.474390,1760631839.197855,35350.800,3497,10,PR,1,100,112023
1201909.484990,1201909.484990,1760631839.208455,35361.400,3497,10,PR,1,100,112005
1201909.495590,1201909.495590,1760631839.219055,35372.000,3497,10,PR,1,100,112053
1201909.504990,1201909.504990,1760631839.228455,35381.400,3512,10,PR,1,100,112027
1201909.514390,1201909.514390,1760631839.237854,35390.800,3512,10,PR,1,100,112028
1201909.523790,1201909.523790,1760631839.247255,35400.200,3512,10,PR,1,100,112036
1201909.533190,1201909.533190,1760631839.256655,35409.600,3512,10,PR,1,100,112050
1201909.542590,1201909.542590,1760631839.266054,35419.000,3512,10,PR,1,100,112025
1201909.551990,1201909.551990,1760631839.275454,35428.400,3512,10,PR,1,100,112059
1201909.561390,1201909.561390,1760631839.284854,35437.800,3512,10,PR,1,100,112033
1201909.570790,1201909.570790,1760631839.294254,35447.200,3512,10,PR,1,100,112048
1201909.580190,1201909.580190,1760631839.303654,35456.600,3512,10,PR,1,100,112031
1201909.589590,1201909.589590,1760631839.313054,35466.000,3512,10,PR,1,100,112047
1201909.600190,1201909.600190,1760631839.323654,35476.600,3528,10,PR,1,100,112037
1201909.610790,1201909.610790,1760631839.334254,35487.200,3528,10,PR,1,100,112040
1201909.621390,1201909.621390,1760631839.344854,35497.800,3528,10,PR,1,100,112021
1201909.631990,1201909.631990,1760631839.355454,35508.400,3528,10,PR,1,100,112012
1201909.642590,1201909.642590,1760631839.366054,35519.000,3528,10,PR,1,100,112033
1201909.653190,1201909.653189,1760631839.376654,35529.600,3528,10,PR,1,100,112045
1201909.663790,1201909.663789,1760631839.387254,35540.200,3528,10,PR,1,100,112038
1201909.674390,1201909.674389,1760631839.397854,35550.800,3528,10,PR,1,100,112021
1201909.684989,1201909.684989,1760631839.408454,35561.400,3528,10,PR,1,100,112035
1201909.695589,1201909.695589,1760631839.419054,35572.000,3528,10,PR,1,100,112044
1201909.705317,1201909.705316,1760631839.428781,35581.727,3543,11,PR,1,100,112049
1201909.715044,1201909.715044,1760631839.438508,35591.455,3543,11,PR,1,100,112019
1201909.724771,1201909.724771,1760631839.448236,35601.182,3543,11,PR,1,100,112026
1201909.734498,1201909.734498,1760631839.457963,35610.909,3543,11,PR,1,100,112060
1201909.744226,1201909.744225,1760631839.467690,35620.636,3543,11,PR,1,100,112050
1201909.753953,1201909.753953,1760631839.477417,35630.364,3543,11,PR,1,100,112019
1201909.763680,1201909.763680,1760631839.487144,35640.091,3543,11,PR,1,100,112020
1201909.773407,1201909.773407,1760631839.496872,35649.818,3543,11,PR,1,100,112039
1201909.783134,1201909.783134,1760631839.506599,35659.545,3543,11,PR,1,100,112012
1201909.792862,1201909.792861,1760631839.516326,35669.273,3543,11,PR,1,100,112019
1201909.802589,1201909.802589,1760631839.526053,35679.000,3543,11,PR,1,100,112026
1201909.812922,1201909.812922,1760631839.536387,35689.333,3561,9,PR,1,100,112023
1201909.823255,1201909.823255,1760631839.546720,35699.667,3561,9,PR,1,100,112033
1201909.833589,1201909.833589,1760631839.557053,35710.000,3561,9,PR,1,100,112031
1201909.843922,1201909.843922,1760631839.567387,35720.333,3561,9,PR,1,100,112040
1201909.854255,1201909.854255,1760631839.577720,35730.667,3561,9,PR,1,100,112056
1201909.864589,1201909.864588,1760631839.588053,35741.000,3561,9,PR,1,100,112039
1201909.874922,1201909.874922,1760631839.598387,35751.333,3561,9,PR,1,100,112018
1201909.885255,1201909.885255,1760631839.608720,35761.667,3561,9,PR,1,100,112020
1201909.895588,1201909.895588,1760631839.619053,35772.000,3561,9,PR,1,100,112015
1201909.905316,1201909.905315,1760631839.628780,35781.727,3576,11,PR,1,100,112007
1201909.915043,1201909.915043,1760631839.638508,35791.455,3576,11,PR,1,100,112009
1201909.924770,1201909.924770,1760631839.648235,35801.182,3576,11,PR,1,100,112028
1201909.934497,1201909.934497,1760631839.657962,35810.909,3576,11,PR,1,100,112046
1201909.944224,1201909.944224,1760631839.667689,35820.636,3576,11,PR,1,100,112011
1201909.953952,1201909.953952,1760631839.677417,35830.364,3576,11,PR,1,100,112025
1201909.963679,1201909.963679,1760631839.687144,35840.091,3576,11,PR,1,100,112044
1201909.973406,1201909.973406,1760631839.696871,35849.818,3576,11,PR,1,100,112035
1201909.983133,1201909.983133,1760631839.706598,35859.545,3576,11,PR,1,100,112046
1201909.992861,1201909.992860,1760631839.716326,35869.273,3576,11,PR,1,100,112007
1201910.002588,1201910.002588,1760631839.726053,35879.000,3576,11,PR,1,100,112064
1201910.013188,1201910.013188,1760631839.736653,35889.600,3592,10,PR,1,100,112026
1201910.023788,1201910.023788,1760631839.747253,35900.200,3592,10,PR,1,100,112039
1201910.034388,1201910.034388,1760631839.757853,35910.800,3592,10,PR,1,100,112028
1201910.044988,1201910.044987,1760631839.768453,35921.400,3592,10,PR,1,100,112066
1201910.055588,1201910.055587,1760631839.779052,35932.000,3592,10,PR,1,100,112028
1201910.066187,1201910.066187,1760631839.789652,35942.600,3592,10,PR,1,100,112046
1201910.076787,1201910.076787,1760631839.800252,35953.200,3592,10,PR,1,100,112034
1201910.087387,1201910.087387,1760631839.810852,35963.800,3592,10,PR,1,100,112037
1201910.097987,1201910.097987,1760631839.821452,35974.400,3592,10,PR,1,100,112043
1201910.108587,1201910.108587,1760631839.832052,35985.000,3592,10,PR,1,100,112038
1201910.117987,1201910.117987,1760631839.841452,35994.400,3607,10,PR,1,100,112015
1201910.127387,1201910.127387,1760631839.850852,36003.800,3607,10,PR,1,100,112011
1201910.136787,1201910.136787,1760631839.860252,36013.200,3607,10,PR,1,100,112018
1201910.146187,1201910.146187,1760631839.869652,36022.600,3607,10,PR,1,100,112054
1201910.155587,1201910.155587,1760631839.879052,36032.000,3607,10,PR,1,100,112013
1201910.164987,1201910.164987,1760631839.888452,36041.400,3607,10,PR,1,100,112029
1201910.174387,1201910.174387,1760631839.897852,36050.800,3607,10,PR,1,100,112022
1201910.183787,1201910.183787,1760631839.907252,36060.200,3607,10,PR,1,100,112032
1201910.193187,1201910.193187,1760631839.916652,36069.600,3607,10,PR,1,100,112011
1201910.202587,1201910.202587,1760631839.926052,36079.000,3607,10,PR,1,100,112038
1201910.213187,1201910.213187,1760631839.936652,36089.600,3623,10,PR,1,100,112032
1201910.223787,1201910.223787,1760631839.947252,36100.200,3623,10,PR,1,100,112047
1201910.234387,1201910.234386,1760631839.957852,36110.800,3623,10,PR,1,100,112028
1201910.244987,1201910.244986,1760631839.968452,36121.400,3623,10,PR,1,100,112013
1201910.255586,1201910.255586,1760631839.979052,36132.000,3623,10,PR,1,100,112038
1201910.266186,1201910.266186,1760631839.989652,36142.600,3623,10,PR,1,100,112069
1201910.276786,1201910.276786,1760631840.000252,36153.200,3623,10,PR,1,100,112005
1201910.287386,1201910.287386,1760631840.010852,36163.800,3623,10,PR,1,100,112051
1201910.297986,1201910.297986,1760631840.021451,36174.400,3623,10,PR,1,100,112033
1201910.308586,1201910.308586,1760631840.032052,36185.000,3623,10,PR,1,100,112013
1201910.319031,1201910.319030,1760631840.042496,36195.444,3638,9,PR,1,100,112051
1201910.329475,1201910.329475,1760631840.052940,36205.889,3638,9,PR,1,100,112053
1201910.339919,1201910.339919,1760631840.063385,36216.333,3638,9,PR,1,100,112030
1201910.350364,1201910.350364,1760631840.073829,36226.778,3638,9,PR,1,100,112052
1201910.360808,1201910.360808,1760631840.084274,36237.222,3638,9,PR,1,100,111998
1201910.371253,1201910.371252,1760631840.094718,36247.667,3638,9,PR,1,100,112042
1201910.381697,1201910.381697,1760631840.105162,36258.111,3638,9,PR,1,100,112049
1201910.392141,1201910.392141,1760631840.115607,36268.556,3638,9,PR,1,100,112033
1201910.402586,1201910.402586,1760631840.126051,36279.000,3638,9,PR,1,100,111988
1201910.412222,1201910.412222,1760631840.135688,36288.636,3655,11,PR,1,100,112010
1201910.421858,1201910.421858,1760631840.145324,36298.273,3655,11,PR,1,100,112017
1201910.431495,1201910.431495,1760631840.154960,36307.909,3655,11,PR,1,100,112035
1201910.441131,1201910.441131,1760631840.164597,36317.545,3655,11,PR,1,100,112018
1201910.450767,1201910.450767,1760631840.174233,36327.182,3655,11,PR,1,100,112022
1201910.460404,1201910.460403,1760631840.183869,36336.818,3655,11,PR,1,100,112045
1201910.470040,1201910.470040,1760631840.193506,36346.455,3655,11,PR,1,100,112032
1201910.479676,1201910.479676,1760631840.203142,36356.091,3655,11,PR,1,100,112008
1201910.489313,1201910.489312,1760631840.212778,36365.727,3655,11,PR,1,100,112033
1201910.498949,1201910.498949,1760631840.222414,36375.364,3655,11,PR,1,100,112009
1201910.508585,1201910.508585,1760631840.232051,36385.000,3655,11,PR,1,100,112034
1201910.519030,1201910.519029,1760631840.242495,36395.444,3670,9,PR,1,100,112032
1201910.529474,1201910.529474,1760631840.252940,36405.889,3670,9,PR,1,100,112047
1201910.539918,1201910.539918,1760631840.263384,36416.333,3670,9,PR,1,100,112056
1201910.550363,1201910.550363,1760631840.273829,36426.778,3670,9,PR,1,100,112028
1201910.560807,1201910.560807,1760631840.284273,36437.222,3670,9,PR,1,100,112009
1201910.571252,1201910.571251,1760631840.294717,36447.667,3670,9,PR,1,100,112003
1201910.581696,1201910.581696,1760631840.305162,36458.111,3670,9,PR,1,100,112022
1201910.592140,1201910.592140,1760631840.315606,36468.556,3670,9,PR,1,100,112037
1201910.602585,1201910.602585,1760631840.326051,36479.000,3670,9,PR,1,100,112006
1201910.612221,1201910.612221,1760631840.335687,36488.636,3685,11,PR,1,100,112043
1201910.621857,1201910.621857,1760631840.345323,36498.273,3685,11,PR,1,100,112022
1201910.631494,1201910.631494,1760631840.354959,36507.909,3685,11,PR,1,100,112031
1201910.641130,1201910.641130,1760631840.364596,36517.545,3685,11,PR,1,100,112061
1201910.650766,1201910.650766,1760631840.374232,36527.182,3685,11,PR,1,100,112002
1201910.660403,1201910.660402,1760631840.383868,36536.818,3685,11,PR,1,100,112048
1201910.670039,1201910.670039,1760631840.393505,36546.455,3685,11,PR,1,100,112032
1201910.679675,1201910.679675,1760631840.403141,36556.091,3685,11,PR,1,100,112042
1201910.689312,1201910.689311,1760631840.412777,36565.727,3685,11,PR,1,100,112039
1201910.698948,1201910.698948,1760631840.422414,36575.364,3685,11,PR,1,100,112013
1201910.708584,1201910.708584,1760631840.432050,36585.000,3685,11,PR,1,100,112027
1201910.719284,1201910.719284,1760631840.442750,36595.700,3701,10,PR,1,100,112034
1201910.729984,1201910.729984,1760631840.453450,36606.400,3701,10,PR,1,100,112058
1201910.740684,1201910.740684,1760631840.464150,36617.100,3701,10,PR,1,100,112038
1201910.751384,1201910.751384,1760631840.474850,36627.800,3701,10,PR,1,100,112024
1201910.762084,1201910.762084,1760631840.485550,36638.500,3701,10,PR,1,100,112041
1201910.772784,1201910.772784,1760631840.496250,36649.200,3701,10,PR,1,100,112015
1201910.783484,1201910.783484,1760631840.506950,36659.900,3701,10,PR,1,100,112016
1201910.794184,1201910.794184,1760631840.517650,36670.600,3701,10,PR,1,100,112015
1201910.804884,1201910.804884,1760631840.528350,36681.300,3701,10,PR,1,100,112016
1201910.815584,1201910.815583,1760631840.539050,36692.000,3701,10,PR,1,100,111995
1201910.824984,1201910.824983,1760631840.548450,36701.400,3717,10,PR,1,100,112022
1201910.834383,1201910.834383,1760631840.557850,36710.800,3717,10,PR,1,100,112028
1201910.843783,1201910.843783,1760631840.567250,36720.200,3717,10,PR,1,100,112014
1201910.853183,1201910.853183,1760631840.576649,36729.600,3717,10,PR,1,100,112009
1201910.862583,1201910.862583,1760631840.586049,36739.000,3717,10,PR,1,100,112056
1201910.871983,1201910.871983,1760631840.595449,36748.400,3717,10,PR,1,100,112019
1201910.881383,1201910.881383,1760631840.604849,36757.800,3717,10,PR,1,100,112032
1201910.890783,1201910.890783,1760631840.614249,36767.200,3717,10,PR,1,100,112066
1201910.900183,1201910.900183,1760631840.623649,36776.600,3717,10,PR,1,100,112043
1201910.909583,1201910.909583,1760631840.633049,36786.000,3717,10,PR,1,100,112010
1201910.920183,1201910.920183,1760631840.643649,36796.600,3732,10,PR,1,100,112046
1201910.930783,1201910.930783,1760631840.654249,36807.200,3732,10,PR,1,100,112038
1201910.941383,1201910.941383,1760631840.664849,36817.800,3732,10,PR,1,100,112022
1201910.951983,1201910.951983,1760631840.675449,36828.400,3732,10,PR,1,100,112033
1201910.962583,1201910.962583,1760631840.686049,36839.000,3732,10,PR,1,100,112046
1201910.973183,1201910.973183,1760631840.696649,36849.600,3732,10,PR,1,100,112024
1201910.983783,1201910.983783,1760631840.707249,36860.200,3732,10,PR,1,100,112025
1201910.994383,1201910.994383,1760631840.717849,36870.800,3732,10,PR,1,100,112019
1201911.004983,1201911.004982,1760631840.728449,36881.400,3732,10,PR,1,100,112030
1201911.015583,1201911.015582,1760631840.739049,36892.000,3732,10,PR,1,100,112037
1201911.025310,1201911.025310,1760631840.748776,36901.727,3748,11,PR,1,100,112060
1201911.035037,1201911.035037,1760631840.758503,36911.455,3748,11,PR,1,100,112025
1201911.044764,1201911.044764,1760631840.768230,36921.182,3748,11,PR,1,100,112047
1201911.054491,1201911.054491,1760631840.777958,36930.909,3748,11,PR,1,100,112047
1201911.064219,1201911.064219,1760631840.787685,36940.636,3748,11,PR,1,100,112028
1201911.073946,1201911.073946,1760631840.797412,36950.364,3748,11,PR,1,100,112012
1201911.083673,1201911.083673,1760631840.807139,36960.091,3748,11,PR,1,100,112038
1201911.093400,1201911.093400,1760631840.816867,36969.818,3748,11,PR,1,100,112053
1201911.103128,1201911.103127,1760631840.826594,36979.545,3748,11,PR,1,100,112072
1201911.112855,1201911.112855,1760631840.836321,36989.273,3748,11,PR,1,100,112031
1201911.122582,1201911.122582,1760631840.846048,36999.000,3748,11,PR,1,100,112044
1201911.132915,1201911.132915,1760631840.856382,37009.333,3765,9,PR,1,100,112013
1201911.143249,1201911.143248,1760631840.866715,37019.667,3765,9,PR,1,100,112048
1201911.153582,1201911.153582,1760631840.877048,37030.000,3765,9,PR,1,100,112012
1201911.163915,1201911.163915,1760631840.887382,37040.333,3765,9,PR,1,100,112038
1201911.174248,1201911.174248,1760631840.897715,37050.667,3765,9,PR,1,100,112035
1201911.184582,1201911.184582,1760631840.908048,37061.000,3765,9,PR,1,100,112067
1201911.194915,1201911.194915,1760631840.918381,37071.333,3765,9,PR,1,100,112025
1201911.205248,1201911.205248,1760631840.928715,37081.667,3765,9,PR,1,100,112072
1201911.215582,1201911.215581,1760631840.939048,37092.000,3765,9,PR,1,100,112044
1201911.225309,1201911.225309,1760631840.948775,37101.727,3783,11,PR,1,100,112064
1201911.235036,1201911.235036,1760631840.958503,37111.455,3783,11,PR,1,100,112034
1201911.244763,1201911.244763,1760631840.968230,37121.182,3783,11,PR,1,100,112070
1201911.254490,1201911.254490,1760631840.977957,37130.909,3783,11,PR,1,100,112052
1201911.264218,1201911.264218,1760631840.987684,37140.636,3783,11,PR,1,100,112051
1201911.273945,1201911.273945,1760631840.997411,37150.364,3783,11,PR,1,100,112026
1201911.283672,1201911.283672,1760631841.007139,37160.091,3783,11,PR,1,100,112045
1201911.293399,1201911.293399,1760631841.016866,37169.818,3783,11,PR,1,100,112032
1201911.303126,1201911.303126,1760631841.026593,37179.545,3783,11,PR,1,100,112030
1201911.312854,1201911.312854,1760631841.036320,37189.273,3783,11,PR,1,100,112036
1201911.322581,1201911.322581,1760631841.046048,37199.000,3783,11,PR,1,100,112062
1201911.332914,1201911.332914,1760631841.056381,37209.333,3798,9,PR,1,100,112079
1201911.343248,1201911.343247,1760631841.066714,37219.667,3798,9,PR,1,100,112075
1201911.353581,1201911.353581,1760631841.077048,37230.000,3798,9,PR,1,100,112029
1201911.363914,1201911.363914,1760631841.087381,37240.333,3798,9,PR,1,100,112076
1201911.374247,1201911.374247,1760631841.097714,37250.667,3798,9,PR,1,100,112063
1201911.384581,1201911.384581,1760631841.108047,37261.000,3798,9,PR,1,100,112058
1201911.394914,1201911.394914,1760631841.118381,37271.333,3798,9,PR,1,100,112045
1201911.405247,1201911.405247,1760631841.128714,37281.667,3798,9,PR,1,100,112037
1201911.415580,1201911.415580,1760631841.139047,37292.000,3798,9,PR,1,100,112058
1201911.425308,1201911.425308,1760631841.148775,37301.727,3814,11,PR,1,100,112053
1201911.435035,1201911.435035,1760631841.158502,37311.455,3814,11,PR,1,100,112031
1201911.444762,1201911.444762,1760631841.168229,37321.182,3814,11,PR,1,100,112040
1201911.454489,1201911.454489,1760631841.177956,37330.909,3814,11,PR,1,100,112054
1201911.464217,1201911.464216,1760631841.187684,37340.636,3814,11,PR,1,100,112075
1201911.473944,1201911.473944,1760631841.197411,37350.364,3814,11,PR,1,100,112072
1201911.483671,1201911.483671,1760631841.207138,37360.091,3814,11,PR,1,100,112054
1201911.493398,1201911.493398,1760631841.216865,37369.818,3814,11,PR,1,100,112058
1201911.503125,1201911.503125,1760631841.226593,37379.545,3814,11,PR,1,100,112070
1201911.512853,1201911.512853,1760631841.236320,37389.273,3814,11,PR,1,100,112038
1201911.522580,1201911.522580,1760631841.246047,37399.000,3814,11,PR,1,100,112058
1201911.533180,1201911.533180,1760631841.256647,37409.600,3829,10,PR,1,100,112071
1201911.543780,1201911.543780,1760631841.267247,37420.200,3829,10,PR,1,100,112072
1201911.554380,1201911.554380,1760631841.277847,37430.800,3829,10,PR,1,100,112055
1201911.564980,1201911.564980,1760631841.288447,37441.400,3829,10,PR,1,100,112053
1201911.575580,1201911.575580,1760631841.299047,37452.000,3829,10,PR,1,100,112058
1201911.586180,1201911.586179,1760631841.309647,37462.600,3829,10,PR,1,100,112071
1201911.596780,1201911.596779,1760631841.320247,37473.200,3829,10,PR,1,100,112002
1201911.607379,1201911.607379,1760631841.330847,37483.800,3829,10,PR,1,100,112042
1201911.617979,1201911.617979,1760631841.341447,37494.400,3829,10,PR,1,100,112066
1201911.628579,1201911.628579,1760631841.352046,37505.000,3829,10,PR,1,100,112044
1201911.639024,1201911.639024,1760631841.362491,37515.444,3845,9,PR,1,100,112030
1201911.649468,1201911.649468,1760631841.372935,37525.889,3845,9,PR,1,100,112030
1201911.659913,1201911.659912,1760631841.383380,37536.333,3845,9,PR,1,100,112057
1201911.670357,1201911.670357,1760631841.393824,37546.778,3845,9,PR,1,100,112052
1201911.680801,1201911.680801,1760631841.404269,37557.222,3845,9,PR,1,100,112045
1201911.691246,1201911.691246,1760631841.414713,37567.667,3845,9,PR,1,100,112052
1201911.701690,1201911.701690,1760631841.425157,37578.111,3845,9,PR,1,100,112042
1201911.712134,1201911.712134,1760631841.435602,37588.556,3845,9,PR,1,100,112061
1201911.722579,1201911.722579,1760631841.446046,37599.000,3845,9,PR,1,100,112077
1201911.732215,1201911.732215,1760631841.455683,37608.636,3861,11,PR,1,100,112037
1201911.741851,1201911.741851,1760631841.465319,37618.273,3861,11,PR,1,100,112041
1201911.751488,1201911.751488,1760631841.474955,37627.909,3861,11,PR,1,100,112039
1201911.761124,1201911.761124,1760631841.484591,37637.545,3861,11,PR,1,100,112030
1201911.770760,1201911.770760,1760631841.494228,37647.182,3861,11,PR,1,100,112036
1201911.780397,1201911.780397,1760631841.503864,37656.818,3861,11,PR,1,100,112069
1201911.790033,1201911.790033,1760631841.513500,37666.455,3861,11,PR,1,100,112056
1201911.799669,1201911.799669,1760631841.523137,37676.091,3861,11,PR,1,100,112065
1201911.809306,1201911.809306,1760631841.532773,37685.727,3861,11,PR,1,100,112046
1201911.818942,1201911.818942,1760631841.542409,37695.364,3861,11,PR,1,100,112056
1201911.828578,1201911.828578,1760631841.552046,37705.000,3861,11,PR,1,100,112063
1201911.839023,1201911.839023,1760631841.562490,37715.444,3876,9,PR,1,100,112072
1201911.849467,1201911.849467,1760631841.572935,37725.889,3876,9,PR,1,100,112043
1201911.859911,1201911.859911,1760631841.583379,37736.333,3876,9,PR,1,100,112061
1201911.870356,1201911.870356,1760631841.593823,37746.778,3876,9,PR,1,100,112094
1201911.880800,1201911.880800,1760631841.604268,37757.222,3876,9,PR,1,100,112051
1201911.891245,1201911.891245,1760631841.614712,37767.667,3876,9,PR,1,100,112053
1201911.901689,1201911.901689,1760631841.625157,37778.111,3876,9,PR,1,100,112090
1201911.912133,1201911.912133,1760631841.635601,37788.556,3876,9,PR,1,100,112078
1201911.922578,1201911.922578,1760631841.646045,37799.000,3876,9,PR,1,100,112091
1201911.932214,1201911.932214,1760631841.655682,37808.636,3891,11,PR,1,100,112070
1201911.941850,1201911.941850,1760631841.665318,37818.273,3891,11,PR,1,100,112074
1201911.951487,1201911.951487,1760631841.674954,37827.909,3891,11,PR,1,100,112083
1201911.961123,1201911.961123,1760631841.684591,37837.545,3891,11,PR,1,100,112100
1201911.970759,1201911.970759,1760631841.694227,37847.182,3891,11,PR,1,100,112051
1201911.980396,1201911.980396,1760631841.703863,37856.818,3891,11,PR,1,100,112057
1201911.990032,1201911.990032,1760631841.713500,37866.455,3891,11,PR,1,100,112079
1201911.999668,1201911.999668,1760631841.723136,37876.091,3891,11,PR,1,100,112092
1201912.009305,1201912.009305,1760631841.732772,37885.727,3891,11,PR,1,100,112059
1201912.018941,1201912.018941,1760631841.742409,37895.364,3891,11,PR,1,100,112057
1201912.028577,1201912.028577,1760631841.752045,37905.000,3891,11,PR,1,100,112108
1201912.039277,1201912.039277,1760631841.762745,37915.700,3908,10,PR,1,100,112082
1201912.049977,1201912.049977,1760631841.773445,37926.400,3908,10,PR,1,100,112075
1201912.060677,1201912.060677,1760631841.784145,37937.100,3908,10,PR,1,100,112099
1201912.071377,1201912.071377,1760631841.794845,37947.800,3908,10,PR,1,100,112073
1201912.082077,1201912.082077,1760631841.805545,37958.500,3908,10,PR,1,100,112083
1201912.092777,1201912.092777,1760631841.816245,37969.200,3908,10,PR,1,100,112059
