time,ppg
62863.88329390515,106510.0
62863.89329181853,106498.0
62863.903289731905,106494.0
62863.913287645286,106500.0
62863.92328555867,106484.0
62863.93328347204,106498.0
62863.94328138542,106497.0
62863.9532792988,106503.0
62863.96327721218,106490.0
62863.97327512556,106496.0
62863.98327303894,106477.0
62863.99327095231,106481.0
62864.003268865694,106494.0
62864.013266779075,106479.0
62864.02326469245,106506.0
62864.03326260583,106494.0
62864.04326051921,106479.0
62864.053258432585,106461.0
62864.063256345966,106487.0
62864.07325425935,106488.0
62864.08325217272,106483.0
62864.0932500861,106498.0
62864.10324799948,106506.0
62864.11324591286,106470.0
62864.12324382624,106449.0
62864.13324173962,106456.0
62864.14323965299,106501.0
62864.153237566374,106469.0
62864.163235479755,106490.0
62864.17323339313,106430.0
62864.18323130651,106462.0
62864.19322921989,106477.0
62864.203227133265,106479.0
62864.213225046646,106444.0
62864.22322296003,106483.0
62864.2332208734,106455.0
62864.24321878678,106460.0
62864.25321670016,106445.0
62864.263214613544,106480.0
62864.27321252692,106481.0
62864.2832104403,106491.0
62864.29320835368,106462.0
62864.30320626705,106439.0
62864.313204180435,106491.0
62864.323202093816,106478.0
62864.33320000719,106472.0
62864.34319792057,106476.0
62864.35319583395,106495.0
62864.363193747326,106444.0
62864.37319166071,106456.0
62864.38318957409,106446.0
62864.39318748746,106485.0
62864.40318540084,106463.0
62864.413183314224,106479.0
62864.4231812276,106480.0
62864.43317914098,106437.0
62864.44317705436,106466.0
62864.45317496773,106462.0
62864.463172881115,106470.0
62864.473170794496,106451.0
62864.48316870787,106472.0
62864.49316662125,106483.0
62864.50316453463,106465.0
62864.513162448005,106482.0
62864.52316036139,106464.0
62864.53315827477,106472.0
62864.54315618814,106477.0
62864.55315410152,106449.0
62864.5631520149,106471.0
62864.57314992828,106470.0
62864.58314784166,106478.0
62864.59314575504,106473.0
62864.60314366841,106480.0
62864.613141581794,106489.0
62864.623139495176,106480.0
62864.63313740855,106421.0
62864.64313532193,106479.0
62864.65313323531,106439.0
62864.663131148685,106467.0
62864.67312906207,106485.0
62864.68312697545,106486.0
62864.69312488882,106482.0
62864.7031228022,106465.0
62864.71312071558,106517.0
62864.72311862896,106486.0
62864.73311654234,106487.0
62864.74311445572,106502.0
62864.75311236909,106454.0
62864.763110282474,106493.0
62864.773108195855,106453.0
62864.78310610923,106471.0
62864.79310402261,106505.0
62864.80310193599,106499.0
62864.813099849365,106470.0
62864.823097762746,106478.0
62864.83309567613,106471.0
62864.84309358951,106496.0
62864.85309150288,106474.0
62864.86308941626,106506.0
62864.873087329644,106531.0
62864.88308524302,106497.0
62864.8930831564,106533.0
62864.90308106978,106489.0
62864.913078983154,106508.0
62864.923076896535,106498.0
62864.93307480992,106505.0
62864.94307272329,106500.0
62864.95307063667,106473.0
62864.96306855005,106487.0
62864.973066463426,106489.0
62864.98306437681,106466.0
62864.99306229019,106470.0
62865.00306020356,106472.0
62865.01305811694,106488.0
62865.023056030324,106507.0
62865.0330539437,106453.0
62865.04305185708,106460.0
62865.05304977046,106474.0
62865.063047683834,106498.0
62865.073045597215,106495.0
62865.083043510596,106507.0
62865.09304142397,106483.0
62865.10303933735,106469.0
62865.11303725073,106493.0
62865.123035164106,106467.0
62865.13303307749,106481.0
62865.14303099087,106486.0
62865.15302890424,106450.0
62865.16302681762,106414.0
62865.173024731004,106474.0
62865.18302264438,106477.0
62865.19302055776,106481.0
62865.20301847114,106491.0
62865.213016384514,106489.0
62865.223014297895,106485.0
62865.233012211276,106497.0
62865.24301012465,106468.0
62865.25300803803,106492.0
62865.26300595141,106513.0
62865.273003864786,106506.0
62865.28300177817,106492.0
62865.29299969155,106472.0
62865.30299760492,106450.0
62865.3129955183,106494.0
62865.322993431684,106465.0
62865.33299134506,106481.0
62865.34298925844,106474.0
62865.35298717182,106517.0
62865.362985085194,106503.0
62865.372982998575,106492.0
62865.382980911956,106474.0
62865.39297882533,106482.0
62865.40297673871,106511.0
62865.41297465209,106484.0
62865.42297256547,106486.0
62865.43297047885,106486.0
62865.44296839223,106461.0
62865.45296630561,106498.0
62865.46296421898,106501.0
62865.472962132364,106454.0
62865.482960045745,106494.0
62865.49295795912,106494.0
62865.5029558725,106466.0
62865.51295378588,106474.0
62865.522951699255,106500.0
62865.532949612636,106487.0
62865.54294752602,106505.0
62865.55294543939,106472.0
62865.56294335277,106487.0
62865.57294126615,106496.0
62865.58293917953,106506.0
62865.59293709291,106476.0
62865.60293500629,106525.0
62865.61293291966,106506.0
62865.622930833044,106483.0
62865.632928746425,106524.0
62865.6429266598,106481.0
62865.65292457318,106510.0
62865.66292248656,106507.0
62865.672920399935,106477.0
62865.682918313316,106484.0
62865.6929162267,106495.0
62865.70291414007,106490.0
62865.71291205345,106503.0
62865.72290996683,106529.0
62865.73290788021,106489.0
62865.74290579359,106503.0
62865.75290370697,106515.0
62865.76290162034,106542.0
62865.772899533724,106527.0
62865.782897447105,106512.0
62865.79289536048,106473.0
62865.80289327386,106523.0
62865.81289118724,106488.0
62865.822889100615,106488.0
62865.832887013996,106500.0
62865.84288492738,106478.0
62865.85288284075,106465.0
62865.86288075413,106500.0
62865.87287866751,106509.0
62865.88287658089,106513.0
62865.89287449427,106499.0
62865.90287240765,106494.0
62865.91287032102,106487.0
62865.922868234404,106494.0
62865.932866147785,106487.0
62865.94286406116,106507.0
62865.95286197454,106519.0
62865.96285988792,106490.0
62865.972857801295,106486.0
62865.982855714676,106497.0
62865.99285362806,106480.0
62866.00285154144,106489.0
62866.01284945481,106499.0
62866.02284736819,106490.0
62866.032845281574,106453.0
62866.04284319495,106514.0
62866.05284110833,106489.0
62866.06283902171,106505.0
62866.07283693508,106511.0
62866.082834848465,106491.0
62866.092832761846,106524.0
62866.10283067522,106501.0
62866.1128285886,106501.0
62866.12282650198,106521.0
62866.132824415356,106479.0
62866.14282232874,106486.0
62866.15282024212,106493.0
62866.16281815549,106482.0
62866.17281606887,106525.0
62866.182813982254,106495.0
62866.19281189563,106468.0
62866.20280980901,106461.0
62866.21280772239,106509.0
62866.22280563576,106471.0
62866.232803549145,106480.0
62866.242801462526,106497.0
62866.2527993759,106476.0
62866.26279728928,106497.0
62866.27279520266,106503.0
62866.282793116035,106468.0
62866.29279102942,106485.0
62866.3027889428,106496.0
62866.31278685617,106491.0
62866.32278476955,106501.0
62866.33278268293,106510.0
62866.34278059631,106502.0
62866.35277850969,106510.0
62866.36277642307,106486.0
62866.37277433644,106493.0
62866.382772249824,106477.0
62866.392770163206,106504.0
62866.40276807658,106501.0
62866.41276598996,106528.0
62866.42276390334,106497.0
62866.432761816715,106506.0
62866.4427597301,106526.0
62866.45275764348,106480.0
62866.46275555685,106472.0
62866.47275347023,106512.0
62866.48275138361,106508.0
62866.49274929699,106504.0
62866.50274721037,106479.0
62866.51274512375,106513.0
62866.52274303712,106489.0
62866.532740950504,106519.0
62866.542738863885,106486.0
62866.55273677726,106516.0
62866.56273469064,106542.0
62866.57273260402,106517.0
62866.5827305174,106528.0
62866.592728430776,106508.0
62866.60272634416,106504.0
62866.61272425754,106524.0
62866.62272217091,106453.0
62866.63272008429,106522.0
62866.642717997674,106521.0
62866.65271591105,106514.0
62866.66271382443,106520.0
62866.67271173781,106504.0
62866.682709651184,106496.0
62866.692707564565,106536.0
62866.70270547795,106501.0
62866.71270339132,106503.0
62866.7227013047,106452.0
62866.73269921808,106526.0
62866.742697131456,106498.0
62866.75269504484,106486.0
62866.76269295822,106491.0
62866.77269087159,106505.0
