LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1759437231.473917,162724.667,23026,3,PI,1,100,175330
1759437231.513586,162764.333,23026,3,PI,1,100,175346
1759437231.553253,162804.000,23026,3,PI,1,100,175346
1759437231.593755,162844.500,23041,2,PI,1,100,175351
1759437231.634256,162885.000,23041,2,PI,1,100,175355
1759437231.673924,162924.667,23058,3,PI,1,100,175353
1759437231.713593,162964.333,23058,3,PI,1,100,175354
1759437231.753260,163004.000,23058,3,PI,1,100,175368
1759437231.800262,163051.000,23072,2,PI,1,100,175380
1759437231.847264,163098.000,23072,2,PI,1,100,175379
1759437231.887265,163138.000,23088,3,PI,1,100,175394
1759437231.927267,163178.000,23088,3,PI,1,100,175411
1759437231.967268,163218.000,23088,3,PI,1,100,175420
1759437232.007269,163258.000,23104,2,PI,1,100,175397
1759437232.047271,163298.000,23104,2,PI,1,100,175409
1759437232.087272,163338.000,23120,3,PI,1,100,175409
1759437232.127274,163378.000,23120,3,PI,1,100,175429
1759437232.167275,163418.000,23120,3,PI,1,100,175436
1759437232.207276,163458.000,23135,2,PI,1,100,175423
1759437232.247278,163498.000,23135,2,PI,1,100,175434
1759437232.287279,163538.000,23151,3,PI,1,100,175453
1759437232.327281,163578.000,23151,3,PI,1,100,175467
1759437232.367282,163618.000,23151,3,PI,1,100,175460
1759437232.407283,163658.000,23166,2,PI,1,100,175465
1759437232.447285,163698.000,23166,2,PI,1,100,175459
1759437232.487286,163738.000,23182,3,PI,1,100,175460
1759437232.527287,163778.000,23182,3,PI,1,100,175473
1759437232.567289,163818.000,23182,3,PI,1,100,175473
1759437232.607290,163858.000,23197,2,PI,1,100,175482
1759437232.647292,163898.000,23197,2,PI,1,100,175457
1759437232.687293,163938.000,23215,3,PI,1,100,175478
1759437232.727294,163978.000,23215,3,PI,1,100,175499
1759437232.767296,164018.000,23215,3,PI,1,100,175492
1759437232.807297,164058.000,23230,3,PI,1,100,175480
1759437232.847299,164098.000,23230,3,PI,1,100,175476
1759437232.887300,164138.000,23230,3,PI,1,100,175500
1759437232.927301,164178.000,23246,2,PI,1,100,175508
1759437232.967303,164218.000,23246,2,PI,1,100,175530
1759437233.007304,164258.000,23262,3,PI,1,100,175531
1759437233.047306,164298.000,23262,3,PI,1,100,175530
1759437233.087307,164338.000,23262,3,PI,1,100,175521
1759437233.127308,164378.000,23277,2,PI,1,100,175538
1759437233.167310,164418.000,23277,2,PI,1,100,175543
1759437233.207311,164458.000,23292,3,PI,1,100,175534
1759437233.247313,164498.000,23292,3,PI,1,100,175554
1759437233.287314,164538.000,23292,3,PI,1,100,175559
1759437233.327315,164578.000,23309,2,PI,1,100,175536
1759437233.367317,164618.000,23309,2,PI,1,100,175567
1759437233.407318,164658.000,23324,3,PI,1,100,175557
1759437233.447320,164698.000,23324,3,PI,1,100,175560
1759437233.487321,164738.000,23324,3,PI,1,100,175574
1759437233.527322,164778.000,23339,2,PI,1,100,175574
1759437233.567324,164818.000,23339,2,PI,1,100,175568
1759437233.607325,164858.000,23354,3,PI,1,100,175569
1759437233.647326,164898.000,23354,3,PI,1,100,175568
1759437233.687328,164938.000,23354,3,PI,1,100,175578
1759437233.727329,164978.000,23371,2,PI,1,100,175588
1759437233.767331,165018.000,23371,2,PI,1,100,175585
1759437233.807332,165058.000,23386,3,PI,1,100,175586
1759437233.847333,165098.000,23386,3,PI,1,100,175596
1759437233.887335,165138.000,23386,3,PI,1,100,175603
1759437233.927336,165178.000,23401,2,PI,1,100,175595
1759437233.967338,165218.000,23401,2,PI,1,100,175586
1759437234.007339,165258.000,23417,3,PI,1,100,175599
1759437234.047340,165298.000,23417,3,PI,1,100,175616
1759437234.087342,165338.000,23417,3,PI,1,100,175602
1759437234.127343,165378.000,23433,3,PI,1,100,175603
1759437234.167345,165418.000,23433,3,PI,1,100,175629
1759437234.207346,165458.000,23433,3,PI,1,100,175643
1759437234.247347,165498.000,23448,2,PI,1,100,175637
1759437234.287349,165538.000,23448,2,PI,1,100,175639
1759437234.327350,165578.000,23465,3,PI,1,100,175627
1759437234.367352,165618.000,23465,3,PI,1,100,175622
1759437234.407353,165658.000,23465,3,PI,1,100,175626
1759437234.447354,165698.000,23479,2,PI,1,100,175646
1759437234.487356,165738.000,23479,2,PI,1,100,175637
1759437234.527357,165778.000,23495,3,PI,1,100,175624
1759437234.567358,165818.000,23495,3,PI,1,100,175639
1759437234.607360,165858.000,23495,3,PI,1,100,175658
1759437234.647361,165898.000,23511,2,PI,1,100,175656
1759437234.687363,165938.000,23511,2,PI,1,100,175653
1759437234.727364,165978.000,23527,3,PI,1,100,175651
1759437234.767365,166018.000,23527,3,PI,1,100,175654
1759437234.807367,166058.000,23527,3,PI,1,100,175652
1759437234.846868,166097.500,23541,2,PI,1,100,175674
1759437234.886370,166137.000,23541,2,PI,1,100,175664
1759437234.926371,166177.000,23557,3,PI,1,100,175644
1759437234.966372,166217.000,23557,3,PI,1,100,175674
1759437235.006374,166257.000,23557,3,PI,1,100,175674
1759437235.046375,166297.000,23573,2,PI,1,100,175673
1759437235.086377,166337.000,23573,2,PI,1,100,175671
1759437235.126378,166377.000,23589,3,PI,1,100,175661
1759437235.166379,166417.000,23589,3,PI,1,100,175664
1759437235.206381,166457.000,23589,3,PI,1,100,175672
1759437235.246382,166497.000,23603,2,PI,1,100,175691
1759437235.286384,166537.000,23603,2,PI,1,100,175681
1759437235.326385,166577.000,23620,3,PI,1,100,175673
1759437235.366386,166617.000,23620,3,PI,1,100,175688
1759437235.406388,166657.000,23620,3,PI,1,100,175695
1759437235.446723,166697.333,23635,3,PI,1,100,175686
1759437235.487057,166737.667,23635,3,PI,1,100,175688
1759437235.527392,166778.000,23635,3,PI,1,100,175681
1759437235.566893,166817.500,23651,2,PI,1,100,175695
1759437235.606395,166857.000,23651,2,PI,1,100,175701
1759437235.646396,166897.000,23666,3,PI,1,100,175706
1759437235.686398,166937.000,23666,3,PI,1,100,175699
1759437235.726399,166977.000,23666,3,PI,1,100,175699
1759437235.766400,167017.000,23682,2,PI,1,100,175713
1759437235.806402,167057.000,23682,2,PI,1,100,175723
1759437235.846403,167097.000,23697,3,PI,1,100,175716
1759437235.886405,167137.000,23697,3,PI,1,100,175707
1759437235.926406,167177.000,23697,3,PI,1,100,175710
1759437235.966407,167217.000,23713,2,PI,1,100,175712
1759437236.006409,167257.000,23713,2,PI,1,100,175722
1759437236.046410,167297.000,23728,3,PI,1,100,175733
1759437236.086411,167337.000,23728,3,PI,1,100,175703
1759437236.126413,167377.000,23728,3,PI,1,100,175715
1759437236.166414,167417.000,23744,2,PI,1,100,175734
1759437236.206416,167457.000,23744,2,PI,1,100,175730
1759437236.246417,167497.000,23761,3,PI,1,100,175732
1759437236.286418,167537.000,23761,3,PI,1,100,175715
1759437236.326420,167577.000,23761,3,PI,1,100,175725
1759437236.366421,167617.000,23778,2,PI,1,100,175752
1759437236.406423,167657.000,23778,2,PI,1,100,175752
1759437236.446424,167697.000,23792,3,PI,1,100,175729
1759437236.486425,167737.000,23792,3,PI,1,100,175728
1759437236.526427,167777.000,23792,3,PI,1,100,175725
1759437236.566428,167817.000,23808,2,PI,1,100,175734
1759437236.606430,167857.000,23808,2,PI,1,100,175745
1759437236.646431,167897.000,23824,3,PI,1,100,175721
1759437236.686432,167937.000,23824,3,PI,1,100,175740
1759437236.726434,167977.000,23824,3,PI,1,100,175732
1759437236.766435,168017.000,23840,2,PI,1,100,175744
1759437236.806437,168057.000,23840,2,PI,1,100,175749
1759437236.846438,168097.000,23855,3,PI,1,100,175748
1759437236.886439,168137.000,23855,3,PI,1,100,175742
1759437236.926441,168177.000,23855,3,PI,1,100,175752
1759437236.966442,168217.000,23871,3,PI,1,100,175754
1759437237.006444,168257.000,23871,3,PI,1,100,175759
1759437237.046445,168297.000,23871,3,PI,1,100,175742
1759437237.086446,168337.000,23886,2,PI,1,100,175744
1759437237.126448,168377.000,23886,2,PI,1,100,175747
1759437237.166449,168417.000,23902,3,PI,1,100,175747
1759437237.206450,168457.000,23902,3,PI,1,100,175742
1759437237.246452,168497.000,23902,3,PI,1,100,175733
1759437237.286453,168537.000,23917,2,PI,1,100,175751
1759437237.326455,168577.000,23917,2,PI,1,100,175740
1759437237.366456,168617.000,23933,3,PI,1,100,175741
1759437237.406457,168657.000,23933,3,PI,1,100,175738
1759437237.446459,168697.000,23933,3,PI,1,100,175718
1759437237.486460,168737.000,23948,2,PI,1,100,175732
1759437237.526462,168777.000,23948,2,PI,1,100,175719
1759437237.566463,168817.000,23964,3,PI,1,100,175727
1759437237.606464,168857.000,23964,3,PI,1,100,175727
1759437237.646466,168897.000,23964,3,PI,1,100,175758
1759437237.686467,168937.000,23980,2,PI,1,100,175743
1759437237.726469,168977.000,23980,2,PI,1,100,175738
1759437237.766470,169017.000,23997,3,PI,1,100,175736
1759437237.806471,169057.000,23997,3,PI,1,100,175725
1759437237.846473,169097.000,23997,3,PI,1,100,175709
1759437237.886474,169137.000,24012,2,PI,1,100,175726
1759437237.926476,169177.000,24012,2,PI,1,100,175722
1759437237.971144,169221.667,24029,3,PI,1,100,175701
1759437238.015812,169266.333,24029,3,PI,1,100,175702
1759437238.060480,169311.000,24029,3,PI,1,100,175705
1759437238.099982,169350.500,24044,2,PI,1,100,175717
1759437238.139483,169390.000,24044,2,PI,1,100,175708
1759437238.179484,169430.000,24059,3,PI,1,100,175698
1759437238.219486,169470.000,24059,3,PI,1,100,175701
1759437238.259487,169510.000,24059,3,PI,1,100,175692
1759437238.299489,169550.000,24074,2,PI,1,100,175708
1759437238.339490,169590.000,24074,2,PI,1,100,175710
1759437238.379491,169630.000,24091,3,PI,1,100,175683
1759437238.419493,169670.000,24091,3,PI,1,100,175708
1759437238.459494,169710.000,24091,3,PI,1,100,175703
1759437238.499496,169750.000,24106,2,PI,1,100,175686
1759437238.539497,169790.000,24106,2,PI,1,100,175688
1759437238.579498,169830.000,24121,3,PI,1,100,175673
1759437238.619500,169870.000,24121,3,PI,1,100,175669
1759437238.659501,169910.000,24121,3,PI,1,100,175651
1759437238.699502,169950.000,24139,2,PI,1,100,175664
1759437238.739504,169990.000,24139,2,PI,1,100,175649
1759437238.779505,170030.000,24155,3,PI,1,100,175625
1759437238.819507,170070.000,24155,3,PI,1,100,175657
1759437238.859508,170110.000,24155,3,PI,1,100,175651
1759437238.899509,170150.000,24170,2,PI,1,100,175624
1759437238.939511,170190.000,24170,2,PI,1,100,175624
1759437238.979512,170230.000,24187,3,PI,1,100,175629
1759437239.019514,170270.000,24187,3,PI,1,100,175633
1759437239.059515,170310.000,24187,3,PI,1,100,175618
1759437239.099516,170350.000,24201,2,PI,1,100,175609
1759437239.139518,170390.000,24201,2,PI,1,100,175627
1759437239.179519,170430.000,24219,3,PI,1,100,175630
1759437239.219521,170470.000,24219,3,PI,1,100,175638
1759437239.259522,170510.000,24219,3,PI,1,100,175625
1759437239.299523,170550.000,24235,3,PI,1,100,175603
1759437239.339525,170590.000,24235,3,PI,1,100,175591
1759437239.379526,170630.000,24235,3,PI,1,100,175608
1759437239.419528,170670.000,24251,2,PI,1,100,175599
1759437239.459529,170710.000,24251,2,PI,1,100,175594
1759437239.499530,170750.000,24265,3,PI,1,100,175592
1759437239.539532,170790.000,24265,3,PI,1,100,175589
1759437239.579533,170830.000,24265,3,PI,1,100,175576
1759437239.619534,170870.000,24281,2,PI,1,100,175578
1759437239.659536,170910.000,24281,2,PI,1,100,175560
1759437239.699537,170950.000,24297,3,PI,1,100,175573
1759437239.739539,170990.000,24297,3,PI,1,100,175587
1759437239.779540,171030.000,24297,3,PI,1,100,175586
1759437239.819541,171070.000,24313,2,PI,1,100,175565
1759437239.859543,171110.000,24313,2,PI,1,100,175562
1759437239.899544,171150.000,24327,3,PI,1,100,175578
1759437239.939546,171190.000,24327,3,PI,1,100,175570
1759437239.979547,171230.000,24327,3,PI,1,100,175567
1759437240.019548,171270.000,24345,4,PI,1,100,175533
1759437240.059550,171310.000,24345,4,PI,1,100,175540
1759437240.099551,171350.000,24345,4,PI,1,100,175540
1759437240.139553,171390.000,24345,4,PI,1,100,175548
1759437240.179554,171430.000,24361,3,PI,1,100,175526
1759437240.219555,171470.000,24361,3,PI,1,100,175546
1759437240.259557,171510.000,24361,3,PI,1,100,175510
1759437240.299558,171550.000,24376,2,PI,1,100,175525
1759437240.339560,171590.000,24376,2,PI,1,100,175517
1759437240.379561,171630.000,24393,3,PI,1,100,175501
1759437240.419562,171670.000,24393,3,PI,1,100,175520
1759437240.459564,171710.000,24393,3,PI,1,100,175516
1759437240.499565,171750.000,24408,2,PI,1,100,175493
1759437240.539567,171790.000,24408,2,PI,1,100,175501
1759437240.579568,171830.000,24424,3,PI,1,100,175513
1759437240.619569,171870.000,24424,3,PI,1,100,175511
1759437240.659571,171910.000,24424,3,PI,1,100,175503
1759437240.699572,171950.000,24441,3,PI,1,100,175500
1759437240.739573,171990.000,24441,3,PI,1,100,175489
1759437240.779575,172030.000,24441,3,PI,1,100,175477
1759437240.819576,172070.000,24457,2,PI,1,100,175496
1759437240.859578,172110.000,24457,2,PI,1,100,175481
1759437240.899579,172150.000,24472,3,PI,1,100,175454
1759437240.939580,172190.000,24472,3,PI,1,100,175452
1759437240.979582,172230.000,24472,3,PI,1,100,175442
1759437241.019583,172270.000,24489,2,PI,1,100,175434
1759437241.059585,172310.000,24489,2,PI,1,100,175423
1759437241.099586,172350.000,24503,3,PI,1,100,175408
1759437241.139587,172390.000,24503,3,PI,1,100,175403
1759437241.179589,172430.000,24503,3,PI,1,100,175403
1759437241.219590,172470.000,24519,2,PI,1,100,175415
1759437241.259592,172510.000,24519,2,PI,1,100,175414
1759437241.299593,172550.000,24535,3,PI,1,100,175390
1759437241.339594,172590.000,24535,3,PI,1,100,175421
1759437241.379596,172630.000,24535,3,PI,1,100,175406
1759437241.419597,172670.000,24551,2,PI,1,100,175401
1759437241.459599,172710.000,24551,2,PI,1,100,175390
1759437241.499600,172750.000,24565,3,PI,1,100,175387
1759437241.539601,172790.000,24565,3,PI,1,100,175395
1759437241.579603,172830.000,24565,3,PI,1,100,175399
1759437241.619604,172870.000,24583,2,PI,1,100,175380
1759437241.659606,172910.000,24583,2,PI,1,100,175388
1759437241.699607,172950.000,24599,3,PI,1,100,175372
1759437241.739608,172990.000,24599,3,PI,1,100,175369
1759437241.779610,173030.000,24599,3,PI,1,100,175366
1759437241.819611,173070.000,24615,2,PI,1,100,175333
1759437241.859612,173110.000,24615,2,PI,1,100,175326
1759437241.899614,173150.000,24629,3,PI,1,100,175325
1759437241.939615,173190.000,24629,3,PI,1,100,175339
1759437241.979617,173230.000,24629,3,PI,1,100,175321
1759437242.019618,173270.000,24646,3,PI,1,100,175315
1759437242.059619,173310.000,24646,3,PI,1,100,175315
1759437242.099621,173350.000,24646,3,PI,1,100,175310
1759437242.139622,173390.000,24661,2,PI,1,100,175321
1759437242.179624,173430.000,24661,2,PI,1,100,175315
1759437242.219625,173470.000,24677,3,PI,1,100,175317
1759437242.259626,173510.000,24677,3,PI,1,100,175308
1759437242.299628,173550.000,24677,3,PI,1,100,175310
1759437242.339629,173590.000,24692,2,PI,1,100,175318
1759437242.379631,173630.000,24692,2,PI,1,100,175305
1759437242.419632,173670.000,24708,3,PI,1,100,175327
1759437242.459633,173710.000,24708,3,PI,1,100,175327
1759437242.499635,173750.000,24708,3,PI,1,100,175321
1759437242.539636,173790.000,24723,2,PI,1,100,175301
1759437242.579638,173830.000,24723,2,PI,1,100,175303
1759437242.619639,173870.000,24740,3,PI,1,100,175301
1759437242.659640,173910.000,24740,3,PI,1,100,175296
1759437242.699642,173950.000,24740,3,PI,1,100,175285
1759437242.739643,173990.000,24758,2,PI,1,100,175285
1759437242.779644,174030.000,24758,2,PI,1,100,175272
1759437242.819646,174070.000,24775,3,PI,1,100,175299
1759437242.859647,174110.000,24775,3,PI,1,100,175298
1759437242.899649,174150.000,24775,3,PI,1,100,175282
1759437242.939650,174190.000,24790,2,PI,1,100,175291
1759437242.979651,174230.000,24790,2,PI,1,100,175289
1759437243.019653,174270.000,24807,3,PI,1,100,175294
1759437243.059654,174310.000,24807,3,PI,1,100,175311
1759437243.099656,174350.000,24807,3,PI,1,100,175318
1759437243.139657,174390.000,24822,2,PI,1,100,175301
1759437243.179658,174430.000,24822,2,PI,1,100,175308
