LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1759437247.777819,179028.000,25526,1,SF,1,100,19.9413
1759437248.044828,179295.000,25572,1,SF,1,100,19.7106
1759437248.377840,179628.000,25619,1,SF,1,100,19.4826
1759437248.777853,180028.000,25681,1,SF,1,100,19.2572
1759437249.044863,180295.000,25728,1,SF,1,100,19.0344
1759437249.377874,180628.000,25777,1,SF,1,100,18.8142
1759437249.777888,181028.000,25839,1,SF,1,100,18.5966
1759437250.110900,181361.000,25887,1,SF,1,100,20.4637
1759437250.377909,181628.000,25935,1,SF,1,100,20.2270
1759437250.710921,181961.000,25981,1,SF,1,100,19.9930
1759437251.110935,182361.000,26043,1,SF,1,100,19.7617
1759437251.377944,182628.000,26092,1,SF,1,100,19.5331
1759437251.710956,182961.000,26140,1,SF,1,100,21.3894
1759437252.110970,183361.000,26203,1,SF,1,100,21.1420
1759437252.377979,183628.000,26250,1,SF,1,100,20.8974
1759437252.710990,183961.000,26298,1,SF,1,100,22.7379
1759437253.044002,184294.000,26347,1,SF,1,100,22.4749
1759437253.444016,184694.000,26409,1,SF,1,100,22.2149
1759437253.711025,184961.000,26456,1,SF,1,100,21.9579
1759437254.044037,185294.000,26503,1,SF,1,100,21.7039
1759437254.444051,185694.000,26565,1,SF,1,100,21.4528
1759437254.711060,185961.000,26611,1,SF,1,100,21.2047
1759437255.044072,186294.000,26659,1,SF,1,100,20.9594
1759437255.377083,186627.000,26705,1,SF,1,100,20.7169
1759437255.777097,187027.000,26767,1,SF,1,100,20.4772
1759437256.044107,187294.000,26814,1,SF,1,100,20.2404
1759437256.377118,187627.000,26860,1,SF,1,100,20.0062
1759437256.777132,188027.000,26923,1,SF,1,100,19.7748
1759437257.111144,188361.000,26970,1,SF,1,100,19.5460
1759437257.377153,188627.000,27020,1,SF,1,100,21.4022
1759437257.711165,188961.000,27067,1,SF,1,100,21.1546
1759437258.111179,189361.000,27131,1,SF,1,100,20.9099
1759437258.377188,189627.000,27178,1,SF,1,100,20.6680
1759437258.710200,189960.000,27225,1,SF,1,100,20.4289
1759437259.110214,190360.000,27287,1,SF,1,100,20.1926
1759437259.377223,190627.000,27333,1,SF,1,100,19.9590
1759437259.710234,190960.000,27381,1,SF,1,100,19.7281
1759437260.044246,191294.000,27427,1,SF,1,100,19.4999
1759437260.444260,191694.000,27489,1,SF,1,100,19.2743
1759437260.710269,191960.000,27536,1,SF,1,100,19.0513
1759437261.044281,192294.000,27582,1,SF,1,100,18.8310
1759437261.444295,192694.000,27644,1,SF,1,100,18.6131
1759437261.710304,192960.000,27692,1,SF,1,100,18.3978
1759437262.043316,193293.000,27738,1,SF,1,100,18.1850
1759437262.377327,193627.000,27785,1,SF,1,100,17.9746
1759437262.777341,194027.000,27849,1,SF,1,100,17.7667
1759437263.043350,194293.000,27896,1,SF,1,100,17.5611
1759437263.377362,194627.000,27943,1,SF,1,100,17.3580
1759437263.777376,195027.000,28005,1,SF,1,100,17.1572
1759437264.043385,195293.000,28051,1,SF,1,100,16.9587
1759437264.377397,195627.000,28099,1,SF,1,100,16.7625
1759437264.710408,195960.000,28145,1,SF,1,100,16.5686
1759437265.110422,196360.000,28207,1,SF,1,100,16.3770
1759437265.376432,196626.000,28254,1,SF,1,100,16.1875
1759437265.710443,196960.000,28302,1,SF,1,100,16.0003
1759437266.110457,197360.000,28364,1,SF,1,100,15.8152
1759437266.376467,197626.000,28412,1,SF,1,100,15.6322
1759437266.710478,197960.000,28458,1,SF,1,100,15.4514
1759437267.043490,198293.000,28505,1,SF,1,100,15.2726
1759437267.443504,198693.000,28567,1,SF,1,100,15.0960
1759437267.710513,198960.000,28614,1,SF,1,100,14.9213
1759437268.043525,199293.000,28663,1,SF,1,100,14.7487
1759437268.443539,199693.000,28725,1,SF,1,100,14.5781
1759437268.709548,199959.000,28771,1,SF,1,100,14.4095
1759437269.043560,200293.000,28819,1,SF,1,100,14.2428
1759437269.443573,200693.000,28881,1,SF,1,100,14.0780
1759437269.709583,200959.000,28913,1,SF,1,100,13.9152
1759437270.043594,201293.000,28961,1,SF,1,100,13.7542
1759437270.443608,201693.000,29023,1,SF,1,100,13.5951
1759437270.776620,202026.000,29069,1,SF,1,100,13.4378
1759437271.043629,202293.000,29117,1,SF,1,100,13.2824
1759437271.376641,202626.000,29165,1,SF,1,100,15.2110
1759437271.776655,203026.000,29227,1,SF,1,100,15.0350
1759437272.042664,203292.000,29274,1,SF,1,100,14.8611
1759437272.376676,203626.000,29320,1,SF,1,100,14.6892
1759437272.776690,204026.000,29385,1,SF,1,100,14.5192
1759437273.109701,204359.000,29432,1,SF,1,100,14.3513
1759437273.376710,204626.000,29478,1,SF,1,100,14.1853
1759437273.709722,204959.000,29527,1,SF,1,100,14.0212
1759437274.109736,205359.000,29589,1,SF,1,100,13.8590
1759437274.376745,205626.000,29636,1,SF,1,100,13.6986
1759437274.709757,205959.000,29685,1,SF,1,100,13.5402
1759437275.109771,206359.000,29752,1,SF,1,100,13.3835
1759437275.376780,206626.000,29800,1,SF,1,100,15.3110
1759437275.709792,206959.000,29848,1,SF,1,100,15.1339
1759437276.042803,207292.000,29894,1,SF,1,100,14.9588
1759437276.442817,207692.000,29956,1,SF,1,100,14.7857
1759437276.709826,207959.000,30003,1,SF,1,100,14.6147
1759437277.042838,208292.000,30049,1,SF,1,100,14.4456
1759437277.442852,208692.000,30111,1,SF,1,100,14.2785
1759437277.709861,208959.000,30159,1,SF,1,100,14.1134
1759437278.042873,209292.000,30207,1,SF,1,100,13.9501
1759437278.375885,209625.000,30254,1,SF,1,100,13.7887
1759437278.775898,210025.000,30316,1,SF,1,100,13.6292
1759437279.042908,210292.000,30363,1,SF,1,100,13.4715
1759437279.375919,210625.000,30410,1,SF,1,100,13.3157
1759437279.775933,211025.000,30472,1,SF,1,100,13.1617
1759437280.108945,211358.000,30523,1,SF,1,100,13.0094
1759437280.375954,211625.000,30571,1,SF,1,100,12.8589
1759437280.708966,211958.000,30617,1,SF,1,100,12.7102
1759437281.108980,212358.000,30679,1,SF,1,100,12.5631
1759437281.375989,212625.000,30726,1,SF,1,100,12.4178
1759437281.709001,212958.000,30772,1,SF,1,100,12.2741
1759437282.109015,213358.000,30835,1,SF,1,100,12.1322
1759437282.442026,213691.000,30882,1,SF,1,100,11.9918
1759437282.709035,213958.000,30928,1,SF,1,100,11.8531
1759437283.042047,214291.000,30977,1,SF,1,100,11.7160
1759437283.442061,214691.000,31039,1,SF,1,100,11.5804
1759437283.709070,214958.000,31088,1,SF,1,100,13.5287
1759437284.042082,215291.000,31135,1,SF,1,100,13.3722
1759437284.442096,215691.000,31197,1,SF,1,100,13.2175
1759437284.776108,216025.000,31243,1,SF,1,100,13.0646
1759437285.042117,216291.000,31298,1,SF,1,100,14.9958
1759437285.375128,216624.000,31344,1,SF,1,100,14.8223
1759437285.775142,217024.000,31406,1,SF,1,100,14.6508
1759437286.042152,217291.000,31453,1,SF,1,100,14.4813
1759437286.375163,217624.000,31499,1,SF,1,100,14.3138
1759437286.775177,218024.000,31564,1,SF,1,100,16.2305
1759437287.109189,218358.000,31611,1,SF,1,100,16.0427
1759437287.375198,218624.000,31659,1,SF,1,100,17.9394
1759437287.709210,218958.000,31706,1,SF,1,100,17.7319
1759437288.109224,219358.000,31770,1,SF,1,100,17.5268
1759437288.375233,219624.000,31817,1,SF,1,100,17.3240
1759437288.708245,219957.000,31866,1,SF,1,100,19.2058
1759437289.109258,220358.000,31932,1,SF,1,100,23.1482
1759437289.375268,220624.000,31980,1,SF,1,100,24.9627
1759437289.708279,220957.000,32028,1,SF,1,100,24.6739
1759437290.042291,221291.000,32074,1,SF,1,100,24.3885
1759437290.375303,221624.000,32127,1,SF,1,100,26.1886
1759437290.708314,221957.000,32174,1,SF,1,100,25.8856
1759437291.108328,222357.000,32236,1,SF,1,100,25.5862
1759437291.442340,222691.000,32282,1,SF,1,100,25.2902
1759437291.708349,222957.000,32330,1,SF,1,100,24.9976
1759437292.041361,223290.000,32376,1,SF,1,100,24.7085
1759437292.441375,223690.000,32438,1,SF,1,100,24.4226
1759437292.708384,223957.000,32485,1,SF,1,100,24.1401
1759437293.041395,224290.000,32533,1,SF,1,100,23.8609
1759437293.441409,224690.000,32598,1,SF,1,100,25.6671
1759437293.775421,225024.000,32645,1,SF,1,100,25.3702
1759437294.041430,225290.000,32691,1,SF,1,100,25.0767
1759437294.375442,225624.000,32738,1,SF,1,100,24.7866
1759437294.775456,226024.000,32800,1,SF,1,100,24.4999
1759437295.041465,226290.000,32847,1,SF,1,100,24.2164
1759437295.441479,226690.000,32899,1,SF,1,100,23.9363
1759437295.708488,226957.000,32947,1,SF,1,100,23.6594
1759437296.041500,227290.000,32993,1,SF,1,100,23.3857
1759437296.441514,227690.000,33055,1,SF,1,100,23.1152
1759437296.708523,227957.000,33104,1,SF,1,100,24.9300
1759437297.041535,228290.000,33152,1,SF,1,100,24.6417
1759437297.441549,228690.000,33215,1,SF,1,100,24.3566
1759437297.774560,229023.000,33264,1,SF,1,100,24.0748
1759437298.041569,229290.000,33310,1,SF,1,100,23.7963
1759437298.374581,229623.000,33357,1,SF,1,100,23.5211
1759437298.774595,230023.000,33419,1,SF,1,100,23.2490
1759437299.041605,230290.000,33468,1,SF,1,100,25.0623
1759437299.374616,230623.000,33515,1,SF,1,100,24.7723
1759437299.774630,231023.000,33577,1,SF,1,100,24.4858
1759437300.107641,231356.000,33623,1,SF,1,100,24.2025
1759437300.441653,231690.000,33674,1,SF,1,100,23.9226
1759437300.707662,231956.000,33722,1,SF,1,100,25.7281
1759437301.041674,232290.000,33769,1,SF,1,100,25.4304
1759437301.441688,232690.000,33831,1,SF,1,100,25.1363
1759437301.707697,232956.000,33878,1,SF,1,100,24.8455
1759437302.040709,233289.000,33925,1,SF,1,100,24.5581
1759437302.374721,233623.000,33971,1,SF,1,100,24.2740
1759437302.774734,234023.000,34035,1,SF,1,100,23.9932
1759437303.040744,234289.000,34083,1,SF,1,100,23.7156
1759437303.374755,234623.000,34129,1,SF,1,100,23.4413
1759437303.774769,235023.000,34191,1,SF,1,100,23.1701
1759437304.040779,235289.000,34238,1,SF,1,100,22.9021
1759437304.374790,235623.000,34285,1,SF,1,100,22.6371
1759437304.707802,235956.000,34332,1,SF,1,100,22.3753
1759437305.107816,236356.000,34394,1,SF,1,100,22.1164
1759437305.373825,236622.000,34440,1,SF,1,100,21.8606
1759437305.707837,236956.000,34493,1,SF,1,100,21.6077
1759437306.040848,237289.000,34539,1,SF,1,100,21.3577
1759437306.373860,237622.000,34586,1,SF,1,100,21.1107
1759437306.773874,238022.000,34648,1,SF,1,100,20.8665
1759437307.040883,238289.000,34695,1,SF,1,100,20.6251
1759437307.373895,238622.000,34742,1,SF,1,100,20.3865
1759437307.773909,239022.000,34806,1,SF,1,100,20.1507
1759437308.040918,239289.000,34852,1,SF,1,100,19.9176
1759437308.373930,239622.000,34900,1,SF,1,100,19.6871
1759437308.706941,239955.000,34946,1,SF,1,100,19.4594
1759437309.106955,240355.000,35008,1,SF,1,100,19.2343
1759437309.373964,240622.000,35055,1,SF,1,100,19.0118
1759437309.706976,240955.000,35101,1,SF,1,100,18.7919
1759437310.106990,241355.000,35165,1,SF,1,100,20.6567
1759437310.373999,241622.000,35213,1,SF,1,100,20.4178
1759437310.774013,242022.000,35266,1,SF,1,100,20.1816
1759437311.041022,242289.000,35314,1,SF,1,100,19.9481
1759437311.374034,242622.000,35360,1,SF,1,100,19.7174
1759437311.774048,243022.000,35422,1,SF,1,100,19.4893
1759437312.107059,243355.000,35469,1,SF,1,100,19.2638
1759437312.374069,243622.000,35516,1,SF,1,100,19.0410
1759437312.707080,243955.000,35563,1,SF,1,100,18.8207
1759437313.107094,244355.000,35627,1,SF,1,100,18.6030
1759437313.374104,244622.000,35673,1,SF,1,100,18.3878
1759437313.707115,244955.000,35720,1,SF,1,100,18.1751
1759437314.107129,245355.000,35783,1,SF,1,100,17.9648
1759437314.440141,245688.000,35829,1,SF,1,100,17.7570
1759437314.707150,245955.000,35876,1,SF,1,100,17.5516
1759437315.040162,246288.000,35922,1,SF,1,100,17.3485
1759437315.440176,246688.000,35984,1,SF,1,100,17.1479
1759437315.773187,247021.000,36037,1,SF,1,100,16.9495
1759437316.107199,247355.000,36083,1,SF,1,100,16.7534
1759437316.373208,247621.000,36131,1,SF,1,100,16.5596
1759437316.707220,247955.000,36177,1,SF,1,100,16.3680
1759437317.107234,248355.000,36239,1,SF,1,100,16.1787
1759437317.373243,248621.000,36286,1,SF,1,100,15.9915
1759437317.707255,248955.000,36332,1,SF,1,100,15.8066
1759437318.107269,249355.000,36397,1,SF,1,100,15.6237
1759437318.440280,249688.000,36444,1,SF,1,100,15.4430
1759437318.706290,249954.000,36492,1,SF,1,100,17.3466
1759437319.040301,250288.000,36541,1,SF,1,100,19.2282
1759437319.440315,250688.000,36605,1,SF,1,100,21.0880
1759437319.706324,250954.000,36654,1,SF,1,100,22.9263
1759437320.040336,251288.000,36701,1,SF,1,100,22.6611
1759437320.440350,251688.000,36763,1,SF,1,100,22.3989
1759437320.773361,252021.000,36811,1,SF,1,100,24.2221
1759437321.106373,252354.000,36864,1,SF,1,100,23.9419
1759437321.373382,252621.000,36910,1,SF,1,100,23.6649
1759437321.706394,252954.000,36957,1,SF,1,100,23.3911
1759437322.106408,253354.000,37020,1,SF,1,100,23.1206
1759437322.373417,253621.000,37066,1,SF,1,100,22.8531
1759437322.706429,253954.000,37113,1,SF,1,100,22.5887
1759437323.039440,254287.000,37161,1,SF,1,100,22.3274
1759437323.439454,254687.000,37223,1,SF,1,100,22.0691
1759437323.706464,254954.000,37271,1,SF,1,100,21.8138
1759437324.039475,255287.000,37317,1,SF,1,100,21.5615
1759437324.439489,255687.000,37381,1,SF,1,100,23.3943
1759437324.706498,255954.000,37428,1,SF,1,100,23.1237
1759437325.039510,256287.000,37475,1,SF,1,100,22.8562
1759437325.372522,256620.000,37522,1,SF,1,100,22.5918
1759437325.772536,257020.000,37584,1,SF,1,100,22.3305
1759437326.106547,257354.000,37635,1,SF,1,100,22.0721
1759437326.372556,257620.000,37683,1,SF,1,100,21.8168
1759437326.706568,257954.000,37729,1,SF,1,100,21.5644
1759437327.039580,258287.000,37776,1,SF,1,100,21.3150
1759437327.439594,258687.000,37838,1,SF,1,100,21.0684
1759437327.706603,258954.000,37885,1,SF,1,100,20.8247
1759437328.039614,259287.000,37934,1,SF,1,100,20.5838
1759437328.439628,259687.000,37998,1,SF,1,100,20.3457
1759437328.706638,259954.000,38044,1,SF,1,100,20.1103
1759437329.039649,260287.000,38092,1,SF,1,100,19.8777
1759437329.372661,260620.000,38138,1,SF,1,100,19.6477
1759437329.772675,261020.000,38200,1,SF,1,100,19.4204
1759437330.039684,261287.000,38249,1,SF,1,100,21.2780
1759437330.372696,261620.000,38295,1,SF,1,100,21.0319
1759437330.772710,262020.000,38357,1,SF,1,100,20.7886
1759437331.105721,262353.000,38410,1,SF,1,100,20.5481
1759437331.439733,262687.000,38456,1,SF,1,100,20.3104
1759437331.705742,262953.000,38504,1,SF,1,100,20.0754
1759437332.038754,263286.000,38550,1,SF,1,100,19.8432
1759437332.438768,263686.000,38612,1,SF,1,100,19.6137
1759437332.705777,263953.000,38659,1,SF,1,100,19.3868
1759437333.038789,264286.000,38708,1,SF,1,100,19.1625
1759437333.372800,264620.000,38755,1,SF,1,100,18.9408
1759437333.772814,265020.000,38817,1,SF,1,100,18.7217
1759437334.038824,265286.000,38863,1,SF,1,100,18.5051
1759437334.372835,265620.000,38910,1,SF,1,100,18.2911
1759437334.772849,266020.000,38972,1,SF,1,100,18.0795
1759437335.038858,266286.000,39019,1,SF,1,100,17.8703
1759437335.372870,266620.000,39066,1,SF,1,100,17.6636
1759437335.705882,266953.000,39113,1,SF,1,100,17.4593
1759437336.105896,267353.000,39175,1,SF,1,100,17.2573
1759437336.371905,267619.000,39223,1,SF,1,100,17.0577
1759437336.705916,267953.000,39269,1,SF,1,100,16.8603
1759437337.105930,268353.000,39331,1,SF,1,100,16.6653
1759437337.371940,268619.000,39378,1,SF,1,100,16.4725
1759437337.705951,268953.000,39425,1,SF,1,100,16.2820
1759437338.038963,269286.000,39474,1,SF,1,100,16.0936
1759437338.438977,269686.000,39536,1,SF,1,100,15.9074
1759437338.704986,269952.000,39582,1,SF,1,100,15.7234
1759437339.038998,270286.000,39629,1,SF,1,100,15.5415
1759437339.439012,270686.000,39691,1,SF,1,100,15.3617
1759437339.705021,270952.000,39738,1,SF,1,100,15.1840
1759437340.039032,271286.000,39785,1,SF,1,100,15.0084
1759437340.372044,271619.000,39831,1,SF,1,100,14.8348
1759437340.772058,272019.000,39893,1,SF,1,100,14.6632
1759437341.039067,272286.000,39941,1,SF,1,100,14.4935
1759437341.372079,272619.000,39987,1,SF,1,100,14.3259
1759437341.772093,273019.000,40049,1,SF,1,100,14.1602
1759437342.039102,273286.000,40096,1,SF,1,100,13.9963
1759437342.372114,273619.000,40143,1,SF,1,100,13.8344
1759437342.705125,273952.000,40190,1,SF,1,100,13.6744
1759437343.105139,274352.000,40254,1,SF,1,100,13.5162
1759437343.372149,274619.000,40300,1,SF,1,100,13.3599
1759437343.705160,274952.000,40347,1,SF,1,100,13.2053
1759437344.105174,275352.000,40409,1,SF,1,100,13.0525
1759437344.372184,275619.000,40456,1,SF,1,100,12.9016
1759437344.705195,275952.000,40503,1,SF,1,100,12.7523
1759437345.105209,276352.000,40565,1,SF,1,100,12.6048
1759437345.438221,276685.000,40611,1,SF,1,100,12.4590
1759437345.705230,276952.000,40659,1,SF,1,100,12.3149
1759437346.038242,277285.000,40705,1,SF,1,100,12.1724
1759437346.438256,277685.000,40769,1,SF,1,100,14.1138
1759437346.705265,277952.000,40816,1,SF,1,100,13.9506
1759437347.038276,278285.000,40862,1,SF,1,100,13.7892
1759437347.438290,278685.000,40927,1,SF,1,100,15.7119
1759437347.771302,279018.000,40976,1,SF,1,100,15.5302
1759437348.038311,279285.000,41022,1,SF,1,100,15.3505
1759437348.371323,279618.000,41069,1,SF,1,100,15.1729
1759437348.771337,280018.000,41131,1,SF,1,100,14.9974
1759437349.038346,280285.000,41178,1,SF,1,100,14.8239
1759437349.371358,280618.000,41225,1,SF,1,100,14.6524
1759437349.704369,280951.000,41273,1,SF,1,100,14.4829
1759437350.104383,281351.000,41335,1,SF,1,100,14.3154
1759437350.371392,281618.000,41385,1,SF,1,100,16.2320
1759437350.704404,281951.000,41431,1,SF,1,100,16.0443
1759437351.104418,282351.000,41493,1,SF,1,100,15.8587
1759437351.371427,282618.000,41540,1,SF,1,100,15.6752
1759437351.704439,282951.000,41587,1,SF,1,100,15.4939
1759437352.037451,283284.000,41634,1,SF,1,100,15.3147
1759437352.437464,283684.000,41696,1,SF,1,100,15.1375
1759437352.704474,283951.000,41742,1,SF,1,100,14.9624
1759437353.037485,284284.000,41791,1,SF,1,100,14.7893
1759437353.437499,284684.000,41853,1,SF,1,100,14.6182
1759437353.704509,284951.000,41900,1,SF,1,100,14.4491
1759437354.037520,285284.000,41947,1,SF,1,100,14.2820
1759437354.437534,285684.000,42011,1,SF,1,100,14.1167
1759437354.771546,286018.000,42057,1,SF,1,100,13.9534
1759437355.037555,286284.000,42105,1,SF,1,100,13.7920
1759437355.370567,286617.000,42151,1,SF,1,100,13.6325
1759437355.770581,287017.000,42213,1,SF,1,100,13.4748
1759437356.037590,287284.000,42260,1,SF,1,100,13.3189
1759437356.370601,287617.000,42308,1,SF,1,100,15.2471
1759437356.770615,288017.000,42371,1,SF,1,100,15.0707
1759437357.104627,288351.000,42418,1,SF,1,100,14.8964
1759437357.370636,288617.000,42464,1,SF,1,100,14.7240
1759437357.704648,288951.000,42511,1,SF,1,100,14.5537
1759437358.104662,289351.000,42575,1,SF,1,100,14.3854
1759437358.370671,289617.000,42622,1,SF,1,100,14.2189
1759437358.837687,290084.000,42672,1,SF,1,100,16.1367
1759437359.037694,290284.000,42703,1,SF,1,100,15.9500
1759437359.437708,290684.000,42767,1,SF,1,100,15.7655
1759437359.703717,290950.000,42815,1,SF,1,100,15.5831
