LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1759437241.845612,173096.000,24620,3,AX,1,100,-0.118
1759437241.885613,173136.000,24620,3,AX,1,100,-0.120
1759437241.925615,173176.000,24635,2,AX,1,100,-0.115
1759437241.965616,173216.000,24635,2,AX,1,100,-0.116
1759437242.005618,173256.000,24652,3,AX,1,100,-0.120
1759437242.045619,173296.000,24652,3,AX,1,100,-0.117
1759437242.085620,173336.000,24652,3,AX,1,100,-0.116
1759437242.125622,173376.000,24667,2,AX,1,100,-0.116
1759437242.165623,173416.000,24667,2,AX,1,100,-0.118
1759437242.205625,173456.000,24682,3,AX,1,100,-0.117
1759437242.245626,173496.000,24682,3,AX,1,100,-0.118
1759437242.285627,173536.000,24682,3,AX,1,100,-0.116
1759437242.325629,173576.000,24698,2,AX,1,100,-0.120
1759437242.365630,173616.000,24698,2,AX,1,100,-0.118
1759437242.405632,173656.000,24714,3,AX,1,100,-0.119
1759437242.445633,173696.000,24714,3,AX,1,100,-0.119
1759437242.485634,173736.000,24714,3,AX,1,100,-0.116
1759437242.525636,173776.000,24729,2,AX,1,100,-0.121
1759437242.565637,173816.000,24729,2,AX,1,100,-0.116
1759437242.605639,173856.000,24746,3,AX,1,100,-0.118
1759437242.645640,173896.000,24746,3,AX,1,100,-0.117
1759437242.685641,173936.000,24746,3,AX,1,100,-0.120
1759437242.725643,173976.000,24763,3,AX,1,100,-0.118
1759437242.765644,174016.000,24763,3,AX,1,100,-0.118
1759437242.805645,174056.000,24763,3,AX,1,100,-0.118
1759437242.845647,174096.000,24781,2,AX,1,100,-0.118
1759437242.885648,174136.000,24781,2,AX,1,100,-0.119
1759437242.925650,174176.000,24796,3,AX,1,100,-0.120
1759437242.965651,174216.000,24796,3,AX,1,100,-0.118
1759437243.005652,174256.000,24796,3,AX,1,100,-0.119
1759437243.045654,174296.000,24813,2,AX,1,100,-0.119
1759437243.085655,174336.000,24813,2,AX,1,100,-0.115
1759437243.125657,174376.000,24827,3,AX,1,100,-0.122
1759437243.165658,174416.000,24827,3,AX,1,100,-0.116
1759437243.205659,174456.000,24827,3,AX,1,100,-0.123
1759437243.245661,174496.000,24843,2,AX,1,100,-0.117
1759437243.285662,174536.000,24843,2,AX,1,100,-0.116
1759437243.325664,174576.000,24859,3,AX,1,100,-0.116
1759437243.365665,174616.000,24859,3,AX,1,100,-0.120
1759437243.405666,174656.000,24859,3,AX,1,100,-0.117
1759437243.445668,174696.000,24875,2,AX,1,100,-0.121
1759437243.485669,174736.000,24875,2,AX,1,100,-0.121
1759437243.525671,174776.000,24889,3,AX,1,100,-0.119
1759437243.565672,174816.000,24889,3,AX,1,100,-0.119
1759437243.605673,174856.000,24889,3,AX,1,100,-0.117
1759437243.645675,174896.000,24906,2,AX,1,100,-0.117
1759437243.685676,174936.000,24906,2,AX,1,100,-0.118
1759437243.725677,174976.000,24921,3,AX,1,100,-0.117
1759437243.765679,175016.000,24921,3,AX,1,100,-0.117
1759437243.805680,175056.000,24921,3,AX,1,100,-0.119
1759437243.845682,175096.000,24937,2,AX,1,100,-0.116
1759437243.885683,175136.000,24937,2,AX,1,100,-0.122
1759437243.925684,175176.000,24951,3,AX,1,100,-0.121
1759437243.965686,175216.000,24951,3,AX,1,100,-0.115
1759437244.005687,175256.000,24951,3,AX,1,100,-0.112
1759437244.045689,175296.000,24968,3,AX,1,100,-0.124
1759437244.085690,175336.000,24968,3,AX,1,100,-0.120
1759437244.125691,175376.000,24968,3,AX,1,100,-0.116
1759437244.165693,175416.000,24983,2,AX,1,100,-0.116
1759437244.205694,175456.000,24983,2,AX,1,100,-0.118
1759437244.245696,175496.000,24999,3,AX,1,100,-0.119
1759437244.285697,175536.000,24999,3,AX,1,100,-0.118
1759437244.325698,175576.000,24999,3,AX,1,100,-0.118
1759437244.365700,175616.000,25016,2,AX,1,100,-0.120
1759437244.405701,175656.000,25016,2,AX,1,100,-0.121
1759437244.445703,175696.000,25032,2,AX,1,100,-0.117
1759437244.485704,175736.000,25032,2,AX,1,100,-0.120
1759437244.530039,175780.333,25047,3,AX,1,100,-0.117
1759437244.574374,175824.667,25047,3,AX,1,100,-0.117
1759437244.618709,175869.000,25047,3,AX,1,100,-0.119
1759437244.658710,175909.000,25064,2,AX,1,100,-0.115
1759437244.698711,175949.000,25064,2,AX,1,100,-0.115
1759437244.738713,175989.000,25079,3,AX,1,100,-0.120
1759437244.778714,176029.000,25079,3,AX,1,100,-0.121
1759437244.818716,176069.000,25079,3,AX,1,100,-0.118
1759437244.858717,176109.000,25094,3,AX,1,100,-0.118
1759437244.898718,176149.000,25094,3,AX,1,100,-0.118
1759437244.938720,176189.000,25094,3,AX,1,100,-0.116
1759437244.978721,176229.000,25109,2,AX,1,100,-0.121
1759437245.018723,176269.000,25109,2,AX,1,100,-0.116
1759437245.058724,176309.000,25126,3,AX,1,100,-0.118
1759437245.098725,176349.000,25126,3,AX,1,100,-0.113
1759437245.138727,176389.000,25126,3,AX,1,100,-0.123
1759437245.178728,176429.000,25141,2,AX,1,100,-0.115
1759437245.218729,176469.000,25141,2,AX,1,100,-0.121
1759437245.258731,176509.000,25156,3,AX,1,100,-0.118
1759437245.298732,176549.000,25156,3,AX,1,100,-0.117
1759437245.338734,176589.000,25156,3,AX,1,100,-0.118
1759437245.378735,176629.000,25172,2,AX,1,100,-0.119
1759437245.418736,176669.000,25172,2,AX,1,100,-0.117
1759437245.458738,176709.000,25188,3,AX,1,100,-0.117
1759437245.498739,176749.000,25188,3,AX,1,100,-0.119
1759437245.538741,176789.000,25188,3,AX,1,100,-0.118
1759437245.578742,176829.000,25203,2,AX,1,100,-0.119
1759437245.618743,176869.000,25203,2,AX,1,100,-0.117
1759437245.658745,176909.000,25219,3,AX,1,100,-0.116
1759437245.698746,176949.000,25219,3,AX,1,100,-0.117
1759437245.738748,176989.000,25219,3,AX,1,100,-0.121
1759437245.778749,177029.000,25234,2,AX,1,100,-0.118
1759437245.818750,177069.000,25234,2,AX,1,100,-0.121
1759437245.858752,177109.000,25250,3,AX,1,100,-0.117
1759437245.898753,177149.000,25250,3,AX,1,100,-0.122
1759437245.938755,177189.000,25250,3,AX,1,100,-0.118
1759437245.978756,177229.000,25266,2,AX,1,100,-0.121
1759437246.018757,177269.000,25266,2,AX,1,100,-0.116
1759437246.058759,177309.000,25281,3,AX,1,100,-0.122
1759437246.098760,177349.000,25281,3,AX,1,100,-0.117
1759437246.138762,177389.000,25281,3,AX,1,100,-0.117
1759437246.178763,177429.000,25296,3,AX,1,100,-0.119
1759437246.218764,177469.000,25296,3,AX,1,100,-0.121
1759437246.258766,177509.000,25296,3,AX,1,100,-0.120
1759437246.298767,177549.000,25312,2,AX,1,100,-0.117
1759437246.338768,177589.000,25312,2,AX,1,100,-0.117
1759437246.378770,177629.000,25328,3,AX,1,100,-0.116
1759437246.418771,177669.000,25328,3,AX,1,100,-0.121
1759437246.458773,177709.000,25328,3,AX,1,100,-0.117
1759437246.498774,177749.000,25343,2,AX,1,100,-0.119
1759437246.538775,177789.000,25343,2,AX,1,100,-0.116
1759437246.578777,177829.000,25358,3,AX,1,100,-0.121
1759437246.618778,177869.000,25358,3,AX,1,100,-0.118
1759437246.658780,177909.000,25358,3,AX,1,100,-0.122
1759437246.698781,177949.000,25375,2,AX,1,100,-0.117
1759437246.738782,177989.000,25375,2,AX,1,100,-0.121
1759437246.778784,178029.000,25390,3,AX,1,100,-0.121
1759437246.818785,178069.000,25390,3,AX,1,100,-0.118
1759437246.858787,178109.000,25390,3,AX,1,100,-0.120
1759437246.898788,178149.000,25405,2,AX,1,100,-0.119
1759437246.938789,178189.000,25405,2,AX,1,100,-0.117
1759437246.978791,178229.000,25421,3,AX,1,100,-0.118
1759437247.018792,178269.000,25421,3,AX,1,100,-0.119
1759437247.058794,178309.000,25421,3,AX,1,100,-0.115
1759437247.098795,178349.000,25437,2,AX,1,100,-0.122
1759437247.138796,178389.000,25437,2,AX,1,100,-0.115
1759437247.178798,178429.000,25452,3,AX,1,100,-0.122
1759437247.218799,178469.000,25452,3,AX,1,100,-0.118
1759437247.258801,178509.000,25452,3,AX,1,100,-0.119
1759437247.298802,178549.000,25468,2,AX,1,100,-0.118
1759437247.338803,178589.000,25468,2,AX,1,100,-0.118
1759437247.378805,178629.000,25483,3,AX,1,100,-0.119
1759437247.418806,178669.000,25483,3,AX,1,100,-0.121
1759437247.458807,178709.000,25483,3,AX,1,100,-0.118
1759437247.498809,178749.000,25499,3,AX,1,100,-0.115
1759437247.538810,178789.000,25499,3,AX,1,100,-0.116
1759437247.578812,178829.000,25499,3,AX,1,100,-0.118
1759437247.625813,178876.000,25514,2,AX,1,100,-0.120
1759437247.672815,178923.000,25514,2,AX,1,100,-0.117
1759437247.712816,178963.000,25533,2,AX,1,100,-0.120
1759437247.752818,179003.000,25533,2,AX,1,100,-0.114
1759437247.792819,179043.000,25547,3,AX,1,100,-0.122
1759437247.832821,179083.000,25547,3,AX,1,100,-0.111
1759437247.872822,179123.000,25547,3,AX,1,100,-0.122
1759437247.912823,179163.000,25563,2,AX,1,100,-0.115
1759437247.952825,179203.000,25563,2,AX,1,100,-0.113
1759437247.992826,179243.000,25579,3,AX,1,100,-0.121
1759437248.032828,179283.000,25579,3,AX,1,100,-0.111
1759437248.072829,179323.000,25579,3,AX,1,100,-0.118
1759437248.112830,179363.000,25595,2,AX,1,100,-0.120
1759437248.152832,179403.000,25595,2,AX,1,100,-0.115
1759437248.192833,179443.000,25609,3,AX,1,100,-0.118
1759437248.232835,179483.000,25609,3,AX,1,100,-0.112
1759437248.272836,179523.000,25609,3,AX,1,100,-0.113
1759437248.312837,179563.000,25626,2,AX,1,100,-0.117
1759437248.352839,179603.000,25626,2,AX,1,100,-0.116
1759437248.392840,179643.000,25641,3,AX,1,100,-0.114
1759437248.432842,179683.000,25641,3,AX,1,100,-0.113
1759437248.472843,179723.000,25641,3,AX,1,100,-0.114
1759437248.512844,179763.000,25657,2,AX,1,100,-0.115
1759437248.552846,179803.000,25657,2,AX,1,100,-0.107
1759437248.592847,179843.000,25671,3,AX,1,100,-0.119
1759437248.632849,179883.000,25671,3,AX,1,100,-0.112
1759437248.672850,179923.000,25671,3,AX,1,100,-0.108
1759437248.712851,179963.000,25688,3,AX,1,100,-0.112
1759437248.752853,180003.000,25688,3,AX,1,100,-0.117
1759437248.792854,180043.000,25688,3,AX,1,100,-0.114
1759437248.832855,180083.000,25703,2,AX,1,100,-0.110
1759437248.872857,180123.000,25703,2,AX,1,100,-0.116
1759437248.912858,180163.000,25719,3,AX,1,100,-0.122
1759437248.952860,180203.000,25719,3,AX,1,100,-0.119
1759437248.992861,180243.000,25719,3,AX,1,100,-0.115
1759437249.032862,180283.000,25734,2,AX,1,100,-0.112
1759437249.072864,180323.000,25734,2,AX,1,100,-0.114
1759437249.112865,180363.000,25752,3,AX,1,100,-0.113
1759437249.152867,180403.000,25752,3,AX,1,100,-0.112
1759437249.192868,180443.000,25752,3,AX,1,100,-0.113
1759437249.232869,180483.000,25767,2,AX,1,100,-0.111
1759437249.272871,180523.000,25767,2,AX,1,100,-0.117
1759437249.312872,180563.000,25784,3,AX,1,100,-0.112
1759437249.352874,180603.000,25784,3,AX,1,100,-0.119
1759437249.392875,180643.000,25784,3,AX,1,100,-0.117
1759437249.432876,180683.000,25799,2,AX,1,100,-0.115
1759437249.472878,180723.000,25799,2,AX,1,100,-0.118
1759437249.512879,180763.000,25814,3,AX,1,100,-0.114
1759437249.552881,180803.000,25814,3,AX,1,100,-0.114
1759437249.592882,180843.000,25814,3,AX,1,100,-0.117
1759437249.632383,180882.500,25829,2,AX,1,100,-0.110
1759437249.671885,180922.000,25829,2,AX,1,100,-0.117
1759437249.711886,180962.000,25846,3,AX,1,100,-0.115
1759437249.751888,181002.000,25846,3,AX,1,100,-0.113
1759437249.791889,181042.000,25846,3,AX,1,100,-0.119
1759437249.831890,181082.000,25863,2,AX,1,100,-0.112
1759437249.871892,181122.000,25863,2,AX,1,100,-0.122
1759437249.911893,181162.000,25878,3,AX,1,100,-0.111
1759437249.951895,181202.000,25878,3,AX,1,100,-0.116
1759437249.991896,181242.000,25878,3,AX,1,100,-0.115
1759437250.031897,181282.000,25894,3,AX,1,100,-0.116
1759437250.071899,181322.000,25894,3,AX,1,100,-0.116
1759437250.111900,181362.000,25894,3,AX,1,100,-0.114
1759437250.151901,181402.000,25910,2,AX,1,100,-0.115
1759437250.191903,181442.000,25910,2,AX,1,100,-0.114
1759437250.231904,181482.000,25925,3,AX,1,100,-0.119
1759437250.271906,181522.000,25925,3,AX,1,100,-0.113
1759437250.311907,181562.000,25925,3,AX,1,100,-0.117
1759437250.351908,181602.000,25941,2,AX,1,100,-0.114
1759437250.391910,181642.000,25941,2,AX,1,100,-0.115
1759437250.431911,181682.000,25956,3,AX,1,100,-0.115
1759437250.471913,181722.000,25956,3,AX,1,100,-0.114
1759437250.511914,181762.000,25956,3,AX,1,100,-0.116
1759437250.551915,181802.000,25972,2,AX,1,100,-0.114
1759437250.591917,181842.000,25972,2,AX,1,100,-0.113
1759437250.638918,181889.000,25988,2,AX,1,100,-0.114
1759437250.685920,181936.000,25988,2,AX,1,100,-0.114
1759437250.725921,181976.000,26003,3,AX,1,100,-0.117
1759437250.765923,182016.000,26003,3,AX,1,100,-0.115
1759437250.805924,182056.000,26003,3,AX,1,100,-0.112
1759437250.845926,182096.000,26018,2,AX,1,100,-0.119
1759437250.885927,182136.000,26018,2,AX,1,100,-0.117
1759437250.925928,182176.000,26034,3,AX,1,100,-0.116
1759437250.965930,182216.000,26034,3,AX,1,100,-0.109
1759437251.005931,182256.000,26034,3,AX,1,100,-0.119
1759437251.045933,182296.000,26050,2,AX,1,100,-0.110
1759437251.085934,182336.000,26050,2,AX,1,100,-0.117
1759437251.125935,182376.000,26065,3,AX,1,100,-0.111
1759437251.165937,182416.000,26065,3,AX,1,100,-0.115
1759437251.205938,182456.000,26065,3,AX,1,100,-0.114
1759437251.245939,182496.000,26082,3,AX,1,100,-0.118
1759437251.285941,182536.000,26082,3,AX,1,100,-0.114
1759437251.325942,182576.000,26082,3,AX,1,100,-0.114
1759437251.365944,182616.000,26099,2,AX,1,100,-0.113
1759437251.405945,182656.000,26099,2,AX,1,100,-0.113
1759437251.445946,182696.000,26116,3,AX,1,100,-0.113
1759437251.485948,182736.000,26116,3,AX,1,100,-0.116
1759437251.525949,182776.000,26116,3,AX,1,100,-0.116
1759437251.565951,182816.000,26131,2,AX,1,100,-0.114
1759437251.605952,182856.000,26131,2,AX,1,100,-0.116
1759437251.645953,182896.000,26147,3,AX,1,100,-0.114
1759437251.685955,182936.000,26147,3,AX,1,100,-0.116
1759437251.725956,182976.000,26147,3,AX,1,100,-0.116
1759437251.765958,183016.000,26163,2,AX,1,100,-0.113
1759437251.805959,183056.000,26163,2,AX,1,100,-0.119
1759437251.845960,183096.000,26178,3,AX,1,100,-0.115
1759437251.885962,183136.000,26178,3,AX,1,100,-0.115
1759437251.925963,183176.000,26178,3,AX,1,100,-0.118
1759437251.965965,183216.000,26194,2,AX,1,100,-0.114
1759437252.005966,183256.000,26194,2,AX,1,100,-0.111
1759437252.045967,183296.000,26209,3,AX,1,100,-0.114
1759437252.085969,183336.000,26209,3,AX,1,100,-0.113
1759437252.125970,183376.000,26209,3,AX,1,100,-0.115
1759437252.165972,183416.000,26225,2,AX,1,100,-0.115
1759437252.205973,183456.000,26225,2,AX,1,100,-0.113
1759437252.245974,183496.000,26240,3,AX,1,100,-0.118
1759437252.285976,183536.000,26240,3,AX,1,100,-0.113
1759437252.325977,183576.000,26240,3,AX,1,100,-0.118
1759437252.365978,183616.000,26257,2,AX,1,100,-0.115
1759437252.405980,183656.000,26257,2,AX,1,100,-0.116
1759437252.445981,183696.000,26271,3,AX,1,100,-0.117
1759437252.485983,183736.000,26271,3,AX,1,100,-0.115
1759437252.525984,183776.000,26271,3,AX,1,100,-0.116
1759437252.565985,183816.000,26289,3,AX,1,100,-0.112
1759437252.605987,183856.000,26289,3,AX,1,100,-0.114
1759437252.645988,183896.000,26289,3,AX,1,100,-0.115
1759437252.685990,183936.000,26305,2,AX,1,100,-0.115
1759437252.725991,183976.000,26305,2,AX,1,100,-0.116
1759437252.765992,184016.000,26323,3,AX,1,100,-0.115
1759437252.805994,184056.000,26323,3,AX,1,100,-0.116
1759437252.845995,184096.000,26323,3,AX,1,100,-0.116
1759437252.885997,184136.000,26337,2,AX,1,100,-0.117
1759437252.925998,184176.000,26337,2,AX,1,100,-0.115
1759437252.965999,184216.000,26354,3,AX,1,100,-0.117
1759437253.006001,184256.000,26354,3,AX,1,100,-0.115
1759437253.046002,184296.000,26354,3,AX,1,100,-0.116
1759437253.086004,184336.000,26369,2,AX,1,100,-0.115
1759437253.126005,184376.000,26369,2,AX,1,100,-0.116
1759437253.166006,184416.000,26385,3,AX,1,100,-0.118
1759437253.206008,184456.000,26385,3,AX,1,100,-0.114
1759437253.246009,184496.000,26385,3,AX,1,100,-0.113
1759437253.286011,184536.000,26399,2,AX,1,100,-0.113
1759437253.326012,184576.000,26399,2,AX,1,100,-0.115
1759437253.366013,184616.000,26416,3,AX,1,100,-0.114
1759437253.406015,184656.000,26416,3,AX,1,100,-0.113
1759437253.446016,184696.000,26416,3,AX,1,100,-0.114
1759437253.486017,184736.000,26431,2,AX,1,100,-0.116
1759437253.526019,184776.000,26431,2,AX,1,100,-0.113
1759437253.566020,184816.000,26447,3,AX,1,100,-0.119
1759437253.606022,184856.000,26447,3,AX,1,100,-0.116
1759437253.646023,184896.000,26447,3,AX,1,100,-0.115
1759437253.686024,184936.000,26462,2,AX,1,100,-0.111
1759437253.726026,184976.000,26462,2,AX,1,100,-0.120
1759437253.766027,185016.000,26478,3,AX,1,100,-0.116
1759437253.806029,185056.000,26478,3,AX,1,100,-0.116
1759437253.846030,185096.000,26478,3,AX,1,100,-0.117
1759437253.892032,185142.000,26493,2,AX,1,100,-0.117
1759437253.938033,185188.000,26493,2,AX,1,100,-0.115
1759437253.978035,185228.000,26510,3,AX,1,100,-0.115
1759437254.018036,185268.000,26510,3,AX,1,100,-0.116
1759437254.058038,185308.000,26510,3,AX,1,100,-0.113
1759437254.098039,185348.000,26524,2,AX,1,100,-0.119
1759437254.138040,185388.000,26524,2,AX,1,100,-0.112
1759437254.178042,185428.000,26540,3,AX,1,100,-0.116
1759437254.218043,185468.000,26540,3,AX,1,100,-0.114
1759437254.258044,185508.000,26540,3,AX,1,100,-0.113
1759437254.298046,185548.000,26555,2,AX,1,100,-0.112
1759437254.338047,185588.000,26555,2,AX,1,100,-0.116
1759437254.378049,185628.000,26572,3,AX,1,100,-0.115
1759437254.418050,185668.000,26572,3,AX,1,100,-0.113
1759437254.458051,185708.000,26572,3,AX,1,100,-0.117
1759437254.498053,185748.000,26587,2,AX,1,100,-0.113
1759437254.538054,185788.000,26587,2,AX,1,100,-0.115
1759437254.578056,185828.000,26602,3,AX,1,100,-0.112
1759437254.618057,185868.000,26602,3,AX,1,100,-0.114
1759437254.658058,185908.000,26602,3,AX,1,100,-0.115
1759437254.698060,185948.000,26618,2,AX,1,100,-0.117
1759437254.738061,185988.000,26618,2,AX,1,100,-0.113
1759437254.778063,186028.000,26634,3,AX,1,100,-0.120
1759437254.818064,186068.000,26634,3,AX,1,100,-0.112
1759437254.858065,186108.000,26634,3,AX,1,100,-0.114
1759437254.898067,186148.000,26649,3,AX,1,100,-0.114
1759437254.938068,186188.000,26649,3,AX,1,100,-0.117
1759437254.978070,186228.000,26649,3,AX,1,100,-0.115
1759437255.018071,186268.000,26665,2,AX,1,100,-0.113
1759437255.058072,186308.000,26665,2,AX,1,100,-0.115
1759437255.098074,186348.000,26680,3,AX,1,100,-0.115
1759437255.138075,186388.000,26680,3,AX,1,100,-0.116
1759437255.178077,186428.000,26680,3,AX,1,100,-0.115
1759437255.218078,186468.000,26696,2,AX,1,100,-0.115
1759437255.258079,186508.000,26696,2,AX,1,100,-0.116
1759437255.298081,186548.000,26712,3,AX,1,100,-0.113
1759437255.338082,186588.000,26712,3,AX,1,100,-0.113
1759437255.378083,186628.000,26712,3,AX,1,100,-0.116
1759437255.418085,186668.000,26727,2,AX,1,100,-0.116
1759437255.458086,186708.000,26727,2,AX,1,100,-0.116
1759437255.498421,186748.333,26742,3,AX,1,100,-0.112
1759437255.538756,186788.667,26742,3,AX,1,100,-0.119
1759437255.579090,186829.000,26742,3,AX,1,100,-0.118
1759437255.619092,186869.000,26758,2,AX,1,100,-0.117
1759437255.659093,186909.000,26758,2,AX,1,100,-0.116
1759437255.699095,186949.000,26774,3,AX,1,100,-0.116
1759437255.739096,186989.000,26774,3,AX,1,100,-0.115
1759437255.779097,187029.000,26774,3,AX,1,100,-0.119
1759437255.819099,187069.000,26789,2,AX,1,100,-0.119
1759437255.859100,187109.000,26789,2,AX,1,100,-0.117
1759437255.899101,187149.000,26804,3,AX,1,100,-0.114
1759437255.939103,187189.000,26804,3,AX,1,100,-0.120
1759437255.979104,187229.000,26804,3,AX,1,100,-0.116
1759437256.019106,187269.000,26821,2,AX,1,100,-0.113
1759437256.059107,187309.000,26821,2,AX,1,100,-0.110
1759437256.099108,187349.000,26836,3,AX,1,100,-0.112
1759437256.139110,187389.000,26836,3,AX,1,100,-0.108
1759437256.179111,187429.000,26836,3,AX,1,100,-0.114
1759437256.219113,187469.000,26851,2,AX,1,100,-0.114
1759437256.259114,187509.000,26851,2,AX,1,100,-0.120
1759437256.299115,187549.000,26867,3,AX,1,100,-0.110
1759437256.339117,187589.000,26867,3,AX,1,100,-0.116
1759437256.379118,187629.000,26867,3,AX,1,100,-0.116
1759437256.419120,187669.000,26883,3,AX,1,100,-0.116
1759437256.459121,187709.000,26883,3,AX,1,100,-0.121
1759437256.499122,187749.000,26883,3,AX,1,100,-0.111
1759437256.539124,187789.000,26898,2,AX,1,100,-0.127
1759437256.579125,187829.000,26898,2,AX,1,100,-0.125
1759437256.619127,187869.000,26914,3,AX,1,100,-0.117
1759437256.659128,187909.000,26914,3,AX,1,100,-0.115
1759437256.699129,187949.000,26914,3,AX,1,100,-0.110
1759437256.739131,187989.000,26929,2,AX,1,100,-0.115
1759437256.779132,188029.000,26929,2,AX,1,100,-0.118
1759437256.819134,188069.000,26945,3,AX,1,100,-0.114
1759437256.859135,188109.000,26945,3,AX,1,100,-0.113
1759437256.899136,188149.000,26945,3,AX,1,100,-0.115
1759437256.945138,188195.000,26960,2,AX,1,100,-0.113
1759437256.991140,188241.000,26960,2,AX,1,100,-0.115
1759437257.031141,188281.000,26977,3,AX,1,100,-0.118
1759437257.071142,188321.000,26977,3,AX,1,100,-0.118
1759437257.111144,188361.000,26977,3,AX,1,100,-0.117
1759437257.151145,188401.000,26991,2,AX,1,100,-0.112
1759437257.191147,188441.000,26991,2,AX,1,100,-0.115
1759437257.231148,188481.000,27011,3,AX,1,100,-0.115
1759437257.271149,188521.000,27011,3,AX,1,100,-0.117
1759437257.311151,188561.000,27011,3,AX,1,100,-0.114
1759437257.351152,188601.000,27027,2,AX,1,100,-0.114
1759437257.391154,188641.000,27027,2,AX,1,100,-0.117
1759437257.431155,188681.000,27043,3,AX,1,100,-0.117
1759437257.471156,188721.000,27043,3,AX,1,100,-0.116
1759437257.511158,188761.000,27043,3,AX,1,100,-0.115
1759437257.551159,188801.000,27057,2,AX,1,100,-0.114
1759437257.591161,188841.000,27057,2,AX,1,100,-0.116
1759437257.631162,188881.000,27074,3,AX,1,100,-0.115
1759437257.671163,188921.000,27074,3,AX,1,100,-0.115
1759437257.711165,188961.000,27074,3,AX,1,100,-0.115
1759437257.751166,189001.000,27091,2,AX,1,100,-0.114
1759437257.791167,189041.000,27091,2,AX,1,100,-0.117
1759437257.831169,189081.000,27107,3,AX,1,100,-0.117
1759437257.871170,189121.000,27107,3,AX,1,100,-0.113
1759437257.911172,189161.000,27107,3,AX,1,100,-0.116
1759437257.951173,189201.000,27121,2,AX,1,100,-0.115
1759437257.991174,189241.000,27121,2,AX,1,100,-0.115
1759437258.031176,189281.000,27138,3,AX,1,100,-0.116
1759437258.071177,189321.000,27138,3,AX,1,100,-0.114
1759437258.111179,189361.000,27138,3,AX,1,100,-0.118
1759437258.151180,189401.000,27153,2,AX,1,100,-0.114
1759437258.191181,189441.000,27153,2,AX,1,100,-0.118
1759437258.231183,189481.000,27169,3,AX,1,100,-0.119
1759437258.271184,189521.000,27169,3,AX,1,100,-0.115
1759437258.311186,189561.000,27169,3,AX,1,100,-0.117
1759437258.351187,189601.000,27184,2,AX,1,100,-0.113
1759437258.391188,189641.000,27184,2,AX,1,100,-0.119
1759437258.431190,189681.000,27200,3,AX,1,100,-0.115
1759437258.471191,189721.000,27200,3,AX,1,100,-0.114
1759437258.511193,189761.000,27200,3,AX,1,100,-0.116
1759437258.551194,189801.000,27215,3,AX,1,100,-0.114
1759437258.591195,189841.000,27215,3,AX,1,100,-0.116
1759437258.631197,189881.000,27215,3,AX,1,100,-0.116
1759437258.671198,189921.000,27232,2,AX,1,100,-0.118
1759437258.711200,189961.000,27232,2,AX,1,100,-0.114
1759437258.751201,190001.000,27246,3,AX,1,100,-0.116
1759437258.791202,190041.000,27246,3,AX,1,100,-0.117
1759437258.831204,190081.000,27246,3,AX,1,100,-0.115
1759437258.871205,190121.000,27262,2,AX,1,100,-0.118
1759437258.911206,190161.000,27262,2,AX,1,100,-0.117
1759437258.951208,190201.000,27277,3,AX,1,100,-0.112
1759437258.991209,190241.000,27277,3,AX,1,100,-0.117
1759437259.031211,190281.000,27277,3,AX,1,100,-0.116
1759437259.071212,190321.000,27294,2,AX,1,100,-0.118
1759437259.111213,190361.000,27294,2,AX,1,100,-0.117
1759437259.151215,190401.000,27309,3,AX,1,100,-0.116
1759437259.191216,190441.000,27309,3,AX,1,100,-0.118
1759437259.231218,190481.000,27309,3,AX,1,100,-0.115
1759437259.271219,190521.000,27324,2,AX,1,100,-0.115
1759437259.311220,190561.000,27324,2,AX,1,100,-0.117
1759437259.351222,190601.000,27340,3,AX,1,100,-0.116
1759437259.391223,190641.000,27340,3,AX,1,100,-0.118
1759437259.431225,190681.000,27340,3,AX,1,100,-0.119
1759437259.471226,190721.000,27356,2,AX,1,100,-0.116
1759437259.511227,190761.000,27356,2,AX,1,100,-0.117
1759437259.551229,190801.000,27371,3,AX,1,100,-0.115
1759437259.591230,190841.000,27371,3,AX,1,100,-0.114
1759437259.631232,190881.000,27371,3,AX,1,100,-0.118
1759437259.671233,190921.000,27387,2,AX,1,100,-0.114
1759437259.711234,190961.000,27387,2,AX,1,100,-0.116
1759437259.751236,191001.000,27402,3,AX,1,100,-0.116
1759437259.791237,191041.000,27402,3,AX,1,100,-0.116
1759437259.831239,191081.000,27402,3,AX,1,100,-0.114
1759437259.877740,191127.500,27418,2,AX,1,100,-0.116
1759437259.924242,191174.000,27418,2,AX,1,100,-0.116
1759437259.964243,191214.000,27434,3,AX,1,100,-0.115
1759437260.004245,191254.000,27434,3,AX,1,100,-0.118
1759437260.044246,191294.000,27434,3,AX,1,100,-0.120
1759437260.084247,191334.000,27449,2,AX,1,100,-0.116
1759437260.124249,191374.000,27449,2,AX,1,100,-0.114
1759437260.164250,191414.000,27464,3,AX,1,100,-0.111
1759437260.204252,191454.000,27464,3,AX,1,100,-0.115
1759437260.244253,191494.000,27464,3,AX,1,100,-0.115
1759437260.284254,191534.000,27480,2,AX,1,100,-0.117
1759437260.324256,191574.000,27480,2,AX,1,100,-0.114
1759437260.364257,191614.000,27496,3,AX,1,100,-0.115
1759437260.404258,191654.000,27496,3,AX,1,100,-0.114
1759437260.444260,191694.000,27496,3,AX,1,100,-0.119
