LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1759437230.754226,162005.000,22908,3,AX,1,100,-0.129
1759437230.794227,162045.000,22923,2,AX,1,100,-0.128
1759437230.834229,162085.000,22923,2,AX,1,100,-0.130
1759437230.874230,162125.000,22938,3,AX,1,100,-0.128
1759437230.914231,162165.000,22938,3,AX,1,100,-0.134
1759437230.954233,162205.000,22938,3,AX,1,100,-0.126
1759437230.994234,162245.000,22954,2,AX,1,100,-0.130
1759437231.034235,162285.000,22954,2,AX,1,100,-0.129
1759437231.074237,162325.000,22970,3,AX,1,100,-0.128
1759437231.114238,162365.000,22970,3,AX,1,100,-0.131
1759437231.154240,162405.000,22970,3,AX,1,100,-0.134
1759437231.194241,162445.000,22985,2,AX,1,100,-0.128
1759437231.234242,162485.000,22985,2,AX,1,100,-0.129
1759437231.274244,162525.000,23000,3,AX,1,100,-0.132
1759437231.314245,162565.000,23000,3,AX,1,100,-0.130
1759437231.354247,162605.000,23000,3,AX,1,100,-0.129
1759437231.394248,162645.000,23016,2,AX,1,100,-0.125
1759437231.434249,162685.000,23016,2,AX,1,100,-0.128
1759437231.474251,162725.000,23032,3,AX,1,100,-0.131
1759437231.514252,162765.000,23032,3,AX,1,100,-0.129
1759437231.554254,162805.000,23032,3,AX,1,100,-0.131
1759437231.594255,162845.000,23047,2,AX,1,100,-0.125
1759437231.634256,162885.000,23047,2,AX,1,100,-0.126
1759437231.673924,162924.667,23063,3,AX,1,100,-0.129
1759437231.713593,162964.333,23063,3,AX,1,100,-0.128
1759437231.753260,163004.000,23063,3,AX,1,100,-0.127
1759437231.793262,163044.000,23078,2,AX,1,100,-0.124
1759437231.833263,163084.000,23078,2,AX,1,100,-0.125
1759437231.873265,163124.000,23094,3,AX,1,100,-0.125
1759437231.913266,163164.000,23094,3,AX,1,100,-0.125
1759437231.953267,163204.000,23094,3,AX,1,100,-0.124
1759437231.993269,163244.000,23110,3,AX,1,100,-0.125
1759437232.033270,163284.000,23110,3,AX,1,100,-0.126
1759437232.073272,163324.000,23110,3,AX,1,100,-0.124
1759437232.113273,163364.000,23126,2,AX,1,100,-0.129
1759437232.153274,163404.000,23126,2,AX,1,100,-0.124
1759437232.200276,163451.000,23140,2,AX,1,100,-0.125
1759437232.247278,163498.000,23140,2,AX,1,100,-0.123
1759437232.287279,163538.000,23157,3,AX,1,100,-0.123
1759437232.327281,163578.000,23157,3,AX,1,100,-0.127
1759437232.367282,163618.000,23157,3,AX,1,100,-0.123
1759437232.407283,163658.000,23172,2,AX,1,100,-0.125
1759437232.447285,163698.000,23172,2,AX,1,100,-0.125
1759437232.487286,163738.000,23188,3,AX,1,100,-0.127
1759437232.527287,163778.000,23188,3,AX,1,100,-0.125
1759437232.567289,163818.000,23188,3,AX,1,100,-0.125
1759437232.607290,163858.000,23202,2,AX,1,100,-0.120
1759437232.647292,163898.000,23202,2,AX,1,100,-0.126
1759437232.687293,163938.000,23221,3,AX,1,100,-0.122
1759437232.727294,163978.000,23221,3,AX,1,100,-0.127
1759437232.767296,164018.000,23221,3,AX,1,100,-0.129
1759437232.807297,164058.000,23236,3,AX,1,100,-0.126
1759437232.847299,164098.000,23236,3,AX,1,100,-0.126
1759437232.887300,164138.000,23236,3,AX,1,100,-0.125
1759437232.927301,164178.000,23252,2,AX,1,100,-0.126
1759437232.967303,164218.000,23252,2,AX,1,100,-0.128
1759437233.007304,164258.000,23267,3,AX,1,100,-0.121
1759437233.047306,164298.000,23267,3,AX,1,100,-0.125
1759437233.087307,164338.000,23267,3,AX,1,100,-0.123
1759437233.127308,164378.000,23283,2,AX,1,100,-0.128
1759437233.167310,164418.000,23283,2,AX,1,100,-0.126
1759437233.207311,164458.000,23298,3,AX,1,100,-0.126
1759437233.247313,164498.000,23298,3,AX,1,100,-0.123
1759437233.287314,164538.000,23298,3,AX,1,100,-0.127
1759437233.327315,164578.000,23315,2,AX,1,100,-0.130
1759437233.367317,164618.000,23315,2,AX,1,100,-0.125
1759437233.407318,164658.000,23329,3,AX,1,100,-0.127
1759437233.447320,164698.000,23329,3,AX,1,100,-0.124
1759437233.487321,164738.000,23329,3,AX,1,100,-0.125
1759437233.527322,164778.000,23345,2,AX,1,100,-0.129
1759437233.567324,164818.000,23345,2,AX,1,100,-0.128
1759437233.607325,164858.000,23360,3,AX,1,100,-0.127
1759437233.647326,164898.000,23360,3,AX,1,100,-0.121
1759437233.687328,164938.000,23360,3,AX,1,100,-0.126
1759437233.727329,164978.000,23377,2,AX,1,100,-0.121
1759437233.767331,165018.000,23377,2,AX,1,100,-0.125
1759437233.807332,165058.000,23391,3,AX,1,100,-0.125
1759437233.847333,165098.000,23391,3,AX,1,100,-0.125
1759437233.887335,165138.000,23391,3,AX,1,100,-0.125
1759437233.927336,165178.000,23407,2,AX,1,100,-0.123
1759437233.967338,165218.000,23407,2,AX,1,100,-0.122
1759437234.007339,165258.000,23423,3,AX,1,100,-0.123
1759437234.047340,165298.000,23423,3,AX,1,100,-0.121
1759437234.087342,165338.000,23423,3,AX,1,100,-0.120
1759437234.127343,165378.000,23439,2,AX,1,100,-0.125
1759437234.167345,165418.000,23439,2,AX,1,100,-0.121
1759437234.207346,165458.000,23454,3,AX,1,100,-0.125
1759437234.247347,165498.000,23454,3,AX,1,100,-0.119
1759437234.287349,165538.000,23454,3,AX,1,100,-0.121
1759437234.327350,165578.000,23470,3,AX,1,100,-0.121
1759437234.367352,165618.000,23470,3,AX,1,100,-0.123
1759437234.407353,165658.000,23470,3,AX,1,100,-0.119
1759437234.447354,165698.000,23485,2,AX,1,100,-0.124
1759437234.487356,165738.000,23485,2,AX,1,100,-0.118
1759437234.527357,165778.000,23501,3,AX,1,100,-0.120
1759437234.567358,165818.000,23501,3,AX,1,100,-0.120
1759437234.607360,165858.000,23501,3,AX,1,100,-0.121
1759437234.647361,165898.000,23517,2,AX,1,100,-0.119
1759437234.687363,165938.000,23517,2,AX,1,100,-0.116
1759437234.727364,165978.000,23532,3,AX,1,100,-0.117
1759437234.767365,166018.000,23532,3,AX,1,100,-0.122
1759437234.807367,166058.000,23532,3,AX,1,100,-0.121
1759437234.847368,166098.000,23547,2,AX,1,100,-0.117
1759437234.887370,166138.000,23547,2,AX,1,100,-0.116
1759437234.927371,166178.000,23563,3,AX,1,100,-0.119
1759437234.967372,166218.000,23563,3,AX,1,100,-0.116
1759437235.007374,166258.000,23563,3,AX,1,100,-0.120
1759437235.047375,166298.000,23579,2,AX,1,100,-0.119
1759437235.087377,166338.000,23579,2,AX,1,100,-0.120
1759437235.127045,166377.667,23594,3,AX,1,100,-0.119
1759437235.166713,166417.333,23594,3,AX,1,100,-0.122
1759437235.206381,166457.000,23594,3,AX,1,100,-0.120
1759437235.246382,166497.000,23609,2,AX,1,100,-0.117
1759437235.286384,166537.000,23609,2,AX,1,100,-0.118
1759437235.326385,166577.000,23626,3,AX,1,100,-0.117
1759437235.366386,166617.000,23626,3,AX,1,100,-0.119
1759437235.406388,166657.000,23626,3,AX,1,100,-0.120
1759437235.452889,166703.500,23641,2,AX,1,100,-0.117
1759437235.499391,166750.000,23641,2,AX,1,100,-0.120
1759437235.539392,166790.000,23656,3,AX,1,100,-0.117
1759437235.579394,166830.000,23656,3,AX,1,100,-0.118
1759437235.619395,166870.000,23656,3,AX,1,100,-0.120
1759437235.659397,166910.000,23672,2,AX,1,100,-0.117
1759437235.699398,166950.000,23672,2,AX,1,100,-0.116
1759437235.739399,166990.000,23688,3,AX,1,100,-0.119
1759437235.779401,167030.000,23688,3,AX,1,100,-0.116
1759437235.819402,167070.000,23688,3,AX,1,100,-0.121
1759437235.859404,167110.000,23703,2,AX,1,100,-0.114
1759437235.899405,167150.000,23703,2,AX,1,100,-0.118
1759437235.939406,167190.000,23718,3,AX,1,100,-0.117
1759437235.979408,167230.000,23718,3,AX,1,100,-0.119
1759437236.019409,167270.000,23718,3,AX,1,100,-0.121
1759437236.059411,167310.000,23734,2,AX,1,100,-0.118
1759437236.099412,167350.000,23734,2,AX,1,100,-0.115
1759437236.139413,167390.000,23750,3,AX,1,100,-0.123
1759437236.179415,167430.000,23750,3,AX,1,100,-0.117
1759437236.219416,167470.000,23750,3,AX,1,100,-0.119
1759437236.259418,167510.000,23767,2,AX,1,100,-0.116
1759437236.299419,167550.000,23767,2,AX,1,100,-0.111
1759437236.339420,167590.000,23783,3,AX,1,100,-0.119
1759437236.379422,167630.000,23783,3,AX,1,100,-0.114
1759437236.419423,167670.000,23783,3,AX,1,100,-0.123
1759437236.459424,167710.000,23798,2,AX,1,100,-0.115
1759437236.499426,167750.000,23798,2,AX,1,100,-0.117
1759437236.539427,167790.000,23814,3,AX,1,100,-0.117
1759437236.579429,167830.000,23814,3,AX,1,100,-0.119
1759437236.619430,167870.000,23814,3,AX,1,100,-0.117
1759437236.659431,167910.000,23830,3,AX,1,100,-0.114
1759437236.699433,167950.000,23830,3,AX,1,100,-0.117
1759437236.739434,167990.000,23830,3,AX,1,100,-0.116
1759437236.779436,168030.000,23846,2,AX,1,100,-0.117
1759437236.819437,168070.000,23846,2,AX,1,100,-0.120
1759437236.859438,168110.000,23860,3,AX,1,100,-0.120
1759437236.899440,168150.000,23860,3,AX,1,100,-0.118
1759437236.939441,168190.000,23860,3,AX,1,100,-0.119
1759437236.979443,168230.000,23877,2,AX,1,100,-0.114
1759437237.019444,168270.000,23877,2,AX,1,100,-0.125
1759437237.059445,168310.000,23892,3,AX,1,100,-0.113
1759437237.099447,168350.000,23892,3,AX,1,100,-0.124
1759437237.139448,168390.000,23892,3,AX,1,100,-0.111
1759437237.179450,168430.000,23908,2,AX,1,100,-0.121
1759437237.219451,168470.000,23908,2,AX,1,100,-0.119
1759437237.259452,168510.000,23922,3,AX,1,100,-0.121
1759437237.299454,168550.000,23922,3,AX,1,100,-0.119
1759437237.339455,168590.000,23922,3,AX,1,100,-0.115
1759437237.379457,168630.000,23939,2,AX,1,100,-0.120
1759437237.419458,168670.000,23939,2,AX,1,100,-0.116
1759437237.459459,168710.000,23954,3,AX,1,100,-0.117
1759437237.499461,168750.000,23954,3,AX,1,100,-0.120
1759437237.539462,168790.000,23954,3,AX,1,100,-0.115
1759437237.579463,168830.000,23970,2,AX,1,100,-0.119
1759437237.619465,168870.000,23970,2,AX,1,100,-0.121
1759437237.659466,168910.000,23985,3,AX,1,100,-0.121
1759437237.699468,168950.000,23985,3,AX,1,100,-0.116
1759437237.739469,168990.000,23985,3,AX,1,100,-0.117
1759437237.779470,169030.000,24003,2,AX,1,100,-0.118
1759437237.819472,169070.000,24003,2,AX,1,100,-0.116
1759437237.859473,169110.000,24018,3,AX,1,100,-0.123
1759437237.899475,169150.000,24018,3,AX,1,100,-0.119
1759437237.939476,169190.000,24018,3,AX,1,100,-0.119
1759437237.979811,169230.333,24035,3,AX,1,100,-0.116
1759437238.020145,169270.667,24035,3,AX,1,100,-0.117
1759437238.060480,169311.000,24035,3,AX,1,100,-0.118
1759437238.099982,169350.500,24049,2,AX,1,100,-0.117
1759437238.139483,169390.000,24049,2,AX,1,100,-0.118
1759437238.179818,169430.333,24065,3,AX,1,100,-0.113
1759437238.220152,169470.667,24065,3,AX,1,100,-0.118
1759437238.260487,169511.000,24065,3,AX,1,100,-0.116
1759437238.300488,169551.000,24080,2,AX,1,100,-0.119
1759437238.340490,169591.000,24080,2,AX,1,100,-0.115
1759437238.380491,169631.000,24097,3,AX,1,100,-0.115
1759437238.420493,169671.000,24097,3,AX,1,100,-0.115
1759437238.460494,169711.000,24097,3,AX,1,100,-0.117
1759437238.506496,169757.000,24111,2,AX,1,100,-0.121
1759437238.552497,169803.000,24111,2,AX,1,100,-0.116
1759437238.592499,169843.000,24127,2,AX,1,100,-0.115
1759437238.632500,169883.000,24127,2,AX,1,100,-0.115
1759437238.672502,169923.000,24145,3,AX,1,100,-0.121
1759437238.712503,169963.000,24145,3,AX,1,100,-0.119
1759437238.752504,170003.000,24145,3,AX,1,100,-0.117
1759437238.792506,170043.000,24161,2,AX,1,100,-0.119
1759437238.832507,170083.000,24161,2,AX,1,100,-0.118
1759437238.872509,170123.000,24176,3,AX,1,100,-0.116
1759437238.912510,170163.000,24176,3,AX,1,100,-0.120
1759437238.952511,170203.000,24176,3,AX,1,100,-0.114
1759437238.992513,170243.000,24192,3,AX,1,100,-0.120
1759437239.032514,170283.000,24192,3,AX,1,100,-0.114
1759437239.072515,170323.000,24192,3,AX,1,100,-0.120
1759437239.112517,170363.000,24207,2,AX,1,100,-0.116
1759437239.152518,170403.000,24207,2,AX,1,100,-0.118
1759437239.192520,170443.000,24225,3,AX,1,100,-0.118
1759437239.232521,170483.000,24225,3,AX,1,100,-0.118
1759437239.272522,170523.000,24225,3,AX,1,100,-0.117
1759437239.312524,170563.000,24241,2,AX,1,100,-0.120
1759437239.352525,170603.000,24241,2,AX,1,100,-0.121
1759437239.392527,170643.000,24256,3,AX,1,100,-0.119
1759437239.432528,170683.000,24256,3,AX,1,100,-0.119
1759437239.472529,170723.000,24256,3,AX,1,100,-0.118
1759437239.512531,170763.000,24271,2,AX,1,100,-0.119
1759437239.552532,170803.000,24271,2,AX,1,100,-0.114
1759437239.592534,170843.000,24287,3,AX,1,100,-0.116
1759437239.632535,170883.000,24287,3,AX,1,100,-0.114
1759437239.672536,170923.000,24287,3,AX,1,100,-0.117
1759437239.712538,170963.000,24303,2,AX,1,100,-0.119
1759437239.752539,171003.000,24303,2,AX,1,100,-0.119
1759437239.792541,171043.000,24318,3,AX,1,100,-0.119
1759437239.832542,171083.000,24318,3,AX,1,100,-0.116
1759437239.872543,171123.000,24318,3,AX,1,100,-0.119
1759437239.912545,171163.000,24333,2,AX,1,100,-0.119
1759437239.952546,171203.000,24333,2,AX,1,100,-0.118
1759437239.992548,171243.000,24351,5,AX,1,100,-0.118
1759437240.032549,171283.000,24351,5,AX,1,100,-0.114
1759437240.072550,171323.000,24351,5,AX,1,100,-0.120
1759437240.112552,171363.000,24351,5,AX,1,100,-0.116
1759437240.152553,171403.000,24351,5,AX,1,100,-0.120
1759437240.192554,171443.000,24367,2,AX,1,100,-0.118
1759437240.232556,171483.000,24367,2,AX,1,100,-0.117
1759437240.272557,171523.000,24382,3,AX,1,100,-0.119
1759437240.312559,171563.000,24382,3,AX,1,100,-0.119
1759437240.352560,171603.000,24382,3,AX,1,100,-0.119
1759437240.392561,171643.000,24399,3,AX,1,100,-0.115
1759437240.432563,171683.000,24399,3,AX,1,100,-0.119
1759437240.472564,171723.000,24399,3,AX,1,100,-0.121
1759437240.512566,171763.000,24414,2,AX,1,100,-0.122
1759437240.552567,171803.000,24414,2,AX,1,100,-0.118
1759437240.592568,171843.000,24429,3,AX,1,100,-0.117
1759437240.632570,171883.000,24429,3,AX,1,100,-0.118
1759437240.672571,171923.000,24429,3,AX,1,100,-0.117
1759437240.712573,171963.000,24447,2,AX,1,100,-0.120
1759437240.752574,172003.000,24447,2,AX,1,100,-0.116
1759437240.792575,172043.000,24463,3,AX,1,100,-0.118
1759437240.832577,172083.000,24463,3,AX,1,100,-0.115
1759437240.872578,172123.000,24463,3,AX,1,100,-0.120
1759437240.912580,172163.000,24478,2,AX,1,100,-0.119
1759437240.952581,172203.000,24478,2,AX,1,100,-0.120
1759437240.992582,172243.000,24494,3,AX,1,100,-0.117
1759437241.032584,172283.000,24494,3,AX,1,100,-0.119
1759437241.072585,172323.000,24494,3,AX,1,100,-0.118
1759437241.112586,172363.000,24509,2,AX,1,100,-0.117
1759437241.152588,172403.000,24509,2,AX,1,100,-0.123
1759437241.192589,172443.000,24525,3,AX,1,100,-0.116
1759437241.232591,172483.000,24525,3,AX,1,100,-0.116
1759437241.272592,172523.000,24525,3,AX,1,100,-0.119
1759437241.312593,172563.000,24541,2,AX,1,100,-0.118
1759437241.352595,172603.000,24541,2,AX,1,100,-0.119
1759437241.396930,172647.333,24556,3,AX,1,100,-0.118
1759437241.441265,172691.667,24556,3,AX,1,100,-0.117
1759437241.485600,172736.000,24556,3,AX,1,100,-0.121
1759437241.525601,172776.000,24571,2,AX,1,100,-0.119
1759437241.565602,172816.000,24571,2,AX,1,100,-0.119
1759437241.605604,172856.000,24589,3,AX,1,100,-0.116
1759437241.645605,172896.000,24589,3,AX,1,100,-0.116
1759437241.685606,172936.000,24589,3,AX,1,100,-0.113
1759437241.725608,172976.000,24605,2,AX,1,100,-0.122
1759437241.765609,173016.000,24605,2,AX,1,100,-0.119
1759437241.805611,173056.000,24620,3,AX,1,100,-0.119
