LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TX
1032582.383067,1032582.383064,1760462512.196114,194501,28533,4,TX,1,100,LC,1032582.1170351,LM,1032582.1170413
1032583.399082,1032583.399079,1760462513.212131,195517,28698,4,TX,1,100,LC,1032583.1210898,LM,1032583.1210960
1032584.399097,1032584.399094,1760462514.212148,196517,28858,4,TX,1,100,LC,1032584.1261430,LM,1032584.1261534
1032585.425112,1032585.425109,1760462515.238166,197543,29023,4,TX,1,100,LC,1032585.1311982,LM,1032585.1312086
1032586.436127,1032586.436124,1760462516.249183,198554,29188,4,TX,1,100,LC,1032586.1327772,LM,1032586.1327790
1032587.175138,1032587.175134,1760462516.988195,199293,29303,4,TX,1,100,LC,1032587.1378634,LM,1032587.1378652
1032588.408156,1032588.408152,1760462518.221216,200526,29497,4,TX,1,100,LC,1032588.1429274,LM,1032588.1429293
1032589.423171,1032589.423167,1760462519.236234,201541,29656,4,TX,1,100,LC,1032589.1457580,LM,1032589.1457612
1032590.420185,1032590.420182,1760462520.233251,202538,29818,4,TX,1,100,LC,1032590.1477979,LM,1032590.1478011
1032591.428200,1032591.428197,1760462521.241268,203546,29986,4,TX,1,100,LC,1032591.1528565,LM,1032591.1528599
