LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1032504.529923,1032504.529925,1760462434.342784,116649.000,16229,3,AY,1,100,0.071
1032504.569924,1032504.569926,1760462434.382785,116689.000,16229,3,AY,1,100,0.081
1032504.609924,1032504.609926,1760462434.422786,116729.000,16229,3,AY,1,100,0.072
1032504.649925,1032504.649927,1760462434.462786,116769.000,16246,2,AY,1,100,0.078
1032504.689925,1032504.689928,1760462434.502787,116809.000,16246,2,AY,1,100,0.075
1032504.729926,1032504.729928,1760462434.542788,116849.000,16262,3,AY,1,100,0.073
1032504.769927,1032504.769929,1760462434.582788,116889.000,16262,3,AY,1,100,0.077
1032504.809927,1032504.809929,1760462434.622789,116929.000,16262,3,AY,1,100,0.078
1032504.849428,1032504.849430,1760462434.662290,116968.500,16280,2,AY,1,100,0.070
1032504.888928,1032504.888930,1760462434.701790,117008.000,16280,2,AY,1,100,0.074
1032504.928929,1032504.928931,1760462434.741791,117048.000,16298,3,AY,1,100,0.079
1032504.968929,1032504.968932,1760462434.781792,117088.000,16298,3,AY,1,100,0.072
1032505.008930,1032505.008932,1760462434.821792,117128.000,16298,3,AY,1,100,0.072
1032505.048931,1032505.048933,1760462434.861793,117168.000,16313,2,AY,1,100,0.078
1032505.088931,1032505.088933,1760462434.901794,117208.000,16313,2,AY,1,100,0.071
1032505.133599,1032505.133601,1760462434.946461,117252.667,16330,3,AY,1,100,0.080
