LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1032487.735676,1032487.735680,1760462417.548497,99855.000,13524,1,T1,1,100,30.801
1032487.869678,1032487.869681,1760462417.682500,99989.000,13541,1,T1,1,100,30.772
1032488.002680,1032488.002683,1760462417.815502,100122.000,13573,1,T1,1,100,30.760
1032488.135682,1032488.135685,1760462417.948504,100255.000,13590,1,T1,1,100,30.825
1032488.268684,1032488.268687,1760462418.081507,100388.000,13607,1,T1,1,100,30.853
1032488.402686,1032488.402689,1760462418.215509,100522.000,13637,1,T1,1,100,30.866
1032488.535688,1032488.535691,1760462418.348511,100655.000,13655,1,T1,1,100,30.729
1032488.668690,1032488.668693,1760462418.481514,100788.000,13671,1,T1,1,100,30.741
1032488.802692,1032488.802695,1760462418.615516,100922.000,13687,1,T1,1,100,30.817
1032488.935694,1032488.935697,1760462418.748518,101055.000,13720,1,T1,1,100,30.779
1032489.068696,1032489.068699,1760462418.881520,101188.000,13736,1,T1,1,100,30.833
1032489.202698,1032489.202701,1760462419.015522,101322.000,13752,1,T1,1,100,30.786
1032489.335700,1032489.335703,1760462419.148525,101455.000,13782,1,T1,1,100,30.730
1032489.468702,1032489.468705,1760462419.281527,101588.000,13800,1,T1,1,100,30.777
1032489.602704,1032489.602707,1760462419.415529,101722.000,13816,1,T1,1,100,30.762
1032489.735706,1032489.735709,1760462419.548532,101855.000,13847,1,T1,1,100,30.861
1032489.868708,1032489.868711,1760462419.681534,101988.000,13864,1,T1,1,100,30.834
1032490.002710,1032490.002713,1760462419.815536,102122.000,13885,1,T1,1,100,30.786
1032490.135711,1032490.135715,1760462419.948539,102255.000,13916,1,T1,1,100,30.766
1032490.268713,1032490.268717,1760462420.081541,102388.000,13932,1,T1,1,100,30.757
1032490.402715,1032490.402719,1760462420.215543,102522.000,13947,1,T1,1,100,30.788
1032490.535717,1032490.535720,1760462420.348545,102655.000,13965,1,T1,1,100,30.838
1032490.668719,1032490.668722,1760462420.481548,102788.000,14003,1,T1,1,100,30.894
1032490.802721,1032490.802724,1760462420.615550,102922.000,14019,1,T1,1,100,30.919
1032490.935723,1032490.935726,1760462420.748552,103055.000,14036,1,T1,1,100,30.894
1032491.068725,1032491.068728,1760462420.881554,103188.000,14070,1,T1,1,100,30.777
1032491.202727,1032491.202730,1760462421.015557,103322.000,14086,1,T1,1,100,30.903
1032491.335729,1032491.335732,1760462421.148559,103455.000,14102,1,T1,1,100,30.994
1032491.468731,1032491.468734,1760462421.281561,103588.000,14133,1,T1,1,100,31.033
1032491.601733,1032491.601736,1760462421.414563,103721.000,14148,1,T1,1,100,30.872
1032491.735735,1032491.735738,1760462421.548566,103855.000,14166,1,T1,1,100,30.874
1032491.868737,1032491.868740,1760462421.681568,103988.000,14200,1,T1,1,100,30.875
1032492.001739,1032492.001742,1760462421.814570,104121.000,14215,1,T1,1,100,30.946
1032492.135741,1032492.135744,1760462421.948573,104255.000,14233,1,T1,1,100,31.012
1032492.268743,1032492.268746,1760462422.081575,104388.000,14264,1,T1,1,100,30.863
1032492.401745,1032492.401748,1760462422.214577,104521.000,14279,1,T1,1,100,30.870
1032492.535747,1032492.535750,1760462422.348579,104655.000,14296,1,T1,1,100,30.979
1032492.668749,1032492.668752,1760462422.481582,104788.000,14313,1,T1,1,100,30.991
1032492.801751,1032492.801754,1760462422.614584,104921.000,14345,1,T1,1,100,30.925
1032492.935753,1032492.935756,1760462422.748586,105055.000,14363,1,T1,1,100,30.897
1032493.068755,1032493.068758,1760462422.881588,105188.000,14378,1,T1,1,100,31.026
1032493.201757,1032493.201760,1760462423.014591,105321.000,14411,1,T1,1,100,31.047
1032493.335759,1032493.335761,1760462423.148593,105455.000,14427,1,T1,1,100,31.020
1032493.468760,1032493.468763,1760462423.281595,105588.000,14442,1,T1,1,100,30.973
1032493.601762,1032493.601765,1760462423.414598,105721.000,14459,1,T1,1,100,30.953
1032493.735764,1032493.735767,1760462423.548600,105855.000,14492,1,T1,1,100,30.944
1032493.868766,1032493.868769,1760462423.681602,105988.000,14508,1,T1,1,100,30.976
1032494.001768,1032494.001771,1760462423.814605,106121.000,14526,1,T1,1,100,30.990
1032494.135770,1032494.135773,1760462423.948607,106255.000,14557,1,T1,1,100,30.995
1032494.268772,1032494.268775,1760462424.081609,106388.000,14574,1,T1,1,100,30.927
1032494.401774,1032494.401777,1760462424.214611,106521.000,14590,1,T1,1,100,30.968
1032494.535776,1032494.535779,1760462424.348614,106655.000,14621,1,T1,1,100,30.951
1032494.668778,1032494.668781,1760462424.481616,106788.000,14636,1,T1,1,100,31.085
1032494.801780,1032494.801783,1760462424.614618,106921.000,14653,1,T1,1,100,31.072
1032494.934782,1032494.934785,1760462424.747620,107054.000,14690,1,T1,1,100,31.067
1032495.068784,1032495.068787,1760462424.881623,107188.000,14705,1,T1,1,100,31.135
1032495.201786,1032495.201789,1760462425.014625,107321.000,14722,1,T1,1,100,31.059
1032495.334788,1032495.334791,1760462425.147627,107454.000,14737,1,T1,1,100,30.990
1032495.468790,1032495.468793,1760462425.281630,107588.000,14769,1,T1,1,100,30.960
1032495.601792,1032495.601795,1760462425.414632,107721.000,14786,1,T1,1,100,30.983
1032495.734794,1032495.734797,1760462425.547634,107854.000,14801,1,T1,1,100,31.028
1032495.868796,1032495.868799,1760462425.681636,107988.000,14838,1,T1,1,100,31.048
1032496.001798,1032496.001800,1760462425.814639,108121.000,14856,1,T1,1,100,31.091
1032496.134800,1032496.134802,1760462425.947641,108254.000,14873,1,T1,1,100,31.146
1032496.268802,1032496.268804,1760462426.081643,108388.000,14904,1,T1,1,100,31.099
1032496.401804,1032496.401806,1760462426.214645,108521.000,14920,1,T1,1,100,31.007
1032496.534806,1032496.534808,1760462426.347648,108654.000,14936,1,T1,1,100,31.180
1032496.668807,1032496.668810,1760462426.481650,108788.000,14968,1,T1,1,100,31.149
1032496.801809,1032496.801812,1760462426.614652,108921.000,14985,1,T1,1,100,31.135
1032496.934811,1032496.934814,1760462426.747655,109054.000,15001,1,T1,1,100,31.094
1032497.068813,1032497.068816,1760462426.881657,109188.000,15033,1,T1,1,100,31.147
1032497.201815,1032497.201818,1760462427.014659,109321.000,15050,1,T1,1,100,31.135
1032497.334817,1032497.334820,1760462427.147661,109454.000,15067,1,T1,1,100,31.129
1032497.468819,1032497.468822,1760462427.281664,109588.000,15083,1,T1,1,100,31.127
1032497.601821,1032497.601824,1760462427.414666,109721.000,15114,1,T1,1,100,31.090
1032497.734823,1032497.734826,1760462427.547668,109854.000,15129,1,T1,1,100,31.145
1032497.868825,1032497.868828,1760462427.681670,109988.000,15147,1,T1,1,100,31.169
1032498.001827,1032498.001830,1760462427.814673,110121.000,15179,1,T1,1,100,31.215
1032498.134829,1032498.134832,1760462427.947675,110254.000,15194,1,T1,1,100,31.058
1032498.268831,1032498.268834,1760462428.081677,110388.000,15211,1,T1,1,100,31.060
1032498.401833,1032498.401836,1760462428.214680,110521.000,15243,1,T1,1,100,31.203
1032498.534835,1032498.534838,1760462428.347682,110654.000,15259,1,T1,1,100,31.159
1032498.667837,1032498.667839,1760462428.480684,110787.000,15275,1,T1,1,100,31.175
1032498.801839,1032498.801841,1760462428.614686,110921.000,15291,1,T1,1,100,31.111
1032498.934841,1032498.934843,1760462428.747689,111054.000,15326,1,T1,1,100,31.084
1032499.067843,1032499.067845,1760462428.880691,111187.000,15342,1,T1,1,100,31.143
1032499.201845,1032499.201847,1760462429.014693,111321.000,15358,1,T1,1,100,31.239
1032499.334847,1032499.334849,1760462429.147696,111454.000,15388,1,T1,1,100,31.174
1032499.467849,1032499.467851,1760462429.280698,111587.000,15406,1,T1,1,100,31.182
1032499.601851,1032499.601853,1760462429.414700,111721.000,15422,1,T1,1,100,31.185
1032499.734853,1032499.734855,1760462429.547702,111854.000,15438,1,T1,1,100,31.293
1032499.867855,1032499.867857,1760462429.680705,111987.000,15470,1,T1,1,100,31.198
1032500.001856,1032500.001859,1760462429.814707,112121.000,15491,1,T1,1,100,31.192
1032500.134858,1032500.134861,1760462429.947709,112254.000,15507,1,T1,1,100,31.260
1032500.267860,1032500.267863,1760462430.080712,112387.000,15538,1,T1,1,100,31.290
1032500.401862,1032500.401865,1760462430.214714,112521.000,15553,1,T1,1,100,31.267
1032500.534864,1032500.534867,1760462430.347716,112654.000,15574,1,T1,1,100,31.222
1032500.667866,1032500.667869,1760462430.480718,112787.000,15604,1,T1,1,100,31.273
1032500.801868,1032500.801871,1760462430.614721,112921.000,15620,1,T1,1,100,31.154
1032500.934870,1032500.934873,1760462430.747723,113054.000,15642,1,T1,1,100,31.279
1032501.067872,1032501.067875,1760462430.880725,113187.000,15676,1,T1,1,100,31.334
1032501.201874,1032501.201877,1760462431.014727,113321.000,15692,1,T1,1,100,31.251
1032501.334876,1032501.334878,1760462431.147730,113454.000,15708,1,T1,1,100,31.357
1032501.467878,1032501.467880,1760462431.280732,113587.000,15739,1,T1,1,100,31.332
1032501.600880,1032501.600882,1760462431.413734,113720.000,15756,1,T1,1,100,31.321
1032501.734882,1032501.734884,1760462431.547737,113854.000,15772,1,T1,1,100,31.316
1032501.867884,1032501.867886,1760462431.680739,113987.000,15788,1,T1,1,100,31.243
1032502.000886,1032502.000888,1760462431.813741,114120.000,15821,1,T1,1,100,31.212
1032502.134888,1032502.134890,1760462431.947743,114254.000,15837,1,T1,1,100,31.233
1032502.267890,1032502.267892,1760462432.080746,114387.000,15855,1,T1,1,100,31.314
1032502.400892,1032502.400894,1760462432.213748,114520.000,15885,1,T1,1,100,31.207
1032502.534894,1032502.534896,1760462432.347750,114654.000,15902,1,T1,1,100,31.231
1032502.667896,1032502.667898,1760462432.480752,114787.000,15917,1,T1,1,100,31.242
1032502.800898,1032502.800900,1760462432.613755,114920.000,15951,1,T1,1,100,31.353
1032502.934900,1032502.934902,1760462432.747757,115054.000,15967,1,T1,1,100,31.365
1032503.067902,1032503.067904,1760462432.880759,115187.000,15984,1,T1,1,100,31.264
1032503.200903,1032503.200906,1760462433.013762,115320.000,16015,1,T1,1,100,31.256
1032503.334905,1032503.334908,1760462433.147764,115454.000,16033,1,T1,1,100,31.430
1032503.467907,1032503.467910,1760462433.280766,115587.000,16048,1,T1,1,100,31.434
1032503.600909,1032503.600912,1760462433.413768,115720.000,16079,1,T1,1,100,31.330
1032503.734911,1032503.734914,1760462433.547771,115854.000,16095,1,T1,1,100,31.355
1032503.867913,1032503.867916,1760462433.680773,115987.000,16112,1,T1,1,100,31.296
1032504.000915,1032504.000918,1760462433.813775,116120.000,16128,1,T1,1,100,31.412
1032504.134917,1032504.134919,1760462433.947778,116254.000,16163,1,T1,1,100,31.355
1032504.267919,1032504.267921,1760462434.080780,116387.000,16178,1,T1,1,100,31.296
1032504.400921,1032504.400923,1760462434.213782,116520.000,16194,1,T1,1,100,31.305
1032504.534923,1032504.534925,1760462434.347784,116654.000,16227,1,T1,1,100,31.380
1032504.667925,1032504.667927,1760462434.480787,116787.000,16244,1,T1,1,100,31.377
1032504.800927,1032504.800929,1760462434.613789,116920.000,16260,1,T1,1,100,31.376
1032504.933929,1032504.933931,1760462434.746791,117053.000,16296,1,T1,1,100,31.340
1032505.067931,1032505.067933,1760462434.880794,117187.000,16311,1,T1,1,100,31.360
1032505.200933,1032505.200935,1760462435.013796,117320.000,16328,1,T1,1,100,31.368
1032505.333935,1032505.333937,1760462435.146798,117453.000,16360,1,T1,1,100,31.301
1032505.467937,1032505.467939,1760462435.280800,117587.000,16375,1,T1,1,100,31.379
1032505.600939,1032505.600941,1760462435.413803,117720.000,16392,1,T1,1,100,31.341
1032505.733941,1032505.733943,1760462435.546805,117853.000,16424,1,T1,1,100,31.396
1032505.867943,1032505.867945,1760462435.680807,117987.000,16441,1,T1,1,100,31.419
1032506.000945,1032506.000947,1760462435.813809,118120.000,16466,1,T1,1,100,31.359
1032506.133947,1032506.133949,1760462435.946812,118253.000,16481,1,T1,1,100,31.297
1032506.267949,1032506.267951,1760462436.080814,118387.000,16514,1,T1,1,100,31.377
1032506.400951,1032506.400953,1760462436.213816,118520.000,16530,1,T1,1,100,31.376
1032506.533952,1032506.533955,1760462436.346818,118653.000,16546,1,T1,1,100,31.375
1032506.667954,1032506.667957,1760462436.480821,118787.000,16576,1,T1,1,100,31.446
1032506.800956,1032506.800958,1760462436.613823,118920.000,16595,1,T1,1,100,31.441
1032506.933958,1032506.933960,1760462436.746825,119053.000,16611,1,T1,1,100,31.475
1032507.067960,1032507.067962,1760462436.880828,119187.000,16643,1,T1,1,100,31.560
1032507.200962,1032507.200964,1760462437.013830,119320.000,16660,1,T1,1,100,31.561
1032507.333964,1032507.333966,1760462437.146832,119453.000,16677,1,T1,1,100,31.420
1032507.467966,1032507.467968,1760462437.280834,119587.000,16693,1,T1,1,100,31.501
1032507.600968,1032507.600970,1760462437.413837,119720.000,16724,1,T1,1,100,31.429
1032507.733970,1032507.733972,1760462437.546839,119853.000,16739,1,T1,1,100,31.505
1032507.866972,1032507.866974,1760462437.679841,119986.000,16756,1,T1,1,100,31.467
1032508.000974,1032508.000976,1760462437.813843,120120.000,16787,1,T1,1,100,31.486
1032508.133976,1032508.133978,1760462437.946846,120253.000,16802,1,T1,1,100,31.387
1032508.266978,1032508.266980,1760462438.079848,120386.000,16821,1,T1,1,100,31.487
1032508.400980,1032508.400982,1760462438.213850,120520.000,16851,1,T1,1,100,31.459
1032508.533982,1032508.533984,1760462438.346853,120653.000,16867,1,T1,1,100,31.411
1032508.666984,1032508.666986,1760462438.479855,120786.000,16883,1,T1,1,100,31.462
1032508.800986,1032508.800988,1760462438.613857,120920.000,16916,1,T1,1,100,31.483
1032508.933988,1032508.933990,1760462438.746860,121053.000,16931,1,T1,1,100,31.564
1032509.066990,1032509.066992,1760462438.879862,121186.000,16947,1,T1,1,100,31.528
1032509.200992,1032509.200994,1760462439.013864,121320.000,16978,1,T1,1,100,31.441
1032509.333994,1032509.333996,1760462439.146866,121453.000,16993,1,T1,1,100,31.404
1032509.466996,1032509.466997,1760462439.279869,121586.000,17011,1,T1,1,100,31.565
1032509.600998,1032509.600999,1760462439.413871,121720.000,17042,1,T1,1,100,31.528
1032509.733999,1032509.734001,1760462439.546873,121853.000,17057,1,T1,1,100,31.583
1032509.867001,1032509.867003,1760462439.679875,121986.000,17074,1,T1,1,100,31.536
1032510.001003,1032510.001005,1760462439.813878,122120.000,17091,1,T1,1,100,31.516
1032510.134005,1032510.134007,1760462439.946880,122253.000,17123,1,T1,1,100,31.578
1032510.267007,1032510.267009,1760462440.079882,122386.000,17140,1,T1,1,100,31.534
1032510.401009,1032510.401011,1760462440.213885,122520.000,17155,1,T1,1,100,31.621
1032510.534011,1032510.534013,1760462440.346887,122653.000,17186,1,T1,1,100,31.552
1032510.667013,1032510.667015,1760462440.479889,122786.000,17204,1,T1,1,100,31.523
1032510.801015,1032510.801017,1760462440.613891,122920.000,17219,1,T1,1,100,31.616
1032510.934017,1032510.934019,1760462440.746894,123053.000,17250,1,T1,1,100,31.550
1032511.067019,1032511.067021,1760462440.879896,123186.000,17266,1,T1,1,100,31.628
1032511.200021,1032511.200023,1760462441.012898,123319.000,17284,1,T1,1,100,31.662
1032511.334023,1032511.334025,1760462441.146900,123453.000,17314,1,T1,1,100,31.676
1032511.467025,1032511.467027,1760462441.279903,123586.000,17330,1,T1,1,100,31.647
1032511.600027,1032511.600029,1760462441.412905,123719.000,17346,1,T1,1,100,31.564
1032511.734029,1032511.734031,1760462441.546907,123853.000,17378,1,T1,1,100,31.528
1032511.867031,1032511.867033,1760462441.679909,123986.000,17397,1,T1,1,100,31.618
1032512.000033,1032512.000035,1760462441.812912,124119.000,17412,1,T1,1,100,31.622
1032512.134035,1032512.134037,1760462441.946914,124253.000,17428,1,T1,1,100,31.624
1032512.267037,1032512.267038,1760462442.079916,124386.000,17459,1,T1,1,100,31.518
1032512.400039,1032512.400040,1760462442.212919,124519.000,17474,1,T1,1,100,31.472
1032512.534041,1032512.534042,1760462442.346921,124653.000,17492,1,T1,1,100,31.524
1032512.667043,1032512.667044,1760462442.479923,124786.000,17523,1,T1,1,100,31.510
1032512.800045,1032512.800046,1760462442.612926,124919.000,17538,1,T1,1,100,31.575
1032512.934047,1032512.934048,1760462442.746928,125053.000,17555,1,T1,1,100,31.604
1032513.067048,1032513.067050,1760462442.879930,125186.000,17587,1,T1,1,100,31.651
1032513.200050,1032513.200052,1760462443.012932,125319.000,17603,1,T1,1,100,31.672
1032513.334052,1032513.334054,1760462443.146935,125453.000,17619,1,T1,1,100,31.610
1032513.467054,1032513.467056,1760462443.279937,125586.000,17652,1,T1,1,100,31.512
1032513.600056,1032513.600058,1760462443.412939,125719.000,17667,1,T1,1,100,31.612
1032513.734058,1032513.734060,1760462443.546942,125853.000,17683,1,T1,1,100,31.726
1032513.867060,1032513.867062,1760462443.679944,125986.000,17716,1,T1,1,100,31.669
1032514.000062,1032514.000064,1760462443.812946,126119.000,17733,1,T1,1,100,31.573
1032514.134064,1032514.134066,1760462443.946948,126253.000,17749,1,T1,1,100,31.709
1032514.267066,1032514.267068,1760462444.079951,126386.000,17782,1,T1,1,100,31.732
1032514.400068,1032514.400070,1760462444.212953,126519.000,17797,1,T1,1,100,31.707
1032514.533070,1032514.533072,1760462444.345955,126652.000,17814,1,T1,1,100,31.660
1032514.667072,1032514.667074,1760462444.479957,126786.000,17831,1,T1,1,100,31.711
1032514.800074,1032514.800076,1760462444.612960,126919.000,17861,1,T1,1,100,31.733
1032514.933076,1032514.933077,1760462444.745962,127052.000,17880,1,T1,1,100,31.636
1032515.067078,1032515.067079,1760462444.879964,127186.000,17895,1,T1,1,100,31.559
1032515.200080,1032515.200081,1760462445.012966,127319.000,17928,1,T1,1,100,31.596
1032515.333082,1032515.333083,1760462445.145969,127452.000,17944,1,T1,1,100,31.613
1032515.467084,1032515.467085,1760462445.279971,127586.000,17959,1,T1,1,100,31.655
1032515.600086,1032515.600087,1760462445.412973,127719.000,17990,1,T1,1,100,31.603
1032515.733088,1032515.733089,1760462445.545975,127852.000,18008,1,T1,1,100,31.544
1032515.867090,1032515.867091,1760462445.679978,127986.000,18024,1,T1,1,100,31.555
1032516.000092,1032516.000093,1760462445.812980,128119.000,18054,1,T1,1,100,31.559
1032516.133094,1032516.133095,1760462445.945982,128252.000,18070,1,T1,1,100,31.667
1032516.267096,1032516.267097,1760462446.079985,128386.000,18088,1,T1,1,100,31.750
1032516.400097,1032516.400099,1760462446.212987,128519.000,18118,1,T1,1,100,31.750
1032516.533099,1032516.533101,1760462446.345989,128652.000,18135,1,T1,1,100,31.714
1032516.667101,1032516.667103,1760462446.479991,128786.000,18150,1,T1,1,100,31.664
1032516.800103,1032516.800105,1760462446.612994,128919.000,18183,1,T1,1,100,31.713
1032516.933105,1032516.933107,1760462446.745996,129052.000,18199,1,T1,1,100,31.663
1032517.067107,1032517.067109,1760462446.879998,129186.000,18214,1,T1,1,100,31.783
1032517.200109,1032517.200111,1760462447.013000,129319.000,18230,1,T1,1,100,31.623
1032517.333111,1032517.333113,1760462447.146003,129452.000,18261,1,T1,1,100,31.624
1032517.467113,1032517.467115,1760462447.280005,129586.000,18276,1,T1,1,100,31.731
1032517.600115,1032517.600116,1760462447.413007,129719.000,18293,1,T1,1,100,31.635
1032517.733117,1032517.733118,1760462447.546010,129852.000,18326,2,T1,1,100,31.594
1032517.866119,1032517.866120,1760462447.679012,129985.000,18326,2,T1,1,100,31.612
1032518.000121,1032518.000122,1760462447.813014,130119.000,18342,1,T1,1,100,31.726
1032518.133123,1032518.133124,1760462447.946017,130252.000,18377,1,T1,1,100,31.739
1032518.266125,1032518.266126,1760462448.079019,130385.000,18392,1,T1,1,100,31.745
1032518.400127,1032518.400128,1760462448.213021,130519.000,18408,1,T1,1,100,31.677
1032518.533129,1032518.533130,1760462448.346023,130652.000,18425,1,T1,1,100,31.683
