LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,ED
1032477.214522,1032477.214526,1760462407.027318,89334,11862,0,ED,1,100,100
1032507.855972,1032507.855974,1760462437.668841,119975,16750,0,ED,1,100,100
1032538.440421,1032538.440421,1760462468.253363,150559,21606,0,ED,1,100,100
