LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LM
1032523.942208,1032523.942209,1760462453.755116,136061,19284,8,LM,1,100,LR,1032523.8930105,LM,1032523.8930135,LC,1032523.9091432,LD,sync
1032524.961223,1032524.961224,1760462454.774133,137080,19450,8,LM,1,100,LR,1032524.8980892,LM,1032524.8980922,LC,1032524.9092222,LD,sync
1032525.983238,1032525.983239,1760462455.796151,138102,19613,8,LM,1,100,LR,1032525.9031732,LM,1032525.9031737,LC,1032525.9099416,LD,sync
1032526.922252,1032526.922253,1760462456.735167,139041,19758,8,LM,1,100,LR,1032526.9082341,LM,1032526.9082346,LC,1032526.9096567,LD,sync
1032527.956267,1032527.956268,1760462457.769184,140075,19924,8,LM,1,100,LR,1032527.9132908,LM,1032527.9132897,LC,1032527.9425430,LD,sync
1032528.957282,1032528.957283,1760462458.770201,141076,20091,8,LM,1,100,LR,1032528.9183483,LM,1032528.9183471,LC,1032528.9426003,LD,sync
1032529.971297,1032529.971297,1760462459.784219,142090,20256,8,LM,1,100,LR,1032529.9234006,LM,1032529.9234025,LC,1032529.9426355,LD,sync
1032530.984312,1032530.984312,1760462460.797236,143103,20419,8,LM,1,100,LR,1032530.9250977,LM,1032530.9250996,LC,1032530.9427960,LD,sync
1032531.956326,1032531.956327,1760462461.769253,144075,20563,8,LM,1,100,LR,1032531.9300904,LM,1032531.9300753,LC,1032531.9435931,LD,sync
1032532.958341,1032532.958341,1760462462.771270,145077,20729,8,LM,1,100,LR,1032532.9339118,LM,1032532.9338967,LC,1032532.9425828,LD,sync
1032533.955355,1032533.955356,1760462463.768287,146074,20896,8,LM,1,100,LR,1032533.9353696,LM,1032533.9353699,LC,1032533.9425640,LD,sync
1032534.959370,1032534.959370,1760462464.772304,147078,21060,8,LM,1,100,LR,1032534.9404476,LM,1032534.9404480,LC,1032534.9434525,LD,sync
1032535.989385,1032535.989386,1760462465.802321,148108,21221,8,LM,1,100,LR,1032535.9455151,LM,1032535.9455147,LC,1032535.9758451,LD,sync
1032536.997400,1032536.997400,1760462466.810339,149116,21388,8,LM,1,100,LR,1032536.9461460,LM,1032536.9461457,LC,1032536.9768208,LD,sync
1032538.013415,1032538.013415,1760462467.826356,150132,21550,8,LM,1,100,LR,1032537.9471738,LM,1032537.9471668,LC,1032537.9759164,LD,sync
1032581.156049,1032581.156046,1760462510.969093,193274,28338,8,LM,1,100,LR,1032581.1119492,LM,1032581.1119608,LC,1032581.1435240,LD,sync
1032582.165064,1032582.165061,1760462511.978110,194283,28500,8,LM,1,100,LR,1032582.1170351,LM,1032582.1170413,LC,1032582.1425361,LD,sync
1032583.178079,1032583.178076,1760462512.991127,195296,28663,8,LM,1,100,LR,1032583.1210898,LM,1032583.1210960,LC,1032583.1425906,LD,sync
1032584.197094,1032584.197091,1760462514.010144,196315,28826,8,LM,1,100,LR,1032584.1261430,LM,1032584.1261534,LC,1032584.1435392,LD,sync
1032585.171108,1032585.171105,1760462514.984161,197289,28976,8,LM,1,100,LR,1032585.1311982,LM,1032585.1312086,LC,1032585.1434218,LD,sync
1032586.157123,1032586.157120,1760462515.970178,198275,29139,8,LM,1,100,LR,1032586.1327772,LM,1032586.1327790,LC,1032586.1425036,LD,sync
1032587.157137,1032587.157134,1760462516.970195,199275,29302,8,LM,1,100,LR,1032587.1378634,LM,1032587.1378652,LC,1032587.1425366,LD,sync
1032588.190153,1032588.190149,1760462518.003213,200308,29464,8,LM,1,100,LR,1032588.1429274,LM,1032588.1429293,LC,1032588.1759250,LD,sync
1032589.192167,1032589.192164,1760462519.005230,201310,29623,8,LM,1,100,LR,1032589.1457580,LM,1032589.1457612,LC,1032589.1768160,LD,sync
1032590.205182,1032590.205179,1760462520.018247,202323,29786,8,LM,1,100,LR,1032590.1477979,LM,1032590.1478011,LC,1032590.1767977,LD,sync
1032591.219197,1032591.219194,1760462521.032264,203337,29951,8,LM,1,100,LR,1032591.1528565,LM,1032591.1528599,LC,1032591.1760706,LD,sync
