LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LM
1032476.100505,1032476.100509,1760462405.913299,88220,11685,8,LM,1,100,LR,1032475.7153236,LM,1032475.7153195,LC,1032475.7429877,LD,sync
1032476.782515,1032476.782519,1760462406.595310,88902,11797,8,LM,1,100,LR,1032476.7171823,LM,1032476.7171782,LC,1032476.7426218,LD,sync
1032485.803648,1032485.803651,1760462415.616465,97923,13206,8,LM,1,100,LR,1032485.7476977,LM,1032485.7476985,LC,1032485.7767980,LD,sync
1032486.819663,1032486.819666,1760462416.632482,98939,13368,8,LM,1,100,LR,1032486.7527601,LM,1032486.7527609,LC,1032486.7768080,LD,sync
1032487.791677,1032487.791680,1760462417.604498,99911,13518,8,LM,1,100,LR,1032487.7578186,LM,1032487.7578164,LC,1032487.7768598,LD,sync
1032488.790692,1032488.790695,1760462418.603516,100910,13681,8,LM,1,100,LR,1032488.7628914,LM,1032488.7628891,LC,1032488.7759328,LD,sync
1032489.789706,1032489.789710,1760462419.602533,101909,13841,8,LM,1,100,LR,1032489.7650516,LM,1032489.7650524,LC,1032489.7758654,LD,sync
1032490.792721,1032490.792724,1760462420.605550,102912,14013,8,LM,1,100,LR,1032490.7670294,LM,1032490.7670302,LC,1032490.7758342,LD,sync
1032491.810736,1032491.810739,1760462421.623567,103930,14176,8,LM,1,100,LR,1032491.7711800,LM,1032491.7711793,LC,1032491.7768221,LD,sync
1032492.824751,1032492.824754,1760462422.637584,104944,14338,8,LM,1,100,LR,1032492.7729675,LM,1032492.7729668,LC,1032492.7769547,LD,sync
1032493.791765,1032493.791768,1760462423.604601,105911,14486,8,LM,1,100,LR,1032493.7753078,LM,1032493.7753117,LC,1032493.7763727,LD,sync
1032494.824780,1032494.824783,1760462424.637619,106944,14647,8,LM,1,100,LR,1032494.7803667,LM,1032494.7803706,LC,1032494.8094400,LD,sync
1032495.825795,1032495.825798,1760462425.638636,107945,14817,8,LM,1,100,LR,1032495.7809593,LM,1032495.7809626,LC,1032495.8091913,LD,sync
1032496.818810,1032496.818812,1760462426.631653,108938,14979,8,LM,1,100,LR,1032496.7860396,LM,1032496.7860430,LC,1032496.8100512,LD,sync
1032497.827825,1032497.827827,1760462427.640670,109947,15139,8,LM,1,100,LR,1032497.7911290,LM,1032497.7911253,LC,1032497.8102365,LD,sync
1032498.817839,1032498.817842,1760462428.630687,110937,15285,8,LM,1,100,LR,1032498.7962069,LM,1032498.7962032,LC,1032498.8092871,LD,sync
1032499.823854,1032499.823856,1760462429.636704,111943,15448,8,LM,1,100,LR,1032499.8002693,LM,1032499.8002661,LC,1032499.8101962,LD,sync
1032500.818868,1032500.818871,1760462430.631721,112938,15614,8,LM,1,100,LR,1032500.8053414,LM,1032500.8053382,LC,1032500.8092110,LD,sync
1032501.831883,1032501.831886,1760462431.644738,113951,15782,8,LM,1,100,LR,1032501.8054501,LM,1032501.8054525,LC,1032501.8101451,LD,sync
1032502.855898,1032502.855901,1760462432.668756,114975,15942,8,LM,1,100,LR,1032502.8102197,LM,1032502.8102220,LC,1032502.8432388,LD,sync
1032503.857913,1032503.857915,1760462433.670773,115977,16105,8,LM,1,100,LR,1032503.8149021,LM,1032503.8148963,LC,1032503.8425853,LD,sync
1032504.868928,1032504.868930,1760462434.681790,116988,16270,8,LM,1,100,LR,1032504.8184037,LM,1032504.8183979,LC,1032504.8425706,LD,sync
1032505.884943,1032505.884945,1760462435.697807,118004,16434,8,LM,1,100,LR,1032505.8224615,LM,1032505.8224641,LC,1032505.8426447,LD,sync
1032506.857957,1032506.857959,1760462436.670824,118977,16587,8,LM,1,100,LR,1032506.8275180,LM,1032506.8275206,LC,1032506.8425565,LD,sync
1032517.923120,1032517.923121,1760462447.736013,130042,18319,8,LM,1,100,LR,1032517.8764409,LM,1032517.8764399,LC,1032517.8768705,LD,sync
1032518.923135,1032518.923136,1760462448.736030,131042,18482,8,LM,1,100,LR,1032518.8792774,LM,1032518.8792763,LC,1032518.9098986,LD,sync
1032519.922149,1032519.922150,1760462449.735047,132041,18646,8,LM,1,100,LR,1032519.8843522,LM,1032519.8843559,LC,1032519.9092411,LD,sync
1032520.924164,1032520.924165,1760462450.737064,133043,18792,8,LM,1,100,LR,1032520.8855893,LM,1032520.8855930,LC,1032520.9092004,LD,sync
1032521.923179,1032521.923180,1760462451.736081,134042,18954,8,LM,1,100,LR,1032521.8875812,LM,1032521.8875783,LC,1032521.9092441,LD,sync
1032522.923193,1032522.923194,1760462452.736098,135042,19117,8,LM,1,100,LR,1032522.8879525,LM,1032522.8879495,LC,1032522.9101407,LD,sync
