peak_index,peak_time,peak_time_from_segment_start_sec,peak_amplitude_filtered,emotibit_id,segment,selected_channel
47,63856.92604024469,0.4699019287945702,89.76513667469727,EmotiBit_2,recovery,PPG_1
135,63857.80585662202,1.3497183061263058,94.41882444983348,EmotiBit_2,recovery,PPG_1
224,63858.69567091272,2.2395325968245743,106.5716794620306,EmotiBit_2,recovery,PPG_1
311,63859.56548937667,3.109351060775225,75.16676143995126,EmotiBit_2,recovery,PPG_1
397,63860.42530992724,3.969171611344791,106.62834103299696,EmotiBit_2,recovery,PPG_1
486,63861.315124217945,4.858985902050335,104.19185627319877,EmotiBit_2,recovery,PPG_1
578,63862.23493224878,5.778793932884582,107.9335814466083,EmotiBit_2,recovery,PPG_1
664,63863.09475279935,6.638614483454148,70.59128068153812,EmotiBit_2,recovery,PPG_1
751,63863.9645712633,7.508432947404799,77.52550440975506,EmotiBit_2,recovery,PPG_1
841,63864.86438346738,8.408245151484152,103.67666878375032,EmotiBit_2,recovery,PPG_1
943,63865.88417063201,9.428032316114695,93.94289326604172,EmotiBit_2,recovery,PPG_1
1033,63866.78398283609,10.327844520194049,91.58925310696536,EmotiBit_2,recovery,PPG_1
1121,63867.66379921342,11.207660897525784,91.3435838638583,EmotiBit_2,recovery,PPG_1
1210,63868.55361350412,12.097475188224053,116.84607288287584,EmotiBit_2,recovery,PPG_1
1301,63869.463423621586,13.007285305691768,101.8869223436911,EmotiBit_2,recovery,PPG_1
1393,63870.38323165242,13.927093336526012,102.3431123088384,EmotiBit_2,recovery,PPG_1
1481,63871.26304802975,14.806909713857747,93.63873631277066,EmotiBit_2,recovery,PPG_1
1579,63872.24284354086,15.786705224963953,106.88926830591288,EmotiBit_2,recovery,PPG_1
1671,63873.1626515717,16.706513255805476,109.42883081229893,EmotiBit_2,recovery,PPG_1
1763,63874.08245960254,17.626321286647,89.87503658534916,EmotiBit_2,recovery,PPG_1
1849,63874.94228015311,18.486141837216564,91.51407003948648,EmotiBit_2,recovery,PPG_1
1940,63875.85209027057,19.395951954677003,108.0598168396434,EmotiBit_2,recovery,PPG_1
2029,63876.74190456128,20.285766245382547,107.09909165538568,EmotiBit_2,recovery,PPG_1
2118,63877.63171885198,21.17558053608809,92.43065674948028,EmotiBit_2,recovery,PPG_1
2203,63878.48154148917,22.025403173276572,91.57842914861013,EmotiBit_2,recovery,PPG_1
2293,63879.38135369326,22.9252153773632,106.93502682671284,EmotiBit_2,recovery,PPG_1
2383,63880.28116589734,23.825027581442555,104.73013941553164,EmotiBit_2,recovery,PPG_1
2472,63881.17098018804,24.7148418721481,88.83780490194485,EmotiBit_2,recovery,PPG_1
2558,63882.03080073861,25.574662422717665,91.5668533955512,EmotiBit_2,recovery,PPG_1
2649,63882.94061085607,26.484472540178103,100.48997383305786,EmotiBit_2,recovery,PPG_1
2741,63883.860418886914,27.404280571019623,98.4964121911195,EmotiBit_2,recovery,PPG_1
2832,63884.770229004374,28.314090688480064,95.20974656563575,EmotiBit_2,recovery,PPG_1
2919,63885.64004746832,29.18390915242344,73.67994741292507,EmotiBit_2,recovery,PPG_1
3011,63886.55985549916,30.10371718326496,89.92748637528122,EmotiBit_2,recovery,PPG_1
3115,63887.599638490545,31.1435001746504,94.30425241929976,EmotiBit_2,recovery,PPG_1
3206,63888.509448608005,32.05331029211084,76.01263512911672,EmotiBit_2,recovery,PPG_1
3291,63889.3592712452,32.903132929306594,75.46541144799716,EmotiBit_2,recovery,PPG_1
3381,63890.25908344928,33.80294513338595,89.23090343874429,EmotiBit_2,recovery,PPG_1
3473,63891.17889148012,34.72275316422747,103.52838125282211,EmotiBit_2,recovery,PPG_1
3564,63892.08870159758,35.63256328168791,96.49559925747587,EmotiBit_2,recovery,PPG_1
3652,63892.96851797491,36.51237965901237,78.52473502556822,EmotiBit_2,recovery,PPG_1
3738,63893.82833852547,37.37220020958193,83.41128220531581,EmotiBit_2,recovery,PPG_1
3830,63894.74814655632,38.292008240423456,101.16949825831117,EmotiBit_2,recovery,PPG_1
3924,63895.687950413914,39.23181209801987,103.3046743731064,EmotiBit_2,recovery,PPG_1
4013,63896.57776470462,40.12162638872542,72.90407732127842,EmotiBit_2,recovery,PPG_1
4099,63897.43758525519,40.98144693929498,85.6898338827156,EmotiBit_2,recovery,PPG_1
4191,63898.35739328603,41.901254970136506,96.72299294423294,EmotiBit_2,recovery,PPG_1
4282,63899.26720340349,42.811065087596944,137.36131809613474,EmotiBit_2,recovery,PPG_1
4372,63900.16701560757,43.7108772916763,89.49733358344899,EmotiBit_2,recovery,PPG_1
4462,63901.06682781166,44.61068949576293,97.3156439500624,EmotiBit_2,recovery,PPG_1
4555,63901.99663375587,45.54049543997826,85.58631619607814,EmotiBit_2,recovery,PPG_1
4648,63902.926439700095,46.470301384200866,103.05076405550476,EmotiBit_2,recovery,PPG_1
4738,63903.82625190418,47.370113588287495,74.63898298546125,EmotiBit_2,recovery,PPG_1
4828,63904.72606410826,48.26992579236685,93.11808818501068,EmotiBit_2,recovery,PPG_1
4920,63905.6458721391,49.18973382320837,115.18107313638228,EmotiBit_2,recovery,PPG_1
5021,63906.65566139035,50.19952307445783,118.11919398757642,EmotiBit_2,recovery,PPG_1
5111,63907.55547359443,51.09933527853718,96.05478227477894,EmotiBit_2,recovery,PPG_1
5203,63908.47528162527,52.019143309378705,129.26620211709692,EmotiBit_2,recovery,PPG_1
5295,63909.395089656115,52.93895134022023,119.0281346853285,EmotiBit_2,recovery,PPG_1
5386,63910.304899773575,53.848761457680666,122.39091074642374,EmotiBit_2,recovery,PPG_1
5474,63911.1847161509,54.728577835005126,78.85750906162377,EmotiBit_2,recovery,PPG_1
5564,63912.084528354986,55.628390039091755,134.83239202788457,EmotiBit_2,recovery,PPG_1
5655,63912.99433847245,56.53820015655219,132.74706083052914,EmotiBit_2,recovery,PPG_1
5747,63913.91414650329,57.45800818739371,131.99125775290813,EmotiBit_2,recovery,PPG_1
5839,63914.83395453413,58.37781621823524,103.66921702419522,EmotiBit_2,recovery,PPG_1
5929,63915.73376673821,59.27762842231459,104.5414039675642,EmotiBit_2,recovery,PPG_1
6022,63916.66357268243,60.2074343665372,114.28908178543624,EmotiBit_2,recovery,PPG_1
6114,63917.58338071327,61.12724239737872,95.25283503085754,EmotiBit_2,recovery,PPG_1
6206,63918.503188744115,62.047050428220246,100.68271159004468,EmotiBit_2,recovery,PPG_1
6297,63919.412998861575,62.95686054568069,81.22562409918221,EmotiBit_2,recovery,PPG_1
6397,63920.41279019944,63.95665188354906,126.77721618811545,EmotiBit_2,recovery,PPG_1
6483,63921.27261075001,64.81647243411862,93.56212634705608,EmotiBit_2,recovery,PPG_1
6578,63922.22241252099,65.76627420509612,115.110969979911,EmotiBit_2,recovery,PPG_1
6668,63923.12222472507,66.66608640917548,80.14234712065856,EmotiBit_2,recovery,PPG_1
6757,63924.012039015775,67.55590069988102,48.49003462282799,EmotiBit_2,recovery,PPG_1
6857,63925.01183035365,68.5556920377494,118.30166603292544,EmotiBit_2,recovery,PPG_1
6952,63925.96163212462,69.5054938087269,130.3444338759886,EmotiBit_2,recovery,PPG_1
7042,63926.86144432871,70.40530601281353,72.38908960189455,EmotiBit_2,recovery,PPG_1
7134,63927.78125235955,71.32511404365505,103.87504736362742,EmotiBit_2,recovery,PPG_1
7226,63928.701060390384,72.2449220744893,106.83309689683034,EmotiBit_2,recovery,PPG_1
7316,63929.60087259447,73.14473427857592,99.2628507867912,EmotiBit_2,recovery,PPG_1
7403,63930.470691058414,74.0145527425193,80.27425878920033,EmotiBit_2,recovery,PPG_1
7488,63931.32051369561,74.86437537971506,96.11457707275606,EmotiBit_2,recovery,PPG_1
7578,63932.22032589969,75.76418758379441,113.74526863687936,EmotiBit_2,recovery,PPG_1
7668,63933.120138103775,76.66399978788104,108.37210607078867,EmotiBit_2,recovery,PPG_1
7759,63934.02994822123,77.57380990534148,96.225559512837,EmotiBit_2,recovery,PPG_1
7844,63934.879770858424,78.42363254252996,80.49804915259308,EmotiBit_2,recovery,PPG_1
7932,63935.75958723575,79.30344891985442,113.11557697585718,EmotiBit_2,recovery,PPG_1
