peak_index,peak_time,peak_time_from_segment_start_sec,peak_amplitude_filtered,emotibit_id,segment,selected_channel
6,63103.05158825226,0.0605632083461387,23.686261804156292,EmotiBit_4,main_meditation,PPG_2
85,63103.84900382876,0.8579787848429987,27.543875278074516,EmotiBit_4,main_meditation,PPG_2
180,63104.80792129417,1.816896250253194,18.74372561547957,EmotiBit_4,main_meditation,PPG_2
272,63105.73655715541,2.745532111497596,27.676338142590364,EmotiBit_4,main_meditation,PPG_2
367,63106.69547462082,3.704449576907791,27.161517331700903,EmotiBit_4,main_meditation,PPG_2
461,63107.644298218176,4.653273174262722,25.944783617424022,EmotiBit_4,main_meditation,PPG_2
551,63108.5527463433,5.561721299389319,17.994961274238488,EmotiBit_4,main_meditation,PPG_2
631,63109.36025578786,6.3692307439487195,17.34131309523209,EmotiBit_4,main_meditation,PPG_2
732,63110.37973646162,7.388711417705053,18.81570857694039,EmotiBit_4,main_meditation,PPG_2
813,63111.19733977423,8.206314730319718,21.814099402354017,EmotiBit_4,main_meditation,PPG_2
883,63111.90391053822,8.912885494304646,19.90541301055036,EmotiBit_4,main_meditation,PPG_2
954,63112.620575170266,9.629550126352116,11.513313032302042,EmotiBit_4,main_meditation,PPG_2
1021,63113.296864330085,10.30583928617125,14.14720143354904,EmotiBit_4,main_meditation,PPG_2
1087,63113.96305962184,10.972034577927843,19.774399937361583,EmotiBit_4,main_meditation,PPG_2
1162,63114.72009972612,11.729074682203644,21.943800681059628,EmotiBit_4,main_meditation,PPG_2
1249,63115.59826624707,12.607241203157171,18.37541791571212,EmotiBit_4,main_meditation,PPG_2
1296,63116.07267804575,13.081653001834638,3.002259023756083,EmotiBit_4,main_meditation,PPG_2
1342,63116.53699597637,13.54597093245684,36.22097392033736,EmotiBit_4,main_meditation,PPG_2
1445,63117.57666438624,14.585639342323702,31.800598595669246,EmotiBit_4,main_meditation,PPG_2
1552,63118.65670826833,15.6656832244189,31.62061725198646,EmotiBit_4,main_meditation,PPG_2
1658,63119.72665828237,16.73563323845883,22.674030049836585,EmotiBit_4,main_meditation,PPG_2
1756,63120.715857351955,17.724832308042096,26.182720806171947,EmotiBit_4,main_meditation,PPG_2
1852,63121.68486868543,18.69384364151483,31.990054228389205,EmotiBit_4,main_meditation,PPG_2
1939,63122.56303520638,19.57201016246836,22.88819388062078,EmotiBit_4,main_meditation,PPG_2
2021,63123.39073238705,20.39970734313829,27.623475942355388,EmotiBit_4,main_meditation,PPG_2
2096,63124.14777249133,21.15674744741409,19.588173440325885,EmotiBit_4,main_meditation,PPG_2
2165,63124.84424938726,21.85322434334375,21.379907428435207,EmotiBit_4,main_meditation,PPG_2
2237,63125.57100788736,22.579982843446487,24.34429944431727,EmotiBit_4,main_meditation,PPG_2
2322,63126.4289866722,23.43796162828949,23.11015745691712,EmotiBit_4,main_meditation,PPG_2
2411,63127.327340929274,24.33631588536082,33.67327410905577,EmotiBit_4,main_meditation,PPG_2
2506,63128.286258394684,25.295233350771017,27.322272375253572,EmotiBit_4,main_meditation,PPG_2
2603,63129.26536359621,26.274338552299017,25.791887596437498,EmotiBit_4,main_meditation,PPG_2
2698,63130.22428106162,27.23325601770921,33.229908077289394,EmotiBit_4,main_meditation,PPG_2
2793,63131.18319852703,28.192173483119404,28.752824682004313,EmotiBit_4,main_meditation,PPG_2
2881,63132.07145891605,29.080433872135472,16.812936653705744,EmotiBit_4,main_meditation,PPG_2
2960,63132.86887449255,29.87784944863961,19.420035999229807,EmotiBit_4,main_meditation,PPG_2
3022,63133.49469431208,30.50366926816787,17.34500098483985,EmotiBit_4,main_meditation,PPG_2
3099,63134.27192215247,31.2808971085542,24.627976003935785,EmotiBit_4,main_meditation,PPG_2
3170,63134.988586784515,31.997561740601668,19.990115147523433,EmotiBit_4,main_meditation,PPG_2
3238,63135.67496981239,32.68394476847607,17.919832876441415,EmotiBit_4,main_meditation,PPG_2
3309,63136.39163444443,33.40060940051626,19.46975103121887,EmotiBit_4,main_meditation,PPG_2
