timestamp,time_from_segment_start_sec,selected_channel_name,backup_channel_name,selected_channel_raw,selected_channel_clipped,selected_channel_detrended,selected_channel_filtered,selected_channel_filtered_z
62858.87910224024,0.0,PPG_1,PPG_2,183885.0,183885.0,204.79674711471307,59.811491088243315,0.5877849124775456
62858.88910501018,0.0100027699372731,PPG_1,PPG_2,183897.0,183897.0,216.71731412035297,70.63701132591696,0.6943371579451053
62858.899107780126,0.0200055398818221,PPG_1,PPG_2,183960.0,183960.0,279.63788112599286,81.16267202381349,0.7979379787617804
62858.90911055007,0.0300083098263712,PPG_1,PPG_2,183920.0,183920.0,239.55844813160365,91.18692081717778,0.8966035573767785
62858.91911332001,0.0400110797636443,PPG_1,PPG_2,183945.0,183945.0,264.47901513724355,100.56398551996645,0.9888991032757756
62858.92911608995,0.0500138497081934,PPG_1,PPG_2,183910.0,183910.0,229.39958214288345,109.21515599727802,1.074049896959784
62858.93911885989,0.0600166196454665,PPG_1,PPG_2,183994.0,183994.0,313.32014914852334,117.13105339026924,1.1519636252237362
62858.949121629834,0.0700193895900156,PPG_1,PPG_2,183972.0,183972.0,291.24071615416324,124.36864976640535,1.2232010464962402
62858.95912439977,0.0800221595272887,PPG_1,PPG_2,183964.0,183964.0,283.16128315980313,131.04356059666793,1.2889001280780277
62858.96912716971,0.0900249294718378,PPG_1,PPG_2,183964.0,183964.0,283.08185016544303,137.31570726778776,1.3506349266869595
62858.97912993965,0.1000276994091109,PPG_1,PPG_2,183992.0,183992.0,311.0024171710829,143.3692744086856,1.410218314624897
62858.9891327096,0.11003046935366,PPG_1,PPG_2,183995.0,183995.0,313.9229841766937,149.39114130718656,1.469489686887366
62858.999135479535,0.1200332392909331,PPG_1,PPG_2,183996.0,183996.0,314.8435511823336,155.55079682305896,1.5301172698684389
62859.00913824948,0.1300360092354822,PPG_1,PPG_2,184036.0,184036.0,354.7641181879735,161.98194211996187,1.5934170427447953
62859.01914101942,0.1400387791727553,PPG_1,PPG_2,183998.0,183998.0,316.6846851936134,168.76496674894784,1.6601802549888593
62859.02914378936,0.1500415491173043,PPG_1,PPG_2,184032.0,184032.0,350.6052521992533,175.90993469305084,1.7305059632710798
62859.0391465593,0.1600443190545775,PPG_1,PPG_2,184018.0,184018.0,336.5258192048932,183.34117550849106,1.80364936683147
62859.04914932924,0.1700470889991265,PPG_1,PPG_2,184038.0,184038.0,356.4463862105331,190.88626095973135,1.8779133079099297
62859.05915209918,0.1800498589363997,PPG_1,PPG_2,184054.0,184054.0,372.3669532161439,198.27228978554737,1.9506117038484463
62859.069154869125,0.1900526288809487,PPG_1,PPG_2,184044.0,184044.0,362.2875202217838,205.13093683593794,2.018119244183119
62859.07915763906,0.2000553988182218,PPG_1,PPG_2,184039.0,184039.0,357.2080872274237,211.01248378467704,2.0760094906056503
62859.08916040901,0.2100581687627709,PPG_1,PPG_2,184085.0,184085.0,403.12865423306357,215.409298230964,2.119285974494683
62859.099163178944,0.220060938700044,PPG_1,PPG_2,184053.0,184053.0,371.04922123870347,217.78946091436907,2.142713179185716
62859.10916594889,0.2300637086445931,PPG_1,PPG_2,184090.0,184090.0,407.96978824434336,217.63945159176532,2.141236683847518
62859.11916871883,0.2400664785891422,PPG_1,PPG_2,184072.0,184072.0,389.89035524998326,214.5124655315096,2.1104587277815834
62859.12917148877,0.2500692485264153,PPG_1,PPG_2,184097.0,184097.0,414.81092225562315,208.07786810755627,2.0471249766870177
62859.139174258715,0.2600720184709644,PPG_1,PPG_2,184102.0,184102.0,419.73148926123395,198.16637283796715,1.9495691961121004
62859.14917702865,0.2700747884082375,PPG_1,PPG_2,184082.0,184082.0,399.65205626687384,184.8039458747639,1.818046962855296
62859.1591797986,0.2800775583527866,PPG_1,PPG_2,184064.0,184064.0,381.57262327251374,168.22684622016783,1.6548837011591266
62859.169182568534,0.2900803282900597,PPG_1,PPG_2,184004.0,184004.0,321.49319027815363,148.8728092976971,1.4643879053289506
62859.17918533848,0.3000830982346087,PPG_1,PPG_2,184005.0,184005.0,322.41375728379353,127.34908008933093,1.252536499795025
62859.189188108416,0.3100858681718819,PPG_1,PPG_2,183968.0,183968.0,285.3343242894334,104.38342434795624,1.0264926576374411
