timestamp,time_from_start_sec,PPG_1,PPG_2,PPG_3
62847.36591403804,0.0,183802.0,155506.0,10315.0
62847.375916807985,0.010002769944549073,183766.0,155460.0,10302.0
62847.38591957792,0.020005539881822187,183755.0,155488.0,10269.0
62847.39592234787,0.03000830982637126,183721.0,155475.0,10283.0
62847.405925117804,0.040011079763644375,183673.0,155427.0,10223.0
62847.41592788775,0.05001384970819345,183688.0,155433.0,10235.0
62847.425930657686,0.06001661964546656,183652.0,155429.0,10196.0
62847.43593342763,0.07001938959001563,183601.0,155407.0,10145.0
62847.44593619757,0.08002215952728875,183610.0,155434.0,10165.0
62847.45593896751,0.09002492947183782,183566.0,155411.0,10107.0
62847.46594173745,0.10002769940911094,183574.0,155391.0,10126.0
62847.475944507394,0.11003046935366001,183557.0,155371.0,10133.0
62847.48594727733,0.12003323929093312,183545.0,155380.0,10079.0
62847.495950047276,0.1300360092354822,183526.0,155366.0,10062.0
62847.50595281721,0.1400387791727553,183538.0,155382.0,10065.0
62847.51595558716,0.15004154911730438,183541.0,155384.0,10071.0
62847.525958357095,0.1600443190545775,183543.0,155363.0,10071.0
62847.53596112704,0.17004708899912657,183518.0,155358.0,10045.0
62847.54596389698,0.1800498589363997,183520.0,155371.0,10052.0
62847.55596666692,0.19005262888094876,183498.0,155418.0,10052.0
62847.565969436866,0.20005539882549783,183475.0,155366.0,10017.0
62847.5759722068,0.21005816876277095,183516.0,155345.0,10055.0
62847.58597497675,0.22006093870732002,183497.0,155357.0,10020.0
62847.595977746685,0.23006370864459313,183504.0,155379.0,10026.0
62847.60598051663,0.2400664785891422,183467.0,155332.0,10038.0
62847.61598328657,0.2500692485264153,183509.0,155364.0,10045.0
62847.62598605651,0.2600720184709644,183487.0,155348.0,10013.0
62847.63598882645,0.2700747884082375,183456.0,155311.0,10012.0
62847.64599159639,0.2800775583527866,183509.0,155331.0,10016.0
62847.65599436633,0.2900803282900597,183493.0,155349.0,10000.0
62847.665997136275,0.30008309823460877,183488.0,155356.0,10022.0
62847.67599990621,0.3100858681718819,183491.0,155364.0,10019.0
62847.68600267616,0.32008863811643096,183477.0,155356.0,10001.0
62847.696005446094,0.33009140805370407,183464.0,155342.0,10029.0
62847.70600821604,0.34009417799825314,183493.0,155354.0,9991.0
