peak_time,ibi_sec,hr_bpm,peak_time_from_segment_start_sec,emotibit_id,segment,selected_channel,ibi_valid,hr_valid,keep
62860.009415243585,0.9102520646410994,65.9158076435204,1.1303130033484194,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62860.77962852905,0.7702132854683441,77.90049994205924,1.9005262888167636,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62861.55984458446,0.7802160554056172,76.90177558420957,2.680742344222381,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62862.440088339274,0.8802437548147282,68.16293744978478,3.560986099037109,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62863.3703459438,0.9302576045229216,64.49826339314983,4.4912437035600306,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62864.34061462808,0.970268684286566,61.83854119142031,5.4615123878465965,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62865.300880542425,0.9602659143420169,62.482692662388786,6.4217783021886135,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62866.211132607066,0.9102520646410994,65.9158076435204,7.332030366829713,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62867.05136528212,0.8402326750510838,71.40879161400403,8.172263041880797,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62867.88159518723,0.8302299051138107,72.26913850058799,9.002492946994607,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62868.80185002181,0.9202548345783725,65.19933147375404,9.92274778157298,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62869.83213532574,1.0302853039320325,58.2362960735371,10.953033085505012,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62870.82240954991,0.9902742241683882,60.58927773303073,11.9433073096734,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62871.80268100414,0.9802714542311151,61.207535668843434,12.923578763904516,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62872.70293029884,0.9002492946965504,66.6482055064807,13.823828058601066,EmotiBit_7,pre_meditation,PPG_1,True,True,True
62873.58317405366,0.8802437548220041,68.16293744922135,14.70407181342307,EmotiBit_7,pre_meditation,PPG_1,True,True,True
