peak_index,peak_time,peak_time_from_segment_start_sec,peak_amplitude_filtered,emotibit_id,segment,selected_channel
72,63857.187650984066,0.7236467689290293,27.96039939097807,EmotiBit_1,recovery,PPG_1
157,63858.041956197376,1.5779519822390284,19.973542119995862,EmotiBit_1,recovery,PPG_1
254,63859.01686920551,2.552864990371745,26.00526683880987,EmotiBit_1,recovery,PPG_1
346,63859.9415289658,3.477524750662269,25.017588946932115,EmotiBit_1,recovery,PPG_1
437,63860.85613807652,4.392133861379989,32.83633808496284,EmotiBit_1,recovery,PPG_1
498,63861.46922770019,5.005223485051829,12.48747268151099,EmotiBit_1,recovery,PPG_1
606,63862.55469785358,6.090693638441735,40.75127906200633,EmotiBit_1,recovery,PPG_1
737,63863.871332947034,7.407328731896996,112.21824031059008,EmotiBit_1,recovery,PPG_1
901,63865.519639476246,9.055635261109272,45.14747532797087,EmotiBit_1,recovery,PPG_1
992,63866.43424858697,9.97024437183427,21.317712457464182,EmotiBit_1,recovery,PPG_1
1086,63867.37900964639,10.91500543125585,32.888682349416,EmotiBit_1,recovery,PPG_1
1179,63868.313720056256,11.849715841119178,32.41860849267961,EmotiBit_1,recovery,PPG_1
1269,63869.21827851741,12.75427430227137,17.697768115988325,EmotiBit_1,recovery,PPG_1
1356,63870.09268502986,13.6286808147197,23.641660986665247,EmotiBit_1,recovery,PPG_1
1447,63871.00729414058,14.543289925444697,32.51173769059348,EmotiBit_1,recovery,PPG_1
1541,63871.95205520001,15.488050984873553,40.08143032396097,EmotiBit_1,recovery,PPG_1
1633,63872.8767149603,16.412710745164077,25.48385048766986,EmotiBit_1,recovery,PPG_1
1722,63873.77122277188,17.307218556743464,33.69532115219693,EmotiBit_1,recovery,PPG_1
1823,63874.78633837829,18.32233416315285,30.314350752599207,EmotiBit_1,recovery,PPG_1
1922,63875.78135268556,19.317348470423894,33.66007462292103,EmotiBit_1,recovery,PPG_1
2017,63876.736164394555,20.27216017941828,30.85531594364704,EmotiBit_1,recovery,PPG_1
2114,63877.71107740269,21.247073187550995,36.449869631827646,EmotiBit_1,recovery,PPG_1
2213,63878.70609170996,22.242087494822044,36.719460752813056,EmotiBit_1,recovery,PPG_1
2311,63879.69105536766,23.22705115252029,27.9047415782935,EmotiBit_1,recovery,PPG_1
2412,63880.70617097406,24.24216675892239,18.383796782048716,EmotiBit_1,recovery,PPG_1
2501,63881.600678785646,25.136674570509054,31.797131679543707,EmotiBit_1,recovery,PPG_1
2609,63882.68614893903,26.222144723891688,29.931909586723307,EmotiBit_1,recovery,PPG_1
2702,63883.62085934889,27.156855133755016,11.79551398638212,EmotiBit_1,recovery,PPG_1
2792,63884.52541781005,28.061413594907208,31.894064116997704,EmotiBit_1,recovery,PPG_1
2889,63885.50033081818,29.036326603039925,27.48119080447561,EmotiBit_1,recovery,PPG_1
2976,63886.374737330625,29.910733115488256,37.948982480681686,EmotiBit_1,recovery,PPG_1
3064,63887.259194492646,30.79519027750939,21.007900977895304,EmotiBit_1,recovery,PPG_1
3148,63888.10344905638,31.639444841246583,29.54190278796682,EmotiBit_1,recovery,PPG_1
3240,63889.028108816674,32.56410460153711,32.22987692340556,EmotiBit_1,recovery,PPG_1
3330,63889.93266727783,33.46866306269658,15.69705836942102,EmotiBit_1,recovery,PPG_1
3416,63890.79702314071,34.333018925572105,29.495690249227597,EmotiBit_1,recovery,PPG_1
3503,63891.67142965316,35.20742543802044,33.06831965499559,EmotiBit_1,recovery,PPG_1
3590,63892.545836165606,36.08183195046877,23.01547989749589,EmotiBit_1,recovery,PPG_1
3688,63893.53079982331,37.06679560817429,33.83594662103921,EmotiBit_1,recovery,PPG_1
3770,63894.35495308792,37.89094887278043,25.339717401807444,EmotiBit_1,recovery,PPG_1
3864,63895.299714147346,38.83570993220928,30.698787393993577,EmotiBit_1,recovery,PPG_1
3958,63896.24447520677,39.780470991630864,37.50892267055397,EmotiBit_1,recovery,PPG_1
