timestamp,time_from_segment_start_sec,selected_channel_name,backup_channel_name,selected_channel_raw,selected_channel_clipped,selected_channel_detrended,selected_channel_filtered,selected_channel_filtered_z
62858.88241683868,0.0,PPG_1,PPG_3,172392.0,172392.0,148.67736139081535,3.8769235545198355,0.11689750744656019
62858.89252600278,0.0101091641045059,PPG_1,PPG_3,172376.0,172376.0,132.70825279390556,1.693877965755821,0.05117432601186434
62858.902635166894,0.0202183282162877,PPG_1,PPG_3,172398.0,172398.0,154.73914419696666,-0.3523976440177684,-0.010431232689585436
62858.912744331,0.0303274923207936,PPG_1,PPG_3,172366.0,172366.0,122.77003560005687,-2.1659361223180698,-0.06502996350015736
62858.9228534951,0.0404366564252995,PPG_1,PPG_3,172388.0,172388.0,144.80092700311798,-3.6715291686837586,-0.11035763116885361
62858.932962659215,0.0505458205370814,PPG_1,PPG_3,172396.0,172396.0,152.83181840620819,-4.819799454032216,-0.14492767253145963
62858.94307182332,0.0606549846415873,PPG_1,PPG_3,172391.0,172391.0,147.8627098092693,-5.589106689841949,-0.16808858098815108
62858.953180987424,0.0707641487460932,PPG_1,PPG_3,172349.0,172349.0,105.8936012123595,-5.986029463993053,-0.18003841274400811
62858.963290151536,0.0808733128578751,PPG_1,PPG_3,172385.0,172385.0,141.9244926154206,-6.045181317733875,-0.18181924958755186
62858.97339931564,0.090982476962381,PPG_1,PPG_3,172394.0,172394.0,150.9553840185108,-5.826133422551527,-0.17522455242132884
62858.983508479745,0.1010916410668869,PPG_1,PPG_3,172369.0,172369.0,125.98627542157192,-5.405236709780542,-0.16255295675649603
62858.99361764385,0.1112008051713928,PPG_1,PPG_3,172399.0,172399.0,156.01716682466213,-4.863420491174632,-0.14624093568695049
62859.00372680796,0.1213099692831747,PPG_1,PPG_3,172393.0,172393.0,150.04805822772323,-4.272707171553866,-0.12845680928979722
62859.013835972066,0.1314191333876806,PPG_1,PPG_3,172414.0,172414.0,171.07894963081344,-3.6839853533553413,-0.11073263940934483
