peak_index,peak_time,peak_time_from_segment_start_sec,peak_amplitude_filtered,emotibit_id,segment,selected_channel
22,62859.099163178944,0.220060938700044,217.78946091436907,EmotiBit_7,pre_meditation,PPG_1
113,62860.009415243585,1.1303130033411437,132.56418976966597,EmotiBit_7,pre_meditation,PPG_1
190,62860.77962852905,1.9005262888094876,136.24341702930388,EmotiBit_7,pre_meditation,PPG_1
268,62861.55984458446,2.680742344215105,152.4702985310265,EmotiBit_7,pre_meditation,PPG_1
356,62862.440088339274,3.560986099029833,194.71597488196855,EmotiBit_7,pre_meditation,PPG_1
449,62863.3703459438,4.491243703552755,183.23164776139296,EmotiBit_7,pre_meditation,PPG_1
546,62864.34061462808,5.461512387839321,179.53250138813902,EmotiBit_7,pre_meditation,PPG_1
642,62865.300880542425,6.4217783021813375,175.95285471668754,EmotiBit_7,pre_meditation,PPG_1
733,62866.211132607066,7.332030366822437,145.76373048310094,EmotiBit_7,pre_meditation,PPG_1
817,62867.05136528212,8.17226304187352,154.85236096869025,EmotiBit_7,pre_meditation,PPG_1
900,62867.88159518723,9.002492946987331,171.48978907387283,EmotiBit_7,pre_meditation,PPG_1
992,62868.80185002181,9.922747781565704,211.9607276170448,EmotiBit_7,pre_meditation,PPG_1
1095,62869.83213532574,10.953033085497736,218.56171240935717,EmotiBit_7,pre_meditation,PPG_1
1194,62870.82240954991,11.943307309666125,193.92565224806205,EmotiBit_7,pre_meditation,PPG_1
1292,62871.80268100414,12.92357876389724,167.6437411996306,EmotiBit_7,pre_meditation,PPG_1
1382,62872.70293029884,13.82382805859379,148.7319767603113,EmotiBit_7,pre_meditation,PPG_1
1470,62873.58317405366,14.704071813415794,180.5230007931744,EmotiBit_7,pre_meditation,PPG_1
1564,62874.52343442812,15.644332187875987,202.6787616919117,EmotiBit_7,pre_meditation,PPG_1
1664,62875.523711422225,16.64460918198165,216.7870405153256,EmotiBit_7,pre_meditation,PPG_1
1757,62876.45396902675,17.574866786504572,132.76937832832814,EmotiBit_7,pre_meditation,PPG_1
1850,62877.38422663127,18.505124391027493,144.20693411942676,EmotiBit_7,pre_meditation,PPG_1
1938,62878.264470386086,19.38536814584222,172.68389418550964,EmotiBit_7,pre_meditation,PPG_1
2034,62879.224736300435,20.34563406019151,179.1597556364528,EmotiBit_7,pre_meditation,PPG_1
2128,62880.164996674896,21.28589443465171,148.1150104827939,EmotiBit_7,pre_meditation,PPG_1
2209,62880.97522104013,22.096118799883698,118.24649492280578,EmotiBit_7,pre_meditation,PPG_1
2296,62881.845462025005,22.966359784761153,175.5147653500196,EmotiBit_7,pre_meditation,PPG_1
2393,62882.81573070929,23.93662846904772,187.1340130596336,EmotiBit_7,pre_meditation,PPG_1
2494,62883.82601047334,24.94690823309793,184.7590491145564,EmotiBit_7,pre_meditation,PPG_1
2603,62884.91631239692,26.037210156675428,143.22175978660067,EmotiBit_7,pre_meditation,PPG_1
2699,62885.87657831126,26.997476071017445,166.78568730577834,EmotiBit_7,pre_meditation,PPG_1
2796,62886.84684699555,27.96774475530401,142.73741013537523,EmotiBit_7,pre_meditation,PPG_1
2883,62887.717087980425,28.837985740181463,128.50579221850316,EmotiBit_7,pre_meditation,PPG_1
2963,62888.51730957571,29.638207335468906,147.40199404903066,EmotiBit_7,pre_meditation,PPG_1
3048,62889.36754502071,30.48844278046454,174.07217632508383,EmotiBit_7,pre_meditation,PPG_1
3132,62890.20777769576,31.328675455515626,162.84623858382082,EmotiBit_7,pre_meditation,PPG_1
3215,62891.03800760087,32.15890536062943,172.12044795076946,EmotiBit_7,pre_meditation,PPG_1
3307,62891.95826243545,33.079160195207805,203.95683971667427,EmotiBit_7,pre_meditation,PPG_1
3406,62892.94853665962,34.06943441937619,212.09152304522163,EmotiBit_7,pre_meditation,PPG_1
3506,62893.94881365373,35.06971141348913,184.12335470420717,EmotiBit_7,pre_meditation,PPG_1
3598,62894.86906848831,35.9899662480675,145.34573422874425,EmotiBit_7,pre_meditation,PPG_1
3683,62895.71930393331,36.840201693063136,145.8436114331349,EmotiBit_7,pre_meditation,PPG_1
3776,62896.64956153782,37.77045929757878,191.81302347938453,EmotiBit_7,pre_meditation,PPG_1
3878,62897.66984407182,38.79074183157354,222.68673432012756,EmotiBit_7,pre_meditation,PPG_1
3984,62898.730137685576,39.851035445331945,202.35776530626077,EmotiBit_7,pre_meditation,PPG_1
4087,62899.76042298951,40.88132074926398,187.4814887578592,EmotiBit_7,pre_meditation,PPG_1
4188,62900.77070275356,41.89160051331419,170.82798770429582,EmotiBit_7,pre_meditation,PPG_1
4288,62901.77097974767,42.891877507427125,172.15477807877025,EmotiBit_7,pre_meditation,PPG_1
4375,62902.64122073254,43.762118492297304,141.15746769345384,EmotiBit_7,pre_meditation,PPG_1
4462,62903.51146171742,44.63235947717476,174.35367567849607,EmotiBit_7,pre_meditation,PPG_1
4558,62904.47172763176,45.592625391516776,198.0599636118717,EmotiBit_7,pre_meditation,PPG_1
4660,62905.492010165755,46.612907925511536,206.04427937887883,EmotiBit_7,pre_meditation,PPG_1
4760,62906.49228715987,47.61318491962447,187.7138687888068,EmotiBit_7,pre_meditation,PPG_1
4852,62907.41254199445,48.533439754202846,146.2808449424295,EmotiBit_7,pre_meditation,PPG_1
4939,62908.28278297933,49.4036807390803,153.55667124378328,EmotiBit_7,pre_meditation,PPG_1
5033,62909.223043353784,50.343941113540495,192.8414172904935,EmotiBit_7,pre_meditation,PPG_1
5127,62910.163303728245,51.28420148800069,179.0305956615591,EmotiBit_7,pre_meditation,PPG_1
5225,62911.14357518248,52.264472942231805,193.5747924469381,EmotiBit_7,pre_meditation,PPG_1
