timestamp,time_from_segment_start_sec,selected_channel_name,backup_channel_name,selected_channel_raw,selected_channel_clipped,selected_channel_detrended,selected_channel_filtered,selected_channel_filtered_z
63856.45548962639,0.0,PPG_1,PPG_2,161630.0,161630.0,-37.815720656421036,-5.620872580053195,-0.03612158756856224
63856.46558942813,0.010099801736942,PPG_1,PPG_2,161616.0,161616.0,-51.6821327045036,-12.117851319322918,-0.07821571307434629
63856.47568922987,0.02019960348116,PPG_1,PPG_2,161595.0,161595.0,-72.54854475255706,-18.236091764449707,-0.11785598149866308
63856.48578903161,0.0302994052253779,PPG_1,PPG_2,161602.0,161602.0,-65.41495680063963,-23.64760857737225,-0.15291736572683842
63856.49588883336,0.0403992069695959,PPG_1,PPG_2,161622.0,161622.0,-45.28136884869309,-28.080126719477764,-0.18163578739146383
63856.505988635094,0.050499008706538,PPG_1,PPG_2,161592.0,161592.0,-75.14778089677566,-31.333685863072585,-0.20271569736610626
63856.51608843684,0.0605988104507559,PPG_1,PPG_2,161602.0,161602.0,-65.01419294482912,-33.29001070106539,-0.2153907862905635
63856.52618823858,0.0706986121949739,PPG_1,PPG_2,161609.0,161609.0,-57.88060499288258,-33.916481791718404,-0.21944971179639905
63856.536288040326,0.0807984139391919,PPG_1,PPG_2,161592.0,161592.0,-74.74701704096515,-33.26537522628587,-0.21523117229013652
63856.54638784207,0.0908982156834099,PPG_1,PPG_2,161583.0,161583.0,-83.61342908901861,-31.468301837119004,-0.2035878784111731
63856.55648764381,0.1009980174203519,PPG_1,PPG_2,161604.0,161604.0,-62.479841137101175,-28.724990889131487,-0.1858138822230683
63856.56658744555,0.1110978191645699,PPG_1,PPG_2,161641.0,161641.0,-25.346253185154637,-25.284952215265026,-0.16352576562400395
63856.576687247296,0.1211976209087879,PPG_1,PPG_2,161618.0,161618.0,-48.2126652332372,-21.422999672992784,-0.13850405606703803
63856.58678704904,0.1312974226530059,PPG_1,PPG_2,161614.0,161614.0,-52.079077281290665,-17.413585309903706,-0.11252693682783681
63856.596886850784,0.1413972243972239,PPG_1,PPG_2,161650.0,161650.0,-15.945489329373231,-13.50898048613916,-0.08722888182442623
63856.60698665252,0.1514970261341659,PPG_1,PPG_2,161633.0,161633.0,-32.81190137742669,-9.923228234424363,-0.06399668246320493
63856.617086454266,0.1615968278783839,PPG_1,PPG_2,161615.0,161615.0,-50.678313425480155,-6.822387511774582,-0.043906239845050765
63856.62718625601,0.1716966296226019,PPG_1,PPG_2,161609.0,161609.0,-56.54472547356272,-4.320884382842814,-0.02769892396976422
63856.637286057754,0.1817964313668199,PPG_1,PPG_2,161664.0,161664.0,-1.4111375216161832,-2.4811000810080177,-0.01577890477116206
63856.6473858595,0.1918962331110378,PPG_1,PPG_2,161640.0,161640.0,-25.27754956969875,-1.3126665858966537,-0.00820858814212718
63856.657485661235,0.2019960348479799,PPG_1,PPG_2,161654.0,161654.0,-11.143961617752211,-0.7721045935517855,-0.004706270332175531
63856.66758546298,0.2120958365921978,PPG_1,PPG_2,161639.0,161639.0,-26.010373665834777,-0.7669727912492723,-0.004673021226881838
63856.67768526472,0.2221956383364158,PPG_1,PPG_2,161609.0,161609.0,-55.87678571388824,-1.16697023207016,-0.0072646169749386435
63856.68778506647,0.2322954400806338,PPG_1,PPG_2,161639.0,161639.0,-25.7431977619417,-1.8198907163048812,-0.01149490891703032
63856.697884868205,0.2423952418175758,PPG_1,PPG_2,161619.0,161619.0,-45.60960981002427,-2.5673860164495785,-0.016337954006448507
63856.70798466995,0.2524950435617938,PPG_1,PPG_2,161651.0,161651.0,-13.47602185807773,-3.2563362754068605,-0.020801683969500533
63856.71808447169,0.2625948453060118,PPG_1,PPG_2,161648.0,161648.0,-16.342433906160295,-3.7452700590720718,-0.023969501024098845
63856.72818427344,0.2726946470502298,PPG_1,PPG_2,161631.0,161631.0,-33.20884595421376,-3.9085994856656434,-0.025027717413243184
63856.73828407518,0.2827944487944478,PPG_1,PPG_2,161621.0,161621.0,-43.07525800229632,-3.641816730933415,-0.0232992237223835
63856.74838387692,0.2928942505313898,PPG_1,PPG_2,161661.0,161661.0,-2.941670050349785,-2.868160899360889,-0.01828668374350769
63856.75848367866,0.3029940522756078,PPG_1,PPG_2,161618.0,161618.0,-45.80808209843235,-1.5450249348334826,-0.009714045046787304
63856.76858348041,0.3130938540198258,PPG_1,PPG_2,161610.0,161610.0,-53.67449414648581,0.331354783248918,0.002443076981650535
63856.77868328215,0.3231936557640438,PPG_1,PPG_2,161667.0,161667.0,3.459093805460725,2.72445070954354,0.017948019249654515
63856.78878308389,0.3332934575009858,PPG_1,PPG_2,161643.0,161643.0,-20.40731824262184,5.561330919341594,0.036328253569081724
63856.79888288563,0.3433932592452038,PPG_1,PPG_2,161650.0,161650.0,-13.273730290675303,8.74150465784719,0.05693269724221893
