peak_index,peak_time,peak_time_from_segment_start_sec,peak_amplitude_filtered,emotibit_id,segment,selected_channel
11,62858.995790896326,0.1109786430170061,71.24803133890916,EmotiBit_6,pre_meditation,PPG_2
95,62859.843264170304,0.958451916994818,43.01016714480274,EmotiBit_6,pre_meditation,PPG_2
176,62860.66047054163,1.7756582883230294,49.25255121901955,EmotiBit_6,pre_meditation,PPG_2
253,62861.43732104277,2.5525087894639,35.1341616232839,EmotiBit_6,pre_meditation,PPG_2
324,62862.15363773864,3.2688254853273975,34.48884100039158,EmotiBit_6,pre_meditation,PPG_2
395,62862.86995443449,3.985142181183619,56.280203943521094,EmotiBit_6,pre_meditation,PPG_2
474,62863.66698287073,4.782170617421798,57.18310099290561,EmotiBit_6,pre_meditation,PPG_2
561,62864.544723047344,5.6599107940346585,64.49003464712068,EmotiBit_6,pre_meditation,PPG_2
651,62865.452730126606,6.5679178732971195,60.675073130296234,EmotiBit_6,pre_meditation,PPG_2
744,62866.391004108504,7.506191855194629,57.72174316673976,EmotiBit_6,pre_meditation,PPG_2
834,62867.29901118776,8.414198934449814,52.829550142574874,EmotiBit_6,pre_meditation,PPG_2
918,62868.14648446174,9.261672208427626,37.50557450487346,EmotiBit_6,pre_meditation,PPG_2
1005,62869.02422463835,10.139412385040488,54.82417068451749,EmotiBit_6,pre_meditation,PPG_2
1093,62869.912053782515,11.02724152920564,56.06443399710118,EmotiBit_6,pre_meditation,PPG_2
1180,62870.78979395913,11.9049817058185,55.67336625709823,EmotiBit_6,pre_meditation,PPG_2
1269,62871.68771207084,12.802899817528669,44.2270591968534,EmotiBit_6,pre_meditation,PPG_2
1352,62872.52509637726,13.640284123954189,36.8828992936493,EmotiBit_6,pre_meditation,PPG_2
1429,62873.3019468784,14.41713462509506,38.418860880396615,EmotiBit_6,pre_meditation,PPG_2
1504,62874.058619444455,15.173807191145896,52.38658109419451,EmotiBit_6,pre_meditation,PPG_2
1583,62874.85564788069,15.970835627384076,51.89981466697245,EmotiBit_6,pre_meditation,PPG_2
1666,62875.69303218712,16.808219933809596,56.71612738528755,EmotiBit_6,pre_meditation,PPG_2
1756,62876.601039266374,17.71622701306478,57.29539644471331,EmotiBit_6,pre_meditation,PPG_2
1842,62877.46869047544,18.583878222132626,33.02647051840701,EmotiBit_6,pre_meditation,PPG_2
1923,62878.28589684678,19.401084593468113,75.79948218805023,EmotiBit_6,pre_meditation,PPG_2
2008,62879.1434590883,20.25864683499094,57.68815248725938,EmotiBit_6,pre_meditation,PPG_2
2092,62879.99093236227,21.106120108961477,57.547313249932785,EmotiBit_6,pre_meditation,PPG_2
2181,62880.88885047398,22.00403822067165,53.47894937989158,EmotiBit_6,pre_meditation,PPG_2
2268,62881.76659065059,22.881778397284503,44.929192643421025,EmotiBit_6,pre_meditation,PPG_2
2349,62882.58379702193,23.698984768619994,39.14112835504205,EmotiBit_6,pre_meditation,PPG_2
2430,62883.40100339326,24.516191139948205,56.506378241063494,EmotiBit_6,pre_meditation,PPG_2
2511,62884.21820976459,25.333397511283692,54.6601629954006,EmotiBit_6,pre_meditation,PPG_2
2594,62885.05559407102,26.170781817709212,55.61677660788465,EmotiBit_6,pre_meditation,PPG_2
2678,62885.90306734499,27.018255091679748,55.89989966194484,EmotiBit_6,pre_meditation,PPG_2
2760,62886.73036268387,27.84555043056025,46.21513330002367,EmotiBit_6,pre_meditation,PPG_2
2839,62887.52739112011,28.64257886679843,50.344901921912395,EmotiBit_6,pre_meditation,PPG_2
2920,62888.34459749144,29.45978523813392,55.372588241885495,EmotiBit_6,pre_meditation,PPG_2
3004,62889.19207076541,30.307258512104458,53.64790607842959,EmotiBit_6,pre_meditation,PPG_2
3090,62890.05972197448,31.1749097211723,57.69171718152369,EmotiBit_6,pre_meditation,PPG_2
3175,62890.917284216,32.032471962695126,45.81142545342633,EmotiBit_6,pre_meditation,PPG_2
