peak_time,peak_time_from_segment_start_sec,ibi_sec,hr_bpm,emotibit_id,segment
63103.84900382876,0.8579787848429987,0.79741557649686,75.2430749642326,EmotiBit_4,main_meditation
63104.80792129417,1.816896250253194,0.9589174654101952,62.57055707535147,EmotiBit_4,main_meditation
63105.73655715541,2.745532111497596,0.928635861244402,64.61090132745689,EmotiBit_4,main_meditation
63106.69547462082,3.704449576907791,0.9589174654101952,62.57055707535147,EmotiBit_4,main_meditation
63107.644298218176,4.653273174262722,0.9488235973549308,63.23620129944505,EmotiBit_4,main_meditation
63108.5527463433,5.561721299389319,0.908448125126597,66.0466991350097,EmotiBit_4,main_meditation
63109.36025578786,6.3692307439487195,0.8075094445594004,74.30253652666275,EmotiBit_4,main_meditation
63110.37973646162,7.388711417705053,1.019480673756334,58.8534942785395,EmotiBit_4,main_meditation
63111.19733977423,8.206314730319718,0.8176033126146649,73.38522126105659,EmotiBit_4,main_meditation
63111.90391053822,8.912885494304646,0.7065707639849279,84.91718460244681,EmotiBit_4,main_meditation
63112.620575170266,9.629550126352116,0.7166646320474683,83.7211679172496,EmotiBit_4,main_meditation
63113.296864330085,10.30583928617125,0.6762891598191345,88.71944659891678,EmotiBit_4,main_meditation
63113.96305962184,10.972034577927843,0.6661952917565941,90.06368063904306,EmotiBit_4,main_meditation
63114.72009972612,11.729074682203644,0.7570401042758022,79.25603896163078,EmotiBit_4,main_meditation
63115.59826624707,12.607241203157171,0.8781665209535277,68.32417151914538,EmotiBit_4,main_meditation
63117.57666438624,14.585639342323702,1.039668409866863,57.710707982060775,EmotiBit_4,main_meditation
63118.65670826833,15.6656832244189,1.0800438820951968,55.55329833784615,EmotiBit_4,main_meditation
63119.72665828237,16.73563323845883,1.0699500140399325,56.077386057925416,EmotiBit_4,main_meditation
63120.715857351955,17.724832308042096,0.9891990695832646,60.655131858622894,EmotiBit_4,main_meditation
63121.68486868543,18.69384364151483,0.9690113334727356,61.91878043879264,EmotiBit_4,main_meditation
63122.56303520638,19.57201016246836,0.8781665209535277,68.32417151914538,EmotiBit_4,main_meditation
63123.39073238705,20.39970734313829,0.8276971806699294,72.49027953851025,EmotiBit_4,main_meditation
63124.14777249133,21.15674744741409,0.7570401042758022,79.25603896163078,EmotiBit_4,main_meditation
63124.84424938726,21.85322434334375,0.6964768959296634,86.14786843705917,EmotiBit_4,main_meditation
63125.57100788736,22.579982843446487,0.7267585001027328,82.55837391859681,EmotiBit_4,main_meditation
63126.4289866722,23.43796162828949,0.8579787848429987,69.93179908402908,EmotiBit_4,main_meditation
63127.327340929274,24.33631588536082,0.8983542570713325,66.78879687797348,EmotiBit_4,main_meditation
63128.286258394684,25.295233350771017,0.9589174654101952,62.57055707535147,EmotiBit_4,main_meditation
63129.26536359621,26.274338552299017,0.9791052015280002,61.28044249623378,EmotiBit_4,main_meditation
63130.22428106162,27.23325601770921,0.9589174654101952,62.57055707535147,EmotiBit_4,main_meditation
63131.18319852703,28.192173483119404,0.9589174654101952,62.57055707535147,EmotiBit_4,main_meditation
63132.07145891605,29.080433872135472,0.8882603890160681,67.54776047872899,EmotiBit_4,main_meditation
63132.86887449255,29.87784944863961,0.797415576504136,75.24307496354606,EmotiBit_4,main_meditation
63133.49469431208,30.50366926816787,0.6258198195282603,95.87424068037296,EmotiBit_4,main_meditation
63134.27192215247,31.2808971085542,0.7772278403863311,77.19744054738985,EmotiBit_4,main_meditation
63134.988586784515,31.997561740601668,0.7166646320474683,83.7211679172496,EmotiBit_4,main_meditation
63135.67496981239,32.68394476847607,0.686383027874399,87.41474885503635,EmotiBit_4,main_meditation
63136.39163444443,33.40060940051626,0.7166646320401924,83.72116791809958,EmotiBit_4,main_meditation
