timestamp,PPG_1,PPG_2,PPG_3,time_from_segment_start_sec
63856.457900024594,155020.0,89520.0,3857.0,0.0
63856.46799389265,155063.0,89533.0,3870.0,0.010093868055264466
63856.47808776071,155096.0,89558.0,3878.0,0.02018773611780489
63856.48818162877,155079.0,89508.0,3880.0,0.030281604173069354
63856.49827549682,155088.0,89565.0,3903.0,0.04037547222833382
63856.50836936488,155088.0,89557.0,3881.0,0.050469340283598285
63856.51846323294,155087.0,89531.0,3916.0,0.06056320834613871
63856.528557100995,155065.0,89524.0,3878.0,0.07065707640140317
63856.53865096905,155050.0,89554.0,3898.0,0.08075094445666764
63856.548744837106,155001.0,89541.0,3867.0,0.0908448125119321
63856.55883870517,154973.0,89517.0,3877.0,0.10093868057447253
63856.568932573224,154962.0,89537.0,3865.0,0.111032548629737
63856.57902644128,154836.0,89468.0,3881.0,0.12112641668500146
63856.589120309334,154776.0,89456.0,3836.0,0.13122028474026592
63856.59921417739,154736.0,89468.0,3838.0,0.1413141527955304
63856.60930804545,154726.0,89466.0,3853.0,0.1514080208580708
63856.61940191351,154699.0,89446.0,3845.0,0.16150188891333528
63856.62949578156,154684.0,89472.0,3836.0,0.17159575696859974
63856.63958964962,154650.0,89436.0,3819.0,0.1816896250238642
63856.64968351768,154652.0,89420.0,3815.0,0.19178349308640463
63856.659777385736,154643.0,89464.0,3811.0,0.2018773611416691
63856.66987125379,154652.0,89435.0,3814.0,0.21197122919693356
63856.679965121846,154658.0,89443.0,3826.0,0.22206509725219803
63856.69005898991,154646.0,89421.0,3801.0,0.23215896531473845
63856.700152857964,154659.0,89466.0,3829.0,0.24225283337000292
63856.71024672602,154631.0,89443.0,3779.0,0.2523467014252674
63856.720340594075,154684.0,89451.0,3806.0,0.26244056948053185
63856.73043446214,154699.0,89455.0,3836.0,0.27253443754307227
63856.74052833019,154662.0,89432.0,3813.0,0.28262830559833674
63856.75062219825,154684.0,89455.0,3818.0,0.2927221736536012
63856.7607160663,154694.0,89460.0,3811.0,0.30281604170886567
63856.77080993436,154654.0,89437.0,3808.0,0.31290990976413013
63856.78090380242,154668.0,89464.0,3794.0,0.32300377782667056
63856.790997670476,154725.0,89477.0,3842.0,0.333097645881935
63856.80109153853,154700.0,89455.0,3809.0,0.3431915139371995
63856.81118540659,154683.0,89431.0,3814.0,0.35328538199246395
63856.82127927465,154719.0,89448.0,3799.0,0.3633792500550044
63856.831373142704,154700.0,89452.0,3818.0,0.37347311811026884
63856.84146701076,154700.0,89467.0,3818.0,0.3835669861655333
63856.851560878815,154687.0,89479.0,3803.0,0.3936608542207978
63856.86165474688,154713.0,89469.0,3825.0,0.4037547222833382
63856.87174861493,154667.0,89450.0,3799.0,0.41384859033860266
63856.88184248299,154705.0,89461.0,3814.0,0.4239424583938671
63856.89193635104,154680.0,89467.0,3828.0,0.4340363264491316
63856.902030219106,154665.0,89440.0,3804.0,0.444130194511672
63856.91212408716,154683.0,89486.0,3815.0,0.4542240625669365
63856.922217955216,154702.0,89453.0,3813.0,0.46431793062220095
63856.93231182327,154686.0,89471.0,3808.0,0.4744117986774654
63856.94240569133,154714.0,89483.0,3794.0,0.4845056667327299
63856.95249955939,154729.0,89486.0,3833.0,0.4945995347952703
63856.962593427445,154722.0,89469.0,3819.0,0.5046934028505348
63856.9726872955,154689.0,89453.0,3797.0,0.5147872709057992
63856.982781163555,154724.0,89489.0,3838.0,0.5248811389610637
63856.99287503162,154735.0,89471.0,3799.0,0.5349750070236041
63857.00296889967,154762.0,89480.0,3817.0,0.5450688750788686
63857.01306276773,154765.0,89480.0,3811.0,0.555162743134133
63857.02315663578,154793.0,89499.0,3841.0,0.5652566111893975
63857.033250503846,154775.0,89479.0,3830.0,0.5753504792519379
63857.0433443719,154785.0,89481.0,3824.0,0.5854443473072024
63857.05343823996,154798.0,89478.0,3835.0,0.5955382153624669
63857.06353210801,154765.0,89468.0,3808.0,0.6056320834177313
63857.073625976074,154827.0,89483.0,3804.0,0.6157259514802718
63857.08371984413,154823.0,89488.0,3852.0,0.6258198195355362
63857.093813712185,154808.0,89496.0,3839.0,0.6359136875908007
63857.10390758024,154823.0,89489.0,3827.0,0.6460075556460652
63857.114001448295,154842.0,89519.0,3848.0,0.6561014237013296
63857.12409531636,154815.0,89485.0,3826.0,0.66619529176387
63857.13418918441,154840.0,89505.0,3838.0,0.6762891598191345
63857.14428305247,154855.0,89510.0,3821.0,0.686383027874399
63857.154376920524,154837.0,89474.0,3824.0,0.6964768959296634
63857.164470788586,154842.0,89498.0,3832.0,0.7065707639922039
63857.17456465664,154859.0,89500.0,3836.0,0.7166646320474683
63857.1846585247,154870.0,89504.0,3833.0,0.7267585001027328
63857.19475239275,154834.0,89475.0,3826.0,0.7368523681579973
63857.204846260815,154887.0,89515.0,3840.0,0.7469462362205377
63857.21494012887,154865.0,89509.0,3839.0,0.7570401042758022
63857.225033996925,154850.0,89482.0,3858.0,0.7671339723310666
63857.23512786498,154898.0,89531.0,3858.0,0.7772278403863311
63857.24522173304,154845.0,89488.0,3851.0,0.7873217084488715
63857.2553156011,154874.0,89506.0,3854.0,0.797415576504136
63857.26540946915,154871.0,89483.0,3848.0,0.8075094445594004
63857.27550333721,154921.0,89514.0,3866.0,0.8176033126146649
63857.285597205264,154890.0,89504.0,3836.0,0.8276971806699294
63857.29569107333,154910.0,89518.0,3856.0,0.8377910487324698
63857.30578494138,154933.0,89532.0,3868.0,0.8478849167877343
63857.31587880944,154907.0,89500.0,3858.0,0.8579787848429987
63857.32597267749,154939.0,89501.0,3876.0,0.8680726528982632
63857.336066545555,154939.0,89517.0,3855.0,0.8781665209608036
63857.34616041361,154928.0,89533.0,3865.0,0.8882603890160681
63857.356254281665,154934.0,89530.0,3859.0,0.8983542570713325
63857.36634814972,154972.0,89542.0,3870.0,0.908448125126597
63857.37644201778,154929.0,89501.0,3882.0,0.9185419931891374
63857.38653588584,154945.0,89494.0,3853.0,0.9286358612444019
63857.396629753894,154990.0,89526.0,3872.0,0.9387297292996664
63857.40672362195,154951.0,89510.0,3855.0,0.9488235973549308
63857.41681749001,154992.0,89538.0,3869.0,0.9589174654174712
63857.42691135807,154969.0,89537.0,3855.0,0.9690113334727357
63857.43700522612,154967.0,89541.0,3860.0,0.9791052015280002
63857.44709909418,155034.0,89548.0,3865.0,0.9891990695832646
63857.45719296223,155014.0,89537.0,3879.0,0.9992929376385291
63857.467286830295,155036.0,89560.0,3892.0,1.0093868057010695
63857.47738069835,154995.0,89506.0,3860.0,1.019480673756334
63857.487474566406,155052.0,89517.0,3894.0,1.0295745418115985
63857.49756843446,155034.0,89530.0,3871.0,1.039668409866863
63857.50766230252,155009.0,89493.0,3877.0,1.0497622779294034
63857.51775617058,154973.0,89530.0,3838.0,1.0598561459846678
63857.527850038634,154934.0,89540.0,3890.0,1.0699500140399323
63857.53794390669,154864.0,89501.0,3849.0,1.0800438820951968
63857.54803777475,154801.0,89470.0,3838.0,1.0901377501577372
63857.55813164281,154763.0,89470.0,3840.0,1.1002316182130016
63857.56822551086,154691.0,89457.0,3802.0,1.110325486268266
63857.57831937892,154681.0,89448.0,3827.0,1.1204193543235306
63857.58841324697,154662.0,89454.0,3799.0,1.130513222378795
63857.598507115035,154626.0,89454.0,3830.0,1.1406070904413355
63857.60860098309,154629.0,89435.0,3816.0,1.1507009584966
63857.618694851146,154642.0,89443.0,3810.0,1.1607948265518644
63857.6287887192,154674.0,89467.0,3819.0,1.1708886946071289
63857.638882587264,154648.0,89433.0,3785.0,1.1809825626696693
63857.64897645532,154690.0,89479.0,3805.0,1.1910764307249337
63857.659070323374,154672.0,89452.0,3798.0,1.2011702987801982
63857.66916419143,154649.0,89427.0,3834.0,1.2112641668354627
63857.67925805949,154673.0,89459.0,3806.0,1.221358034898003
63857.68935192755,154706.0,89472.0,3819.0,1.2314519029532676
