timestamp,time_from_start_sec,PPG_1,PPG_2,PPG_3
62847.57026220311,0.0,172396.0,142746.0,13878.0
62847.580371367214,0.010109164104505908,172358.0,142733.0,13864.0
62847.590480531326,0.020218328216287773,172369.0,142742.0,13862.0
62847.60058969543,0.03032749232079368,172381.0,142732.0,13891.0
62847.610698859535,0.04043665642529959,172391.0,142746.0,13866.0
62847.62080802365,0.050545820537081454,172388.0,142707.0,13871.0
62847.63091718775,0.06065498464158736,172397.0,142753.0,13885.0
62847.641026351856,0.07076414874609327,172380.0,142748.0,13886.0
62847.65113551597,0.08087331285787513,172364.0,142719.0,13899.0
62847.66124468007,0.09098247696238104,172380.0,142722.0,13877.0
62847.671353844176,0.10109164106688695,172362.0,142751.0,13885.0
62847.68146300829,0.11120080517866882,172383.0,142751.0,13869.0
62847.69157217239,0.12130996928317472,172363.0,142712.0,13884.0
62847.7016813365,0.13141913338768063,172351.0,142716.0,13904.0
62847.71179050061,0.1415282974994625,172379.0,142719.0,13924.0
62847.72189966471,0.1516374616039684,172392.0,142738.0,13887.0
62847.73200882882,0.1617466257084743,172367.0,142732.0,13875.0
62847.74211799292,0.17185578981298022,172365.0,142719.0,13887.0
62847.752227157034,0.18196495392476209,172379.0,142729.0,13886.0
62847.76233632114,0.192074118029268,172385.0,142739.0,13891.0
62847.77244548524,0.2021832821337739,172338.0,142760.0,13884.0
62847.782554649355,0.21229244624555577,172357.0,142714.0,13904.0
62847.79266381346,0.22240161035006167,172386.0,142721.0,13891.0
62847.802772977564,0.23251077445456758,172404.0,142743.0,13900.0
62847.812882141676,0.24261993856634945,172361.0,142726.0,13905.0
62847.82299130578,0.25272910267085535,172392.0,142754.0,13889.0
62847.833100469885,0.26283826677536126,172358.0,142723.0,13879.0
62847.843209634,0.2729474308871431,172384.0,142733.0,13891.0
62847.8533187981,0.28305659499164904,172426.0,142730.0,13902.0
62847.863427962206,0.29316575909615494,172391.0,142738.0,13875.0
62847.87353712632,0.3032749232079368,172364.0,142728.0,13867.0
62847.88364629042,0.3133840873124427,172397.0,142746.0,13887.0
62847.89375545453,0.3234932514169486,172419.0,142758.0,13883.0
62847.90386461864,0.3336024155287305,172412.0,142741.0,13881.0
62847.91397378274,0.3437115796332364,172380.0,142758.0,13874.0
62847.92408294685,0.3538207437377423,172397.0,142735.0,13884.0
62847.93419211096,0.36392990784952417,172374.0,142763.0,13899.0
62847.94430127506,0.3740390719540301,172377.0,142759.0,13891.0
62847.95441043917,0.384148236058536,172362.0,142721.0,13885.0
62847.96451960328,0.39425740017031785,172398.0,142735.0,13904.0
62847.974628767384,0.40436656427482376,172384.0,142708.0,13891.0
62847.98473793149,0.41447572837932967,172434.0,142725.0,13907.0
62847.9948470956,0.42458489249111153,172408.0,142759.0,13922.0
62848.004956259705,0.43469405659561744,172397.0,142731.0,13882.0
62848.01506542381,0.44480322070012335,172402.0,142738.0,13897.0
62848.02517458792,0.4549123848119052,172391.0,142715.0,13884.0
62848.035283752026,0.4650215489164111,172389.0,142716.0,13886.0
62848.04539291613,0.47513071302091703,172398.0,142732.0,13894.0
62848.055502080235,0.48523987712542294,172394.0,142737.0,13888.0
62848.06561124435,0.4953490412372048,172395.0,142749.0,13931.0
62848.07572040845,0.5054582053417107,172359.0,142734.0,13909.0
62848.085829572556,0.5155673694462166,172378.0,142725.0,13896.0
62848.09593873667,0.5256765335579985,172403.0,142737.0,13906.0
62848.10604790077,0.5357856976625044,172417.0,142740.0,13890.0
62848.11615706488,0.5458948617670103,172426.0,142759.0,13917.0
62848.12626622899,0.5560040258787922,172403.0,142736.0,13889.0
62848.13637539309,0.5661131899832981,172414.0,142730.0,13902.0
62848.1464845572,0.576222354087804,172441.0,142750.0,13905.0
62848.15659372131,0.5863315181995858,172405.0,142716.0,13920.0
62848.16670288541,0.5964406823040918,172409.0,142735.0,13889.0
62848.17681204952,0.6065498464085977,172424.0,142726.0,13894.0
62848.18692121363,0.6166590105203795,172387.0,142742.0,13901.0
62848.197030377734,0.6267681746248854,172439.0,142760.0,13920.0
62848.20713954184,0.6368773387293913,172399.0,142720.0,13881.0
