subject,ppg_stream,ppg_channel_1based,fs,segment,t_start,t_end,t_center,t_rel,window_s,step_s,bandpass,low_hz,high_hz,lle_1,lle_2
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63181.976905961914,63191.96482142724,63186.97086369457,83.9858240061294,10.0,1.0,True,0.5,8.0,-0.005104803971101662,-0.021663987853178076
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63182.97669729978,63192.96461276511,63187.97065503245,84.98561534400505,10.0,1.0,True,0.5,8.0,0.010337339505829981,-0.020828462630253116
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63183.97648863765,63193.964404102975,63188.97044637031,85.98540668186615,10.0,1.0,True,0.5,8.0,0.022658467840247287,-0.00867824009604875
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63184.976279975526,63194.96419544084,63189.970237708185,86.9851980197418,10.0,1.0,True,0.5,8.0,0.02153820480969068,0.009718179775729136
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63185.976071313395,63195.96398677872,63190.97002904606,87.98498935761745,10.0,1.0,True,0.5,8.0,0.007393858522913941,0.02328600214625414
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63186.97586265126,63196.96377811659,63191.96982038392,88.98478069547855,10.0,1.0,True,0.5,8.0,-0.009758299775391539,0.023785366078801648
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63187.97565398913,63197.963569454456,63192.9696117218,89.9845720333542,10.0,1.0,True,0.5,8.0,-0.019718162951952004,0.012285463471158558
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63188.97544532701,63198.96336079232,63193.969403059666,90.98436337122256,10.0,1.0,True,0.5,8.0,-0.01952207839132123,-0.005460010899430033
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63189.975236664875,63199.9631521302,63194.969194397534,91.98415470909094,10.0,1.0,True,0.5,8.0,-0.009770989109157647,-0.01905463266467911
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63190.975028002744,63200.96294346807,63195.96898573541,92.9839460469666,10.0,1.0,True,0.5,8.0,0.005899720880601532,-0.02326816230719
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63191.97481934061,63201.96273480594,63196.96877707327,93.98373738482768,10.0,1.0,True,0.5,8.0,0.021345149160681514,-0.01326316347457517
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63192.97461067849,63202.962526143805,63197.96856841115,94.98352872270334,10.0,1.0,True,0.5,8.0,0.025698780078115328,0.0035107022590594276
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63193.97440201635,63203.96231748168,63198.96835974902,95.983320060579,10.0,1.0,True,0.5,8.0,0.016022678552680494,0.018415108666756285
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63194.974193354225,63204.96210881955,63199.96815108688,96.98311139844007,10.0,1.0,True,0.5,8.0,-0.0012727399814389936,0.02369880544988358
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63195.97398469209,63205.96190015742,63200.96794242476,97.98290273631574,10.0,1.0,True,0.5,8.0,-0.01446730778083362,0.015721034590790512
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63196.97377602997,63206.961691495286,63201.96773376263,98.98269407418412,10.0,1.0,True,0.5,8.0,-0.01728486645483308,-0.0012284728730485783
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63197.97356736784,63207.96148283316,63202.967525100496,99.98248541205248,10.0,1.0,True,0.5,8.0,-0.010505892259794326,-0.015708776306959292
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63198.973358705705,63208.96127417103,63203.96731643837,100.98227674992812,10.0,1.0,True,0.5,8.0,0.0035916969121371806,-0.021664703155700252
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63199.973150043574,63209.9610655089,63204.96710777623,101.98206808778924,10.0,1.0,True,0.5,8.0,0.020029374964434084,-0.012679802216941295
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63200.97294138145,63210.96085684677,63205.96689911411,102.98185942566488,10.0,1.0,True,0.5,8.0,0.025796386238799526,0.0015172612784613597
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63201.97273271932,63211.96064818464,63206.96669045198,103.98165076354051,10.0,1.0,True,0.5,8.0,0.014083666897711728,0.019822520097832842
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63202.972524057186,63212.96043952251,63207.966481789845,104.98144210140164,10.0,1.0,True,0.5,8.0,-0.0033247636565070806,0.026213891392146225
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63203.972315395054,63213.96023086038,63208.96627312772,105.98123343927728,10.0,1.0,True,0.5,8.0,-0.018187574084667105,0.019527413316274892
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63204.97210673293,63214.96002219825,63209.96606446559,106.98102477714563,10.0,1.0,True,0.5,8.0,-0.02262390517641585,0.0025045515104613132
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63205.9718980708,63215.95981353612,63210.96585580346,107.98081611501402,10.0,1.0,True,0.5,8.0,-0.016441109339520504,-0.012405371154601367
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63206.97168940867,63216.95960487399,63211.96564714133,108.98060745288969,10.0,1.0,True,0.5,8.0,-0.0031728736499725767,-0.021177407427168414
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63207.971480746535,63217.95939621186,63212.965438479194,109.98039879075075,10.0,1.0,True,0.5,8.0,0.013538325810471204,-0.018755789872963956
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63208.97127208441,63218.95918754973,63213.96522981707,110.98019012862642,10.0,1.0,True,0.5,8.0,0.02488795664756414,-0.006456447247862231
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63209.97106342228,63219.9589788876,63214.965021154945,111.97998146650208,10.0,1.0,True,0.5,8.0,0.022649324729397593,0.01203664467307195
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63210.97085476015,63220.95877022547,63215.964812492806,112.97977280436317,10.0,1.0,True,0.5,8.0,0.00804304762211639,0.024291809098122005
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63211.970646098016,63221.95856156334,63216.96460383068,113.9795641422388,10.0,1.0,True,0.5,8.0,-0.009550271788701598,0.024266582119034843
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63212.970437435884,63222.95835290121,63217.96439516854,114.97935548009993,10.0,1.0,True,0.5,8.0,-0.01969616353571571,0.0106184386329908
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63213.97022877376,63223.95814423908,63218.96418650642,115.97914681797556,10.0,1.0,True,0.5,8.0,-0.017815404370851814,-0.008944630555498025
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63214.97002011163,63224.95793557695,63219.963977844294,116.9789381558512,10.0,1.0,True,0.5,8.0,-0.005077536280551625,-0.019950391919670574
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63215.9698114495,63225.95772691482,63220.963769182155,117.97872949371232,10.0,1.0,True,0.5,8.0,0.010072851331204126,-0.018266720550421573
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63216.969602787365,63226.95751825269,63221.96356052003,118.97852083158796,10.0,1.0,True,0.5,8.0,0.019478290099506752,-0.005404388177243664
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63217.96939412524,63227.95730959056,63222.9633518579,119.97831216945632,10.0,1.0,True,0.5,8.0,0.01553230425439079,0.011664012055068488
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63218.96918546311,63228.957100928434,63223.96314319577,120.9781035073247,10.0,1.0,True,0.5,8.0,0.0009953777104391244,0.019357157723917454
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63219.96897680098,63229.9568922663,63224.96293453364,121.97789484520035,10.0,1.0,True,0.5,8.0,-0.012127559873705562,0.014789636252634101
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63220.968768138846,63230.95668360417,63225.962725871505,122.97768618306144,10.0,1.0,True,0.5,8.0,-0.01673902960869325,-0.0010834178068607917
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63221.96855947672,63231.95647494204,63226.96251720938,123.9774775209371,10.0,1.0,True,0.5,8.0,-0.009451461387018667,-0.01645310749199698
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63222.96835081459,63232.956266279914,63227.962308547256,124.97726885881276,10.0,1.0,True,0.5,8.0,0.005667914381283895,-0.02092068721995914
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63223.96814215246,63233.95605761778,63228.96209988512,125.97706019667385,10.0,1.0,True,0.5,8.0,0.020720700657615162,-0.011989011086256418
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63224.96793349033,63234.95584895565,63229.96189122299,126.9768515345495,10.0,1.0,True,0.5,8.0,0.025167955108910622,0.004923180551577428
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63225.9677248282,63235.95564029352,63230.96168256086,127.97664287241788,10.0,1.0,True,0.5,8.0,0.016292118831156204,0.01720129774614593
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63226.96751616607,63236.955431631395,63231.96147389873,128.97643421028624,10.0,1.0,True,0.5,8.0,0.001369231169283661,0.01961278373820833
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63227.96730750394,63237.95522296926,63232.961265236605,129.9762255481619,10.0,1.0,True,0.5,8.0,-0.007071567812821516,0.011064730159416041
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63228.96709884181,63238.95501430713,63233.961056574466,130.976016886023,10.0,1.0,True,0.5,8.0,-0.016608743303698745,0.011021679264772691
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63229.96689017968,63239.954805645,63234.96084791234,131.97580822389864,10.0,1.0,True,0.5,8.0,-0.019963020507968197,-0.00209409032161006
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63230.96668151755,63240.95459698288,63235.96063925022,132.9755995617743,10.0,1.0,True,0.5,8.0,-0.015014004501397823,-0.011226337757882069
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63231.96647285542,63241.954388320744,63236.96043058808,133.9753908996354,10.0,1.0,True,0.5,8.0,-0.007137250837442959,-0.01680025198128248
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63232.96626419329,63242.95417965861,63237.960221925954,134.97518223751104,10.0,1.0,True,0.5,8.0,0.0008405400129423056,-0.017567686932428432
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63233.96605553117,63243.95397099648,63238.96001326382,135.9749735753794,10.0,1.0,True,0.5,8.0,0.008499127777891264,-0.014774899510744385
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63234.96584686903,63244.95376233436,63239.95980460169,136.97476491324778,10.0,1.0,True,0.5,8.0,0.012884114499331564,-0.009737078602190629
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63235.9656382069,63245.953553672225,63240.95959593957,137.97455625112343,10.0,1.0,True,0.5,8.0,0.01914205519879868,-0.004553132207659723
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63236.96542954477,63246.95334501009,63241.95938727743,138.97434758898453,10.0,1.0,True,0.5,8.0,0.022711145662163274,0.0092242369943408
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63237.965220882645,63247.95313634796,63242.9591786153,139.97413892686018,10.0,1.0,True,0.5,8.0,0.019208159571955465,0.01946421544630547
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63238.96501222051,63248.95292768584,63243.95896995318,140.97393026473583,10.0,1.0,True,0.5,8.0,0.00687612257129066,0.025986387091087606
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63239.96480355838,63249.952719023706,63244.95876129104,141.97372160259692,10.0,1.0,True,0.5,8.0,-0.006573753219652093,0.0269379866407063
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63240.96459489625,63250.952510361574,63245.95855262891,142.97351294047257,10.0,1.0,True,0.5,8.0,-0.01748902989658594,0.02013910879855266
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63241.964386234125,63251.95230169944,63246.958343966784,143.97330427834095,10.0,1.0,True,0.5,8.0,-0.023389695285235313,0.007740532931897221
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63242.964177571994,63252.95209303732,63247.95813530465,144.97309561620932,10.0,1.0,True,0.5,8.0,-0.023301870836165927,-0.00602201139349214
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63243.96396890986,63253.95188437519,63248.95792664253,145.97288695408497,10.0,1.0,True,0.5,8.0,-0.0164773437875913,-0.017385321153576213
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63244.96376024773,63254.951675713055,63249.95771798039,146.97267829194607,10.0,1.0,True,0.5,8.0,-0.004445121933788895,-0.0239700131819538
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63245.9635515856,63255.95146705092,63250.957509318265,147.97246962982172,10.0,1.0,True,0.5,8.0,0.0077274638680335855,-0.02366460905476312
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63246.963342923475,63256.95125838879,63251.95730065613,148.9722609676901,10.0,1.0,True,0.5,8.0,0.019392078787640328,-0.01654908432767817
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63247.96313426134,63257.95104972667,63252.957091994,149.97205230555846,10.0,1.0,True,0.5,8.0,0.02699412202994534,-0.00403872987594236
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63248.96292559921,63258.950841064536,63253.95688333188,150.9718436434341,10.0,1.0,True,0.5,8.0,0.026751365455649195,0.008040205363719145
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63249.96271693708,63259.9506324024,63254.95667466974,151.9716349812952,10.0,1.0,True,0.5,8.0,0.021179930062444518,0.018168136591546532
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63250.962508274955,63260.95042374027,63255.956466007614,152.97142631917086,10.0,1.0,True,0.5,8.0,0.01190931425315246,0.025226266030451243
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63251.962299612824,63261.95021507815,63256.95625734549,153.9712176570465,10.0,1.0,True,0.5,8.0,0.00028460832139035915,0.027051821943787382
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63252.96209095069,63262.95000641602,63257.95604868335,154.9710089949076,10.0,1.0,True,0.5,8.0,-0.008684689282948263,0.024056359345586628
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63253.96188228856,63263.949797753885,63258.955840021226,155.97080033278326,10.0,1.0,True,0.5,8.0,-0.01702145688492422,0.012956976470854602
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63254.96167362643,63264.94958909175,63259.955631359095,156.97059167065163,10.0,1.0,True,0.5,8.0,-0.02143360869319603,0.009374975229327964
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63255.961464964304,63265.94938042963,63260.95542269696,157.97038300852,10.0,1.0,True,0.5,8.0,-0.02169179009365997,-0.0003051910824777292
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63256.96125630217,63266.9491717675,63261.95521403484,158.97017434639565,10.0,1.0,True,0.5,8.0,-0.021158883327431915,-0.009240263727211906
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63257.96104764004,63267.948963105366,63262.9550053727,159.96996568425675,10.0,1.0,True,0.5,8.0,-0.016122382985409363,-0.017496380337967944
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63258.96083897792,63268.948754443234,63263.954796710575,160.9697570221324,10.0,1.0,True,0.5,8.0,-0.00708845126296152,-0.022013084343037188
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63259.960630315785,63269.94854578111,63264.95458804845,161.96954836000805,10.0,1.0,True,0.5,8.0,0.004915219829436823,-0.024528323648296508
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63260.96042165365,63270.94833711898,63265.95437938631,162.96933969786917,10.0,1.0,True,0.5,8.0,0.017593006222533188,-0.018349803749391786
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63261.96021299152,63271.94812845685,63266.95417072419,163.9691310357448,10.0,1.0,True,0.5,8.0,0.026459331053252537,-0.005105958385342675
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63262.9600043294,63272.947919794715,63267.953962062056,164.96892237361317,10.0,1.0,True,0.5,8.0,0.025120725730927614,0.011873780989225223
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63263.959795667266,63273.94771113259,63268.953753399925,165.96871371148154,10.0,1.0,True,0.5,8.0,0.013654753371286002,0.024171763262462415
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63264.959587005134,63274.94750247046,63269.9535447378,166.9685050493572,10.0,1.0,True,0.5,8.0,-0.002007154737733695,0.02810477480080388
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63265.959378343,63275.94729380833,63270.95333607566,167.9682963872183,10.0,1.0,True,0.5,8.0,-0.013957221910947688,0.023872481822841407
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63266.95916968088,63276.947085146196,63271.95312741354,168.96808772509394,10.0,1.0,True,0.5,8.0,-0.02203316310861973,0.013206177532624385
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63267.95896101875,63277.94687648407,63272.95291875141,169.9678790629696,10.0,1.0,True,0.5,8.0,-0.02389506471710133,0.0013497773114910473
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63268.958752356615,63278.94666782194,63273.952710089274,170.96767040083068,10.0,1.0,True,0.5,8.0,-0.021664976275157725,-0.009648378061849048
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63269.95854369448,63279.94645915981,63274.95250142715,171.96746173870633,10.0,1.0,True,0.5,8.0,-0.014603148917461974,-0.01759746509712043
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63270.95833503236,63280.94625049768,63275.95229276502,172.9672530765747,10.0,1.0,True,0.5,8.0,-0.007155865135184137,-0.021027253515139874
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63271.95812637023,63281.94604183555,63276.952084102886,173.96704441444308,10.0,1.0,True,0.5,8.0,0.0013711046091193961,-0.021972326959282345
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63272.957917708096,63282.94583317342,63277.95187544076,174.96683575231873,10.0,1.0,True,0.5,8.0,0.009792939676538808,-0.019362064912457306
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63273.95770904597,63283.94562451129,63278.95166677862,175.96662709017983,10.0,1.0,True,0.5,8.0,0.019690372465531753,-0.015492758931822444
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63274.95750038384,63284.94541584916,63279.9514581165,176.96641842805548,10.0,1.0,True,0.5,8.0,0.027902820272375575,-0.0036775587648907853
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63275.95729172171,63285.94520718703,63280.951249454374,177.96620976593113,10.0,1.0,True,0.5,8.0,0.02577659999712402,0.010714117551775346
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63276.95708305958,63286.9449985249,63281.951040792235,178.96600110379222,10.0,1.0,True,0.5,8.0,0.01622909804516702,0.022726637591124216
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63277.956874397445,63287.94478986277,63282.95083213011,179.96579244166787,10.0,1.0,True,0.5,8.0,0.00030651490811560493,0.02767188518389714
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63278.95666573532,63288.94458120064,63283.95062346798,180.96558377953625,10.0,1.0,True,0.5,8.0,-0.014740907750957176,0.02407582774736803
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63279.95645707319,63289.94437253851,63284.95041480585,181.96537511740465,10.0,1.0,True,0.5,8.0,-0.022522908614499907,0.009633403013030279
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63280.95624841106,63290.94416387638,63285.95020614372,182.96516645528027,10.0,1.0,True,0.5,8.0,-0.021264649092718368,-0.007468547225041812
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63281.956039748926,63291.94395521425,63286.949997481584,183.96495779314137,10.0,1.0,True,0.5,8.0,-0.011902965695949395,-0.01975097516691508
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63282.955831086794,63292.94374655212,63287.94978881946,184.96474913101704,10.0,1.0,True,0.5,8.0,0.0032435247726231285,-0.024611918594940694
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63283.95562242467,63293.94353788999,63288.94958015733,185.9645404688854,10.0,1.0,True,0.5,8.0,0.018120017249706254,-0.018063162106599945
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63284.95541376254,63294.94332922786,63289.9493714952,186.96433180675376,10.0,1.0,True,0.5,8.0,0.02652424668947444,-0.00433849498790757
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63285.95520510041,63295.94312056573,63290.94916283307,187.9641231446294,10.0,1.0,True,0.5,8.0,0.025224626980933917,0.011443491024525172
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63286.954996438275,63296.9429119036,63291.94895417093,188.9639144824905,10.0,1.0,True,0.5,8.0,0.013265079834110117,0.024016736098158235
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63287.95478777615,63297.94270324147,63292.94874550881,189.96370582036616,10.0,1.0,True,0.5,8.0,-0.003252964315939145,0.027966861444694326
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63288.95457911402,63298.94249457934,63293.948536846685,190.9634971582418,10.0,1.0,True,0.5,8.0,-0.01676567892427493,0.021413496214192775
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63289.95437045189,63299.94228591721,63294.948328184546,191.9632884961029,10.0,1.0,True,0.5,8.0,-0.022650135834880333,0.006029045345846778
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63290.95416178976,63300.94207725508,63295.94811952242,192.96307983397855,10.0,1.0,True,0.5,8.0,-0.018571063003860085,-0.011712288232796506
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63291.95395312763,63301.94186859295,63296.94791086029,193.96287117184693,10.0,1.0,True,0.5,8.0,-0.005708144892013899,-0.02245553969094073
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63292.9537444655,63302.941659930824,63297.94770219816,194.9626625097153,10.0,1.0,True,0.5,8.0,0.010267292350122498,-0.021946357136125576
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63293.95353580337,63303.94145126869,63298.947493536034,195.96245384759095,10.0,1.0,True,0.5,8.0,0.0236392741874076,-0.010208436852536982
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63294.95332714124,63304.94124260656,63299.947284873895,196.96224518545205,10.0,1.0,True,0.5,8.0,0.024704693999821243,0.009037172133539308
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63295.95311847911,63305.94103394443,63300.94707621177,197.9620365233277,10.0,1.0,True,0.5,8.0,0.01178206414688742,0.022671522540475726
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63296.95290981698,63306.940825282305,63301.94686754965,198.96182786120335,10.0,1.0,True,0.5,8.0,-0.004930541804907425,0.0265822363442459
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63297.95270115485,63307.94061662017,63302.94665888751,199.96161919906444,10.0,1.0,True,0.5,8.0,-0.018563479589233055,0.017904071101250835
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63298.95249249272,63308.94040795804,63303.94645022538,200.9614105369401,10.0,1.0,True,0.5,8.0,-0.02328121260474561,0.0002213795720809088
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63299.95228383059,63309.94019929591,63304.94624156325,201.96120187480847,10.0,1.0,True,0.5,8.0,-0.01829256473198744,-0.01525075331236661
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63300.95207516846,63310.939990633786,63305.94603290112,202.96099321267684,10.0,1.0,True,0.5,8.0,-0.00458376782636887,-0.024125216341989802
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63301.95186650633,63311.939781971654,63306.945824238996,203.9607845505525,10.0,1.0,True,0.5,8.0,0.009516423079926057,-0.023689008576803214
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63302.9516578442,63312.93957330952,63307.94561557686,204.9605758884136,10.0,1.0,True,0.5,8.0,0.02193232399112311,-0.01500086270774674
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63303.951449182074,63313.93936464739,63308.94540691473,205.96036722628924,10.0,1.0,True,0.5,8.0,0.028270689313530557,-0.0024833620314436192
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63304.95124051994,63314.93915598527,63309.94519825261,206.96015856416489,10.0,1.0,True,0.5,8.0,0.025466321807377176,0.012411761282281566
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63305.95103185781,63315.938947323135,63310.94498959047,207.959949902026,10.0,1.0,True,0.5,8.0,0.016825135158961967,0.02297287418419747
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63306.95082319568,63316.938738661,63311.944780928345,208.95974123990163,10.0,1.0,True,0.5,8.0,0.003249933847945762,0.02787796693727398
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63307.950614533554,63317.93852999887,63312.94457226621,209.95953257777,10.0,1.0,True,0.5,8.0,-0.012137135384366478,0.02588964387775291
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63308.95040587142,63318.93832133675,63313.94436360408,210.9593239156384,10.0,1.0,True,0.5,8.0,-0.022370319188086088,0.013917921245740813
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63309.95019720929,63319.938112674616,63314.94415494196,211.95911525351403,10.0,1.0,True,0.5,8.0,-0.0233234873165294,-0.0029512218596174254
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63310.94998854716,63320.93790401248,63315.94394627982,212.95890659137513,10.0,1.0,True,0.5,8.0,-0.015939490412105545,-0.016658128030600478
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63311.949779885035,63321.93769535035,63316.943737617694,213.95869792925075,10.0,1.0,True,0.5,8.0,-0.0014329287903467162,-0.02408488364747744
EmotiBit_2,PPG_EmotiBit_2,1,100.0208705440392,med_1,63312.9495712229,63322.93748668823,63317.94352895557,214.9584892671264,10.0,1.0,True,0.5,8.0,0.013526554956214985,-0.020505829143770492
