4403.000000	-0.062000	0.562000	0.791000	-0.977000	0.580000	-0.305000	-55.000000	96.000000	-68.000000	1760996641.478532	0.000000
4403.000000	-0.062000	0.565000	0.793000	-0.916000	0.458000	-0.244000	-54.000000	96.000000	-67.000000	1760996641.478532	0.000000
4403.000000	-0.061000	0.561000	0.793000	-0.763000	0.122000	-0.092000	-54.000000	96.000000	-68.000000	1760996641.478532	0.000000
4403.000000	-0.061000	0.563000	0.792000	-0.824000	0.458000	-0.244000	-55.000000	99.000000	-68.000000	1760996641.478533	0.000000
4403.000000	-0.061000	0.562000	0.793000	-0.916000	0.549000	-0.305000	-54.000000	98.000000	-68.000000	1760996641.478533	0.000000
4403.000000	-0.061000	0.562000	0.795000	-0.854000	0.214000	-0.061000	-55.000000	98.000000	-67.000000	1760996641.478533	0.000000
4418.000000	-0.062000	0.563000	0.794000	-0.854000	0.305000	-0.183000	-55.000000	96.000000	-68.000000	1760996641.478646	0.000000
4418.000000	-0.061000	0.562000	0.794000	-0.916000	0.488000	-0.275000	-54.000000	96.000000	-69.000000	1760996641.478646	0.000000
4418.000000	-0.060000	0.561000	0.790000	-0.885000	0.336000	-0.153000	-55.000000	96.000000	-68.000000	1760996641.478646	0.000000
4435.000000	-0.062000	0.563000	0.792000	-0.916000	0.336000	-0.183000	-54.000000	96.000000	-67.000000	1760996641.478748	0.000000
4435.000000	-0.061000	0.563000	0.792000	-0.885000	0.366000	-0.183000	-54.000000	95.000000	-67.000000	1760996641.478749	0.000000
4435.000000	-0.060000	0.561000	0.796000	-0.854000	0.366000	-0.183000	-55.000000	97.000000	-68.000000	1760996641.478749	0.000000
4450.000000	-0.062000	0.561000	0.792000	-0.854000	0.397000	-0.214000	-55.000000	95.000000	-68.000000	1760996641.478831	0.000000
4450.000000	-0.063000	0.562000	0.792000	-0.854000	0.336000	-0.122000	-54.000000	95.000000	-68.000000	1760996641.478832	0.000000
5476.000000	-0.060000	0.561000	0.792000	-0.916000	0.366000	-0.183000	-53.000000	96.000000	-67.000000	1760996641.737347	0.000000
5476.000000	-0.061000	0.561000	0.791000	-0.854000	0.397000	-0.183000	-55.000000	96.000000	-69.000000	1760996641.737348	0.000000
5476.000000	-0.061000	0.564000	0.792000	-0.793000	0.366000	-0.183000	-54.000000	95.000000	-67.000000	1760996641.737348	0.000000
