5976.000000	0.102000	0.419000	0.903000	-0.519000	-0.732000	-0.488000	54.000000	16.000000	36.000000	1760996641.478626	0.000000
5976.000000	0.100000	0.419000	0.904000	-0.580000	-0.763000	-0.488000	54.000000	16.000000	37.000000	1760996641.478626	0.000000
5993.000000	0.101000	0.418000	0.906000	-0.549000	-0.702000	-0.488000	54.000000	16.000000	36.000000	1760996641.629692	0.000000
5993.000000	0.101000	0.417000	0.907000	-0.549000	-0.763000	-0.488000	54.000000	15.000000	36.000000	1760996641.629692	0.000000
5993.000000	0.101000	0.419000	0.905000	-0.519000	-0.702000	-0.488000	53.000000	16.000000	36.000000	1760996641.629693	0.000000
6012.000000	0.101000	0.420000	0.905000	-0.549000	-0.641000	-0.549000	54.000000	16.000000	37.000000	1760996641.629865	0.000000
6012.000000	0.102000	0.417000	0.908000	-0.549000	-0.671000	-0.549000	54.000000	16.000000	35.000000	1760996641.629866	0.000000
6028.000000	0.100000	0.418000	0.905000	-0.580000	-0.763000	-0.488000	54.000000	15.000000	37.000000	1760996641.724852	0.000000
6028.000000	0.099000	0.419000	0.906000	-0.580000	-0.763000	-0.488000	54.000000	15.000000	35.000000	1760996641.724852	0.000000
6028.000000	0.099000	0.420000	0.902000	-0.427000	-0.519000	-0.580000	54.000000	16.000000	36.000000	1760996641.724852	0.000000
6043.000000	0.099000	0.420000	0.906000	-0.519000	-0.671000	-0.488000	54.000000	17.000000	37.000000	1760996641.826747	0.000000
6043.000000	0.099000	0.416000	0.905000	-0.641000	-0.763000	-0.488000	54.000000	16.000000	36.000000	1760996641.826747	0.000000
6059.000000	0.099000	0.418000	0.904000	-0.519000	-0.702000	-0.549000	54.000000	16.000000	37.000000	1760996641.941134	0.000000
6059.000000	0.101000	0.419000	0.907000	-0.549000	-0.763000	-0.519000	54.000000	16.000000	35.000000	1760996641.941135	0.000000
6059.000000	0.099000	0.419000	0.904000	-0.519000	-0.671000	-0.519000	55.000000	16.000000	36.000000	1760996641.941135	0.000000
6074.000000	0.102000	0.419000	0.907000	-0.458000	-0.488000	-0.580000	53.000000	16.000000	37.000000	1760996642.025699	0.000000
6074.000000	0.101000	0.418000	0.906000	-0.549000	-0.824000	-0.427000	54.000000	15.000000	36.000000	1760996642.025699	0.000000
6091.000000	0.099000	0.419000	0.906000	-0.458000	-0.549000	-0.580000	54.000000	16.000000	36.000000	1760996642.137270	0.000000
6091.000000	0.101000	0.419000	0.902000	-0.519000	-0.641000	-0.519000	53.000000	15.000000	37.000000	1760996642.137270	0.000000
6091.000000	0.103000	0.418000	0.906000	-0.610000	-0.977000	-0.427000	54.000000	15.000000	36.000000	1760996642.137270	0.000000
6107.000000	0.099000	0.419000	0.909000	-0.458000	-0.641000	-0.580000	55.000000	16.000000	36.000000	1760996642.231728	0.000000
6107.000000	0.099000	0.416000	0.905000	-0.549000	-0.702000	-0.488000	54.000000	15.000000	37.000000	1760996642.231728	0.000000
6123.000000	0.100000	0.416000	0.903000	-0.549000	-0.732000	-0.488000	54.000000	17.000000	36.000000	1760996642.422070	0.000000
6123.000000	0.100000	0.419000	0.903000	-0.366000	-0.458000	-0.641000	54.000000	15.000000	37.000000	1760996642.422071	0.000000
6123.000000	0.101000	0.417000	0.904000	-0.580000	-0.732000	-0.488000	54.000000	15.000000	36.000000	1760996642.422072	0.000000
6138.000000	0.102000	0.419000	0.908000	-0.610000	-0.793000	-0.427000	54.000000	18.000000	37.000000	1760996642.440872	0.000000
