LslMarkerSourceTimestamp,EmotiBitTimestamp,PI,PG,PR
1032479.927697,90734.200,,5384,
1032479.937598,90744.100,157405,,100210
1032479.938298,90744.800,,5359,
1032479.948299,90754.800,157473,,100227
1032479.948899,90755.400,,5379,
1032479.959,90765.500,157435,,100216
1032479.9595,90766.000,,5391,
1032479.969701,90776.200,157467,,100141
1032479.970101,90776.600,,5380,
1032479.980401,90786.900,157441,,100086
1032479.980701,90787.200,,5368,
1032479.991102,90797.600,157525,,100033
1032479.991302,90797.800,,5363,
1032480.001803,90808.300,157559,,99942
1032480.001903,90808.400,,5407,
1032480.012504,90819.000,157515,5407,99922
1032480.022838,90829.333,157451,5374,99867
1032480.033172,90839.667,157424,5396,99884
1032480.043506,90850.000,157416,5385,99806
1032480.05384,90860.333,157485,5400,99720
1032480.064174,90870.667,157531,5413,99714
1032480.074508,90881.000,157487,5399,99624
1032480.084843,90891.333,157489,5409,99586
1032480.095177,90901.667,157480,5442,99604
1032480.105511,90912.000,157464,5449,99617
1032480.115239,90921.727,157479,5468,99618
1032480.124967,90931.455,157467,5446,99640
1032480.134695,90941.182,157475,5496,99680
1032480.144423,90950.909,157441,5500,99628
1032480.154151,90960.636,157487,5547,99685
1032480.163879,90970.364,157557,5549,99698
1032480.173607,90980.091,157576,5542,99706
1032480.183335,90989.818,157664,5538,99777
1032480.193063,90999.545,157764,5577,99891
1032480.202791,91009.273,158001,5618,100043
1032480.212519,91019.000,158270,5621,100184
1032480.222853,91029.333,158583,5635,100392
1032480.233187,91039.667,158932,5661,100635
1032480.243521,91050.000,159382,5700,100907
1032480.253855,91060.333,159862,5750,101261
1032480.264189,91070.667,160277,5756,101625
1032480.274523,91081.000,160743,5835,101995
1032480.284858,91091.333,161219,5865,102466
1032480.295192,91101.667,161911,5913,103105
1032480.305526,91112.000,162828,5972,103913
1032480.315254,91121.727,164097,6082,104898
1032480.324982,91131.455,165443,6120,105962
1032480.33471,91141.182,166385,6181,106696
1032480.344438,91150.909,166923,6230,107202
1032480.354166,91160.636,167445,6246,107656
1032480.363894,91170.364,167955,6329,108151
1032480.373622,91180.091,168419,6354,108520
1032480.38335,91189.818,169032,6354,108954
1032480.393078,91199.545,169765,6424,109489
1032480.402806,91209.273,170714,6502,110198
1032480.412534,91219.000,171497,6528,110731
1032480.422262,91228.727,172131,6567,111145
1032480.43199,91238.455,172717,6575,111444
1032480.441718,91248.182,173296,6598,111762
1032480.451446,91257.909,173803,6653,112028
1032480.461174,91267.636,174078,6664,112126
1032480.470902,91277.364,174141,6694,112177
1032480.48063,91287.091,174112,6671,112133
1032480.490358,91296.818,174110,6673,112153
1032480.500086,91306.545,174124,6727,112120
1032480.509814,91316.273,174195,6680,112175
1032480.519542,91326.000,174181,6680,112169
1032480.529876,91336.333,174205,6679,112206
1032480.54021,91346.667,174344,6702,112234
1032480.550544,91357.000,174338,6693,112240
1032480.560878,91367.333,174179,6713,112215
1032480.571212,91377.667,173801,6692,112002
1032480.581546,91388.000,173145,6651,111737
1032480.59188,91398.333,172475,6626,111378
1032480.602215,91408.667,171739,6599,111027
1032480.612549,91419.000,171140,6585,110731
1032480.623149,91429.600,170600,6539,110406
1032480.63375,91440.200,170173,6526,110150
1032480.644351,91450.800,169960,6529,110054
1032480.654952,91461.400,169849,6507,109963
1032480.665553,91472.000,169720,6501,109919
1032480.676153,91482.600,169643,6491,109885
1032480.686754,91493.200,169687,6504,109977
1032480.697355,91503.800,169752,6523,110037
1032480.707956,91514.400,169786,6503,110108
1032480.718557,91525.000,169742,6514,110137
1032480.728285,91534.727,169679,6534,110126
1032480.738013,91544.455,169570,6478,110074
1032480.747741,91554.182,169675,6519,110244
1032480.757469,91563.909,169924,6550,110505
1032480.767197,91573.636,170273,6577,110785
1032480.776925,91583.364,170765,6608,111209
1032480.786653,91593.091,171439,6656,111740
1032480.796381,91602.818,172181,6719,112371
1032480.806109,91612.545,172628,6756,112752
1032480.815837,91622.273,172880,6789,113017
1032480.825565,91632.000,173050,6849,113215
1032480.83601,91642.444,173095,6890,113337
1032480.846455,91652.889,173044,6858,113364
1032480.8569,91663.333,172940,6883,113328
1032480.867346,91673.778,172786,6869,113256
1032480.877791,91684.222,172598,6863,113213
1032480.888236,91694.667,172381,6834,113123
1032480.898681,91705.111,172133,6871,113029
1032480.909126,91715.556,171825,6844,112902
1032480.919572,91726.000,171524,6853,112803
1032480.929209,91735.636,171325,6856,112826
1032480.938846,91745.273,171276,6855,112808
1032480.948483,91754.909,171259,6864,112871
1032480.95812,91764.545,171367,6860,112948
1032480.967757,91774.182,171423,6878,112928
1032480.977394,91783.818,171326,6829,112858
1032480.987031,91793.455,171268,6862,112875
1032480.996668,91803.091,171178,6876,112874
1032481.006305,91812.727,171250,6889,112940
1032481.015942,91822.364,171525,6872,113115
1032481.02558,91832.000,171957,6935,113397
1032481.035914,91842.333,172411,6957,113644
1032481.046248,91852.667,173078,7012,113962
1032481.056582,91863.000,173889,7057,114317
1032481.066916,91873.333,174805,7093,114305
1032481.07725,91883.667,175754,7111,114445
1032481.087584,91894.000,176730,7148,114786
1032481.097918,91904.333,177670,7228,115108
1032481.108252,91914.667,178543,7262,115345
1032481.118587,91925.000,179416,7310,115575
1032481.128315,91934.727,179924,,
1032481.128405,91934.818,,7328,115644
1032481.138043,91944.455,180057,,
1032481.138224,91944.636,,7374,115681
1032481.147771,91954.182,180459,,
1032481.148043,91954.455,,7402,115828
1032481.157499,91963.909,180935,,
1032481.157862,91964.273,,7427,115973
1032481.167227,91973.636,181265,,
1032481.167681,91974.091,,7423,116076
1032481.176955,91983.364,181422,,
1032481.1775,91983.909,,7443,116159
1032481.186683,91993.091,181412,,
1032481.187319,91993.727,,7456,116225
1032481.196411,92002.818,181299,,
1032481.197138,92003.545,,7467,116182
1032481.206139,92012.545,181066,,
1032481.206957,92013.364,,7438,116096
1032481.215867,92022.273,180783,,
1032481.216776,92023.182,,7401,115985
1032481.225595,92032.000,180572,,
1032481.226595,92033.000,,7385,115873
1032481.236295,92042.700,180448,,
1032481.237195,92043.600,,7380,115818
1032481.246996,92053.400,180359,,
1032481.247796,92054.200,,7373,115758
1032481.257697,92064.100,180298,,
1032481.258397,92064.800,,7385,115786
1032481.268398,92074.800,180206,,
1032481.268998,92075.400,,7338,115716
1032481.279099,92085.500,180199,,
1032481.279599,92086.000,,7360,115739
1032481.289799,92096.200,180176,,
1032481.290199,92096.600,,7334,115721
1032481.3005,92106.900,180143,,
1032481.3008,92107.200,,7335,115753
1032481.311201,92117.600,180174,,
1032481.311401,92117.800,,7332,115786
1032481.321902,92128.300,180144,,
1032481.322002,92128.400,,7347,115759
1032481.332603,92139.000,180085,7382,115723
1032481.341903,92148.300,179945,7328,115660
1032481.351204,92157.600,179773,7370,115604
1032481.360505,92166.900,179619,7349,115527
1032481.369805,92176.200,179494,7348,115471
1032481.379106,92185.500,179337,7315,115415
1032481.388407,92194.800,179305,7359,115421
1032481.397707,92204.100,179233,7339,115377
1032481.407008,92213.400,179159,7342,115345
1032481.416309,92222.700,179120,7363,115352
1032481.425609,92232.000,179014,7330,115314
1032481.43631,92242.700,178983,7340,115289
1032481.447011,92253.400,178931,7306,115282
1032481.457712,92264.100,178860,7317,115263
1032481.468413,92274.800,178857,7352,115259
1032481.479113,92285.500,178825,7343,115256
1032481.489814,92296.200,178793,7337,115224
1032481.500515,92306.900,178778,7318,115264
1032481.511216,92317.600,178755,7353,115231
1032481.521917,92328.300,178691,7361,115188
1032481.532617,92339.000,178614,7345,115176
1032481.542952,92349.333,178542,7340,115126
1032481.553286,92359.667,178542,7342,115154
1032481.56362,92370.000,178539,7346,115120
1032481.573954,92380.333,178544,7335,115134
1032481.584288,92390.667,178585,7331,115159
1032481.594622,92401.000,178624,7373,115190
1032481.604956,92411.333,178577,7337,115127
1032481.61529,92421.667,178657,7342,115176
1032481.625624,92432.000,178638,7335,115159
1032481.635352,92441.727,178642,7359,115185
1032481.64508,92451.455,178639,7328,115179
1032481.654808,92461.182,178656,7342,115189
1032481.664536,92470.909,178616,7334,115168
1032481.674264,92480.636,178548,7335,115146
1032481.683992,92490.364,178537,7335,115127
1032481.69372,92500.091,178489,7355,115112
1032481.703448,92509.818,178437,7346,115100
1032481.713176,92519.545,178379,7344,115059
1032481.722904,92529.273,178404,7350,115069
1032481.732632,92539.000,178327,7334,115040
1032481.74227,92548.636,178330,,115072
1032481.74236,92548.727,,7357,
1032481.751907,92558.273,178316,,115029
1032481.752088,92558.455,,7353,
1032481.761544,92567.909,178307,,115050
1032481.761816,92568.182,,7356,
1032481.771181,92577.545,178292,,115039
1032481.771544,92577.909,,7330,
1032481.780818,92587.182,178262,,115046
1032481.781272,92587.636,,7312,
1032481.790455,92596.818,178301,,115049
1032481.791,92597.364,,7326,
1032481.800092,92606.455,178237,,115027
1032481.800728,92607.091,,7298,
1032481.809729,92616.091,178239,,115049
1032481.810456,92616.818,,7297,
1032481.819366,92625.727,178179,,115051
1032481.820184,92626.545,,7284,
1032481.829003,92635.364,178201,,115049
1032481.829912,92636.273,,7298,
1032481.83864,92645.000,178110,,114997
1032481.83964,92646.000,,7263,
1032481.849086,92655.444,178071,,114977
1032481.849975,92656.333,,7274,
1032481.859531,92665.889,177997,,114907
1032481.860309,92666.667,,7266,
1032481.869976,92676.333,177979,,114927
1032481.870643,92677.000,,7273,
1032481.880421,92686.778,177985,,114975
1032481.880977,92687.333,,7282,
1032481.890867,92697.222,177964,,114953
1032481.891311,92697.667,,7258,
1032481.901312,92707.667,177976,,114951
1032481.901645,92708.000,,7274,
1032481.911757,92718.111,177901,,114911
1032481.911979,92718.333,,7265,
1032481.922202,92728.556,177923,,114916
1032481.922313,92728.667,,7255,
1032481.932647,92739.000,177894,7252,114919
1032481.942284,92748.636,177856,7258,114906
1032481.951922,92758.273,177871,7239,114926
1032481.961559,92767.909,177856,7252,114924
1032481.971196,92777.545,177843,7264,114907
1032481.980833,92787.182,177785,7250,114864
1032481.99047,92796.818,177765,7263,114885
1032482.000107,92806.455,177679,7282,114847
1032482.009744,92816.091,177689,7245,114848
1032482.019381,92825.727,177653,7295,114823
1032482.029018,92835.364,177662,7303,114856
1032482.038655,92845.000,177621,7271,114806
1032482.049101,92855.444,177637,7278,114846
1032482.059546,92865.889,177648,7285,114826
1032482.069991,92876.333,177640,7267,114836
1032482.080436,92886.778,177653,7284,114882
1032482.090881,92897.222,177696,7283,114866
1032482.101327,92907.667,177690,7287,114899
1032482.111772,92918.111,177705,7304,114876
1032482.122217,92928.556,177666,7286,114844
1032482.132662,92939.000,177716,7285,114903
1032482.143263,92949.600,177661,7302,114862
1032482.153864,92960.200,177629,7267,114877
1032482.164465,92970.800,177695,7324,114867
1032482.175066,92981.400,177686,7334,114857
1032482.185666,92992.000,177690,7308,114862
1032482.196267,93002.600,177693,7292,114845
1032482.206868,93013.200,177680,7316,114903
1032482.217469,93023.800,177686,7304,114885
1032482.228069,93034.400,177692,7324,114882
1032482.23867,93045.000,177699,7320,114886
1032482.248071,93054.400,177699,7339,114878
1032482.257472,93063.800,177651,7325,114860
1032482.266872,93073.200,177661,7321,114866
1032482.276273,93082.600,177635,7344,114888
1032482.285674,93092.000,177649,7315,114850
1032482.295075,93101.400,177669,7314,114877
1032482.304475,93110.800,177647,7343,114867
1032482.313876,93120.200,177623,7326,114854
1032482.323277,93129.600,177619,7321,114868
1032482.332677,93139.000,177670,7304,114891
1032482.343278,93149.600,177626,7333,114866
1032482.353879,93160.200,177584,7307,114858
1032482.36448,93170.800,177568,7308,114850
1032482.37508,93181.400,177554,7321,114846
1032482.385681,93192.000,177505,7292,114816
1032482.396282,93202.600,177446,7274,114808
1032482.406883,93213.200,177435,7265,114782
1032482.417484,93223.800,177406,7311,114787
1032482.428084,93234.400,177381,7274,114766
1032482.438685,93245.000,177346,7274,114752
1032482.448413,93254.727,177354,7302,114773
1032482.458141,93264.455,177320,7256,114773
1032482.467869,93274.182,177330,7282,114768
1032482.477597,93283.909,177361,7279,114803
1032482.487325,93293.636,177355,7281,114797
1032482.497053,93303.364,177309,7267,114762
1032482.506781,93313.091,177309,7280,114753
1032482.516509,93322.818,177288,7274,114747
1032482.526237,93332.545,177251,7251,114728
1032482.535965,93342.273,177267,7254,114740
1032482.545693,93352.000,177281,7293,114760
1032482.556027,93362.333,177276,7268,114763
1032482.566361,93372.667,177257,7263,114733
1032482.576696,93383.000,177261,7307,114782
1032482.58703,93393.333,177228,7263,114742
1032482.597364,93403.667,177249,7279,114729
1032482.607698,93414.000,177243,7257,114727
1032482.618032,93424.333,177255,7304,114731
1032482.628366,93434.667,177209,7268,114716
1032482.6387,93445.000,177224,7285,114720
1032482.648428,93454.727,177195,7282,114758
1032482.658156,93464.455,177220,7315,114736
1032482.667884,93474.182,177199,7263,114709
1032482.677612,93483.909,177213,7292,114716
1032482.68734,93493.636,177198,7317,114743
1032482.697068,93503.364,177177,7311,114710
1032482.706796,93513.091,177165,7291,114742
1032482.716524,93522.818,177178,7300,114716
1032482.726252,93532.545,177200,7332,114720
1032482.73598,93542.273,177148,7306,114692
1032482.745708,93552.000,177199,7328,114740
1032482.756409,93562.700,177197,7313,114726
1032482.76711,93573.400,177172,7308,114684
1032482.777811,93584.100,177208,7322,114752
1032482.788511,93594.800,177238,7346,114763
1032482.799212,93605.500,177252,7333,114747
1032482.809913,93616.200,177208,7316,114714
1032482.820614,93626.900,177237,7352,114735
1032482.831315,93637.600,177188,7339,114685
1032482.842015,93648.300,177192,7347,114718
1032482.852716,93659.000,177166,7331,114737
1032482.862353,93668.636,177203,7364,114736
1032482.87199,93678.273,177178,7357,114684
1032482.881627,93687.909,177236,7365,114738
1032482.891265,93697.545,177256,7382,114762
1032482.900902,93707.182,177290,7385,114739
1032482.910539,93716.818,177327,7370,114803
1032482.920176,93726.455,177376,7373,114791
1032482.929813,93736.091,177391,7391,114816
1032482.93945,93745.727,177353,7382,114777
1032482.949087,93755.364,177335,7358,114753
1032482.958724,93765.000,177317,7363,114772
1032482.968452,93774.727,177333,7363,114789
1032482.97818,93784.455,177250,7328,114745
1032482.987908,93794.182,177270,7366,114759
1032482.997636,93803.909,177208,7341,114736
1032483.007364,93813.636,177149,7335,114702
1032483.017092,93823.364,177132,7335,114686
1032483.02682,93833.091,177125,7342,114706
1032483.036548,93842.818,177057,7306,114692
1032483.046276,93852.545,177015,7352,114667
1032483.056004,93862.273,177057,7348,114706
1032483.065732,93872.000,177042,7347,114683
1032483.076177,93882.444,177011,7320,114682
1032483.086623,93892.889,177021,7334,114664
1032483.097068,93903.333,177074,7364,114714
1032483.107513,93913.778,177045,7316,114684
1032483.117958,93924.222,177108,7364,114682
1032483.128403,93934.667,177091,7345,114717
1032483.138849,93945.111,177108,7358,114724
1032483.149294,93955.556,177099,7328,114703
1032483.159739,93966.000,177121,7374,114736
1032483.17034,93976.600,177135,7364,114719
1032483.180941,93987.200,177144,7371,114704
1032483.191542,93997.800,177179,7384,114760
1032483.202142,94008.400,177206,7397,114747
1032483.212743,94019.000,177196,7373,114748
1032483.223344,94029.600,177219,7366,114737
1032483.233945,94040.200,177227,7360,114786
1032483.244546,94050.800,177203,7364,114754
1032483.255146,94061.400,177215,7379,114770
1032483.265747,94072.000,177193,7370,114746
1032483.275048,94081.300,177214,7397,114798
1032483.284348,94090.600,177187,7383,114767
1032483.293649,94099.900,177208,7385,114774
1032483.30295,94109.200,177215,7358,114789
1032483.312251,94118.500,177175,7381,114766
1032483.321551,94127.800,177181,7385,114767
1032483.330852,94137.100,177190,7386,114793
1032483.340153,94146.400,177176,7391,114787
1032483.349453,94155.700,177162,7369,114761
1032483.358754,94165.000,177190,7377,114787
1032483.369455,94175.700,177154,7405,114769
1032483.380156,94186.400,177122,7419,114768
1032483.390856,94197.100,177116,7370,114728
1032483.401557,94207.800,177166,7422,114749
1032483.412258,94218.500,177145,7409,114751
1032483.422959,94229.200,177115,7385,114731
1032483.43366,94239.900,177120,7389,114751
1032483.44436,94250.600,177129,7438,114742
1032483.455061,94261.300,177130,7423,114734
1032483.465762,94272.000,177081,7392,114754
1032483.47549,94281.727,177118,7430,114770
1032483.485218,94291.455,177160,7454,114757
1032483.494946,94301.182,177142,7417,114750
1032483.504674,94310.909,177127,7394,114752
1032483.514402,94320.636,177124,7442,114739
1032483.52413,94330.364,177071,7413,114712
1032483.533858,94340.091,177087,7399,114721
1032483.543586,94349.818,177068,7426,114728
1032483.553314,94359.545,177057,7412,114720
1032483.563042,94369.273,176982,7395,114668
1032483.57277,94379.000,176998,7381,114698
1032483.583104,94389.333,176990,7368,114695
1032483.593438,94399.667,176943,7374,114684
1032483.603772,94410.000,176919,7356,114674
1032483.614106,94420.333,176921,7350,114678
1032483.624441,94430.667,176924,7362,114662
1032483.634775,94441.000,176895,7344,114657
1032483.645109,94451.333,176912,7384,114689
1032483.655443,94461.667,176918,7364,114681
1032483.665777,94472.000,176902,7365,114664
1032483.675505,94481.727,176854,7377,114633
1032483.685233,94491.455,176876,7378,114672
1032483.694961,94501.182,176852,7356,114628
1032483.704689,94510.909,176841,7372,114644
1032483.714417,94520.636,176855,7374,114631
1032483.724145,94530.364,176889,7397,114659
1032483.733873,94540.091,176862,7406,114618
1032483.743601,94549.818,176859,7386,114632
1032483.753329,94559.545,176875,7397,114628
1032483.763057,94569.273,176856,7385,114616
1032483.772785,94579.000,176862,7383,114622
1032483.783386,94589.600,176864,7389,114646
1032483.793987,94600.200,176902,7393,114656
1032483.804587,94610.800,176857,7397,114648
1032483.815188,94621.400,176837,7367,114624
1032483.825789,94632.000,176850,7393,114642
1032483.83639,94642.600,176861,7392,114642
1032483.846991,94653.200,176821,7403,114651
1032483.857591,94663.800,176846,7397,114652
1032483.868192,94674.400,176814,7414,114596
1032483.878793,94685.000,176778,7394,114577
1032483.888194,94694.400,176776,7399,114602
1032483.897594,94703.800,176750,7391,114584
1032483.906995,94713.200,176788,7402,114605
1032483.916396,94722.600,176765,7408,114586
1032483.925796,94732.000,176785,7419,114600
1032483.935197,94741.400,176772,7389,114607
1032483.944598,94750.800,176809,7410,114616
1032483.953999,94760.200,176813,7400,114583
1032483.963399,94769.600,176842,7434,114632
1032483.9728,94779.000,176827,7409,114596
1032483.983401,94789.600,176852,7414,114620
1032483.994002,94800.200,176919,7442,114604
1032484.004602,94810.800,176840,7421,114628
1032484.015203,94821.400,176859,7434,114638
1032484.025804,94832.000,176869,7445,114626
1032484.036405,94842.600,176849,7429,114603
1032484.047006,94853.200,176843,7428,114611
1032484.057606,94863.800,176894,7429,114632
1032484.068207,94874.400,176875,7465,114628
1032484.078808,94885.000,176866,7458,114636
1032484.089142,94895.333,176851,7458,114610
1032484.099476,94905.667,176874,7444,114642
1032484.10981,94916.000,176811,7405,114622
1032484.120144,94926.333,176839,7419,114590
1032484.130478,94936.667,176834,7440,114602
1032484.140813,94947.000,176771,7398,114565
1032484.151147,94957.333,176759,7419,114567
1032484.161481,94967.667,176736,7406,114583
1032484.171815,94978.000,176715,7414,114568
1032484.181543,94987.727,176676,7378,114554
1032484.191271,94997.455,176709,7413,114534
1032484.200999,95007.182,176699,7402,114562
1032484.210727,95016.909,176686,7425,114555
