segment,t_start,t_end,duration_s,start_marker,end_marker,buffer_s
baseline_warmup,62863.874886791855,63001.65300233768,137.77811554582877,baseline,start,5.0
meditation_all,63011.65300233768,63946.232376392065,934.5793740543813,start,stop,5.0
post_meditation,63956.232376392065,63966.84205661946,10.609680227396893,stop,end,5.0
