t_center,mean_pairwise_r,t_start,t_end
63104.0,0.238856251347914,63089,63119
63105.0,0.23952462786702566,63090,63120
63106.0,0.23981331626305621,63091,63121
63107.0,0.24305887384091152,63092,63122
63108.0,0.24495292317461353,63093,63123
63109.0,0.24967812395239597,63094,63124
63110.0,0.2601280624590709,63095,63125
63111.0,0.26774671842516923,63096,63126
63112.0,0.2519552485417315,63097,63127
63113.0,0.2245562586190994,63098,63128
63114.0,0.20049632092748265,63099,63129
63115.0,0.183263226693779,63100,63130
63116.0,0.17395034705117837,63101,63131
63117.0,0.1719375205998542,63102,63132
63118.0,0.1703111979369382,63103,63133
63119.0,0.15742956231793048,63104,63134
63120.0,0.13339417546697843,63105,63135
63121.0,0.11117344844269175,63106,63136
63122.0,0.09718213284254446,63107,63137
63123.0,0.0919766954675789,63108,63138
63124.0,0.09102102895980513,63109,63139
63125.0,0.08611960191683161,63110,63140
63126.0,0.06986825057198842,63111,63141
63127.0,0.056715107972903175,63112,63142
63128.0,0.04486738168432701,63113,63143
63129.0,0.02983754940139704,63114,63144
63130.0,0.01794841885630108,63115,63145
63131.0,0.015074998637743612,63116,63146
63132.0,0.01495181204035068,63117,63147
63133.0,0.014441074694320202,63118,63148
63134.0,0.007042816190678155,63119,63149
63135.0,-0.010162616027439217,63120,63150
63136.0,-0.01853160072670635,63121,63151
63137.0,-0.02270209586126041,63122,63152
63138.0,-0.02466879831730776,63123,63153
63139.0,-0.02424552947904924,63124,63154
63140.0,-0.02491386632485218,63125,63155
63141.0,-0.03436790704124434,63126,63156
63142.0,-0.037011678435617874,63127,63157
63143.0,-0.023642177419140157,63128,63158
63144.0,-0.0015194630485823378,63129,63159
63145.0,0.020670636328837606,63130,63160
63146.0,0.02857663184458979,63131,63161
63147.0,0.0232300737844224,63132,63162
63148.0,0.013404762819804347,63133,63163
63149.0,0.023583622032101677,63134,63164
63150.0,0.023270018173327738,63135,63165
63151.0,0.016472899931574653,63136,63166
63152.0,0.005206853266444608,63137,63167
63153.0,-0.008888466068125597,63138,63168
63154.0,-0.01446947644063721,63139,63169
63155.0,-0.005965762137937536,63140,63170
63156.0,0.007877855692312849,63141,63171
63157.0,0.016002085409690076,63142,63172
63158.0,0.01981706468923204,63143,63173
63159.0,0.019028704712594352,63144,63174
63160.0,0.010858908850867028,63145,63175
63161.0,-0.004422618864685561,63146,63176
63162.0,-0.019236856832284238,63147,63177
63163.0,-0.031196522127878396,63148,63178
63164.0,-0.04010485580348903,63149,63179
63165.0,-0.04353238528572678,63150,63180
63166.0,-0.04091515630500354,63151,63181
63167.0,-0.03650244561781787,63152,63182
63168.0,-0.03418595361323208,63153,63183
63169.0,-0.0340494828746489,63154,63184
63170.0,-0.032676624973496646,63155,63185
63171.0,-0.03252650757304832,63156,63186
63172.0,-0.03125498014207156,63157,63187
63173.0,-0.033069955959542104,63158,63188
63174.0,-0.03410480799283383,63159,63189
63175.0,-0.030453434525384786,63160,63190
63176.0,-0.023996515796880318,63161,63191
63177.0,-0.0183194342596874,63162,63192
63178.0,-0.010357076788383308,63163,63193
63179.0,-0.012338669778362957,63164,63194
63180.0,-0.03321564282631343,63165,63195
63181.0,-0.06287777307962836,63166,63196
63182.0,-0.06977737149103044,63167,63197
63183.0,-0.06750782176537623,63168,63198
63184.0,-0.06123841210532227,63169,63199
63185.0,-0.07159427880071065,63170,63200
63186.0,-0.08608669216970177,63171,63201
63187.0,-0.08958267176832975,63172,63202
63188.0,-0.08856709378328297,63173,63203
63189.0,-0.0871219429627423,63174,63204
63190.0,-0.08795115976784612,63175,63205
63191.0,-0.08710484207523674,63176,63206
63192.0,-0.0842156844966318,63177,63207
63193.0,-0.07905457567789477,63178,63208
63194.0,-0.06565126796297224,63179,63209
63195.0,-0.04906597363730524,63180,63210
63196.0,-0.05388372000196625,63181,63211
63197.0,-0.06393104504924536,63182,63212
63198.0,-0.06995731202633018,63183,63213
63199.0,-0.07603402201192926,63184,63214
63200.0,-0.08119478805414183,63185,63215
63201.0,-0.0830808548132142,63186,63216
63202.0,-0.08908422324372338,63187,63217
63203.0,-0.09266308378833818,63188,63218
63204.0,-0.0959516456607147,63189,63219
63205.0,-0.10259003691557757,63190,63220
63206.0,-0.10667092118801785,63191,63221
63207.0,-0.10839094430832333,63192,63222
63208.0,-0.10965122771626527,63193,63223
63209.0,-0.10995617576974948,63194,63224
63210.0,-0.10907057392350816,63195,63225
63211.0,-0.10330015028357187,63196,63226
63212.0,-0.08865989167666577,63197,63227
63213.0,-0.06936419006778707,63198,63228
63214.0,-0.054820869027625126,63199,63229
63215.0,-0.05060862217781059,63200,63230
63216.0,-0.05198357513480768,63201,63231
63217.0,-0.05057395118113928,63202,63232
63218.0,-0.04514535512683962,63203,63233
63219.0,-0.04287088016397225,63204,63234
63220.0,-0.043247158358987216,63205,63235
63221.0,-0.04156033110739351,63206,63236
63222.0,-0.04214578635459008,63207,63237
