time,hr_bpm,is_valid
62864.0,,False
62865.0,,False
62866.0,65.2161897555019,True
62867.0,65.63765715871844,True
62868.0,69.34754073884348,True
62869.0,68.38326139203693,True
62870.0,67.66733023333454,True
62871.0,68.35735858806312,True
62872.0,69.34416355738911,True
62873.0,74.90046800249957,True
62874.0,78.18686555856789,True
62875.0,74.46303099381888,True
62876.0,69.68602379048366,True
62877.0,68.33978746926839,True
62878.0,71.40088962604581,True
62879.0,71.04988844170951,True
62880.0,68.36019930048971,True
62881.0,68.35735858771697,True
62882.0,69.86610317205164,True
62883.0,73.42086663155358,True
62884.0,74.11344850567045,True
62885.0,70.98876972198748,True
62886.0,71.02207696393381,True
62887.0,73.8475406014991,True
62888.0,74.0293338129172,True
62889.0,71.16949589431115,True
62890.0,68.52346845147648,True
62891.0,72.12004328229024,True
62892.0,75.65474401768432,True
62893.0,75.0192315028108,True
62894.0,72.77859649676506,True
62895.0,72.7959142999065,True
62896.0,76.58924900693815,True
62897.0,75.46429083132738,True
62898.0,72.8344791610303,True
62899.0,70.62465725606128,True
62900.0,55.54586729290036,True
62901.0,65.9960595700216,True
62902.0,54.355136271903234,True
62903.0,74.3386274639263,True
62904.0,76.2718808397754,True
62905.0,78.37951318718552,True
62906.0,74.66550552059218,True
62907.0,72.35919640601502,True
62908.0,72.11503838316956,True
62909.0,76.97363698316713,True
62910.0,77.37425791421957,True
62911.0,76.94876773473338,True
62912.0,75.27962274870451,True
62913.0,75.27962274870451,True
62914.0,83.83024238674328,True
62915.0,90.1505853730694,True
62916.0,91.25924722474551,True
62917.0,81.95876947632587,True
62918.0,77.8397312982394,True
62919.0,76.26369437334793,True
62920.0,79.29453596229853,True
62921.0,80.68561227381262,True
62922.0,83.79366164739392,True
62923.0,84.958431388344,True
62924.0,84.95843138732894,True
62925.0,106.8084190405232,True
62926.0,90.01957525583295,True
62927.0,83.75776057691428,True
62928.0,75.6274138202476,True
62929.0,71.95673166044816,True
62930.0,74.23233195420876,True
62931.0,71.8652190927879,True
62932.0,69.62479643592236,True
62933.0,69.62275076120316,True
62934.0,71.2511291668907,True
62935.0,74.31841211718546,True
62936.0,77.40424271397023,True
62937.0,73.84766006924409,True
62938.0,70.7260763351176,True
62939.0,69.26695323094512,True
62940.0,70.82941060577801,True
62941.0,71.65168912194716,True
62942.0,71.29398609199785,True
62943.0,70.79869282317603,True
62944.0,70.79869282293248,True
62945.0,74.32580693573125,True
62946.0,71.99252619357405,True
62947.0,69.66478789433806,True
62948.0,68.34970438650171,True
62949.0,68.08104070149915,True
62950.0,70.33863688225098,True
62951.0,69.98253495531942,True
62952.0,67.50031152633291,True
62953.0,66.82123817028749,True
62954.0,67.9178775943903,True
62955.0,71.83243850887276,True
62956.0,73.42086663136688,True
62957.0,72.54735209155021,True
62958.0,68.95368431144209,True
62959.0,68.43238420193425,True
62960.0,71.1825654513424,True
62961.0,70.59113436372414,True
62962.0,68.71622402032952,True
62963.0,66.98163548498835,True
62964.0,70.3541817481072,True
62965.0,75.06804550076512,True
62966.0,71.64027253535689,True
62967.0,69.68483767478118,True
62968.0,70.54971592023296,True
62969.0,75.1094457450162,True
62970.0,72.62378624767895,True
62971.0,70.40033642449984,True
62972.0,69.96576702541755,True
62973.0,72.11620212351131,True
62974.0,77.01201333463722,True
62975.0,74.93704267453629,True
62976.0,72.77686614221416,True
62977.0,73.05744815153211,True
62978.0,80.24493565301789,True
62979.0,78.42261455601528,True
62980.0,74.65852028862952,True
62981.0,97.09748718644892,True
62982.0,51.79221280119307,True
62983.0,84.99119013622999,True
62984.0,55.93501612013754,True
62985.0,79.77939674276925,True
62986.0,74.13700438789023,True
62987.0,72.53559618088747,True
62988.0,55.15382174776503,True
62989.0,62.22342715932468,True
62990.0,58.441974239761166,True
62991.0,74.90537802049958,True
62992.0,72.05413608028523,True
62993.0,85.8192619199674,True
62994.0,94.94206713665162,True
62995.0,91.49369534131141,True
62996.0,92.12944804343898,True
62997.0,92.38319643227607,True
62998.0,97.10712581031675,True
62999.0,97.35325490812907,True
63000.0,88.70428329658898,True
63001.0,82.78867001401986,True
