time,ppg
63478.947234693966,154558.0
63478.95732856203,154546.0
63478.96742243008,154530.0
63478.97751629814,154540.0
63478.987610166194,154564.0
63478.99770403426,154558.0
63479.00779790231,154564.0
63479.01789177037,154588.0
63479.02798563842,154590.0
63479.038079506485,154575.0
63479.04817337454,154566.0
63479.058267242595,154596.0
63479.06836111065,154597.0
63479.078454978706,154596.0
63479.08854884677,154602.0
63479.098642714824,154563.0
63479.10873658288,154603.0
63479.118830450934,154588.0
63479.128924319,154589.0
63479.13901818705,154596.0
63479.14911205511,154602.0
63479.15920592316,154627.0
63479.169299791225,154613.0
63479.17939365928,154649.0
63479.189487527336,154628.0
63479.19958139539,154656.0
63479.20967526345,154668.0
63479.21976913151,154647.0
63479.229862999564,154630.0
63479.23995686762,154672.0
63479.250050735674,154654.0
63479.26014460374,154652.0
63479.27023847179,154656.0
63479.28033233985,154718.0
63479.2904262079,154700.0
63479.300520075965,154701.0
63479.31061394402,154759.0
63479.320707812076,154745.0
63479.33080168013,154727.0
63479.340895548194,154717.0
63479.35098941625,154764.0
63479.361083284304,154758.0
63479.37117715236,154753.0
63479.38127102042,154759.0
63479.39136488848,154784.0
63479.40145875653,154773.0
63479.41155262459,154772.0
63479.42164649264,154804.0
63479.431740360706,154765.0
63479.44183422876,154807.0
63479.451928096816,154795.0
63479.46202196487,154790.0
63479.472115832934,154727.0
63479.48220970099,154729.0
63479.492303569044,154666.0
63479.5023974371,154609.0
63479.51249130516,154585.0
63479.52258517322,154534.0
63479.53267904127,154504.0
63479.54277290933,154440.0
63479.55286677739,154492.0
63479.562960645446,154474.0
63479.5730545135,154469.0
63479.58314838156,154475.0
63479.59324224961,154501.0
63479.603336117674,154493.0
63479.61342998573,154487.0
63479.623523853785,154466.0
63479.63361772184,154508.0
63479.6437115899,154519.0
63479.65380545796,154496.0
63479.66389932601,154457.0
63479.67399319407,154474.0
63479.68408706213,154487.0
63479.694180930186,154482.0
63479.70427479824,154508.0
63479.7143686663,154468.0
63479.72446253436,154520.0
63479.734556402414,154497.0
63479.74465027047,154503.0
63479.754744138525,154487.0
63479.76483800658,154472.0
63479.77493187464,154511.0
63479.7850257427,154502.0
63479.79511961075,154466.0
63479.80521347881,154479.0
63479.81530734687,154475.0
63479.82540121493,154471.0
63479.83549508298,154466.0
63479.84558895104,154463.0
63479.8556828191,154459.0
63479.865776687155,154503.0
63479.87587055521,154506.0
63479.885964423265,154467.0
63479.89605829133,154535.0
63479.90615215938,154521.0
63479.91624602744,154504.0
63479.92633989549,154521.0
63479.93643376355,154517.0
63479.94652763161,154549.0
63479.95662149967,154525.0
63479.96671536772,154539.0
63479.97680923578,154537.0
63479.98690310384,154562.0
63479.996996971895,154554.0
63480.00709083995,154616.0
63480.017184708006,154595.0
63480.02727857607,154571.0
63480.03737244412,154580.0
63480.04746631218,154551.0
63480.057560180234,154627.0
63480.06765404829,154590.0
63480.07774791635,154596.0
63480.08784178441,154571.0
63480.09793565246,154615.0
63480.10802952052,154615.0
63480.11812338858,154604.0
63480.128217256635,154642.0
63480.13831112469,154622.0
63480.148404992746,154626.0
63480.15849886081,154623.0
63480.16859272886,154640.0
63480.17868659692,154596.0
63480.188780464974,154655.0
63480.19887433304,154668.0
63480.20896820109,154656.0
63480.21906206915,154661.0
63480.2291559372,154682.0
63480.23924980526,154696.0
63480.24934367332,154692.0
63480.259437541376,154709.0
63480.26953140943,154691.0
63480.279625277486,154688.0
63480.28971914555,154711.0
63480.299813013604,154700.0
63480.30990688166,154712.0
63480.320000749714,154712.0
63480.33009461778,154751.0
63480.34018848583,154712.0
63480.35028235389,154766.0
63480.36037622194,154756.0
63480.370470090005,154756.0
63480.38056395806,154781.0
63480.390657826116,154776.0
63480.40075169417,154789.0
63480.410845562226,154779.0
63480.42093943029,154819.0
63480.431033298344,154780.0
63480.4411271664,154805.0
63480.451221034455,154825.0
63480.46131490252,154770.0
63480.47140877057,154773.0
63480.48150263863,154781.0
63480.49159650668,154760.0
63480.501690374746,154691.0
63480.5117842428,154665.0
63480.521878110856,154616.0
63480.53197197891,154565.0
63480.542065846974,154516.0
63480.55215971503,154542.0
63480.562253583084,154503.0
63480.57234745114,154478.0
63480.582441319195,154508.0
63480.59253518726,154466.0
63480.60262905531,154485.0
63480.61272292337,154458.0
63480.62281679142,154526.0
63480.632910659486,154507.0
63480.64300452754,154528.0
63480.653098395596,154519.0
63480.66319226365,154495.0
63480.673286131714,154504.0
63480.68337999977,154528.0
63480.693473867825,154548.0
63480.70356773588,154513.0
63480.713661603935,154516.0
63480.723755472,154489.0
63480.73384934005,154539.0
63480.74394320811,154529.0
63480.75403707616,154510.0
63480.764130944226,154526.0
63480.77422481228,154539.0
63480.78431868034,154513.0
63480.79441254839,154512.0
63480.804506416454,154517.0
63480.81460028451,154523.0
63480.824694152565,154475.0
63480.83478802062,154486.0
63480.84488188868,154507.0
63480.85497575674,154496.0
63480.86506962479,154523.0
63480.87516349285,154539.0
63480.885257360904,154511.0
63480.895351228966,154535.0
63480.90544509702,154557.0
63480.91553896508,154557.0
63480.92563283313,154568.0
63480.935726701195,154583.0
63480.94582056925,154558.0
63480.955914437305,154584.0
63480.96600830536,154608.0
63480.97610217342,154602.0
63480.98619604148,154577.0
63480.99628990953,154597.0
63481.00638377759,154583.0
63481.01647764565,154610.0
63481.02657151371,154598.0
63481.03666538176,154617.0
63481.04675924982,154603.0
63481.05685311787,154632.0
63481.066946985935,154665.0
63481.07704085399,154644.0
63481.087134722045,154622.0
63481.0972285901,154662.0
63481.10732245816,154664.0
63481.11741632622,154631.0
63481.127510194274,154651.0
63481.13760406233,154661.0
63481.14769793039,154659.0
63481.15779179845,154687.0
63481.1678856665,154666.0
63481.17797953456,154681.0
63481.18807340262,154648.0
63481.198167270675,154705.0
63481.20826113873,154680.0
63481.218355006786,154710.0
63481.22844887484,154736.0
63481.2385427429,154755.0
63481.24863661096,154688.0
63481.258730479014,154708.0
63481.26882434707,154738.0
63481.27891821513,154726.0
63481.28901208319,154758.0
63481.29910595124,154752.0
63481.3091998193,154738.0
63481.31929368736,154729.0
63481.329387555415,154793.0
63481.33948142347,154774.0
63481.349575291526,154809.0
63481.35966915959,154801.0
63481.369763027644,154762.0
63481.3798568957,154800.0
63481.389950763754,154820.0
63481.40004463181,154796.0
63481.41013849987,154831.0
63481.42023236793,154833.0
63481.43032623598,154835.0
63481.44042010404,154799.0
63481.4505139721,154860.0
63481.460607840156,154817.0
63481.47070170821,154826.0
63481.480795576266,154839.0
63481.49088944433,154837.0
63481.500983312384,154738.0
63481.51107718044,154717.0
63481.521171048495,154700.0
63481.53126491656,154581.0
63481.54135878461,154584.0
63481.55145265267,154557.0
