time,hr_bpm,is_valid
62864.0,,False
62865.0,,False
62866.0,66.46400417179042,True
62867.0,71.89687618155776,True
62868.0,73.58183942633323,True
62869.0,75.51646443504414,True
62870.0,70.06714572306274,True
62871.0,65.59532917578265,True
62872.0,62.98596603564263,True
62873.0,64.11015248165664,True
62874.0,69.86181854803048,True
62875.0,80.19971511211246,True
62876.0,76.9321291869012,True
62877.0,69.37322618384941,True
62878.0,66.34555085545362,True
62879.0,66.26428736079356,True
62880.0,72.26694724450506,True
62881.0,72.27642029435792,True
62882.0,66.28204609991174,True
62883.0,63.1067269479737,True
62884.0,63.44146520724807,True
62885.0,67.49188922723702,True
62886.0,69.9317990837548,True
62887.0,67.35215187490691,True
62888.0,63.52819109714773,True
62889.0,66.02566170244847,True
62890.0,72.42091971435035,True
62891.0,65.81671952501101,True
62892.0,63.580998565554424,True
62893.0,64.39134086237989,True
62894.0,72.10884565726148,True
62895.0,76.1578449814865,True
62896.0,84.31544301694926,True
62897.0,74.25413468875074,True
62898.0,68.50052654459562,True
62899.0,67.22519416975149,True
62900.0,72.75478621378818,True
62901.0,82.67596807418964,True
62902.0,75.24307496380511,True
62903.0,77.91193192276519,True
62904.0,74.67717873658006,True
62905.0,78.69937237892063,True
62906.0,76.71991617886533,True
62907.0,69.3945470907289,True
62908.0,68.1834327602437,True
62909.0,71.6234454779177,True
62910.0,72.47387178132028,True
62911.0,68.55741030635335,True
62912.0,67.92712961279815,True
62913.0,71.73443778908651,True
62914.0,69.15895708630754,True
62915.0,66.8626329880574,True
62916.0,64.67917570944083,True
62917.0,67.53686770156084,True
62918.0,69.82638306761828,True
62919.0,69.96824130547004,True
62920.0,69.06739658472219,True
62921.0,71.24401922561849,True
62922.0,78.00302240698,True
62923.0,82.8140256080297,True
62924.0,71.67278702761305,True
62925.0,66.49155325299502,True
62926.0,64.17983113282023,True
62927.0,64.57737689078577,True
62928.0,70.98120754626284,True
62929.0,79.65302989013651,True
62930.0,74.48078403513155,True
62931.0,66.98492116457186,True
62932.0,63.53785677974202,True
62933.0,66.01487399111949,True
62934.0,74.98118168145925,True
62935.0,73.10543897597756,True
62936.0,67.00346487793927,True
62937.0,64.64326829535034,True
62938.0,64.95553884942368,True
62939.0,67.228945562613,True
62940.0,74.15951827052241,True
62941.0,71.36297574349835,True
62942.0,66.88684098265297,True
62943.0,63.413991196740355,True
62944.0,63.2575664695677,True
62945.0,66.86538790093162,True
62946.0,71.62106189994891,True
62947.0,66.62221455270672,True
62948.0,65.32043391258492,True
62949.0,64.22531145290206,True
62950.0,69.68213455142619,True
62951.0,78.57283935675812,True
62952.0,75.27514039272566,True
62953.0,67.27931559551683,True
62954.0,64.61090132796063,True
62955.0,64.61090132749828,True
62956.0,65.09788564118716,True
62957.0,69.39715732965331,True
62958.0,79.7515948286036,True
62959.0,88.62730930221839,True
62960.0,84.47258519202768,True
62961.0,74.10591407774226,True
62962.0,68.00959506526706,True
62963.0,64.70404027297847,True
62964.0,66.327906311667,True
62965.0,71.55890881348218,True
62966.0,76.20772977097447,True
62967.0,72.75838551696597,True
62968.0,66.76262040718706,True
62969.0,62.28416044460551,True
62970.0,63.18816689970289,True
62971.0,61.30780859117439,True
62972.0,62.57055707489027,True
62973.0,62.83253528613283,True
62974.0,67.1105990662403,True
62975.0,75.37438677751051,True
62976.0,85.13496151646665,True
62977.0,79.20754289093833,True
62978.0,71.5741181233082,True
62979.0,66.89834530795075,True
62980.0,66.16656442348766,True
62981.0,69.6920274862111,True
62982.0,73.23680891584888,True
62983.0,68.70298090630173,True
62984.0,64.17473978081587,True
62985.0,62.0465520033211,True
62986.0,63.64613481505867,True
62987.0,68.33941673086039,True
62988.0,73.47615238771134,True
62989.0,69.305125697087,True
62990.0,65.02673357855673,True
62991.0,70.57601234595502,True
62992.0,61.99045014321439,True
62993.0,63.83177406628758,True
62994.0,69.98719130506187,True
62995.0,74.79452015233015,True
62996.0,70.87094396837732,True
62997.0,64.95307662294096,True
62998.0,62.77545655532356,True
62999.0,63.169665799092186,True
63000.0,72.29669749473597,True
63001.0,81.18951411460066,True
