time,hr_bpm,is_valid,hr_bpm_clean
63012.0,63.65838036073086,True,60.8465041750112
63013.0,63.65838036073086,True,58.88241943281356
63014.0,55.22275180357186,True,57.89977503284943
63015.0,52.990165206220674,True,56.483818928721405
63016.0,53.96919743299295,True,55.22077831375641
63017.0,56.578599840090675,True,55.66359520595357
63018.0,57.34317728590586,True,56.99450771758184
63019.0,57.436836264557726,True,59.44912630223504
63020.0,59.64472776436197,True,62.80001749223444
63021.0,66.24229035625898,True,64.95623366082047
63022.0,73.33305579008766,True,65.99896762430319
63023.0,68.12425812883609,True,66.86663658279234
63024.0,62.65050608197125,True,66.6813063178694
63025.0,63.983072556807734,True,65.34433626114802
63026.0,65.31563903164422,True,65.48445327094129
63027.0,66.6482055064807,True,65.47229685622995
63028.0,68.8248431778025,True,63.86291787529193
63029.0,62.589724008414585,True,62.8470480280111
63030.0,55.93617765211766,True,62.3632935437362
63031.0,60.23628979524005,True,63.60348038993764
63032.0,64.22943308510618,True,64.12234323063272
63033.0,75.02577740880969,True,64.00356750320329
63034.0,65.18403821189007,True,65.29389150099477
63035.0,55.34229901497044,True,67.4796719703954
63036.0,66.68790978419753,True,68.15240551706212
63037.0,75.15833543210928,True,69.48255064462289
63038.0,78.38944514214332,True,71.82499829744398
63039.0,71.8347638496939,True,72.27670023847273
63040.0,67.05453727907589,True,70.28035115876067
63041.0,68.94641948934124,True,66.79064324130479
63042.0,65.176590033549,True,64.2474892677095
63043.0,60.94090555486395,True,63.611534334700266
63044.0,59.11899398171746,True,63.4070704760489
63045.0,63.87476261402967,True,62.7931805090001
63046.0,67.92410019608442,True,62.02314348182608
63047.0,62.10714019830502,True,61.70494621361644
63048.0,57.09072041899385,True,61.32437007351251
63049.0,57.52800764066923,True,61.6574242321969
63050.0,61.97188191351004,True,62.328023379658454
63051.0,69.58937098950636,True,63.164750030974744
63052.0,65.46013593561278,True,62.74527740628595
63053.0,61.27435367557529,True,63.58001860679959
63054.0,55.43064451722529,True,62.25126972342241
63055.0,66.14558791607824,True,61.183586750242796
63056.0,62.94562657262045,True,61.32256508563427
63057.0,60.12172106971472,True,63.77593260044328
63058.0,61.96924535253266,True,64.246546300539
63059.0,67.69748209127033,True,64.48813174180057
63060.0,68.49865641655678,True,64.87869147629013
63061.0,64.1535537789283,True,65.32333389515247
63062.0,62.07451974216256,True,64.714533719553
63063.0,64.19245744684432,True,65.04829519271317
63064.0,64.65348121327308,True,67.6403639061837
63065.0,70.16746378235756,True,70.34994459815343
63066.0,77.11389734628091,True,71.23047483881852
63067.0,75.62242320201126,True,70.9258160258669
63068.0,68.59510865016976,True,69.88052399288117
63069.0,63.13018714851496,True,68.49720882078613
63070.0,64.94100361742895,True,66.39769956713657
63071.0,70.19732148580574,True,64.45064905933864
63072.0,65.1248769337634,True,63.58605966013192
63073.0,58.85985611118013,True,63.50376790439918
63074.0,58.80724015248134,True,62.43581632416817
63075.0,64.52954483876533,True,61.95277666375828
63076.0,64.85756358465062,True,63.391999126438826
63077.0,62.70967863171398,True,65.78652380795066
63078.0,66.05596842458287,True,66.24658732572547
63079.0,70.77986356004048,True,66.83125398486287
63080.0,66.82986242763937,True,69.17825055555193
63081.0,67.78089688033769,True,70.12889866300313
63082.0,74.44466148515917,True,69.09603825084719
63083.0,70.80920896183898,True,69.47528477878777
63084.0,65.61556149926074,True,69.60960968936271
63085.0,68.7260950673422,True,67.46752752700819
63086.0,68.4525214332125,True,66.41784584157999
63087.0,63.734250673386576,True,66.55694739550594
63088.0,65.56080053469796,True,65.26760951854305
63089.0,66.31106926889045,True,63.81861236581325
63090.0,62.279405682527795,True,64.13731270460946
63091.0,61.20753566956349,True,63.69059020220642
63092.0,65.3277523673676,True,62.46559662030224
63093.0,63.32718802268277,True,62.120901530824554
63094.0,60.186101359369566,True,62.78897129480349
63095.0,60.55593023513934,True,63.29608491253534
63096.0,64.54788448945816,True,64.69196774791264
63097.0,67.86332045602688,True,66.60437188436143
63098.0,70.30660219956928,True,68.06108846162427
63099.0,69.74812204161341,True,68.08660357399418
63100.0,67.83951312145356,True,67.07872890408431
63101.0,64.67546005130775,True,65.61825279068015
