baseline_segment,med_segments_combined,n_subjects_total_found,min_subjects_kept,min_points,baseline_n_seconds_used,meditation_n_seconds_used,baseline_mean_pairwise_r_z,baseline_leave_one_out_isc_z,med_mean_pairwise_r_z,med_leave_one_out_isc_z,baseline_pairwise_mean,baseline_pairwise_median,baseline_pairwise_q25,baseline_pairwise_q75,baseline_pos_pairs,baseline_neg_pairs,med_pairwise_mean,med_pairwise_median,med_pairwise_q25,med_pairwise_q75,med_pos_pairs,med_neg_pairs,delta_r_obs,p_one_sided_med_gt_base,p_two_sided,n_null,null_delta_mean,null_delta_std,delta_r_z_vs_null,delta_r_ci95_low,delta_r_ci95_high,files
baseline_warmup,meditation_all,7,5,30,138,935,-0.07441484144256376,-0.2243446742023645,0.08813619462387787,0.18560266557448607,-0.07441484144256376,-0.05657355190812233,-0.16527927918761787,0.0032418571854016228,6,15,0.08813619462387787,0.05585936772383728,0.011323748261695004,0.18746901525659876,16,5,0.1625510360664416,0.0004997501249375312,0.0014992503748125937,2000,0.002102003642088902,0.0456702688093898,3.5132053435902795,0.06844363481898491,0.24959499014985026,"{'pairwise_r_baseline_csv': 'analysis_sync/outputs_old/pairwise_r_baseline.csv', 'pairwise_r_meditation_csv': 'analysis_sync/outputs_old/pairwise_r_meditation.csv'}"
