r
0.0032418571854016228
-0.18427140627986
0.031092207785575282
-0.19035852016118107
-0.16527927918761787
-0.028403337032173178
-0.03257200203538897
-0.16139025261522813
0.10876316659248428
-0.016303077863673847
0.11089738335388824
-0.05657355190812233
0.09747535286565058
-0.3284650268099621
0.08079544658441361
-0.0765353018389679
-0.04953917795315111
-0.1788037785796121
-0.1237667350318698
-0.343676584419855
-0.0590390529445889
