LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1759437233.288439,161398.000,23094,3,GZ,1,100,-0.092
1759437233.328440,161438.000,23094,3,GZ,1,100,-0.122
1759437233.368441,161478.000,23094,3,GZ,1,100,-0.214
1759437233.408441,161518.000,23110,2,GZ,1,100,-0.122
1759437233.448442,161558.000,23110,2,GZ,1,100,-0.153
1759437233.488443,161598.000,23125,3,GZ,1,100,-0.214
1759437233.528444,161638.000,23125,3,GZ,1,100,-0.092
1759437233.568445,161678.000,23125,3,GZ,1,100,-0.153
1759437233.608445,161718.000,23141,2,GZ,1,100,-0.153
1759437233.648446,161758.000,23141,2,GZ,1,100,-0.305
1759437233.688447,161798.000,23156,3,GZ,1,100,-0.183
1759437233.728448,161838.000,23156,3,GZ,1,100,-0.214
1759437233.768449,161878.000,23156,3,GZ,1,100,-0.214
1759437233.808450,161918.000,23175,2,GZ,1,100,-0.183
1759437233.848450,161958.000,23175,2,GZ,1,100,-0.122
1759437233.893118,162002.667,23191,3,GZ,1,100,-0.183
1759437233.937786,162047.333,23191,3,GZ,1,100,-0.244
1759437233.982453,162092.000,23191,3,GZ,1,100,-0.244
1759437234.022454,162132.000,23207,2,GZ,1,100,-0.244
1759437234.062455,162172.000,23207,2,GZ,1,100,-0.244
1759437234.102456,162212.000,23222,3,GZ,1,100,-0.366
1759437234.142456,162252.000,23222,3,GZ,1,100,-0.244
1759437234.182457,162292.000,23222,3,GZ,1,100,-0.336
1759437234.222458,162332.000,23241,2,GZ,1,100,-0.214
1759437234.262459,162372.000,23241,2,GZ,1,100,-0.244
1759437234.302460,162412.000,23255,3,GZ,1,100,-0.244
1759437234.342460,162452.000,23255,3,GZ,1,100,-0.183
1759437234.382461,162492.000,23255,3,GZ,1,100,-0.153
1759437234.421962,162531.500,23271,2,GZ,1,100,-0.153
1759437234.461463,162571.000,23271,2,GZ,1,100,-0.061
1759437234.501797,162611.333,23287,3,GZ,1,100,-0.183
1759437234.542131,162651.667,23287,3,GZ,1,100,-0.275
1759437234.582465,162692.000,23287,3,GZ,1,100,-0.244
1759437234.622466,162732.000,23303,2,GZ,1,100,-0.275
1759437234.662467,162772.000,23303,2,GZ,1,100,-0.214
1759437234.702134,162811.667,23317,3,GZ,1,100,-0.183
1759437234.741802,162851.333,23317,3,GZ,1,100,-0.275
1759437234.781469,162891.000,23317,3,GZ,1,100,-0.183
1759437234.821470,162931.000,23334,2,GZ,1,100,-0.214
1759437234.861471,162971.000,23334,2,GZ,1,100,-0.275
1759437234.901472,163011.000,23349,3,GZ,1,100,-0.244
1759437234.941473,163051.000,23349,3,GZ,1,100,-0.214
1759437234.981473,163091.000,23349,3,GZ,1,100,-0.122
1759437235.027974,163137.500,23365,2,GZ,1,100,-0.122
1759437235.074475,163184.000,23365,2,GZ,1,100,-0.122
1759437235.114476,163224.000,23380,3,GZ,1,100,-0.153
1759437235.154477,163264.000,23380,3,GZ,1,100,-0.153
1759437235.194478,163304.000,23380,3,GZ,1,100,-0.092
1759437235.234479,163344.000,23396,2,GZ,1,100,-0.183
1759437235.274479,163384.000,23396,2,GZ,1,100,-0.244
1759437235.314480,163424.000,23411,3,GZ,1,100,-0.153
1759437235.354481,163464.000,23411,3,GZ,1,100,-0.214
1759437235.394482,163504.000,23411,3,GZ,1,100,-0.183
1759437235.434483,163544.000,23427,2,GZ,1,100,-0.153
1759437235.474483,163584.000,23427,2,GZ,1,100,-0.183
1759437235.514484,163624.000,23443,3,GZ,1,100,-0.153
1759437235.554485,163664.000,23443,3,GZ,1,100,-0.183
1759437235.594486,163704.000,23443,3,GZ,1,100,-0.214
1759437235.634987,163744.500,23460,2,GZ,1,100,-0.183
1759437235.675488,163785.000,23460,2,GZ,1,100,-0.122
1759437235.715488,163825.000,23475,3,GZ,1,100,-0.092
1759437235.755489,163865.000,23475,3,GZ,1,100,-0.092
1759437235.795490,163905.000,23475,3,GZ,1,100,-0.153
1759437235.835491,163945.000,23492,2,GZ,1,100,-0.122
1759437235.875492,163985.000,23492,2,GZ,1,100,-0.183
1759437235.915493,164025.000,23507,3,GZ,1,100,-0.122
1759437235.955493,164065.000,23507,3,GZ,1,100,-0.153
1759437235.995494,164105.000,23507,3,GZ,1,100,-0.214
1759437236.041495,164151.000,23522,2,GZ,1,100,-0.183
1759437236.087496,164197.000,23522,2,GZ,1,100,-0.153
1759437236.127497,164237.000,23538,3,GZ,1,100,-0.183
1759437236.167498,164277.000,23538,3,GZ,1,100,-0.061
1759437236.207499,164317.000,23538,3,GZ,1,100,-0.153
1759437236.247499,164357.000,23554,2,GZ,1,100,-0.061
1759437236.287500,164397.000,23554,2,GZ,1,100,-0.183
1759437236.327501,164437.000,23569,3,GZ,1,100,-0.122
1759437236.367502,164477.000,23569,3,GZ,1,100,-0.061
1759437236.407503,164517.000,23569,3,GZ,1,100,-0.214
1759437236.447503,164557.000,23584,2,GZ,1,100,-0.092
1759437236.487504,164597.000,23584,2,GZ,1,100,-0.183
1759437236.527505,164637.000,23600,3,GZ,1,100,-0.183
1759437236.567506,164677.000,23600,3,GZ,1,100,-0.183
1759437236.607507,164717.000,23600,3,GZ,1,100,-0.153
1759437236.647507,164757.000,23616,2,GZ,1,100,-0.122
1759437236.687508,164797.000,23616,2,GZ,1,100,-0.183
1759437236.727509,164837.000,23631,3,GZ,1,100,-0.183
1759437236.767510,164877.000,23631,3,GZ,1,100,-0.183
1759437236.807511,164917.000,23631,3,GZ,1,100,-0.153
1759437236.847512,164957.000,23649,2,GZ,1,100,-0.092
1759437236.887512,164997.000,23649,2,GZ,1,100,-0.092
1759437236.927513,165037.000,23664,3,GZ,1,100,-0.092
1759437236.967514,165077.000,23664,3,GZ,1,100,-0.214
1759437237.007515,165117.000,23664,3,GZ,1,100,-0.153
1759437237.054516,165164.000,23680,2,GZ,1,100,-0.244
1759437237.101517,165211.000,23680,2,GZ,1,100,-0.183
1759437237.141518,165251.000,23696,3,GZ,1,100,-0.092
1759437237.181518,165291.000,23696,3,GZ,1,100,-0.153
1759437237.221519,165331.000,23696,3,GZ,1,100,-0.092
1759437237.261520,165371.000,23711,2,GZ,1,100,-0.183
1759437237.301521,165411.000,23711,2,GZ,1,100,-0.092
1759437237.341522,165451.000,23726,3,GZ,1,100,-0.183
