LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1759437237.381522,165491.000,23726,3,GZ,1,100,-0.153
1759437237.421523,165531.000,23726,3,GZ,1,100,-0.214
1759437237.461524,165571.000,23742,2,GZ,1,100,-0.244
1759437237.501525,165611.000,23742,2,GZ,1,100,-0.122
1759437237.541526,165651.000,23758,3,GZ,1,100,-0.183
1759437237.581527,165691.000,23758,3,GZ,1,100,-0.183
1759437237.621527,165731.000,23758,3,GZ,1,100,-0.122
1759437237.661528,165771.000,23773,2,GZ,1,100,-0.153
1759437237.701529,165811.000,23773,2,GZ,1,100,-0.153
1759437237.741530,165851.000,23788,3,GZ,1,100,-0.214
1759437237.781531,165891.000,23788,3,GZ,1,100,-0.122
1759437237.821532,165931.000,23788,3,GZ,1,100,-0.153
1759437237.861532,165971.000,23805,2,GZ,1,100,-0.153
1759437237.901533,166011.000,23805,2,GZ,1,100,-0.122
1759437237.941534,166051.000,23820,3,GZ,1,100,-0.183
1759437237.981535,166091.000,23820,3,GZ,1,100,-0.183
1759437238.021536,166131.000,23820,3,GZ,1,100,-0.122
1759437238.068037,166177.500,23836,2,GZ,1,100,-0.153
1759437238.114537,166224.000,23836,2,GZ,1,100,-0.153
1759437238.154538,166264.000,23853,3,GZ,1,100,-0.214
1759437238.194539,166304.000,23853,3,GZ,1,100,-0.214
1759437238.234540,166344.000,23853,3,GZ,1,100,-0.122
1759437238.274541,166384.000,23869,2,GZ,1,100,-0.122
1759437238.314542,166424.000,23869,2,GZ,1,100,-0.153
1759437238.354542,166464.000,23884,3,GZ,1,100,-0.122
1759437238.394543,166504.000,23884,3,GZ,1,100,-0.153
1759437238.434544,166544.000,23884,3,GZ,1,100,-0.183
1759437238.475045,166584.500,23901,2,GZ,1,100,-0.153
1759437238.515546,166625.000,23901,2,GZ,1,100,-0.122
1759437238.555213,166664.667,23915,3,GZ,1,100,-0.122
1759437238.594881,166704.333,23915,3,GZ,1,100,-0.183
1759437238.634548,166744.000,23915,3,GZ,1,100,-0.092
1759437238.674549,166784.000,23931,2,GZ,1,100,-0.122
1759437238.714550,166824.000,23931,2,GZ,1,100,-0.153
1759437238.754550,166864.000,23946,3,GZ,1,100,-0.183
1759437238.794551,166904.000,23946,3,GZ,1,100,-0.153
1759437238.834552,166944.000,23946,3,GZ,1,100,-0.153
1759437238.874553,166984.000,23965,2,GZ,1,100,-0.275
1759437238.914554,167024.000,23965,2,GZ,1,100,-0.122
1759437238.954555,167064.000,23979,3,GZ,1,100,-0.183
1759437238.994555,167104.000,23979,3,GZ,1,100,-0.122
1759437239.034556,167144.000,23979,3,GZ,1,100,-0.153
1759437239.074557,167184.000,23995,2,GZ,1,100,-0.092
1759437239.114558,167224.000,23995,2,GZ,1,100,-0.122
1759437239.159225,167268.667,24011,3,GZ,1,100,-0.122
1759437239.203893,167313.333,24011,3,GZ,1,100,-0.122
1759437239.248561,167358.000,24011,3,GZ,1,100,-0.092
1759437239.288561,167398.000,24027,2,GZ,1,100,-0.061
1759437239.328562,167438.000,24027,2,GZ,1,100,-0.122
1759437239.368563,167478.000,24041,3,GZ,1,100,-0.092
1759437239.408564,167518.000,24041,3,GZ,1,100,-0.153
1759437239.448565,167558.000,24041,3,GZ,1,100,-0.183
1759437239.488565,167598.000,24058,2,GZ,1,100,-0.183
1759437239.528566,167638.000,24058,2,GZ,1,100,-0.153
1759437239.568567,167678.000,24073,3,GZ,1,100,-0.214
1759437239.608568,167718.000,24073,3,GZ,1,100,-0.153
1759437239.648569,167758.000,24073,3,GZ,1,100,-0.183
1759437239.688570,167798.000,24091,2,GZ,1,100,-0.153
1759437239.728570,167838.000,24091,2,GZ,1,100,-0.092
1759437239.768571,167878.000,24105,3,GZ,1,100,-0.092
1759437239.808572,167918.000,24105,3,GZ,1,100,-0.061
1759437239.848573,167958.000,24105,3,GZ,1,100,-0.061
1759437239.888574,167998.000,24122,2,GZ,1,100,-0.122
1759437239.928575,168038.000,24122,2,GZ,1,100,-0.183
1759437239.968575,168078.000,24137,3,GZ,1,100,-0.122
1759437240.008576,168118.000,24137,3,GZ,1,100,-0.092
1759437240.048577,168158.000,24137,3,GZ,1,100,-0.122
1759437240.088578,168198.000,24153,2,GZ,1,100,-0.092
1759437240.128579,168238.000,24153,2,GZ,1,100,-0.153
1759437240.172580,168282.000,24168,3,GZ,1,100,-0.122
1759437240.216580,168326.000,24168,3,GZ,1,100,-0.183
1759437240.260581,168370.000,24168,3,GZ,1,100,-0.153
1759437240.300582,168410.000,24184,2,GZ,1,100,-0.153
1759437240.340583,168450.000,24184,2,GZ,1,100,-0.214
1759437240.380584,168490.000,24199,3,GZ,1,100,-0.122
1759437240.420584,168530.000,24199,3,GZ,1,100,-0.214
1759437240.460585,168570.000,24199,3,GZ,1,100,-0.122
1759437240.500586,168610.000,24216,2,GZ,1,100,-0.092
1759437240.540587,168650.000,24216,2,GZ,1,100,-0.122
1759437240.580588,168690.000,24231,3,GZ,1,100,-0.122
1759437240.620589,168730.000,24231,3,GZ,1,100,-0.153
1759437240.660589,168770.000,24231,3,GZ,1,100,-0.122
1759437240.700590,168810.000,24246,2,GZ,1,100,-0.122
1759437240.740591,168850.000,24246,2,GZ,1,100,-0.183
1759437240.780592,168890.000,24262,3,GZ,1,100,-0.183
1759437240.820593,168930.000,24262,3,GZ,1,100,-0.061
1759437240.860594,168970.000,24262,3,GZ,1,100,-0.153
1759437240.900594,169010.000,24278,2,GZ,1,100,-0.092
1759437240.940595,169050.000,24278,2,GZ,1,100,-0.092
1759437240.980596,169090.000,24293,3,GZ,1,100,-0.092
1759437241.020597,169130.000,24293,3,GZ,1,100,-0.122
1759437241.060598,169170.000,24293,3,GZ,1,100,-0.092
1759437241.100598,169210.000,24308,2,GZ,1,100,-0.122
1759437241.140599,169250.000,24308,2,GZ,1,100,-0.153
1759437241.185267,169294.667,24324,3,GZ,1,100,-0.183
1759437241.229934,169339.333,24324,3,GZ,1,100,-0.244
1759437241.274602,169384.000,24324,3,GZ,1,100,-0.122
1759437241.314603,169424.000,24340,2,GZ,1,100,-0.214
1759437241.354604,169464.000,24340,2,GZ,1,100,-0.183
1759437241.394604,169504.000,24355,3,GZ,1,100,-0.153
1759437241.434605,169544.000,24355,3,GZ,1,100,-0.153
1759437241.474606,169584.000,24355,3,GZ,1,100,-0.153
1759437241.514107,169623.500,24371,2,GZ,1,100,-0.153
1759437241.553608,169663.000,24371,2,GZ,1,100,-0.122
1759437241.593608,169703.000,24386,3,GZ,1,100,-0.153
1759437241.633609,169743.000,24386,3,GZ,1,100,-0.122
1759437241.673610,169783.000,24386,3,GZ,1,100,-0.092
1759437241.713611,169823.000,24402,2,GZ,1,100,-0.092
1759437241.753612,169863.000,24402,2,GZ,1,100,-0.122
1759437241.793946,169903.333,24418,3,GZ,1,100,-0.122
1759437241.834280,169943.667,24418,3,GZ,1,100,-0.122
1759437241.874614,169984.000,24418,3,GZ,1,100,-0.092
1759437241.914115,170023.500,24433,2,GZ,1,100,-0.153
1759437241.953616,170063.000,24433,2,GZ,1,100,-0.214
1759437241.993617,170103.000,24448,3,GZ,1,100,-0.183
1759437242.033617,170143.000,24448,3,GZ,1,100,-0.183
1759437242.073618,170183.000,24448,3,GZ,1,100,-0.214
1759437242.113619,170223.000,24464,2,GZ,1,100,-0.153
1759437242.153620,170263.000,24464,2,GZ,1,100,-0.092
1759437242.198287,170307.667,24480,3,GZ,1,100,-0.092
1759437242.242955,170352.333,24480,3,GZ,1,100,-0.031
1759437242.287623,170397.000,24480,3,GZ,1,100,-0.122
1759437242.327623,170437.000,24495,2,GZ,1,100,-0.122
1759437242.367624,170477.000,24495,2,GZ,1,100,-0.092
1759437242.407625,170517.000,24510,3,GZ,1,100,-0.122
1759437242.447626,170557.000,24510,3,GZ,1,100,-0.031
1759437242.487627,170597.000,24510,3,GZ,1,100,-0.153
1759437242.527627,170637.000,24527,2,GZ,1,100,-0.092
1759437242.567628,170677.000,24527,2,GZ,1,100,-0.122
1759437242.607629,170717.000,24542,3,GZ,1,100,-0.122
1759437242.647630,170757.000,24542,3,GZ,1,100,-0.214
1759437242.687631,170797.000,24542,3,GZ,1,100,-0.153
1759437242.727632,170837.000,24557,2,GZ,1,100,-0.122
1759437242.767632,170877.000,24557,2,GZ,1,100,-0.153
1759437242.807633,170917.000,24573,3,GZ,1,100,-0.153
1759437242.847634,170957.000,24573,3,GZ,1,100,-0.122
1759437242.887635,170997.000,24573,3,GZ,1,100,-0.122
1759437242.927636,171037.000,24589,2,GZ,1,100,-0.153
1759437242.967637,171077.000,24589,2,GZ,1,100,-0.153
1759437243.007637,171117.000,24606,3,GZ,1,100,-0.122
1759437243.047638,171157.000,24606,3,GZ,1,100,-0.092
1759437243.087639,171197.000,24606,3,GZ,1,100,-0.183
1759437243.127640,171237.000,24622,2,GZ,1,100,-0.122
1759437243.167641,171277.000,24622,2,GZ,1,100,-0.153
1759437243.207641,171317.000,24637,3,GZ,1,100,-0.122
1759437243.247642,171357.000,24637,3,GZ,1,100,-0.122
1759437243.287643,171397.000,24637,3,GZ,1,100,-0.122
1759437243.334644,171444.000,24653,2,GZ,1,100,-0.092
1759437243.381645,171491.000,24653,2,GZ,1,100,-0.122
1759437243.421646,171531.000,24668,3,GZ,1,100,-0.122
1759437243.461647,171571.000,24668,3,GZ,1,100,-0.153
1759437243.501647,171611.000,24668,3,GZ,1,100,-0.122
1759437243.541648,171651.000,24685,2,GZ,1,100,-0.153
1759437243.581649,171691.000,24685,2,GZ,1,100,-0.153
1759437243.621650,171731.000,24701,3,GZ,1,100,-0.183
1759437243.661651,171771.000,24701,3,GZ,1,100,-0.153
1759437243.701652,171811.000,24701,3,GZ,1,100,-0.153
1759437243.741652,171851.000,24717,2,GZ,1,100,-0.153
1759437243.781653,171891.000,24717,2,GZ,1,100,-0.122
1759437243.821654,171931.000,24733,3,GZ,1,100,-0.092
1759437243.861655,171971.000,24733,3,GZ,1,100,-0.122
1759437243.901656,172011.000,24733,3,GZ,1,100,-0.122
1759437243.941656,172051.000,24751,2,GZ,1,100,-0.153
1759437243.981657,172091.000,24751,2,GZ,1,100,-0.275
1759437244.021658,172131.000,24765,3,GZ,1,100,-0.275
1759437244.061659,172171.000,24765,3,GZ,1,100,-0.092
1759437244.101660,172211.000,24765,3,GZ,1,100,-0.122
1759437244.141660,172251.000,24782,2,GZ,1,100,-0.183
1759437244.181661,172291.000,24782,2,GZ,1,100,-0.153
1759437244.221662,172331.000,24797,3,GZ,1,100,-0.122
1759437244.261663,172371.000,24797,3,GZ,1,100,-0.122
1759437244.301664,172411.000,24797,3,GZ,1,100,-0.122
1759437244.341665,172451.000,24813,2,GZ,1,100,-0.122
1759437244.381665,172491.000,24813,2,GZ,1,100,-0.214
1759437244.425666,172535.000,24827,3,GZ,1,100,-0.122
1759437244.469667,172579.000,24827,3,GZ,1,100,-0.214
1759437244.513668,172623.000,24827,3,GZ,1,100,-0.092
1759437244.553669,172663.000,24845,4,GZ,1,100,-0.061
1759437244.593670,172703.000,24845,4,GZ,1,100,-0.153
1759437244.633671,172743.000,24845,4,GZ,1,100,-0.183
1759437244.673671,172783.000,24845,4,GZ,1,100,-0.122
1759437244.713672,172823.000,24860,2,GZ,1,100,-0.092
1759437244.753673,172863.000,24860,2,GZ,1,100,-0.122
1759437244.793674,172903.000,24876,3,GZ,1,100,-0.153
1759437244.833675,172943.000,24876,3,GZ,1,100,-0.183
1759437244.873675,172983.000,24876,3,GZ,1,100,-0.183
1759437244.913676,173023.000,24892,3,GZ,1,100,-0.122
1759437244.953677,173063.000,24892,3,GZ,1,100,-0.153
1759437244.993678,173103.000,24892,3,GZ,1,100,-0.122
1759437245.033679,173143.000,24907,2,GZ,1,100,-0.153
1759437245.073679,173183.000,24907,2,GZ,1,100,-0.122
1759437245.113680,173223.000,24922,3,GZ,1,100,-0.153
1759437245.153681,173263.000,24922,3,GZ,1,100,-0.061
1759437245.193682,173303.000,24922,3,GZ,1,100,-0.183
1759437245.233683,173343.000,24938,2,GZ,1,100,-0.122
1759437245.273684,173383.000,24938,2,GZ,1,100,-0.183
1759437245.313684,173423.000,24954,3,GZ,1,100,-0.153
1759437245.353685,173463.000,24954,3,GZ,1,100,-0.061
1759437245.393686,173503.000,24954,3,GZ,1,100,-0.092
1759437245.440187,173549.500,24969,2,GZ,1,100,-0.122
1759437245.486688,173596.000,24969,2,GZ,1,100,-0.092
1759437245.527189,173636.500,24986,2,GZ,1,100,-0.122
1759437245.567690,173677.000,24986,2,GZ,1,100,-0.122
1759437245.607357,173716.667,25000,3,GZ,1,100,-0.061
1759437245.647025,173756.333,25000,3,GZ,1,100,-0.092
1759437245.686692,173796.000,25000,3,GZ,1,100,-0.061
1759437245.726693,173836.000,25016,3,GZ,1,100,-0.061
1759437245.766694,173876.000,25016,3,GZ,1,100,-0.061
1759437245.806695,173916.000,25016,3,GZ,1,100,-0.122
1759437245.847195,173956.500,25032,2,GZ,1,100,-0.122
1759437245.887696,173997.000,25032,2,GZ,1,100,-0.153
1759437245.927364,174036.667,25048,3,GZ,1,100,-0.153
1759437245.967031,174076.333,25048,3,GZ,1,100,-0.153
1759437246.006699,174116.000,25048,3,GZ,1,100,-0.092
1759437246.046699,174156.000,25062,2,GZ,1,100,-0.122
1759437246.086700,174196.000,25062,2,GZ,1,100,-0.061
1759437246.126701,174236.000,25079,3,GZ,1,100,-0.092
1759437246.166702,174276.000,25079,3,GZ,1,100,-0.061
1759437246.206703,174316.000,25079,3,GZ,1,100,-0.122
1759437246.246703,174356.000,25094,2,GZ,1,100,-0.153
1759437246.286704,174396.000,25094,2,GZ,1,100,-0.122
1759437246.326705,174436.000,25110,3,GZ,1,100,-0.153
1759437246.366706,174476.000,25110,3,GZ,1,100,-0.244
1759437246.406707,174516.000,25110,3,GZ,1,100,-0.153
1759437246.453708,174563.000,25124,2,GZ,1,100,-0.122
1759437246.500709,174610.000,25124,2,GZ,1,100,-0.122
1759437246.540709,174650.000,25141,3,GZ,1,100,-0.092
1759437246.580710,174690.000,25141,3,GZ,1,100,-0.153
1759437246.620711,174730.000,25141,3,GZ,1,100,-0.122
1759437246.660712,174770.000,25156,2,GZ,1,100,-0.153
1759437246.700713,174810.000,25156,2,GZ,1,100,-0.092
1759437246.740714,174850.000,25172,3,GZ,1,100,-0.153
1759437246.780714,174890.000,25172,3,GZ,1,100,-0.153
1759437246.820715,174930.000,25172,3,GZ,1,100,-0.214
1759437246.860716,174970.000,25187,2,GZ,1,100,-0.183
1759437246.900717,175010.000,25187,2,GZ,1,100,-0.153
1759437246.940718,175050.000,25203,3,GZ,1,100,-0.153
1759437246.980718,175090.000,25203,3,GZ,1,100,-0.153
1759437247.020719,175130.000,25203,3,GZ,1,100,-0.183
1759437247.060720,175170.000,25218,2,GZ,1,100,-0.153
1759437247.100721,175210.000,25218,2,GZ,1,100,-0.122
1759437247.140722,175250.000,25235,3,GZ,1,100,-0.214
1759437247.180722,175290.000,25235,3,GZ,1,100,-0.183
1759437247.220723,175330.000,25235,3,GZ,1,100,-0.061
1759437247.260724,175370.000,25249,2,GZ,1,100,-0.153
1759437247.300725,175410.000,25249,2,GZ,1,100,-0.061
1759437247.340726,175450.000,25265,3,GZ,1,100,-0.183
1759437247.380727,175490.000,25265,3,GZ,1,100,-0.153
1759437247.420727,175530.000,25265,3,GZ,1,100,-0.153
1759437247.467728,175577.000,25280,2,GZ,1,100,-0.153
1759437247.514729,175624.000,25280,2,GZ,1,100,-0.183
1759437247.554730,175664.000,25297,2,GZ,1,100,-0.153
1759437247.594731,175704.000,25297,2,GZ,1,100,-0.153
1759437247.634732,175744.000,25312,3,GZ,1,100,-0.153
1759437247.674733,175784.000,25312,3,GZ,1,100,-0.153
1759437247.714733,175824.000,25312,3,GZ,1,100,-0.153
1759437247.754401,175863.667,25327,3,GZ,1,100,-0.244
1759437247.794068,175903.333,25327,3,GZ,1,100,-0.214
1759437247.833736,175943.000,25327,3,GZ,1,100,-0.305
1759437247.874237,175983.500,25343,2,GZ,1,100,-0.275
1759437247.914737,176024.000,25343,2,GZ,1,100,-0.336
1759437247.954738,176064.000,25359,3,GZ,1,100,-0.458
1759437247.994739,176104.000,25359,3,GZ,1,100,-0.031
1759437248.034740,176144.000,25359,3,GZ,1,100,-0.122
1759437248.074741,176184.000,25374,2,GZ,1,100,-0.214
1759437248.114742,176224.000,25374,2,GZ,1,100,-0.061
1759437248.154409,176263.667,25390,3,GZ,1,100,-0.214
1759437248.194077,176303.333,25390,3,GZ,1,100,-0.275
1759437248.233744,176343.000,25390,3,GZ,1,100,-0.397
1759437248.274245,176383.500,25405,2,GZ,1,100,-0.305
1759437248.314746,176424.000,25405,2,GZ,1,100,-0.092
1759437248.354413,176463.667,25421,3,GZ,1,100,-0.214
1759437248.394081,176503.333,25421,3,GZ,1,100,-0.275
1759437248.433748,176543.000,25421,3,GZ,1,100,-0.336
1759437248.474249,176583.500,25437,2,GZ,1,100,-0.183
1759437248.514750,176624.000,25437,2,GZ,1,100,-0.092
1759437248.558751,176668.000,25452,3,GZ,1,100,-0.305
1759437248.602751,176712.000,25452,3,GZ,1,100,-0.061
1759437248.646752,176756.000,25452,3,GZ,1,100,-0.214
1759437248.686753,176796.000,25467,2,GZ,1,100,-0.305
1759437248.726754,176836.000,25467,2,GZ,1,100,-0.031
1759437248.767088,176876.333,25483,3,GZ,1,100,0.061
1759437248.807422,176916.667,25483,3,GZ,1,100,0.061
1759437248.847757,176957.000,25483,3,GZ,1,100,0.000
1759437248.887757,176997.000,25501,2,GZ,1,100,0.092
1759437248.927758,177037.000,25501,2,GZ,1,100,0.092
1759437248.967759,177077.000,25516,3,GZ,1,100,-0.214
1759437249.007760,177117.000,25516,3,GZ,1,100,-0.366
1759437249.047761,177157.000,25516,3,GZ,1,100,-0.275
1759437249.087761,177197.000,25531,2,GZ,1,100,-0.275
1759437249.127762,177237.000,25531,2,GZ,1,100,-0.214
1759437249.167763,177277.000,25548,3,GZ,1,100,-0.153
1759437249.207764,177317.000,25548,3,GZ,1,100,-0.153
1759437249.247765,177357.000,25548,3,GZ,1,100,-0.061
1759437249.287766,177397.000,25563,2,GZ,1,100,0.061
1759437249.327766,177437.000,25563,2,GZ,1,100,0.031
1759437249.367767,177477.000,25578,3,GZ,1,100,0.061
1759437249.407768,177517.000,25578,3,GZ,1,100,-0.092
1759437249.447769,177557.000,25578,3,GZ,1,100,-0.092
1759437249.487770,177597.000,25594,2,GZ,1,100,-0.061
1759437249.527771,177637.000,25594,2,GZ,1,100,-0.183
1759437249.572105,177681.333,25610,3,GZ,1,100,-0.183
1759437249.616439,177725.667,25610,3,GZ,1,100,-0.244
1759437249.660773,177770.000,25610,3,GZ,1,100,-0.275
1759437249.700274,177809.500,25628,2,GZ,1,100,-0.153
1759437249.739775,177849.000,25628,2,GZ,1,100,-0.122
1759437249.779776,177889.000,25643,3,GZ,1,100,-0.061
1759437249.819776,177929.000,25643,3,GZ,1,100,-0.061
1759437249.859777,177969.000,25643,3,GZ,1,100,-0.153
1759437249.899778,178009.000,25659,2,GZ,1,100,0.000
1759437249.939779,178049.000,25659,2,GZ,1,100,-0.183
1759437249.979780,178089.000,25675,3,GZ,1,100,-0.061
1759437250.019780,178129.000,25675,3,GZ,1,100,-0.122
1759437250.059781,178169.000,25675,3,GZ,1,100,-0.183
1759437250.099782,178209.000,25690,2,GZ,1,100,-0.183
1759437250.139783,178249.000,25690,2,GZ,1,100,-0.153
1759437250.179784,178289.000,25707,3,GZ,1,100,-0.153
1759437250.219784,178329.000,25707,3,GZ,1,100,-0.183
1759437250.259785,178369.000,25707,3,GZ,1,100,-0.122
1759437250.299786,178409.000,25721,2,GZ,1,100,-0.244
1759437250.339787,178449.000,25721,2,GZ,1,100,-0.153
1759437250.379788,178489.000,25737,3,GZ,1,100,-0.183
1759437250.419789,178529.000,25737,3,GZ,1,100,-0.183
1759437250.459790,178569.000,25737,3,GZ,1,100,-0.153
1759437250.499790,178609.000,25753,2,GZ,1,100,-0.092
1759437250.539791,178649.000,25753,2,GZ,1,100,-0.122
1759437250.584459,178693.667,25769,3,GZ,1,100,-0.183
1759437250.629126,178738.333,25769,3,GZ,1,100,-0.092
1759437250.673794,178783.000,25769,3,GZ,1,100,-0.122
1759437250.713795,178823.000,25783,2,GZ,1,100,-0.153
1759437250.753795,178863.000,25783,2,GZ,1,100,-0.061
1759437250.793796,178903.000,25800,3,GZ,1,100,-0.122
1759437250.833797,178943.000,25800,3,GZ,1,100,-0.183
1759437250.873798,178983.000,25800,3,GZ,1,100,-0.153
1759437250.913799,179023.000,25815,2,GZ,1,100,-0.183
1759437250.953799,179063.000,25815,2,GZ,1,100,-0.214
1759437250.993800,179103.000,25831,3,GZ,1,100,-0.183
1759437251.033801,179143.000,25831,3,GZ,1,100,-0.183
1759437251.073802,179183.000,25831,3,GZ,1,100,-0.214
1759437251.113803,179223.000,25845,2,GZ,1,100,-0.122
1759437251.153804,179263.000,25845,2,GZ,1,100,-0.183
1759437251.193805,179303.000,25862,3,GZ,1,100,-0.092
1759437251.233805,179343.000,25862,3,GZ,1,100,-0.122
1759437251.273806,179383.000,25862,3,GZ,1,100,-0.092
1759437251.313807,179423.000,25877,2,GZ,1,100,-0.214
1759437251.353808,179463.000,25877,2,GZ,1,100,-0.092
1759437251.393809,179503.000,25893,3,GZ,1,100,-0.092
1759437251.433809,179543.000,25893,3,GZ,1,100,-0.122
1759437251.473810,179583.000,25893,3,GZ,1,100,-0.092
1759437251.513311,179622.500,25908,2,GZ,1,100,-0.092
1759437251.552812,179662.000,25908,2,GZ,1,100,-0.153
1759437251.593146,179702.333,25924,3,GZ,1,100,-0.122
1759437251.633480,179742.667,25924,3,GZ,1,100,-0.153
1759437251.673814,179783.000,25924,3,GZ,1,100,-0.153
1759437251.720315,179829.500,25939,2,GZ,1,100,-0.122
1759437251.766816,179876.000,25939,2,GZ,1,100,-0.183
1759437251.806817,179916.000,25956,3,GZ,1,100,-0.122
1759437251.846818,179956.000,25956,3,GZ,1,100,-0.122
1759437251.886819,179996.000,25956,3,GZ,1,100,-0.122
1759437251.926819,180036.000,25970,2,GZ,1,100,-0.061
1759437251.966820,180076.000,25970,2,GZ,1,100,-0.122
1759437252.006821,180116.000,25986,3,GZ,1,100,-0.183
1759437252.046822,180156.000,25986,3,GZ,1,100,-0.183
1759437252.086823,180196.000,25986,3,GZ,1,100,-0.122
1759437252.126823,180236.000,26001,2,GZ,1,100,-0.153
1759437252.166824,180276.000,26001,2,GZ,1,100,-0.061
1759437252.206825,180316.000,26018,3,GZ,1,100,-0.122
1759437252.246826,180356.000,26018,3,GZ,1,100,-0.061
1759437252.286827,180396.000,26018,3,GZ,1,100,-0.183
1759437252.326828,180436.000,26032,2,GZ,1,100,-0.183
1759437252.366828,180476.000,26032,2,GZ,1,100,-0.092
1759437252.406829,180516.000,26048,3,GZ,1,100,-0.183
1759437252.446830,180556.000,26048,3,GZ,1,100,-0.183
1759437252.486831,180596.000,26048,3,GZ,1,100,-0.153
1759437252.526832,180636.000,26064,2,GZ,1,100,-0.122
1759437252.566833,180676.000,26064,2,GZ,1,100,-0.183
1759437252.606833,180716.000,26080,3,GZ,1,100,-0.153
1759437252.646834,180756.000,26080,3,GZ,1,100,-0.122
1759437252.686835,180796.000,26080,3,GZ,1,100,-0.153
1759437252.733836,180843.000,26095,2,GZ,1,100,-0.122
1759437252.780837,180890.000,26095,2,GZ,1,100,-0.122
1759437252.820838,180930.000,26111,3,GZ,1,100,-0.122
1759437252.860838,180970.000,26111,3,GZ,1,100,-0.214
1759437252.900839,181010.000,26111,3,GZ,1,100,-0.214
1759437252.940840,181050.000,26126,2,GZ,1,100,-0.183
1759437252.980841,181090.000,26126,2,GZ,1,100,-0.153
1759437253.020842,181130.000,26142,3,GZ,1,100,-0.122
1759437253.060843,181170.000,26142,3,GZ,1,100,-0.183
1759437253.100843,181210.000,26142,3,GZ,1,100,-0.153
1759437253.140844,181250.000,26158,2,GZ,1,100,-0.214
1759437253.180845,181290.000,26158,2,GZ,1,100,-0.183
1759437253.220846,181330.000,26173,3,GZ,1,100,-0.244
1759437253.260847,181370.000,26173,3,GZ,1,100,-0.214
1759437253.300848,181410.000,26173,3,GZ,1,100,-0.244
1759437253.340848,181450.000,26190,2,GZ,1,100,-0.153
1759437253.380849,181490.000,26190,2,GZ,1,100,-0.122
1759437253.420850,181530.000,26206,3,GZ,1,100,-0.122
1759437253.460851,181570.000,26206,3,GZ,1,100,-0.092
1759437253.500852,181610.000,26206,3,GZ,1,100,-0.061
1759437253.540852,181650.000,26222,2,GZ,1,100,-0.122
1759437253.580853,181690.000,26222,2,GZ,1,100,-0.061
1759437253.620854,181730.000,26237,3,GZ,1,100,-0.092
1759437253.660855,181770.000,26237,3,GZ,1,100,-0.092
1759437253.700856,181810.000,26237,3,GZ,1,100,-0.153
1759437253.740856,181850.000,26252,2,GZ,1,100,-0.122
1759437253.780857,181890.000,26252,2,GZ,1,100,-0.061
1759437253.824858,181934.000,26269,3,GZ,1,100,-0.122
1759437253.868859,181978.000,26269,3,GZ,1,100,-0.122
1759437253.912860,182022.000,26269,3,GZ,1,100,-0.153
1759437253.952861,182062.000,26288,2,GZ,1,100,-0.122
1759437253.992862,182102.000,26288,2,GZ,1,100,-0.122
1759437254.032862,182142.000,26303,3,GZ,1,100,-0.122
1759437254.072863,182182.000,26303,3,GZ,1,100,-0.183
1759437254.112864,182222.000,26303,3,GZ,1,100,-0.183
1759437254.152865,182262.000,26323,2,GZ,1,100,-0.214
1759437254.192866,182302.000,26323,2,GZ,1,100,-0.153
1759437254.232867,182342.000,26339,3,GZ,1,100,-0.122
1759437254.272867,182382.000,26339,3,GZ,1,100,-0.153
1759437254.312868,182422.000,26339,3,GZ,1,100,-0.122
1759437254.352869,182462.000,26354,2,GZ,1,100,-0.031
1759437254.392870,182502.000,26354,2,GZ,1,100,-0.092
1759437254.432871,182542.000,26369,3,GZ,1,100,-0.183
1759437254.472871,182582.000,26369,3,GZ,1,100,-0.092
1759437254.512872,182622.000,26369,3,GZ,1,100,-0.122
1759437254.552873,182662.000,26385,2,GZ,1,100,-0.092
1759437254.592874,182702.000,26385,2,GZ,1,100,-0.092
1759437254.632875,182742.000,26401,3,GZ,1,100,-0.092
1759437254.672875,182782.000,26401,3,GZ,1,100,-0.061
1759437254.712876,182822.000,26401,3,GZ,1,100,-0.122
1759437254.752877,182862.000,26423,2,GZ,1,100,-0.061
1759437254.792878,182902.000,26423,2,GZ,1,100,-0.061
1759437254.837545,182946.667,26440,3,GZ,1,100,-0.153
1759437254.882213,182991.333,26440,3,GZ,1,100,-0.153
1759437254.926881,183036.000,26440,3,GZ,1,100,-0.183
1759437254.966882,183076.000,26454,2,GZ,1,100,-0.153
1759437255.006882,183116.000,26454,2,GZ,1,100,-0.214
1759437255.046550,183155.667,26472,3,GZ,1,100,-0.122
1759437255.086217,183195.333,26472,3,GZ,1,100,-0.092
1759437255.125885,183235.000,26472,3,GZ,1,100,-0.153
1759437255.166386,183275.500,26488,2,GZ,1,100,-0.061
1759437255.206886,183316.000,26488,2,GZ,1,100,-0.092
1759437255.246554,183355.667,26504,3,GZ,1,100,-0.214
1759437255.286221,183395.333,26504,3,GZ,1,100,-0.092
1759437255.325889,183435.000,26504,3,GZ,1,100,-0.122
1759437255.365890,183475.000,26520,2,GZ,1,100,-0.061
1759437255.405890,183515.000,26520,2,GZ,1,100,-0.092
1759437255.445891,183555.000,26537,3,GZ,1,100,-0.092
1759437255.485892,183595.000,26537,3,GZ,1,100,-0.183
1759437255.525893,183635.000,26537,3,GZ,1,100,-0.183
1759437255.566394,183675.500,26552,2,GZ,1,100,-0.092
