LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1759437238.234540,166344.000,23849,3,AY,1,100,-0.136
1759437238.274541,166384.000,23865,2,AY,1,100,-0.137
1759437238.314542,166424.000,23865,2,AY,1,100,-0.135
1759437238.354542,166464.000,23880,3,AY,1,100,-0.137
1759437238.394543,166504.000,23880,3,AY,1,100,-0.136
1759437238.434544,166544.000,23880,3,AY,1,100,-0.135
1759437238.475045,166584.500,23897,2,AY,1,100,-0.135
1759437238.515546,166625.000,23897,2,AY,1,100,-0.134
1759437238.555213,166664.667,23911,3,AY,1,100,-0.139
1759437238.594881,166704.333,23911,3,AY,1,100,-0.136
1759437238.634548,166744.000,23911,3,AY,1,100,-0.135
1759437238.674549,166784.000,23927,2,AY,1,100,-0.136
1759437238.714550,166824.000,23927,2,AY,1,100,-0.136
1759437238.754550,166864.000,23942,3,AY,1,100,-0.137
1759437238.794551,166904.000,23942,3,AY,1,100,-0.136
1759437238.834552,166944.000,23942,3,AY,1,100,-0.135
1759437238.874553,166984.000,23961,2,AY,1,100,-0.133
1759437238.914554,167024.000,23961,2,AY,1,100,-0.134
1759437238.954555,167064.000,23975,3,AY,1,100,-0.138
1759437238.994555,167104.000,23975,3,AY,1,100,-0.135
1759437239.034556,167144.000,23975,3,AY,1,100,-0.137
1759437239.074557,167184.000,23991,2,AY,1,100,-0.138
1759437239.114558,167224.000,23991,2,AY,1,100,-0.135
1759437239.159225,167268.667,24007,3,AY,1,100,-0.137
1759437239.203893,167313.333,24007,3,AY,1,100,-0.134
1759437239.248561,167358.000,24007,3,AY,1,100,-0.137
1759437239.288561,167398.000,24023,2,AY,1,100,-0.137
1759437239.328562,167438.000,24023,2,AY,1,100,-0.136
1759437239.368563,167478.000,24037,3,AY,1,100,-0.136
1759437239.408564,167518.000,24037,3,AY,1,100,-0.136
1759437239.448565,167558.000,24037,3,AY,1,100,-0.138
1759437239.488565,167598.000,24054,2,AY,1,100,-0.136
1759437239.528566,167638.000,24054,2,AY,1,100,-0.136
1759437239.568567,167678.000,24069,3,AY,1,100,-0.135
1759437239.608568,167718.000,24069,3,AY,1,100,-0.136
1759437239.648569,167758.000,24069,3,AY,1,100,-0.135
1759437239.688570,167798.000,24087,2,AY,1,100,-0.135
1759437239.728570,167838.000,24087,2,AY,1,100,-0.135
1759437239.768571,167878.000,24101,3,AY,1,100,-0.136
1759437239.808572,167918.000,24101,3,AY,1,100,-0.135
1759437239.848573,167958.000,24101,3,AY,1,100,-0.136
1759437239.888574,167998.000,24118,2,AY,1,100,-0.136
1759437239.928575,168038.000,24118,2,AY,1,100,-0.138
1759437239.968575,168078.000,24133,3,AY,1,100,-0.137
1759437240.008576,168118.000,24133,3,AY,1,100,-0.136
1759437240.048577,168158.000,24133,3,AY,1,100,-0.135
1759437240.088578,168198.000,24149,2,AY,1,100,-0.137
1759437240.128579,168238.000,24149,2,AY,1,100,-0.139
1759437240.172580,168282.000,24164,3,AY,1,100,-0.135
1759437240.216580,168326.000,24164,3,AY,1,100,-0.137
1759437240.260581,168370.000,24164,3,AY,1,100,-0.135
1759437240.300582,168410.000,24180,2,AY,1,100,-0.135
1759437240.340583,168450.000,24180,2,AY,1,100,-0.139
1759437240.380584,168490.000,24195,3,AY,1,100,-0.135
1759437240.420584,168530.000,24195,3,AY,1,100,-0.134
1759437240.460585,168570.000,24195,3,AY,1,100,-0.134
1759437240.500586,168610.000,24212,2,AY,1,100,-0.137
1759437240.540587,168650.000,24212,2,AY,1,100,-0.137
1759437240.580588,168690.000,24227,3,AY,1,100,-0.137
1759437240.620589,168730.000,24227,3,AY,1,100,-0.135
1759437240.660589,168770.000,24227,3,AY,1,100,-0.134
1759437240.700590,168810.000,24242,2,AY,1,100,-0.139
1759437240.740591,168850.000,24242,2,AY,1,100,-0.134
1759437240.780592,168890.000,24258,3,AY,1,100,-0.138
1759437240.820593,168930.000,24258,3,AY,1,100,-0.137
1759437240.860594,168970.000,24258,3,AY,1,100,-0.135
1759437240.900594,169010.000,24274,2,AY,1,100,-0.138
1759437240.940595,169050.000,24274,2,AY,1,100,-0.136
1759437240.980596,169090.000,24289,3,AY,1,100,-0.138
1759437241.020597,169130.000,24289,3,AY,1,100,-0.137
1759437241.060598,169170.000,24289,3,AY,1,100,-0.135
1759437241.100598,169210.000,24304,2,AY,1,100,-0.137
1759437241.140599,169250.000,24304,2,AY,1,100,-0.136
1759437241.185267,169294.667,24320,3,AY,1,100,-0.139
1759437241.229934,169339.333,24320,3,AY,1,100,-0.136
1759437241.274602,169384.000,24320,3,AY,1,100,-0.135
1759437241.314603,169424.000,24336,2,AY,1,100,-0.135
1759437241.354604,169464.000,24336,2,AY,1,100,-0.135
1759437241.394604,169504.000,24351,3,AY,1,100,-0.138
1759437241.434605,169544.000,24351,3,AY,1,100,-0.135
1759437241.474606,169584.000,24351,3,AY,1,100,-0.134
1759437241.514107,169623.500,24367,2,AY,1,100,-0.136
1759437241.553608,169663.000,24367,2,AY,1,100,-0.136
1759437241.593608,169703.000,24382,3,AY,1,100,-0.135
1759437241.633609,169743.000,24382,3,AY,1,100,-0.135
1759437241.673610,169783.000,24382,3,AY,1,100,-0.136
1759437241.713611,169823.000,24398,2,AY,1,100,-0.136
1759437241.753612,169863.000,24398,2,AY,1,100,-0.136
1759437241.793946,169903.333,24414,3,AY,1,100,-0.138
1759437241.834280,169943.667,24414,3,AY,1,100,-0.136
1759437241.874614,169984.000,24414,3,AY,1,100,-0.136
1759437241.914115,170023.500,24429,2,AY,1,100,-0.132
1759437241.953616,170063.000,24429,2,AY,1,100,-0.135
1759437241.993617,170103.000,24444,3,AY,1,100,-0.140
1759437242.033617,170143.000,24444,3,AY,1,100,-0.134
1759437242.073618,170183.000,24444,3,AY,1,100,-0.138
1759437242.113619,170223.000,24460,2,AY,1,100,-0.134
1759437242.153620,170263.000,24460,2,AY,1,100,-0.137
1759437242.198287,170307.667,24476,3,AY,1,100,-0.136
1759437242.242955,170352.333,24476,3,AY,1,100,-0.136
1759437242.287623,170397.000,24476,3,AY,1,100,-0.137
1759437242.327623,170437.000,24491,2,AY,1,100,-0.136
1759437242.367624,170477.000,24491,2,AY,1,100,-0.138
1759437242.407625,170517.000,24506,3,AY,1,100,-0.137
1759437242.447626,170557.000,24506,3,AY,1,100,-0.135
1759437242.487627,170597.000,24506,3,AY,1,100,-0.136
1759437242.527627,170637.000,24523,2,AY,1,100,-0.135
1759437242.567628,170677.000,24523,2,AY,1,100,-0.136
1759437242.607629,170717.000,24538,3,AY,1,100,-0.135
1759437242.647630,170757.000,24538,3,AY,1,100,-0.135
1759437242.687631,170797.000,24538,3,AY,1,100,-0.137
1759437242.727632,170837.000,24553,2,AY,1,100,-0.138
1759437242.767632,170877.000,24553,2,AY,1,100,-0.136
1759437242.807633,170917.000,24569,3,AY,1,100,-0.134
1759437242.847634,170957.000,24569,3,AY,1,100,-0.137
1759437242.887635,170997.000,24569,3,AY,1,100,-0.137
1759437242.927636,171037.000,24585,2,AY,1,100,-0.136
1759437242.967637,171077.000,24585,2,AY,1,100,-0.137
1759437243.007637,171117.000,24602,3,AY,1,100,-0.136
1759437243.047638,171157.000,24602,3,AY,1,100,-0.139
1759437243.087639,171197.000,24602,3,AY,1,100,-0.135
1759437243.127640,171237.000,24618,2,AY,1,100,-0.136
1759437243.167641,171277.000,24618,2,AY,1,100,-0.137
1759437243.207641,171317.000,24633,3,AY,1,100,-0.134
1759437243.247642,171357.000,24633,3,AY,1,100,-0.134
1759437243.287643,171397.000,24633,3,AY,1,100,-0.136
1759437243.334644,171444.000,24649,2,AY,1,100,-0.137
1759437243.381645,171491.000,24649,2,AY,1,100,-0.135
1759437243.421646,171531.000,24664,3,AY,1,100,-0.135
1759437243.461647,171571.000,24664,3,AY,1,100,-0.136
1759437243.501647,171611.000,24664,3,AY,1,100,-0.138
1759437243.541648,171651.000,24681,2,AY,1,100,-0.136
1759437243.581649,171691.000,24681,2,AY,1,100,-0.136
1759437243.621650,171731.000,24697,3,AY,1,100,-0.136
1759437243.661651,171771.000,24697,3,AY,1,100,-0.137
1759437243.701652,171811.000,24697,3,AY,1,100,-0.134
1759437243.741652,171851.000,24713,2,AY,1,100,-0.135
1759437243.781653,171891.000,24713,2,AY,1,100,-0.135
1759437243.821654,171931.000,24729,3,AY,1,100,-0.135
1759437243.861655,171971.000,24729,3,AY,1,100,-0.136
1759437243.901656,172011.000,24729,3,AY,1,100,-0.134
1759437243.941656,172051.000,24747,2,AY,1,100,-0.136
1759437243.981657,172091.000,24747,2,AY,1,100,-0.137
1759437244.021658,172131.000,24761,3,AY,1,100,-0.132
1759437244.061659,172171.000,24761,3,AY,1,100,-0.133
1759437244.101660,172211.000,24761,3,AY,1,100,-0.136
1759437244.141660,172251.000,24778,2,AY,1,100,-0.137
1759437244.181661,172291.000,24778,2,AY,1,100,-0.135
1759437244.221662,172331.000,24793,3,AY,1,100,-0.137
1759437244.261663,172371.000,24793,3,AY,1,100,-0.137
1759437244.301664,172411.000,24793,3,AY,1,100,-0.135
1759437244.341665,172451.000,24809,2,AY,1,100,-0.136
1759437244.381665,172491.000,24809,2,AY,1,100,-0.134
1759437244.425666,172535.000,24823,3,AY,1,100,-0.137
1759437244.469667,172579.000,24823,3,AY,1,100,-0.137
1759437244.513668,172623.000,24823,3,AY,1,100,-0.134
1759437244.553669,172663.000,24841,4,AY,1,100,-0.136
1759437244.593670,172703.000,24841,4,AY,1,100,-0.136
1759437244.633671,172743.000,24841,4,AY,1,100,-0.137
1759437244.673671,172783.000,24841,4,AY,1,100,-0.137
1759437244.713672,172823.000,24856,2,AY,1,100,-0.139
1759437244.753673,172863.000,24856,2,AY,1,100,-0.134
1759437244.793674,172903.000,24872,3,AY,1,100,-0.138
1759437244.833675,172943.000,24872,3,AY,1,100,-0.136
1759437244.873675,172983.000,24872,3,AY,1,100,-0.134
1759437244.913676,173023.000,24888,3,AY,1,100,-0.137
1759437244.953677,173063.000,24888,3,AY,1,100,-0.135
1759437244.993678,173103.000,24888,3,AY,1,100,-0.136
1759437245.033679,173143.000,24903,2,AY,1,100,-0.135
1759437245.073679,173183.000,24903,2,AY,1,100,-0.138
1759437245.113680,173223.000,24918,3,AY,1,100,-0.138
1759437245.153681,173263.000,24918,3,AY,1,100,-0.137
1759437245.193682,173303.000,24918,3,AY,1,100,-0.138
1759437245.233683,173343.000,24934,2,AY,1,100,-0.135
1759437245.273684,173383.000,24934,2,AY,1,100,-0.137
1759437245.313684,173423.000,24950,3,AY,1,100,-0.136
1759437245.353685,173463.000,24950,3,AY,1,100,-0.136
1759437245.393686,173503.000,24950,3,AY,1,100,-0.137
1759437245.440187,173549.500,24965,2,AY,1,100,-0.135
1759437245.486688,173596.000,24965,2,AY,1,100,-0.136
1759437245.527189,173636.500,24982,2,AY,1,100,-0.136
1759437245.567690,173677.000,24982,2,AY,1,100,-0.137
1759437245.607357,173716.667,24996,3,AY,1,100,-0.136
1759437245.647025,173756.333,24996,3,AY,1,100,-0.132
1759437245.686692,173796.000,24996,3,AY,1,100,-0.137
1759437245.726693,173836.000,25012,3,AY,1,100,-0.135
1759437245.766694,173876.000,25012,3,AY,1,100,-0.136
1759437245.806695,173916.000,25012,3,AY,1,100,-0.137
1759437245.847195,173956.500,25028,2,AY,1,100,-0.137
1759437245.887696,173997.000,25028,2,AY,1,100,-0.136
1759437245.927364,174036.667,25044,3,AY,1,100,-0.137
1759437245.967031,174076.333,25044,3,AY,1,100,-0.134
1759437246.006699,174116.000,25044,3,AY,1,100,-0.136
1759437246.046699,174156.000,25058,2,AY,1,100,-0.135
1759437246.086700,174196.000,25058,2,AY,1,100,-0.138
1759437246.126701,174236.000,25075,3,AY,1,100,-0.133
1759437246.166702,174276.000,25075,3,AY,1,100,-0.136
1759437246.206703,174316.000,25075,3,AY,1,100,-0.135
1759437246.246703,174356.000,25090,2,AY,1,100,-0.136
1759437246.286704,174396.000,25090,2,AY,1,100,-0.136
1759437246.326705,174436.000,25106,3,AY,1,100,-0.136
1759437246.366706,174476.000,25106,3,AY,1,100,-0.135
1759437246.406707,174516.000,25106,3,AY,1,100,-0.136
1759437246.453708,174563.000,25120,2,AY,1,100,-0.136
1759437246.500709,174610.000,25120,2,AY,1,100,-0.136
1759437246.540709,174650.000,25137,3,AY,1,100,-0.135
1759437246.580710,174690.000,25137,3,AY,1,100,-0.138
1759437246.620711,174730.000,25137,3,AY,1,100,-0.137
1759437246.660712,174770.000,25152,2,AY,1,100,-0.137
1759437246.700713,174810.000,25152,2,AY,1,100,-0.135
1759437246.740714,174850.000,25168,3,AY,1,100,-0.136
1759437246.780714,174890.000,25168,3,AY,1,100,-0.137
1759437246.820715,174930.000,25168,3,AY,1,100,-0.136
1759437246.860716,174970.000,25183,2,AY,1,100,-0.136
1759437246.900717,175010.000,25183,2,AY,1,100,-0.138
1759437246.940718,175050.000,25199,3,AY,1,100,-0.136
1759437246.980718,175090.000,25199,3,AY,1,100,-0.137
1759437247.020719,175130.000,25199,3,AY,1,100,-0.136
1759437247.060720,175170.000,25214,2,AY,1,100,-0.136
1759437247.100721,175210.000,25214,2,AY,1,100,-0.136
1759437247.140722,175250.000,25231,3,AY,1,100,-0.138
1759437247.180722,175290.000,25231,3,AY,1,100,-0.137
1759437247.220723,175330.000,25231,3,AY,1,100,-0.137
1759437247.260724,175370.000,25245,2,AY,1,100,-0.135
1759437247.300725,175410.000,25245,2,AY,1,100,-0.138
1759437247.340726,175450.000,25261,3,AY,1,100,-0.137
1759437247.380727,175490.000,25261,3,AY,1,100,-0.138
1759437247.420727,175530.000,25261,3,AY,1,100,-0.135
1759437247.467728,175577.000,25276,2,AY,1,100,-0.136
1759437247.514729,175624.000,25276,2,AY,1,100,-0.136
1759437247.554730,175664.000,25293,2,AY,1,100,-0.136
1759437247.594731,175704.000,25293,2,AY,1,100,-0.139
1759437247.634732,175744.000,25308,3,AY,1,100,-0.137
1759437247.674733,175784.000,25308,3,AY,1,100,-0.138
1759437247.714733,175824.000,25308,3,AY,1,100,-0.136
1759437247.754401,175863.667,25323,3,AY,1,100,-0.137
1759437247.794068,175903.333,25323,3,AY,1,100,-0.138
1759437247.833736,175943.000,25323,3,AY,1,100,-0.137
1759437247.874237,175983.500,25339,2,AY,1,100,-0.139
1759437247.914737,176024.000,25339,2,AY,1,100,-0.133
1759437247.954738,176064.000,25355,3,AY,1,100,-0.133
1759437247.994739,176104.000,25355,3,AY,1,100,-0.138
1759437248.034740,176144.000,25355,3,AY,1,100,-0.139
1759437248.074741,176184.000,25370,2,AY,1,100,-0.134
1759437248.114742,176224.000,25370,2,AY,1,100,-0.136
1759437248.154409,176263.667,25386,3,AY,1,100,-0.141
1759437248.194077,176303.333,25386,3,AY,1,100,-0.136
1759437248.233744,176343.000,25386,3,AY,1,100,-0.134
1759437248.274245,176383.500,25401,2,AY,1,100,-0.134
1759437248.314746,176424.000,25401,2,AY,1,100,-0.133
1759437248.354413,176463.667,25417,3,AY,1,100,-0.140
1759437248.394081,176503.333,25417,3,AY,1,100,-0.134
1759437248.433748,176543.000,25417,3,AY,1,100,-0.142
1759437248.474249,176583.500,25433,2,AY,1,100,-0.139
1759437248.514750,176624.000,25433,2,AY,1,100,-0.139
1759437248.558751,176668.000,25448,3,AY,1,100,-0.136
1759437248.602751,176712.000,25448,3,AY,1,100,-0.136
1759437248.646752,176756.000,25448,3,AY,1,100,-0.137
1759437248.686753,176796.000,25463,2,AY,1,100,-0.137
1759437248.726754,176836.000,25463,2,AY,1,100,-0.137
1759437248.767088,176876.333,25479,3,AY,1,100,-0.138
1759437248.807422,176916.667,25479,3,AY,1,100,-0.140
1759437248.847757,176957.000,25479,3,AY,1,100,-0.137
1759437248.887757,176997.000,25497,2,AY,1,100,-0.141
1759437248.927758,177037.000,25497,2,AY,1,100,-0.138
1759437248.967759,177077.000,25512,3,AY,1,100,-0.137
1759437249.007760,177117.000,25512,3,AY,1,100,-0.135
1759437249.047761,177157.000,25512,3,AY,1,100,-0.138
1759437249.087761,177197.000,25527,2,AY,1,100,-0.136
1759437249.127762,177237.000,25527,2,AY,1,100,-0.136
1759437249.167763,177277.000,25544,3,AY,1,100,-0.138
1759437249.207764,177317.000,25544,3,AY,1,100,-0.134
1759437249.247765,177357.000,25544,3,AY,1,100,-0.136
1759437249.287766,177397.000,25559,2,AY,1,100,-0.136
1759437249.327766,177437.000,25559,2,AY,1,100,-0.136
1759437249.367767,177477.000,25574,3,AY,1,100,-0.138
1759437249.407768,177517.000,25574,3,AY,1,100,-0.136
1759437249.447769,177557.000,25574,3,AY,1,100,-0.139
1759437249.487770,177597.000,25590,2,AY,1,100,-0.135
1759437249.527771,177637.000,25590,2,AY,1,100,-0.137
1759437249.572105,177681.333,25606,3,AY,1,100,-0.138
1759437249.616439,177725.667,25606,3,AY,1,100,-0.138
1759437249.660773,177770.000,25606,3,AY,1,100,-0.135
1759437249.700274,177809.500,25624,2,AY,1,100,-0.138
1759437249.739775,177849.000,25624,2,AY,1,100,-0.137
1759437249.779776,177889.000,25639,3,AY,1,100,-0.138
1759437249.819776,177929.000,25639,3,AY,1,100,-0.138
1759437249.859777,177969.000,25639,3,AY,1,100,-0.138
1759437249.899778,178009.000,25655,2,AY,1,100,-0.139
1759437249.939779,178049.000,25655,2,AY,1,100,-0.134
1759437249.979780,178089.000,25671,3,AY,1,100,-0.137
1759437250.019780,178129.000,25671,3,AY,1,100,-0.138
1759437250.059781,178169.000,25671,3,AY,1,100,-0.133
1759437250.099782,178209.000,25686,2,AY,1,100,-0.142
1759437250.139783,178249.000,25686,2,AY,1,100,-0.138
1759437250.179784,178289.000,25703,3,AY,1,100,-0.137
1759437250.219784,178329.000,25703,3,AY,1,100,-0.140
1759437250.259785,178369.000,25703,3,AY,1,100,-0.135
1759437250.299786,178409.000,25717,2,AY,1,100,-0.137
1759437250.339787,178449.000,25717,2,AY,1,100,-0.138
1759437250.379788,178489.000,25733,3,AY,1,100,-0.138
1759437250.419789,178529.000,25733,3,AY,1,100,-0.138
1759437250.459790,178569.000,25733,3,AY,1,100,-0.136
1759437250.499790,178609.000,25749,2,AY,1,100,-0.139
1759437250.539791,178649.000,25749,2,AY,1,100,-0.138
1759437250.584459,178693.667,25765,3,AY,1,100,-0.136
1759437250.629126,178738.333,25765,3,AY,1,100,-0.138
1759437250.673794,178783.000,25765,3,AY,1,100,-0.138
1759437250.713795,178823.000,25779,2,AY,1,100,-0.139
1759437250.753795,178863.000,25779,2,AY,1,100,-0.136
1759437250.793796,178903.000,25796,3,AY,1,100,-0.137
1759437250.833797,178943.000,25796,3,AY,1,100,-0.138
1759437250.873798,178983.000,25796,3,AY,1,100,-0.138
1759437250.913799,179023.000,25811,2,AY,1,100,-0.138
1759437250.953799,179063.000,25811,2,AY,1,100,-0.135
1759437250.993800,179103.000,25827,3,AY,1,100,-0.134
1759437251.033801,179143.000,25827,3,AY,1,100,-0.137
1759437251.073802,179183.000,25827,3,AY,1,100,-0.135
1759437251.113803,179223.000,25841,2,AY,1,100,-0.136
1759437251.153804,179263.000,25841,2,AY,1,100,-0.138
1759437251.193805,179303.000,25858,3,AY,1,100,-0.135
1759437251.233805,179343.000,25858,3,AY,1,100,-0.138
1759437251.273806,179383.000,25858,3,AY,1,100,-0.138
1759437251.313807,179423.000,25873,2,AY,1,100,-0.136
1759437251.353808,179463.000,25873,2,AY,1,100,-0.138
1759437251.393809,179503.000,25889,3,AY,1,100,-0.139
1759437251.433809,179543.000,25889,3,AY,1,100,-0.134
1759437251.473810,179583.000,25889,3,AY,1,100,-0.137
1759437251.513311,179622.500,25904,2,AY,1,100,-0.137
1759437251.552812,179662.000,25904,2,AY,1,100,-0.135
1759437251.593146,179702.333,25920,3,AY,1,100,-0.137
1759437251.633480,179742.667,25920,3,AY,1,100,-0.135
1759437251.673814,179783.000,25920,3,AY,1,100,-0.139
1759437251.720315,179829.500,25935,2,AY,1,100,-0.135
1759437251.766816,179876.000,25935,2,AY,1,100,-0.136
1759437251.806817,179916.000,25952,3,AY,1,100,-0.138
1759437251.846818,179956.000,25952,3,AY,1,100,-0.136
1759437251.886819,179996.000,25952,3,AY,1,100,-0.135
1759437251.926819,180036.000,25966,2,AY,1,100,-0.137
1759437251.966820,180076.000,25966,2,AY,1,100,-0.137
1759437252.006821,180116.000,25982,3,AY,1,100,-0.138
1759437252.046822,180156.000,25982,3,AY,1,100,-0.140
1759437252.086823,180196.000,25982,3,AY,1,100,-0.139
1759437252.126823,180236.000,25997,2,AY,1,100,-0.135
1759437252.166824,180276.000,25997,2,AY,1,100,-0.135
1759437252.206825,180316.000,26014,3,AY,1,100,-0.135
1759437252.246826,180356.000,26014,3,AY,1,100,-0.136
1759437252.286827,180396.000,26014,3,AY,1,100,-0.136
1759437252.326828,180436.000,26028,2,AY,1,100,-0.136
1759437252.366828,180476.000,26028,2,AY,1,100,-0.139
1759437252.406829,180516.000,26044,3,AY,1,100,-0.136
1759437252.446830,180556.000,26044,3,AY,1,100,-0.135
1759437252.486831,180596.000,26044,3,AY,1,100,-0.135
1759437252.526832,180636.000,26060,2,AY,1,100,-0.135
1759437252.566833,180676.000,26060,2,AY,1,100,-0.136
1759437252.606833,180716.000,26076,3,AY,1,100,-0.136
1759437252.646834,180756.000,26076,3,AY,1,100,-0.137
1759437252.686835,180796.000,26076,3,AY,1,100,-0.136
1759437252.733836,180843.000,26091,2,AY,1,100,-0.136
1759437252.780837,180890.000,26091,2,AY,1,100,-0.137
1759437252.820838,180930.000,26107,3,AY,1,100,-0.137
1759437252.860838,180970.000,26107,3,AY,1,100,-0.135
1759437252.900839,181010.000,26107,3,AY,1,100,-0.138
1759437252.940840,181050.000,26122,2,AY,1,100,-0.139
1759437252.980841,181090.000,26122,2,AY,1,100,-0.135
1759437253.020842,181130.000,26138,3,AY,1,100,-0.137
1759437253.060843,181170.000,26138,3,AY,1,100,-0.137
1759437253.100843,181210.000,26138,3,AY,1,100,-0.137
1759437253.140844,181250.000,26154,2,AY,1,100,-0.138
1759437253.180845,181290.000,26154,2,AY,1,100,-0.135
1759437253.220846,181330.000,26169,3,AY,1,100,-0.137
1759437253.260847,181370.000,26169,3,AY,1,100,-0.139
1759437253.300848,181410.000,26169,3,AY,1,100,-0.135
1759437253.340848,181450.000,26186,2,AY,1,100,-0.137
1759437253.380849,181490.000,26186,2,AY,1,100,-0.137
1759437253.420850,181530.000,26202,3,AY,1,100,-0.136
1759437253.460851,181570.000,26202,3,AY,1,100,-0.136
1759437253.500852,181610.000,26202,3,AY,1,100,-0.134
1759437253.540852,181650.000,26218,2,AY,1,100,-0.135
1759437253.580853,181690.000,26218,2,AY,1,100,-0.138
1759437253.620854,181730.000,26233,3,AY,1,100,-0.136
1759437253.660855,181770.000,26233,3,AY,1,100,-0.139
1759437253.700856,181810.000,26233,3,AY,1,100,-0.140
1759437253.740856,181850.000,26248,2,AY,1,100,-0.132
1759437253.780857,181890.000,26248,2,AY,1,100,-0.138
1759437253.824858,181934.000,26265,3,AY,1,100,-0.138
1759437253.868859,181978.000,26265,3,AY,1,100,-0.136
1759437253.912860,182022.000,26265,3,AY,1,100,-0.135
1759437253.952861,182062.000,26284,2,AY,1,100,-0.137
1759437253.992862,182102.000,26284,2,AY,1,100,-0.137
1759437254.032862,182142.000,26299,3,AY,1,100,-0.139
1759437254.072863,182182.000,26299,3,AY,1,100,-0.135
1759437254.112864,182222.000,26299,3,AY,1,100,-0.138
1759437254.152865,182262.000,26319,2,AY,1,100,-0.135
1759437254.192866,182302.000,26319,2,AY,1,100,-0.136
1759437254.232867,182342.000,26335,3,AY,1,100,-0.138
1759437254.272867,182382.000,26335,3,AY,1,100,-0.137
1759437254.312868,182422.000,26335,3,AY,1,100,-0.137
1759437254.352869,182462.000,26350,2,AY,1,100,-0.138
1759437254.392870,182502.000,26350,2,AY,1,100,-0.134
1759437254.432871,182542.000,26365,3,AY,1,100,-0.138
1759437254.472871,182582.000,26365,3,AY,1,100,-0.136
1759437254.512872,182622.000,26365,3,AY,1,100,-0.136
1759437254.552873,182662.000,26381,2,AY,1,100,-0.138
1759437254.592874,182702.000,26381,2,AY,1,100,-0.136
1759437254.632875,182742.000,26397,3,AY,1,100,-0.137
1759437254.672875,182782.000,26397,3,AY,1,100,-0.135
1759437254.712876,182822.000,26397,3,AY,1,100,-0.136
1759437254.752877,182862.000,26419,2,AY,1,100,-0.138
1759437254.792878,182902.000,26419,2,AY,1,100,-0.138
1759437254.837545,182946.667,26436,3,AY,1,100,-0.138
1759437254.882213,182991.333,26436,3,AY,1,100,-0.135
1759437254.926881,183036.000,26436,3,AY,1,100,-0.138
1759437254.966882,183076.000,26450,2,AY,1,100,-0.137
1759437255.006882,183116.000,26450,2,AY,1,100,-0.137
1759437255.046550,183155.667,26468,3,AY,1,100,-0.139
1759437255.086217,183195.333,26468,3,AY,1,100,-0.135
1759437255.125885,183235.000,26468,3,AY,1,100,-0.137
1759437255.166386,183275.500,26484,2,AY,1,100,-0.136
1759437255.206886,183316.000,26484,2,AY,1,100,-0.137
1759437255.246554,183355.667,26500,3,AY,1,100,-0.134
1759437255.286221,183395.333,26500,3,AY,1,100,-0.136
1759437255.325889,183435.000,26500,3,AY,1,100,-0.138
1759437255.365890,183475.000,26516,2,AY,1,100,-0.136
1759437255.405890,183515.000,26516,2,AY,1,100,-0.138
1759437255.445891,183555.000,26533,3,AY,1,100,-0.135
1759437255.485892,183595.000,26533,3,AY,1,100,-0.138
1759437255.525893,183635.000,26533,3,AY,1,100,-0.137
1759437255.566394,183675.500,26548,2,AY,1,100,-0.137
1759437255.606894,183716.000,26548,2,AY,1,100,-0.139
1759437255.646562,183755.667,26564,3,AY,1,100,-0.135
1759437255.686229,183795.333,26564,3,AY,1,100,-0.138
1759437255.725897,183835.000,26564,3,AY,1,100,-0.135
1759437255.765898,183875.000,26578,3,AY,1,100,-0.134
1759437255.805899,183915.000,26578,3,AY,1,100,-0.137
1759437255.845899,183955.000,26578,3,AY,1,100,-0.138
1759437255.892900,184002.000,26597,2,AY,1,100,-0.137
1759437255.939901,184049.000,26597,2,AY,1,100,-0.136
1759437255.979902,184089.000,26612,2,AY,1,100,-0.139
1759437256.019903,184129.000,26612,2,AY,1,100,-0.135
1759437256.059904,184169.000,26628,3,AY,1,100,-0.134
1759437256.099905,184209.000,26628,3,AY,1,100,-0.137
1759437256.139905,184249.000,26628,3,AY,1,100,-0.139
1759437256.179906,184289.000,26643,2,AY,1,100,-0.136
1759437256.219907,184329.000,26643,2,AY,1,100,-0.142
1759437256.259908,184369.000,26659,3,AY,1,100,-0.133
1759437256.299909,184409.000,26659,3,AY,1,100,-0.135
1759437256.339910,184449.000,26659,3,AY,1,100,-0.136
1759437256.379910,184489.000,26674,2,AY,1,100,-0.134
1759437256.419911,184529.000,26674,2,AY,1,100,-0.140
1759437256.459912,184569.000,26693,3,AY,1,100,-0.142
1759437256.499913,184609.000,26693,3,AY,1,100,-0.136
1759437256.539914,184649.000,26693,3,AY,1,100,-0.137
1759437256.579914,184689.000,26707,2,AY,1,100,-0.145
1759437256.619915,184729.000,26707,2,AY,1,100,-0.137
1759437256.659916,184769.000,26723,3,AY,1,100,-0.130
1759437256.699917,184809.000,26723,3,AY,1,100,-0.137
1759437256.739918,184849.000,26723,3,AY,1,100,-0.140
1759437256.779918,184889.000,26738,3,AY,1,100,-0.138
1759437256.819919,184929.000,26738,3,AY,1,100,-0.136
1759437256.859920,184969.000,26738,3,AY,1,100,-0.138
1759437256.906921,185016.000,26755,2,AY,1,100,-0.132
1759437256.953922,185063.000,26755,2,AY,1,100,-0.136
1759437256.993923,185103.000,26769,2,AY,1,100,-0.140
