LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1759437219.492157,147602,20963,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437219.693161,147803,20982,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437219.894166,148004,21013,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437220.095170,148205,21047,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437220.296174,148406,21077,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437220.497178,148607,21110,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437220.698182,148808,21141,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437220.899186,149009,21174,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437221.100190,149210,21205,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437221.303194,149413,21237,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437221.504198,149614,21267,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437221.705202,149815,21301,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437221.906207,150016,21331,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437222.107211,150217,21363,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437222.308215,150418,21394,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437222.509219,150619,21425,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437222.710223,150820,21458,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437222.911227,151021,21489,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437223.112231,151222,21520,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437223.313235,151423,21552,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437223.516239,151626,21582,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437223.717243,151827,21614,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437223.918248,152028,21646,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437224.119252,152229,21678,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437224.320256,152430,21709,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437224.521260,152631,21740,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437224.722264,152832,21772,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437224.923268,153033,21802,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437225.124272,153234,21834,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437225.512280,153622,21865,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437225.712284,153822,21897,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437225.913288,154023,21927,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437226.117293,154227,21959,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437226.318297,154428,21990,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437226.519301,154629,22023,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437226.721305,154831,22054,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437226.922309,155032,22085,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437227.123313,155233,22118,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437227.324317,155434,22150,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437227.525321,155635,22180,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437227.726325,155836,22212,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437227.929330,156039,22244,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437228.130334,156240,22276,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437228.331338,156441,22307,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437228.532342,156642,22340,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437228.733346,156843,22371,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437228.935350,157045,22404,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437229.135354,157245,22435,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437229.350358,157460,22468,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437229.550363,157660,22499,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437229.751367,157861,22530,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437229.956371,158066,22562,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
1759437230.157375,158267,22592,4,EM,1,100,RS,RB,2025-10-02_16-33-39-199329.csv,PS
