LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1759437236.273500,164383.000,23547,1,EL,1,100,-1659.400024
1759437236.340501,164450.000,23562,2,EL,1,100,-1672.000000
1759437236.407503,164517.000,23562,2,EL,1,100,-1686.000000
1759437236.473504,164583.000,23578,1,EL,1,100,-1700.199951
1759437236.540505,164650.000,23593,2,EL,1,100,-1710.400024
1759437236.607507,164717.000,23593,2,EL,1,100,-1716.000000
1759437236.673508,164783.000,23609,1,EL,1,100,-1722.599976
1759437236.740510,164850.000,23624,2,EL,1,100,-1729.599976
1759437236.807511,164917.000,23624,2,EL,1,100,-1733.199951
1759437236.873512,164983.000,23643,1,EL,1,100,-1736.199951
1759437236.940513,165050.000,23657,2,EL,1,100,-1737.000000
1759437237.007515,165117.000,23657,2,EL,1,100,-1738.199951
1759437237.073516,165183.000,23673,1,EL,1,100,-1739.199951
1759437237.140517,165250.000,23689,2,EL,1,100,-1742.400024
1759437237.207519,165317.000,23689,2,EL,1,100,-1747.400024
1759437237.273520,165383.000,23705,1,EL,1,100,-1754.800049
1759437237.340522,165450.000,23719,2,EL,1,100,-1762.599976
1759437237.407523,165517.000,23719,2,EL,1,100,-1770.000000
1759437237.473524,165583.000,23735,1,EL,1,100,-1775.199951
1759437237.540526,165650.000,23751,2,EL,1,100,-1781.000000
1759437237.607527,165717.000,23751,2,EL,1,100,-1788.199951
1759437237.673528,165783.000,23767,1,EL,1,100,-1799.199951
1759437237.740530,165850.000,23781,2,EL,1,100,-1865.599976
1759437237.807531,165917.000,23781,2,EL,1,100,-1936.599976
1759437237.873533,165983.000,23798,1,EL,1,100,-1973.800049
1759437237.940034,166049.500,23813,2,EL,1,100,-1993.000000
1759437238.006535,166116.000,23813,2,EL,1,100,-2007.000000
1759437238.073537,166183.000,23829,1,EL,1,100,-2018.800049
1759437238.140038,166249.500,23847,2,EL,1,100,-2026.000000
1759437238.206539,166316.000,23847,2,EL,1,100,-2029.400024
1759437238.273541,166383.000,23862,2,EL,1,100,-2032.199951
1759437238.340542,166450.000,23862,2,EL,1,100,-2036.400024
1759437238.406543,166516.000,23877,1,EL,1,100,-2042.000000
1759437238.473545,166583.000,23894,2,EL,1,100,-2045.199951
1759437238.540546,166650.000,23894,2,EL,1,100,-2050.399902
1759437238.606548,166716.000,23909,1,EL,1,100,-2056.600098
1759437238.673549,166783.000,23924,2,EL,1,100,-2061.199951
1759437238.740550,166850.000,23924,2,EL,1,100,-2065.199951
1759437238.806551,166916.000,23939,1,EL,1,100,-2071.199951
1759437238.873553,166983.000,23958,2,EL,1,100,-2073.000000
1759437238.940554,167050.000,23958,2,EL,1,100,-2072.600098
1759437239.006556,167116.000,23973,1,EL,1,100,-2074.800049
1759437239.073557,167183.000,23988,2,EL,1,100,-2074.800049
1759437239.140558,167250.000,23988,2,EL,1,100,-2072.800049
1759437239.206560,167316.000,24004,1,EL,1,100,-2070.800049
1759437239.273561,167383.000,24020,2,EL,1,100,-2070.000000
1759437239.340563,167450.000,24020,2,EL,1,100,-2070.199951
1759437239.406564,167516.000,24035,1,EL,1,100,-2072.199951
1759437239.473565,167583.000,24051,2,EL,1,100,-2076.399902
1759437239.540566,167650.000,24051,2,EL,1,100,-2080.000000
1759437239.606568,167716.000,24066,1,EL,1,100,-2090.199951
1759437239.673569,167783.000,24084,2,EL,1,100,-2094.800049
1759437239.740571,167850.000,24084,2,EL,1,100,-2095.399902
1759437239.806572,167916.000,24099,1,EL,1,100,-2094.399902
1759437239.873573,167983.000,24115,2,EL,1,100,-2092.600098
1759437239.940575,168050.000,24115,2,EL,1,100,-2088.600098
1759437240.006576,168116.000,24130,1,EL,1,100,-2092.000000
1759437240.073577,168183.000,24146,2,EL,1,100,-2096.000000
1759437240.140579,168250.000,24146,2,EL,1,100,-2096.000000
1759437240.206580,168316.000,24162,1,EL,1,100,-2097.399902
1759437240.273582,168383.000,24177,2,EL,1,100,-2099.399902
1759437240.340583,168450.000,24177,2,EL,1,100,-2101.800049
1759437240.406584,168516.000,24192,1,EL,1,100,-2104.600098
1759437240.473586,168583.000,24209,2,EL,1,100,-2106.000000
1759437240.540587,168650.000,24209,2,EL,1,100,-2107.600098
1759437240.606588,168716.000,24224,1,EL,1,100,-2106.800049
1759437240.673590,168783.000,24240,2,EL,1,100,-2107.600098
1759437240.740591,168850.000,24240,2,EL,1,100,-2105.199951
1759437240.807092,168916.500,24255,2,EL,1,100,-2103.600098
1759437240.873594,168983.000,24255,2,EL,1,100,-2100.000000
1759437240.940595,169050.000,24271,1,EL,1,100,-2094.399902
1759437241.007097,169116.500,24286,2,EL,1,100,-2087.800049
1759437241.073598,169183.000,24286,2,EL,1,100,-2082.399902
1759437241.140599,169250.000,24302,1,EL,1,100,-2075.399902
1759437241.207101,169316.500,24317,2,EL,1,100,-2071.000000
1759437241.273602,169383.000,24317,2,EL,1,100,-2071.000000
1759437241.339603,169449.000,24333,1,EL,1,100,-2068.600098
1759437241.406605,169516.000,24348,2,EL,1,100,-2063.800049
1759437241.473606,169583.000,24348,2,EL,1,100,-2063.399902
1759437241.539607,169649.000,24365,1,EL,1,100,-2068.199951
1759437241.606609,169716.000,24379,2,EL,1,100,-2085.399902
1759437241.673610,169783.000,24379,2,EL,1,100,-2077.000000
1759437241.739611,169849.000,24395,1,EL,1,100,-2068.000000
1759437241.806613,169916.000,24411,2,EL,1,100,-2061.199951
1759437241.873614,169983.000,24411,2,EL,1,100,-2061.800049
1759437241.939615,170049.000,24427,1,EL,1,100,-2075.600098
1759437242.006617,170116.000,24441,2,EL,1,100,-2091.800049
1759437242.073618,170183.000,24441,2,EL,1,100,-2112.399902
1759437242.139620,170249.000,24457,1,EL,1,100,-2123.199951
1759437242.206621,170316.000,24473,2,EL,1,100,-2128.199951
1759437242.273622,170383.000,24473,2,EL,1,100,-2137.399902
1759437242.339624,170449.000,24489,1,EL,1,100,-2155.000000
1759437242.406625,170516.000,24503,2,EL,1,100,-2166.199951
1759437242.473626,170583.000,24503,2,EL,1,100,-2180.199951
1759437242.539628,170649.000,24520,1,EL,1,100,-2191.399902
1759437242.606629,170716.000,24535,2,EL,1,100,-2211.000000
1759437242.673630,170783.000,24535,2,EL,1,100,-2257.600098
1759437242.739632,170849.000,24551,1,EL,1,100,-2321.600098
1759437242.806633,170916.000,24566,2,EL,1,100,-2349.000000
1759437242.873635,170983.000,24566,2,EL,1,100,-2357.600098
1759437242.939636,171049.000,24582,1,EL,1,100,-2359.600098
1759437243.006637,171116.000,24599,2,EL,1,100,-2359.000000
1759437243.073639,171183.000,24599,2,EL,1,100,-2358.800049
1759437243.139640,171249.000,24615,1,EL,1,100,-2355.000000
1759437243.206641,171316.000,24631,2,EL,1,100,-2352.199951
1759437243.273643,171383.000,24631,2,EL,1,100,-2348.399902
1759437243.340144,171449.500,24646,2,EL,1,100,-2345.399902
1759437243.406646,171516.000,24646,2,EL,1,100,-2345.800049
1759437243.473647,171583.000,24661,1,EL,1,100,-2347.800049
1759437243.540148,171649.500,24678,2,EL,1,100,-2400.000000
1759437243.606650,171716.000,24678,2,EL,1,100,-2456.600098
1759437243.673651,171783.000,24695,1,EL,1,100,-2423.199951
1759437243.740152,171849.500,24710,2,EL,1,100,-2333.800049
1759437243.806654,171916.000,24710,2,EL,1,100,-2285.000000
1759437243.873655,171983.000,24726,1,EL,1,100,-2259.199951
1759437243.940156,172049.500,24744,2,EL,1,100,-2240.399902
1759437244.006658,172116.000,24744,2,EL,1,100,-2228.000000
1759437244.073659,172183.000,24759,1,EL,1,100,-2219.000000
1759437244.140161,172249.500,24775,2,EL,1,100,-2212.600098
1759437244.206662,172316.000,24775,2,EL,1,100,-2206.399902
1759437244.273663,172383.000,24790,1,EL,1,100,-2201.000000
1759437244.340164,172449.500,24806,2,EL,1,100,-2197.000000
1759437244.406666,172516.000,24806,2,EL,1,100,-2195.000000
1759437244.473667,172583.000,24821,1,EL,1,100,-2193.000000
1759437244.540002,172649.333,24838,3,EL,1,100,-2191.800049
1759437244.606337,172715.667,24838,3,EL,1,100,-2192.600098
1759437244.672671,172782.000,24838,3,EL,1,100,-2197.000000
1759437244.739673,172849.000,24854,1,EL,1,100,-2198.000000
1759437244.806174,172915.500,24869,2,EL,1,100,-2196.199951
1759437244.872675,172982.000,24869,2,EL,1,100,-2196.000000
1759437244.939677,173049.000,24885,1,EL,1,100,-2195.199951
1759437245.006178,173115.500,24900,2,EL,1,100,-2196.000000
1759437245.072680,173182.000,24900,2,EL,1,100,-2193.199951
1759437245.139681,173249.000,24916,1,EL,1,100,-2188.600098
1759437245.206182,173315.500,24931,2,EL,1,100,-2181.399902
1759437245.272684,173382.000,24931,2,EL,1,100,-2176.399902
1759437245.339685,173449.000,24947,1,EL,1,100,-2176.199951
1759437245.406186,173515.500,24962,2,EL,1,100,-2171.199951
1759437245.472688,173582.000,24962,2,EL,1,100,-2165.800049
1759437245.539689,173649.000,24979,1,EL,1,100,-2159.199951
1759437245.606190,173715.500,24994,2,EL,1,100,-2154.199951
1759437245.672692,173782.000,24994,2,EL,1,100,-2149.000000
1759437245.739693,173849.000,25009,2,EL,1,100,-2144.600098
1759437245.806695,173916.000,25009,2,EL,1,100,-2140.600098
1759437245.872696,173982.000,25025,1,EL,1,100,-2136.399902
1759437245.939697,174049.000,25041,2,EL,1,100,-2132.199951
1759437246.006699,174116.000,25041,2,EL,1,100,-2127.399902
1759437246.072700,174182.000,25056,1,EL,1,100,-2122.600098
1759437246.139701,174249.000,25072,2,EL,1,100,-2119.600098
1759437246.206703,174316.000,25072,2,EL,1,100,-2115.399902
1759437246.272704,174382.000,25087,1,EL,1,100,-2112.399902
1759437246.339705,174449.000,25103,2,EL,1,100,-2111.000000
1759437246.406707,174516.000,25103,2,EL,1,100,-2108.399902
1759437246.472708,174582.000,25118,1,EL,1,100,-2105.800049
1759437246.539709,174649.000,25134,2,EL,1,100,-2102.800049
1759437246.606711,174716.000,25134,2,EL,1,100,-2101.000000
1759437246.672712,174782.000,25149,1,EL,1,100,-2099.000000
1759437246.739713,174849.000,25165,2,EL,1,100,-2098.800049
1759437246.806715,174916.000,25165,2,EL,1,100,-2099.600098
1759437246.872716,174982.000,25181,1,EL,1,100,-2099.399902
1759437246.939718,175049.000,25196,2,EL,1,100,-2100.399902
1759437247.006719,175116.000,25196,2,EL,1,100,-2100.600098
1759437247.072720,175182.000,25211,1,EL,1,100,-2097.800049
1759437247.139722,175249.000,25228,2,EL,1,100,-2097.000000
1759437247.206723,175316.000,25228,2,EL,1,100,-2099.199951
1759437247.272724,175382.000,25243,1,EL,1,100,-2102.600098
1759437247.339726,175449.000,25258,2,EL,1,100,-2104.000000
1759437247.406727,175516.000,25258,2,EL,1,100,-2102.600098
1759437247.472728,175582.000,25273,1,EL,1,100,-2102.000000
1759437247.539730,175649.000,25290,2,EL,1,100,-2101.199951
1759437247.606731,175716.000,25290,2,EL,1,100,-2100.000000
1759437247.672733,175782.000,25305,1,EL,1,100,-2098.399902
1759437247.739734,175849.000,25321,2,EL,1,100,-2098.000000
1759437247.806735,175916.000,25321,2,EL,1,100,-2097.600098
1759437247.873237,175982.500,25336,2,EL,1,100,-2097.199951
1759437247.939738,176049.000,25336,2,EL,1,100,-2096.800049
1759437248.005739,176115.000,25352,1,EL,1,100,-2097.000000
1759437248.072741,176182.000,25367,2,EL,1,100,-2097.800049
1759437248.139742,176249.000,25367,2,EL,1,100,-2098.399902
1759437248.205744,176315.000,25384,1,EL,1,100,-2101.199951
1759437248.272745,176382.000,25398,2,EL,1,100,-2103.000000
