LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1759437254.180866,182290.000,26308,1,HR,1,100,50.21
1759437277.631344,205740.000,29974,1,HR,1,100,39.62
1759437295.350706,223459.000,32742,1,HR,1,100,31.57
1759437321.015230,249123.000,36756,1,HR,1,100,25.08
1759437326.748347,254856.000,37649,1,HR,1,100,21.83
