LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1759437227.008311,155118.000,22106,2,EA,1,100,0.076928
1759437227.074312,155184.000,22122,1,EA,1,100,0.076927
1759437227.141313,155251.000,22138,2,EA,1,100,0.076919
1759437227.208315,155318.000,22138,2,EA,1,100,0.076927
1759437227.274316,155384.000,22154,1,EA,1,100,0.076933
1759437227.341317,155451.000,22169,2,EA,1,100,0.076953
1759437227.408319,155518.000,22169,2,EA,1,100,0.076946
1759437227.474820,155584.500,22185,2,EA,1,100,0.076944
1759437227.541322,155651.000,22185,2,EA,1,100,0.076945
1759437227.608323,155718.000,22200,1,EA,1,100,0.076957
1759437227.674824,155784.500,22218,2,EA,1,100,0.076964
1759437227.741326,155851.000,22218,2,EA,1,100,0.076965
1759437227.808327,155918.000,22233,1,EA,1,100,0.076963
1759437227.874828,155984.500,22249,2,EA,1,100,0.076962
1759437227.941330,156051.000,22249,2,EA,1,100,0.076982
1759437228.007331,156117.000,22264,1,EA,1,100,0.077008
1759437228.074332,156184.000,22280,2,EA,1,100,0.077016
1759437228.141334,156251.000,22280,2,EA,1,100,0.077020
1759437228.207335,156317.000,22296,1,EA,1,100,0.077027
1759437228.274337,156384.000,22313,2,EA,1,100,0.077036
1759437228.341338,156451.000,22313,2,EA,1,100,0.077028
1759437228.407339,156517.000,22328,1,EA,1,100,0.077008
1759437228.474341,156584.000,22345,2,EA,1,100,0.076988
1759437228.541342,156651.000,22345,2,EA,1,100,0.076969
1759437228.607343,156717.000,22360,1,EA,1,100,0.076958
1759437228.674345,156784.000,22375,2,EA,1,100,0.076947
1759437228.741346,156851.000,22375,2,EA,1,100,0.076935
1759437228.807348,156917.000,22390,1,EA,1,100,0.076924
1759437228.874349,156984.000,22409,2,EA,1,100,0.076913
1759437228.941350,157051.000,22409,2,EA,1,100,0.076901
1759437229.007352,157117.000,22424,1,EA,1,100,0.076896
1759437229.074353,157184.000,22439,2,EA,1,100,0.076888
1759437229.141354,157251.000,22439,2,EA,1,100,0.076875
1759437229.207856,157317.500,22456,2,EA,1,100,0.076861
1759437229.274357,157384.000,22456,2,EA,1,100,0.076852
1759437229.340858,157450.500,22472,2,EA,1,100,0.076845
1759437229.407360,157517.000,22472,2,EA,1,100,0.076849
1759437229.474361,157584.000,22487,1,EA,1,100,0.076844
1759437229.540862,157650.500,22504,2,EA,1,100,0.076838
1759437229.607364,157717.000,22504,2,EA,1,100,0.076838
1759437229.674365,157784.000,22519,1,EA,1,100,0.076830
1759437229.740866,157850.500,22534,2,EA,1,100,0.076825
1759437229.807368,157917.000,22534,2,EA,1,100,0.076824
1759437229.874369,157984.000,22550,1,EA,1,100,0.076821
1759437229.940871,158050.500,22566,2,EA,1,100,0.076823
1759437230.007372,158117.000,22566,2,EA,1,100,0.076833
1759437230.074373,158184.000,22581,1,EA,1,100,0.076833
1759437230.140875,158250.500,22597,2,EA,1,100,0.076841
1759437230.207376,158317.000,22597,2,EA,1,100,0.076862
1759437230.274377,158384.000,22612,1,EA,1,100,0.076868
1759437230.340879,158450.500,22628,2,EA,1,100,0.076867
1759437230.407380,158517.000,22628,2,EA,1,100,0.076865
1759437230.474381,158584.000,22643,1,EA,1,100,0.076880
1759437230.540883,158650.500,22659,2,EA,1,100,0.076881
1759437230.607384,158717.000,22659,2,EA,1,100,0.076875
1759437230.674386,158784.000,22675,1,EA,1,100,0.076878
1759437230.740887,158850.500,22691,2,EA,1,100,0.076879
1759437230.807388,158917.000,22691,2,EA,1,100,0.076886
