LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1759437243.999658,172109.000,24745,1,T1,1,100,30.670
1759437244.132660,172242.000,24776,1,T1,1,100,30.680
1759437244.266663,172376.000,24791,1,T1,1,100,30.649
1759437244.399666,172509.000,24807,1,T1,1,100,30.706
1759437244.533169,172642.500,24839,2,T1,1,100,30.731
1759437244.666671,172776.000,24839,2,T1,1,100,30.848
1759437244.799674,172909.000,24870,1,T1,1,100,30.757
1759437244.932677,173042.000,24886,1,T1,1,100,30.753
1759437245.066679,173176.000,24901,1,T1,1,100,30.716
1759437245.199682,173309.000,24932,1,T1,1,100,30.771
1759437245.332685,173442.000,24948,1,T1,1,100,30.653
1759437245.466687,173576.000,24963,1,T1,1,100,30.672
1759437245.599690,173709.000,24980,1,T1,1,100,30.752
1759437245.732693,173842.000,25010,1,T1,1,100,30.644
1759437245.866696,173976.000,25026,1,T1,1,100,30.669
1759437245.999698,174109.000,25042,1,T1,1,100,30.715
1759437246.132701,174242.000,25073,1,T1,1,100,30.770
1759437246.266704,174376.000,25088,1,T1,1,100,30.581
1759437246.399707,174509.000,25104,1,T1,1,100,30.713
1759437246.532709,174642.000,25135,1,T1,1,100,30.769
1759437246.665712,174775.000,25150,1,T1,1,100,30.758
1759437246.799715,174909.000,25166,1,T1,1,100,30.895
1759437246.932718,175042.000,25197,1,T1,1,100,30.848
1759437247.065720,175175.000,25212,1,T1,1,100,30.757
1759437247.199723,175309.000,25229,1,T1,1,100,30.824
1759437247.332726,175442.000,25259,1,T1,1,100,30.817
1759437247.465728,175575.000,25274,1,T1,1,100,30.779
1759437247.599731,175709.000,25291,1,T1,1,100,30.869
1759437247.732734,175842.000,25306,1,T1,1,100,30.872
1759437247.865736,175975.000,25337,1,T1,1,100,30.732
1759437247.999739,176109.000,25353,1,T1,1,100,30.742
1759437248.132742,176242.000,25368,1,T1,1,100,30.782
1759437248.265745,176375.000,25399,1,T1,1,100,30.764
1759437248.399747,176509.000,25415,1,T1,1,100,30.756
1759437248.532750,176642.000,25431,1,T1,1,100,30.788
1759437248.665753,176775.000,25461,1,T1,1,100,30.696
1759437248.799756,176909.000,25477,1,T1,1,100,30.726
1759437248.932758,177042.000,25495,1,T1,1,100,30.811
1759437249.065761,177175.000,25525,1,T1,1,100,30.954
1759437249.199764,177309.000,25542,1,T1,1,100,30.767
1759437249.332767,177442.000,25557,1,T1,1,100,30.828
1759437249.465769,177575.000,25588,1,T1,1,100,30.819
1759437249.599772,177709.000,25604,1,T1,1,100,30.709
1759437249.732775,177842.000,25622,1,T1,1,100,30.768
1759437249.865777,177975.000,25653,1,T1,1,100,30.864
1759437249.999780,178109.000,25669,1,T1,1,100,30.835
1759437250.132783,178242.000,25684,1,T1,1,100,30.929
1759437250.265785,178375.000,25701,1,T1,1,100,30.827
1759437250.398788,178508.000,25731,1,T1,1,100,30.819
1759437250.532791,178642.000,25747,1,T1,1,100,30.709
1759437250.665794,178775.000,25763,1,T1,1,100,30.768
1759437250.798796,178908.000,25794,1,T1,1,100,30.687
1759437250.932799,179042.000,25809,1,T1,1,100,30.758
1759437251.065802,179175.000,25825,1,T1,1,100,30.753
1759437251.198805,179308.000,25856,1,T1,1,100,30.752
1759437251.332807,179442.000,25871,1,T1,1,100,30.786
1759437251.465810,179575.000,25887,1,T1,1,100,30.872
1759437251.598813,179708.000,25918,1,T1,1,100,30.803
1759437251.732816,179842.000,25933,1,T1,1,100,30.737
1759437251.865818,179975.000,25950,1,T1,1,100,30.780
