LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1759437224.902268,153012.000,21806,2,PG,1,100,7408
1759437224.942269,153052.000,21806,2,PG,1,100,7424
1759437224.982269,153092.000,21821,3,PG,1,100,7405
1759437225.022270,153132.000,21821,3,PG,1,100,7426
1759437225.062271,153172.000,21821,3,PG,1,100,7419
1759437225.102272,153212.000,21837,2,PG,1,100,7419
1759437225.142273,153252.000,21837,2,PG,1,100,7425
1759437225.182273,153292.000,21852,3,PG,1,100,7427
1759437225.222274,153332.000,21852,3,PG,1,100,7415
1759437225.262275,153372.000,21852,3,PG,1,100,7402
1759437225.302276,153412.000,21868,6,PG,1,100,7405
1759437225.342277,153452.000,21868,6,PG,1,100,7404
1759437225.382277,153492.000,21868,6,PG,1,100,7410
1759437225.422278,153532.000,21868,6,PG,1,100,7425
1759437225.462279,153572.000,21868,6,PG,1,100,7402
1759437225.502280,153612.000,21868,6,PG,1,100,7413
1759437225.542281,153652.000,21884,2,PG,1,100,7409
1759437225.582282,153692.000,21884,2,PG,1,100,7405
1759437225.622283,153732.000,21900,3,PG,1,100,7408
1759437225.662283,153772.000,21900,3,PG,1,100,7410
1759437225.702284,153812.000,21900,3,PG,1,100,7402
1759437225.749285,153859.000,21914,2,PG,1,100,7412
1759437225.796286,153906.000,21914,2,PG,1,100,7400
1759437225.836287,153946.000,21931,3,PG,1,100,7416
1759437225.876288,153986.000,21931,3,PG,1,100,7416
1759437225.916288,154026.000,21931,3,PG,1,100,7407
1759437225.956289,154066.000,21946,2,PG,1,100,7398
1759437225.996290,154106.000,21946,2,PG,1,100,7403
1759437226.036291,154146.000,21962,3,PG,1,100,7391
1759437226.076292,154186.000,21962,3,PG,1,100,7405
1759437226.116292,154226.000,21962,3,PG,1,100,7397
1759437226.156293,154266.000,21977,2,PG,1,100,7392
1759437226.196294,154306.000,21977,2,PG,1,100,7389
1759437226.236295,154346.000,21993,3,PG,1,100,7406
1759437226.276296,154386.000,21993,3,PG,1,100,7397
1759437226.316297,154426.000,21993,3,PG,1,100,7381
1759437226.356297,154466.000,22010,2,PG,1,100,7392
1759437226.396298,154506.000,22010,2,PG,1,100,7400
1759437226.436299,154546.000,22026,3,PG,1,100,7401
1759437226.476300,154586.000,22026,3,PG,1,100,7391
1759437226.516301,154626.000,22026,3,PG,1,100,7390
1759437226.556302,154666.000,22041,2,PG,1,100,7381
1759437226.596302,154706.000,22041,2,PG,1,100,7387
1759437226.636303,154746.000,22057,3,PG,1,100,7394
1759437226.676304,154786.000,22057,3,PG,1,100,7385
1759437226.716305,154826.000,22057,3,PG,1,100,7383
1759437226.756305,154866.000,22072,2,PG,1,100,7378
1759437226.796306,154906.000,22072,2,PG,1,100,7387
1759437226.836307,154946.000,22091,3,PG,1,100,7369
1759437226.876308,154986.000,22091,3,PG,1,100,7389
1759437226.916309,155026.000,22091,3,PG,1,100,7380
1759437226.956310,155066.000,22105,3,PG,1,100,7367
1759437226.996310,155106.000,22105,3,PG,1,100,7389
1759437227.036311,155146.000,22105,3,PG,1,100,7363
1759437227.076312,155186.000,22121,2,PG,1,100,7376
1759437227.116313,155226.000,22121,2,PG,1,100,7358
1759437227.156314,155266.000,22137,3,PG,1,100,7370
1759437227.196315,155306.000,22137,3,PG,1,100,7376
1759437227.236315,155346.000,22137,3,PG,1,100,7377
1759437227.276316,155386.000,22153,2,PG,1,100,7365
1759437227.316317,155426.000,22153,2,PG,1,100,7371
1759437227.356318,155466.000,22168,3,PG,1,100,7357
1759437227.396319,155506.000,22168,3,PG,1,100,7359
1759437227.436319,155546.000,22168,3,PG,1,100,7367
1759437227.476320,155586.000,22184,2,PG,1,100,7361
1759437227.516321,155626.000,22184,2,PG,1,100,7358
1759437227.556322,155666.000,22199,3,PG,1,100,7347
1759437227.596323,155706.000,22199,3,PG,1,100,7348
1759437227.636323,155746.000,22199,3,PG,1,100,7344
1759437227.676324,155786.000,22217,2,PG,1,100,7365
1759437227.716325,155826.000,22217,2,PG,1,100,7360
1759437227.756326,155866.000,22232,3,PG,1,100,7353
1759437227.796327,155906.000,22232,3,PG,1,100,7351
1759437227.836328,155946.000,22232,3,PG,1,100,7363
1759437227.875829,155985.500,22248,2,PG,1,100,7356
1759437227.915329,156025.000,22248,2,PG,1,100,7364
1759437227.955330,156065.000,22263,3,PG,1,100,7348
1759437227.995331,156105.000,22263,3,PG,1,100,7358
1759437228.035332,156145.000,22263,3,PG,1,100,7357
1759437228.075332,156185.000,22279,2,PG,1,100,7363
1759437228.115333,156225.000,22279,2,PG,1,100,7360
1759437228.155334,156265.000,22295,3,PG,1,100,7344
1759437228.195335,156305.000,22295,3,PG,1,100,7359
1759437228.235336,156345.000,22295,3,PG,1,100,7353
1759437228.275337,156385.000,22312,2,PG,1,100,7357
1759437228.315337,156425.000,22312,2,PG,1,100,7369
1759437228.355338,156465.000,22327,3,PG,1,100,7350
1759437228.395339,156505.000,22327,3,PG,1,100,7344
1759437228.435340,156545.000,22327,3,PG,1,100,7342
1759437228.475341,156585.000,22344,3,PG,1,100,7342
1759437228.515342,156625.000,22344,3,PG,1,100,7360
1759437228.555342,156665.000,22344,3,PG,1,100,7360
1759437228.595843,156705.500,22359,2,PG,1,100,7349
1759437228.636344,156746.000,22359,2,PG,1,100,7346
1759437228.676011,156785.667,22374,3,PG,1,100,7361
1759437228.715679,156825.333,22374,3,PG,1,100,7368
1759437228.755346,156865.000,22374,3,PG,1,100,7360
1759437228.795347,156905.000,22389,2,PG,1,100,7343
1759437228.835348,156945.000,22389,2,PG,1,100,7343
1759437228.875349,156985.000,22408,3,PG,1,100,7354
1759437228.915350,157025.000,22408,3,PG,1,100,7343
1759437228.955350,157065.000,22408,3,PG,1,100,7345
1759437229.002352,157112.000,22423,2,PG,1,100,7346
1759437229.049352,157159.000,22423,2,PG,1,100,7358
1759437229.089353,157199.000,22438,2,PG,1,100,7341
1759437229.129354,157239.000,22438,2,PG,1,100,7363
1759437229.169355,157279.000,22455,4,PG,1,100,7354
1759437229.209356,157319.000,22455,4,PG,1,100,7344
1759437229.249357,157359.000,22455,4,PG,1,100,7354
1759437229.289357,157399.000,22455,4,PG,1,100,7356
1759437229.329358,157439.000,22471,3,PG,1,100,7367
1759437229.369359,157479.000,22471,3,PG,1,100,7361
1759437229.409360,157519.000,22471,3,PG,1,100,7360
1759437229.449361,157559.000,22486,2,PG,1,100,7363
1759437229.489361,157599.000,22486,2,PG,1,100,7373
1759437229.529362,157639.000,22503,3,PG,1,100,7356
1759437229.569363,157679.000,22503,3,PG,1,100,7355
1759437229.609364,157719.000,22503,3,PG,1,100,7354
1759437229.649365,157759.000,22518,2,PG,1,100,7362
1759437229.689365,157799.000,22518,2,PG,1,100,7361
1759437229.729366,157839.000,22533,3,PG,1,100,7360
1759437229.769367,157879.000,22533,3,PG,1,100,7354
1759437229.809368,157919.000,22533,3,PG,1,100,7364
1759437229.849369,157959.000,22549,2,PG,1,100,7350
1759437229.889369,157999.000,22549,2,PG,1,100,7364
1759437229.929370,158039.000,22565,3,PG,1,100,7359
1759437229.969371,158079.000,22565,3,PG,1,100,7366
1759437230.009372,158119.000,22565,3,PG,1,100,7368
1759437230.049373,158159.000,22580,2,PG,1,100,7356
1759437230.089374,158199.000,22580,2,PG,1,100,7368
1759437230.129375,158239.000,22596,3,PG,1,100,7362
1759437230.169375,158279.000,22596,3,PG,1,100,7380
1759437230.209376,158319.000,22596,3,PG,1,100,7379
1759437230.249377,158359.000,22611,3,PG,1,100,7372
1759437230.289378,158399.000,22611,3,PG,1,100,7369
1759437230.329379,158439.000,22611,3,PG,1,100,7365
1759437230.369379,158479.000,22627,2,PG,1,100,7371
1759437230.409380,158519.000,22627,2,PG,1,100,7369
1759437230.449381,158559.000,22642,3,PG,1,100,7363
1759437230.489382,158599.000,22642,3,PG,1,100,7370
1759437230.529383,158639.000,22642,3,PG,1,100,7366
1759437230.569383,158679.000,22658,2,PG,1,100,7371
1759437230.609384,158719.000,22658,2,PG,1,100,7366
1759437230.649385,158759.000,22674,3,PG,1,100,7353
1759437230.689386,158799.000,22674,3,PG,1,100,7366
1759437230.729387,158839.000,22674,3,PG,1,100,7352
1759437230.769387,158879.000,22690,2,PG,1,100,7382
1759437230.809388,158919.000,22690,2,PG,1,100,7379
1759437230.849389,158959.000,22706,3,PG,1,100,7370
1759437230.889390,158999.000,22706,3,PG,1,100,7378
1759437230.929391,159039.000,22706,3,PG,1,100,7378
1759437230.969392,159079.000,22722,2,PG,1,100,7383
1759437231.009392,159119.000,22722,2,PG,1,100,7391
1759437231.049393,159159.000,22736,3,PG,1,100,7382
1759437231.089394,159199.000,22736,3,PG,1,100,7379
1759437231.129395,159239.000,22736,3,PG,1,100,7388
1759437231.169396,159279.000,22753,2,PG,1,100,7374
1759437231.209396,159319.000,22753,2,PG,1,100,7377
1759437231.249064,159358.667,22770,3,PG,1,100,7377
1759437231.288731,159398.333,22770,3,PG,1,100,7371
1759437231.328399,159438.000,22770,3,PG,1,100,7378
1759437231.368400,159478.000,22786,2,PG,1,100,7383
1759437231.408401,159518.000,22786,2,PG,1,100,7389
1759437231.448401,159558.000,22801,3,PG,1,100,7390
1759437231.488402,159598.000,22801,3,PG,1,100,7381
1759437231.528403,159638.000,22801,3,PG,1,100,7391
1759437231.568404,159678.000,22817,3,PG,1,100,7389
1759437231.608405,159718.000,22817,3,PG,1,100,7390
1759437231.648406,159758.000,22817,3,PG,1,100,7392
1759437231.688406,159798.000,22834,2,PG,1,100,7394
1759437231.728407,159838.000,22834,2,PG,1,100,7402
1759437231.768408,159878.000,22850,3,PG,1,100,7406
1759437231.808409,159918.000,22850,3,PG,1,100,7389
1759437231.848409,159958.000,22850,3,PG,1,100,7415
1759437231.888410,159998.000,22865,2,PG,1,100,7397
1759437231.928411,160038.000,22865,2,PG,1,100,7394
1759437231.968412,160078.000,22881,3,PG,1,100,7407
1759437232.008413,160118.000,22881,3,PG,1,100,7407
1759437232.048414,160158.000,22881,3,PG,1,100,7412
1759437232.088414,160198.000,22898,2,PG,1,100,7399
1759437232.128415,160238.000,22898,2,PG,1,100,7399
1759437232.168416,160278.000,22915,3,PG,1,100,7405
1759437232.208417,160318.000,22915,3,PG,1,100,7404
1759437232.248418,160358.000,22915,3,PG,1,100,7412
1759437232.295419,160405.000,22929,2,PG,1,100,7403
1759437232.342420,160452.000,22929,2,PG,1,100,7423
1759437232.382421,160492.000,22945,2,PG,1,100,7402
1759437232.422421,160532.000,22945,2,PG,1,100,7409
1759437232.462422,160572.000,22961,3,PG,1,100,7417
1759437232.502423,160612.000,22961,3,PG,1,100,7421
1759437232.542424,160652.000,22961,3,PG,1,100,7421
1759437232.582424,160692.000,22977,3,PG,1,100,7426
1759437232.622425,160732.000,22977,3,PG,1,100,7403
1759437232.662426,160772.000,22977,3,PG,1,100,7427
1759437232.702427,160812.000,22991,2,PG,1,100,7415
1759437232.742428,160852.000,22991,2,PG,1,100,7414
1759437232.782429,160892.000,23007,3,PG,1,100,7436
1759437232.822429,160932.000,23007,3,PG,1,100,7435
1759437232.862430,160972.000,23007,3,PG,1,100,7438
1759437232.902431,161012.000,23023,2,PG,1,100,7424
1759437232.942432,161052.000,23023,2,PG,1,100,7420
1759437232.982433,161092.000,23039,3,PG,1,100,7419
1759437233.022434,161132.000,23039,3,PG,1,100,7436
1759437233.062434,161172.000,23039,3,PG,1,100,7436
1759437233.102435,161212.000,23054,2,PG,1,100,7432
1759437233.142436,161252.000,23054,2,PG,1,100,7427
1759437233.182437,161292.000,23070,3,PG,1,100,7434
1759437233.222438,161332.000,23070,3,PG,1,100,7429
1759437233.262438,161372.000,23070,3,PG,1,100,7446
1759437233.302439,161412.000,23085,2,PG,1,100,7433
1759437233.342440,161452.000,23085,2,PG,1,100,7433
1759437233.382441,161492.000,23101,3,PG,1,100,7442
1759437233.422442,161532.000,23101,3,PG,1,100,7452
1759437233.462442,161572.000,23101,3,PG,1,100,7459
1759437233.502443,161612.000,23117,2,PG,1,100,7445
1759437233.542444,161652.000,23117,2,PG,1,100,7447
1759437233.582445,161692.000,23132,3,PG,1,100,7459
1759437233.622446,161732.000,23132,3,PG,1,100,7438
1759437233.662446,161772.000,23132,3,PG,1,100,7451
1759437233.702447,161812.000,23147,3,PG,1,100,7442
1759437233.742448,161852.000,23147,3,PG,1,100,7446
1759437233.782449,161892.000,23147,3,PG,1,100,7445
1759437233.822450,161932.000,23166,2,PG,1,100,7454
1759437233.862451,161972.000,23166,2,PG,1,100,7444
1759437233.902452,162012.000,23183,3,PG,1,100,7462
1759437233.942452,162052.000,23183,3,PG,1,100,7452
1759437233.982453,162092.000,23183,3,PG,1,100,7444
1759437234.022454,162132.000,23198,2,PG,1,100,7468
1759437234.062455,162172.000,23198,2,PG,1,100,7457
1759437234.102456,162212.000,23213,3,PG,1,100,7466
1759437234.142456,162252.000,23213,3,PG,1,100,7463
1759437234.182457,162292.000,23213,3,PG,1,100,7461
1759437234.222458,162332.000,23232,2,PG,1,100,7465
1759437234.262459,162372.000,23232,2,PG,1,100,7454
1759437234.302460,162412.000,23247,3,PG,1,100,7468
1759437234.342460,162452.000,23247,3,PG,1,100,7460
1759437234.382461,162492.000,23247,3,PG,1,100,7460
1759437234.421962,162531.500,23262,2,PG,1,100,7464
1759437234.461463,162571.000,23262,2,PG,1,100,7460
1759437234.501464,162611.000,23278,3,PG,1,100,7459
1759437234.541465,162651.000,23278,3,PG,1,100,7454
1759437234.581465,162691.000,23278,3,PG,1,100,7463
1759437234.621466,162731.000,23294,2,PG,1,100,7469
1759437234.661467,162771.000,23294,2,PG,1,100,7480
1759437234.701468,162811.000,23309,3,PG,1,100,7481
1759437234.741469,162851.000,23309,3,PG,1,100,7470
1759437234.781469,162891.000,23309,3,PG,1,100,7467
1759437234.821470,162931.000,23325,2,PG,1,100,7474
1759437234.861471,162971.000,23325,2,PG,1,100,7475
1759437234.901472,163011.000,23340,3,PG,1,100,7469
1759437234.941473,163051.000,23340,3,PG,1,100,7476
1759437234.981473,163091.000,23340,3,PG,1,100,7475
1759437235.021474,163131.000,23356,2,PG,1,100,7471
1759437235.061475,163171.000,23356,2,PG,1,100,7485
1759437235.101476,163211.000,23371,3,PG,1,100,7477
1759437235.141477,163251.000,23371,3,PG,1,100,7487
1759437235.181478,163291.000,23371,3,PG,1,100,7483
1759437235.221478,163331.000,23388,3,PG,1,100,7468
1759437235.261479,163371.000,23388,3,PG,1,100,7476
1759437235.301480,163411.000,23388,3,PG,1,100,7474
1759437235.341481,163451.000,23402,2,PG,1,100,7484
1759437235.381482,163491.000,23402,2,PG,1,100,7481
1759437235.421483,163531.000,23418,3,PG,1,100,7474
1759437235.461483,163571.000,23418,3,PG,1,100,7476
1759437235.501484,163611.000,23418,3,PG,1,100,7472
1759437235.541485,163651.000,23434,2,PG,1,100,7486
1759437235.581486,163691.000,23434,2,PG,1,100,7482
1759437235.628487,163738.000,23452,2,PG,1,100,7485
1759437235.675488,163785.000,23452,2,PG,1,100,7494
1759437235.715488,163825.000,23466,3,PG,1,100,7482
1759437235.755489,163865.000,23466,3,PG,1,100,7497
1759437235.795490,163905.000,23466,3,PG,1,100,7482
1759437235.835491,163945.000,23483,2,PG,1,100,7477
1759437235.875492,163985.000,23483,2,PG,1,100,7487
1759437235.915493,164025.000,23498,3,PG,1,100,7487
1759437235.955493,164065.000,23498,3,PG,1,100,7480
1759437235.995494,164105.000,23498,3,PG,1,100,7484
1759437236.035495,164145.000,23514,2,PG,1,100,7475
1759437236.075496,164185.000,23514,2,PG,1,100,7483
1759437236.115497,164225.000,23529,3,PG,1,100,7473
1759437236.155498,164265.000,23529,3,PG,1,100,7493
1759437236.195498,164305.000,23529,3,PG,1,100,7498
1759437236.235499,164345.000,23545,3,PG,1,100,7480
1759437236.275500,164385.000,23545,3,PG,1,100,7471
1759437236.315501,164425.000,23545,3,PG,1,100,7477
1759437236.355502,164465.000,23560,2,PG,1,100,7488
1759437236.395502,164505.000,23560,2,PG,1,100,7491
1759437236.435503,164545.000,23576,3,PG,1,100,7481
1759437236.475504,164585.000,23576,3,PG,1,100,7474
1759437236.515505,164625.000,23576,3,PG,1,100,7470
1759437236.555506,164665.000,23591,2,PG,1,100,7477
1759437236.595506,164705.000,23591,2,PG,1,100,7473
1759437236.635507,164745.000,23607,3,PG,1,100,7483
1759437236.675508,164785.000,23607,3,PG,1,100,7464
1759437236.715509,164825.000,23607,3,PG,1,100,7467
1759437236.755510,164865.000,23622,2,PG,1,100,7477
1759437236.795511,164905.000,23622,2,PG,1,100,7467
1759437236.835511,164945.000,23641,3,PG,1,100,7474
1759437236.875512,164985.000,23641,3,PG,1,100,7470
1759437236.915513,165025.000,23641,3,PG,1,100,7484
1759437236.955514,165065.000,23655,2,PG,1,100,7468
1759437236.995515,165105.000,23655,2,PG,1,100,7490
1759437237.035515,165145.000,23671,3,PG,1,100,7476
1759437237.075516,165185.000,23671,3,PG,1,100,7474
1759437237.115517,165225.000,23671,3,PG,1,100,7475
1759437237.155518,165265.000,23687,2,PG,1,100,7477
1759437237.195519,165305.000,23687,2,PG,1,100,7458
1759437237.235519,165345.000,23703,3,PG,1,100,7478
1759437237.275520,165385.000,23703,3,PG,1,100,7460
1759437237.315521,165425.000,23703,3,PG,1,100,7459
1759437237.355522,165465.000,23717,2,PG,1,100,7464
1759437237.395523,165505.000,23717,2,PG,1,100,7466
1759437237.435524,165545.000,23733,3,PG,1,100,7474
1759437237.475524,165585.000,23733,3,PG,1,100,7458
1759437237.515525,165625.000,23733,3,PG,1,100,7455
1759437237.555526,165665.000,23749,2,PG,1,100,7463
1759437237.595527,165705.000,23749,2,PG,1,100,7449
1759437237.635528,165745.000,23765,3,PG,1,100,7468
1759437237.675529,165785.000,23765,3,PG,1,100,7461
1759437237.715529,165825.000,23765,3,PG,1,100,7458
1759437237.755530,165865.000,23779,3,PG,1,100,7465
1759437237.795531,165905.000,23779,3,PG,1,100,7462
1759437237.835532,165945.000,23779,3,PG,1,100,7450
1759437237.875033,165984.500,23796,2,PG,1,100,7460
1759437237.914533,166024.000,23796,2,PG,1,100,7452
1759437237.954868,166064.333,23811,3,PG,1,100,7447
1759437237.995202,166104.667,23811,3,PG,1,100,7461
1759437238.035536,166145.000,23811,3,PG,1,100,7448
1759437238.075037,166184.500,23827,2,PG,1,100,7442
1759437238.114537,166224.000,23827,2,PG,1,100,7437
1759437238.154538,166264.000,23845,3,PG,1,100,7449
1759437238.194539,166304.000,23845,3,PG,1,100,7444
1759437238.234540,166344.000,23845,3,PG,1,100,7438
1759437238.274541,166384.000,23860,2,PG,1,100,7437
1759437238.314542,166424.000,23860,2,PG,1,100,7435
1759437238.354542,166464.000,23875,3,PG,1,100,7432
1759437238.394543,166504.000,23875,3,PG,1,100,7450
1759437238.434544,166544.000,23875,3,PG,1,100,7445
1759437238.474545,166584.000,23892,2,PG,1,100,7449
1759437238.514546,166624.000,23892,2,PG,1,100,7431
1759437238.554546,166664.000,23907,3,PG,1,100,7432
1759437238.594547,166704.000,23907,3,PG,1,100,7432
1759437238.634548,166744.000,23907,3,PG,1,100,7437
1759437238.674549,166784.000,23922,2,PG,1,100,7448
1759437238.714550,166824.000,23922,2,PG,1,100,7438
1759437238.754550,166864.000,23937,3,PG,1,100,7423
1759437238.794551,166904.000,23937,3,PG,1,100,7431
1759437238.834552,166944.000,23937,3,PG,1,100,7419
1759437238.874553,166984.000,23956,2,PG,1,100,7431
1759437238.914554,167024.000,23956,2,PG,1,100,7425
1759437238.959221,167068.667,23971,3,PG,1,100,7430
1759437239.003889,167113.333,23971,3,PG,1,100,7426
1759437239.048557,167158.000,23971,3,PG,1,100,7423
1759437239.088557,167198.000,23986,2,PG,1,100,7428
1759437239.128558,167238.000,23986,2,PG,1,100,7426
1759437239.168559,167278.000,24002,3,PG,1,100,7412
1759437239.208560,167318.000,24002,3,PG,1,100,7419
1759437239.248561,167358.000,24002,3,PG,1,100,7426
