LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1759437249.705774,177815,25615,1,TL,1,100,2025-10-02_16-34-09-700774
1759437254.806878,182916,26405,1,TL,1,100,2025-10-02_16-34-09-780680
1759437254.821878,182931,26408,1,TL,1,100,2025-10-02_16-34-14-813802
1759437340.716632,268824,39800,1,TL,1,100,2025-10-02_16-35-35-741665
1759437340.735632,268843,39803,1,TL,1,100,2025-10-02_16-35-40-728639
1759437345.828736,273936,40587,1,TL,1,100,2025-10-02_16-35-40-846146
1759437345.845737,273953,40590,1,TL,1,100,2025-10-02_16-35-45-838413
1759437350.938841,279046,41381,1,TL,1,100,2025-10-02_16-35-45-999266
1759437350.953841,279061,41384,1,TL,1,100,2025-10-02_16-35-50-947341
