LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1759437228.715679,156825.333,22373,3,PR,1,100,104696
1759437228.755346,156865.000,22373,3,PR,1,100,104699
1759437228.795347,156905.000,22388,2,PR,1,100,104707
1759437228.835348,156945.000,22388,2,PR,1,100,104690
1759437228.875349,156985.000,22407,3,PR,1,100,104698
1759437228.915350,157025.000,22407,3,PR,1,100,104699
1759437228.955350,157065.000,22407,3,PR,1,100,104697
1759437229.002352,157112.000,22422,2,PR,1,100,104696
1759437229.049352,157159.000,22422,2,PR,1,100,104723
1759437229.089353,157199.000,22437,2,PR,1,100,104715
1759437229.129354,157239.000,22437,2,PR,1,100,104705
1759437229.169355,157279.000,22454,4,PR,1,100,104698
1759437229.209356,157319.000,22454,4,PR,1,100,104719
1759437229.249357,157359.000,22454,4,PR,1,100,104702
1759437229.289357,157399.000,22454,4,PR,1,100,104724
1759437229.329358,157439.000,22470,3,PR,1,100,104702
1759437229.369359,157479.000,22470,3,PR,1,100,104707
1759437229.409360,157519.000,22470,3,PR,1,100,104706
1759437229.449361,157559.000,22485,2,PR,1,100,104722
1759437229.489361,157599.000,22485,2,PR,1,100,104714
1759437229.529362,157639.000,22502,3,PR,1,100,104709
1759437229.569363,157679.000,22502,3,PR,1,100,104707
1759437229.609364,157719.000,22502,3,PR,1,100,104708
1759437229.649365,157759.000,22517,2,PR,1,100,104705
1759437229.689365,157799.000,22517,2,PR,1,100,104708
1759437229.729366,157839.000,22532,3,PR,1,100,104718
1759437229.769367,157879.000,22532,3,PR,1,100,104709
1759437229.809368,157919.000,22532,3,PR,1,100,104697
1759437229.849369,157959.000,22548,2,PR,1,100,104722
1759437229.889369,157999.000,22548,2,PR,1,100,104726
1759437229.929370,158039.000,22564,3,PR,1,100,104718
1759437229.969371,158079.000,22564,3,PR,1,100,104711
1759437230.009372,158119.000,22564,3,PR,1,100,104721
1759437230.049373,158159.000,22579,2,PR,1,100,104713
1759437230.089374,158199.000,22579,2,PR,1,100,104709
1759437230.129375,158239.000,22595,3,PR,1,100,104719
1759437230.169375,158279.000,22595,3,PR,1,100,104720
1759437230.209376,158319.000,22595,3,PR,1,100,104712
1759437230.249377,158359.000,22610,3,PR,1,100,104728
1759437230.289378,158399.000,22610,3,PR,1,100,104721
1759437230.329379,158439.000,22610,3,PR,1,100,104720
1759437230.369379,158479.000,22626,2,PR,1,100,104714
1759437230.409380,158519.000,22626,2,PR,1,100,104703
1759437230.449381,158559.000,22641,3,PR,1,100,104730
1759437230.489382,158599.000,22641,3,PR,1,100,104730
1759437230.529383,158639.000,22641,3,PR,1,100,104748
1759437230.569383,158679.000,22657,2,PR,1,100,104724
1759437230.609384,158719.000,22657,2,PR,1,100,104717
1759437230.649385,158759.000,22673,3,PR,1,100,104724
1759437230.689386,158799.000,22673,3,PR,1,100,104722
1759437230.729387,158839.000,22673,3,PR,1,100,104741
1759437230.769387,158879.000,22689,2,PR,1,100,104731
1759437230.809388,158919.000,22689,2,PR,1,100,104733
1759437230.849389,158959.000,22705,3,PR,1,100,104726
1759437230.889390,158999.000,22705,3,PR,1,100,104735
1759437230.929391,159039.000,22705,3,PR,1,100,104735
1759437230.969392,159079.000,22721,2,PR,1,100,104734
1759437231.009392,159119.000,22721,2,PR,1,100,104723
1759437231.049393,159159.000,22735,3,PR,1,100,104730
1759437231.089394,159199.000,22735,3,PR,1,100,104747
1759437231.129395,159239.000,22735,3,PR,1,100,104740
1759437231.169396,159279.000,22752,2,PR,1,100,104742
1759437231.209396,159319.000,22752,2,PR,1,100,104734
1759437231.249064,159358.667,22769,3,PR,1,100,104746
1759437231.288731,159398.333,22769,3,PR,1,100,104724
1759437231.328399,159438.000,22769,3,PR,1,100,104734
1759437231.368400,159478.000,22785,2,PR,1,100,104744
1759437231.408401,159518.000,22785,2,PR,1,100,104737
1759437231.448401,159558.000,22800,3,PR,1,100,104734
1759437231.488402,159598.000,22800,3,PR,1,100,104747
1759437231.528403,159638.000,22800,3,PR,1,100,104732
1759437231.568404,159678.000,22816,3,PR,1,100,104745
1759437231.608405,159718.000,22816,3,PR,1,100,104736
1759437231.648406,159758.000,22816,3,PR,1,100,104737
1759437231.688406,159798.000,22833,2,PR,1,100,104742
1759437231.728407,159838.000,22833,2,PR,1,100,104766
1759437231.768408,159878.000,22849,3,PR,1,100,104757
1759437231.808409,159918.000,22849,3,PR,1,100,104745
1759437231.848409,159958.000,22849,3,PR,1,100,104746
1759437231.888410,159998.000,22864,2,PR,1,100,104755
1759437231.928411,160038.000,22864,2,PR,1,100,104756
1759437231.968412,160078.000,22880,3,PR,1,100,104768
1759437232.008413,160118.000,22880,3,PR,1,100,104763
1759437232.048414,160158.000,22880,3,PR,1,100,104759
1759437232.088414,160198.000,22897,2,PR,1,100,104751
1759437232.128415,160238.000,22897,2,PR,1,100,104757
1759437232.168416,160278.000,22914,3,PR,1,100,104749
1759437232.208417,160318.000,22914,3,PR,1,100,104767
1759437232.248418,160358.000,22914,3,PR,1,100,104762
1759437232.295419,160405.000,22928,2,PR,1,100,104761
1759437232.342420,160452.000,22928,2,PR,1,100,104771
1759437232.382421,160492.000,22944,2,PR,1,100,104779
1759437232.422421,160532.000,22944,2,PR,1,100,104770
1759437232.462422,160572.000,22960,3,PR,1,100,104746
1759437232.502423,160612.000,22960,3,PR,1,100,104757
1759437232.542424,160652.000,22960,3,PR,1,100,104767
1759437232.582424,160692.000,22976,3,PR,1,100,104761
1759437232.622425,160732.000,22976,3,PR,1,100,104774
1759437232.662426,160772.000,22976,3,PR,1,100,104762
1759437232.702427,160812.000,22990,2,PR,1,100,104776
1759437232.742428,160852.000,22990,2,PR,1,100,104770
1759437232.782429,160892.000,23006,3,PR,1,100,104777
1759437232.822429,160932.000,23006,3,PR,1,100,104779
1759437232.862430,160972.000,23006,3,PR,1,100,104771
1759437232.902431,161012.000,23022,2,PR,1,100,104773
1759437232.942432,161052.000,23022,2,PR,1,100,104786
1759437232.982433,161092.000,23038,3,PR,1,100,104776
1759437233.022434,161132.000,23038,3,PR,1,100,104792
1759437233.062434,161172.000,23038,3,PR,1,100,104787
1759437233.102435,161212.000,23053,2,PR,1,100,104776
1759437233.142436,161252.000,23053,2,PR,1,100,104798
1759437233.182437,161292.000,23069,3,PR,1,100,104800
1759437233.222438,161332.000,23069,3,PR,1,100,104784
1759437233.262438,161372.000,23069,3,PR,1,100,104772
1759437233.302439,161412.000,23084,2,PR,1,100,104792
1759437233.342440,161452.000,23084,2,PR,1,100,104789
1759437233.382441,161492.000,23100,3,PR,1,100,104791
1759437233.422442,161532.000,23100,3,PR,1,100,104776
1759437233.462442,161572.000,23100,3,PR,1,100,104790
1759437233.502443,161612.000,23116,2,PR,1,100,104776
1759437233.542444,161652.000,23116,2,PR,1,100,104792
1759437233.582445,161692.000,23131,3,PR,1,100,104798
1759437233.622446,161732.000,23131,3,PR,1,100,104791
1759437233.662446,161772.000,23131,3,PR,1,100,104796
1759437233.702447,161812.000,23146,2,PR,1,100,104781
1759437233.742448,161852.000,23146,2,PR,1,100,104793
1759437233.782449,161892.000,23165,3,PR,1,100,104812
1759437233.822450,161932.000,23165,3,PR,1,100,104800
1759437233.862451,161972.000,23165,3,PR,1,100,104800
1759437233.902452,162012.000,23182,3,PR,1,100,104787
1759437233.942452,162052.000,23182,3,PR,1,100,104782
1759437233.982453,162092.000,23182,3,PR,1,100,104786
1759437234.022454,162132.000,23197,2,PR,1,100,104809
1759437234.062455,162172.000,23197,2,PR,1,100,104800
1759437234.102456,162212.000,23212,3,PR,1,100,104794
1759437234.142456,162252.000,23212,3,PR,1,100,104797
1759437234.182457,162292.000,23212,3,PR,1,100,104806
1759437234.222458,162332.000,23231,2,PR,1,100,104790
1759437234.262459,162372.000,23231,2,PR,1,100,104807
1759437234.302460,162412.000,23246,3,PR,1,100,104793
1759437234.342460,162452.000,23246,3,PR,1,100,104793
1759437234.382461,162492.000,23246,3,PR,1,100,104800
1759437234.421962,162531.500,23261,2,PR,1,100,104808
1759437234.461463,162571.000,23261,2,PR,1,100,104813
1759437234.501464,162611.000,23277,3,PR,1,100,104786
1759437234.541465,162651.000,23277,3,PR,1,100,104811
1759437234.581465,162691.000,23277,3,PR,1,100,104804
1759437234.621466,162731.000,23293,2,PR,1,100,104806
1759437234.661467,162771.000,23293,2,PR,1,100,104820
1759437234.701468,162811.000,23308,3,PR,1,100,104812
1759437234.741469,162851.000,23308,3,PR,1,100,104801
1759437234.781469,162891.000,23308,3,PR,1,100,104804
1759437234.821470,162931.000,23324,2,PR,1,100,104807
1759437234.861471,162971.000,23324,2,PR,1,100,104812
1759437234.901472,163011.000,23339,3,PR,1,100,104814
1759437234.941473,163051.000,23339,3,PR,1,100,104806
1759437234.981473,163091.000,23339,3,PR,1,100,104809
1759437235.021474,163131.000,23355,2,PR,1,100,104816
1759437235.061475,163171.000,23355,2,PR,1,100,104820
1759437235.101476,163211.000,23370,3,PR,1,100,104826
1759437235.141477,163251.000,23370,3,PR,1,100,104807
1759437235.181478,163291.000,23370,3,PR,1,100,104807
1759437235.221478,163331.000,23387,3,PR,1,100,104808
1759437235.261479,163371.000,23387,3,PR,1,100,104821
1759437235.301480,163411.000,23387,3,PR,1,100,104823
1759437235.341481,163451.000,23401,2,PR,1,100,104817
1759437235.381482,163491.000,23401,2,PR,1,100,104819
1759437235.421483,163531.000,23417,3,PR,1,100,104824
1759437235.461483,163571.000,23417,3,PR,1,100,104810
1759437235.501484,163611.000,23417,3,PR,1,100,104830
1759437235.541485,163651.000,23433,2,PR,1,100,104817
1759437235.581486,163691.000,23433,2,PR,1,100,104814
1759437235.628487,163738.000,23451,2,PR,1,100,104823
1759437235.675488,163785.000,23451,2,PR,1,100,104823
1759437235.715488,163825.000,23465,3,PR,1,100,104831
1759437235.755489,163865.000,23465,3,PR,1,100,104820
1759437235.795490,163905.000,23465,3,PR,1,100,104808
1759437235.835491,163945.000,23482,2,PR,1,100,104828
1759437235.875492,163985.000,23482,2,PR,1,100,104826
1759437235.915493,164025.000,23497,3,PR,1,100,104828
1759437235.955493,164065.000,23497,3,PR,1,100,104810
1759437235.995494,164105.000,23497,3,PR,1,100,104814
1759437236.035495,164145.000,23513,2,PR,1,100,104814
1759437236.075496,164185.000,23513,2,PR,1,100,104814
1759437236.115497,164225.000,23528,3,PR,1,100,104830
1759437236.155498,164265.000,23528,3,PR,1,100,104825
1759437236.195498,164305.000,23528,3,PR,1,100,104827
1759437236.235499,164345.000,23544,3,PR,1,100,104816
1759437236.275500,164385.000,23544,3,PR,1,100,104827
1759437236.315501,164425.000,23544,3,PR,1,100,104818
1759437236.355502,164465.000,23559,2,PR,1,100,104844
1759437236.395502,164505.000,23559,2,PR,1,100,104832
1759437236.435503,164545.000,23575,3,PR,1,100,104829
1759437236.475504,164585.000,23575,3,PR,1,100,104837
1759437236.515505,164625.000,23575,3,PR,1,100,104836
1759437236.555506,164665.000,23590,2,PR,1,100,104832
1759437236.595506,164705.000,23590,2,PR,1,100,104827
1759437236.635507,164745.000,23606,3,PR,1,100,104831
1759437236.675508,164785.000,23606,3,PR,1,100,104833
1759437236.715509,164825.000,23606,3,PR,1,100,104829
1759437236.755510,164865.000,23621,2,PR,1,100,104822
1759437236.795511,164905.000,23621,2,PR,1,100,104831
1759437236.835511,164945.000,23640,3,PR,1,100,104819
1759437236.875512,164985.000,23640,3,PR,1,100,104833
1759437236.915513,165025.000,23640,3,PR,1,100,104833
1759437236.955514,165065.000,23654,2,PR,1,100,104834
1759437236.995515,165105.000,23654,2,PR,1,100,104825
1759437237.035515,165145.000,23670,3,PR,1,100,104821
1759437237.075516,165185.000,23670,3,PR,1,100,104833
1759437237.115517,165225.000,23670,3,PR,1,100,104837
1759437237.155518,165265.000,23686,2,PR,1,100,104827
1759437237.195519,165305.000,23686,2,PR,1,100,104831
1759437237.235519,165345.000,23702,3,PR,1,100,104817
1759437237.275520,165385.000,23702,3,PR,1,100,104828
1759437237.315521,165425.000,23702,3,PR,1,100,104816
1759437237.355522,165465.000,23716,2,PR,1,100,104832
1759437237.395523,165505.000,23716,2,PR,1,100,104832
1759437237.435524,165545.000,23732,3,PR,1,100,104823
1759437237.475524,165585.000,23732,3,PR,1,100,104823
1759437237.515525,165625.000,23732,3,PR,1,100,104828
1759437237.555526,165665.000,23748,2,PR,1,100,104810
1759437237.595527,165705.000,23748,2,PR,1,100,104835
1759437237.635528,165745.000,23764,3,PR,1,100,104821
1759437237.675529,165785.000,23764,3,PR,1,100,104813
1759437237.715529,165825.000,23764,3,PR,1,100,104822
1759437237.755530,165865.000,23778,3,PR,1,100,104827
1759437237.795531,165905.000,23778,3,PR,1,100,104837
1759437237.835532,165945.000,23778,3,PR,1,100,104820
1759437237.875033,165984.500,23795,2,PR,1,100,104828
1759437237.914533,166024.000,23795,2,PR,1,100,104826
1759437237.954868,166064.333,23810,3,PR,1,100,104815
1759437237.995202,166104.667,23810,3,PR,1,100,104823
1759437238.035536,166145.000,23810,3,PR,1,100,104820
1759437238.075037,166184.500,23826,2,PR,1,100,104807
1759437238.114537,166224.000,23826,2,PR,1,100,104820
1759437238.154538,166264.000,23844,3,PR,1,100,104824
1759437238.194539,166304.000,23844,3,PR,1,100,104818
1759437238.234540,166344.000,23844,3,PR,1,100,104821
1759437238.274541,166384.000,23859,2,PR,1,100,104806
1759437238.314542,166424.000,23859,2,PR,1,100,104791
1759437238.354542,166464.000,23874,3,PR,1,100,104821
1759437238.394543,166504.000,23874,3,PR,1,100,104822
1759437238.434544,166544.000,23874,3,PR,1,100,104825
1759437238.474545,166584.000,23891,2,PR,1,100,104808
1759437238.514546,166624.000,23891,2,PR,1,100,104824
1759437238.554546,166664.000,23906,3,PR,1,100,104816
1759437238.594547,166704.000,23906,3,PR,1,100,104828
1759437238.634548,166744.000,23906,3,PR,1,100,104818
1759437238.674549,166784.000,23921,2,PR,1,100,104812
1759437238.714550,166824.000,23921,2,PR,1,100,104810
1759437238.754550,166864.000,23936,3,PR,1,100,104820
1759437238.794551,166904.000,23936,3,PR,1,100,104807
1759437238.834552,166944.000,23936,3,PR,1,100,104811
1759437238.874553,166984.000,23955,2,PR,1,100,104809
1759437238.914554,167024.000,23955,2,PR,1,100,104808
1759437238.959221,167068.667,23970,3,PR,1,100,104805
1759437239.003889,167113.333,23970,3,PR,1,100,104806
1759437239.048557,167158.000,23970,3,PR,1,100,104829
1759437239.088557,167198.000,23985,2,PR,1,100,104809
1759437239.128558,167238.000,23985,2,PR,1,100,104795
1759437239.168559,167278.000,24001,3,PR,1,100,104822
1759437239.208560,167318.000,24001,3,PR,1,100,104814
1759437239.248561,167358.000,24001,3,PR,1,100,104807
