LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1759437234.941473,163051.000,23338,3,PI,1,100,167007
1759437234.981473,163091.000,23338,3,PI,1,100,167012
1759437235.021474,163131.000,23354,2,PI,1,100,167008
1759437235.061475,163171.000,23354,2,PI,1,100,167010
1759437235.101476,163211.000,23369,3,PI,1,100,167024
1759437235.141477,163251.000,23369,3,PI,1,100,167006
1759437235.181478,163291.000,23369,3,PI,1,100,167016
1759437235.221478,163331.000,23386,3,PI,1,100,167013
1759437235.261479,163371.000,23386,3,PI,1,100,167015
1759437235.301480,163411.000,23386,3,PI,1,100,167007
1759437235.341481,163451.000,23400,2,PI,1,100,167025
1759437235.381482,163491.000,23400,2,PI,1,100,167023
1759437235.421483,163531.000,23416,3,PI,1,100,167011
1759437235.461483,163571.000,23416,3,PI,1,100,167033
1759437235.501484,163611.000,23416,3,PI,1,100,167028
1759437235.541485,163651.000,23432,2,PI,1,100,167032
1759437235.581486,163691.000,23432,2,PI,1,100,167029
1759437235.628487,163738.000,23450,2,PI,1,100,167037
1759437235.675488,163785.000,23450,2,PI,1,100,167024
1759437235.715488,163825.000,23464,3,PI,1,100,167031
1759437235.755489,163865.000,23464,3,PI,1,100,167033
1759437235.795490,163905.000,23464,3,PI,1,100,167019
1759437235.835491,163945.000,23481,2,PI,1,100,167018
1759437235.875492,163985.000,23481,2,PI,1,100,167037
1759437235.915493,164025.000,23496,3,PI,1,100,167031
1759437235.955493,164065.000,23496,3,PI,1,100,167017
1759437235.995494,164105.000,23496,3,PI,1,100,167028
1759437236.035495,164145.000,23512,2,PI,1,100,167019
1759437236.075496,164185.000,23512,2,PI,1,100,167036
1759437236.115497,164225.000,23527,3,PI,1,100,167041
1759437236.155498,164265.000,23527,3,PI,1,100,167038
1759437236.195498,164305.000,23527,3,PI,1,100,167041
1759437236.235499,164345.000,23543,3,PI,1,100,167023
1759437236.275500,164385.000,23543,3,PI,1,100,167036
1759437236.315501,164425.000,23543,3,PI,1,100,167037
1759437236.355502,164465.000,23558,2,PI,1,100,167053
1759437236.395502,164505.000,23558,2,PI,1,100,167050
1759437236.435503,164545.000,23574,3,PI,1,100,167037
1759437236.475504,164585.000,23574,3,PI,1,100,167031
1759437236.515505,164625.000,23574,3,PI,1,100,167025
1759437236.555506,164665.000,23589,2,PI,1,100,167043
1759437236.595506,164705.000,23589,2,PI,1,100,167040
1759437236.635507,164745.000,23605,3,PI,1,100,167037
1759437236.675508,164785.000,23605,3,PI,1,100,167027
1759437236.715509,164825.000,23605,3,PI,1,100,167041
1759437236.755510,164865.000,23620,2,PI,1,100,167014
1759437236.795511,164905.000,23620,2,PI,1,100,167038
1759437236.835178,164944.667,23639,3,PI,1,100,167022
1759437236.874846,164984.333,23639,3,PI,1,100,167033
1759437236.914513,165024.000,23639,3,PI,1,100,167020
1759437236.955014,165064.500,23653,2,PI,1,100,167051
1759437236.995515,165105.000,23653,2,PI,1,100,167040
1759437237.035515,165145.000,23669,3,PI,1,100,167032
1759437237.075516,165185.000,23669,3,PI,1,100,167041
1759437237.115517,165225.000,23669,3,PI,1,100,167036
1759437237.155518,165265.000,23685,2,PI,1,100,167029
1759437237.195519,165305.000,23685,2,PI,1,100,167039
1759437237.235519,165345.000,23701,3,PI,1,100,167027
1759437237.275520,165385.000,23701,3,PI,1,100,167011
1759437237.315521,165425.000,23701,3,PI,1,100,167017
1759437237.355522,165465.000,23715,2,PI,1,100,167027
1759437237.395523,165505.000,23715,2,PI,1,100,167020
1759437237.435524,165545.000,23731,3,PI,1,100,167034
1759437237.475524,165585.000,23731,3,PI,1,100,167015
1759437237.515525,165625.000,23731,3,PI,1,100,167024
1759437237.555526,165665.000,23747,2,PI,1,100,167029
1759437237.595527,165705.000,23747,2,PI,1,100,167034
1759437237.635528,165745.000,23763,3,PI,1,100,167031
1759437237.675529,165785.000,23763,3,PI,1,100,167017
1759437237.715529,165825.000,23763,3,PI,1,100,167032
1759437237.755530,165865.000,23777,3,PI,1,100,167020
1759437237.795531,165905.000,23777,3,PI,1,100,167024
1759437237.835532,165945.000,23777,3,PI,1,100,167021
1759437237.875033,165984.500,23794,2,PI,1,100,167019
1759437237.914533,166024.000,23794,2,PI,1,100,167007
1759437237.954868,166064.333,23809,3,PI,1,100,167018
1759437237.995202,166104.667,23809,3,PI,1,100,167005
1759437238.035536,166145.000,23809,3,PI,1,100,167012
1759437238.075037,166184.500,23825,2,PI,1,100,166993
1759437238.114537,166224.000,23825,2,PI,1,100,166992
1759437238.154538,166264.000,23843,3,PI,1,100,167008
1759437238.194539,166304.000,23843,3,PI,1,100,166996
1759437238.234540,166344.000,23843,3,PI,1,100,167012
1759437238.274541,166384.000,23858,2,PI,1,100,167000
1759437238.314542,166424.000,23858,2,PI,1,100,167001
1759437238.354542,166464.000,23873,3,PI,1,100,167008
1759437238.394543,166504.000,23873,3,PI,1,100,167003
1759437238.434544,166544.000,23873,3,PI,1,100,167009
1759437238.474545,166584.000,23890,2,PI,1,100,167006
1759437238.514546,166624.000,23890,2,PI,1,100,166998
1759437238.554546,166664.000,23905,3,PI,1,100,167003
1759437238.594547,166704.000,23905,3,PI,1,100,167006
1759437238.634548,166744.000,23905,3,PI,1,100,166998
1759437238.674549,166784.000,23920,2,PI,1,100,167014
1759437238.714550,166824.000,23920,2,PI,1,100,167003
1759437238.754550,166864.000,23935,3,PI,1,100,166993
1759437238.794551,166904.000,23935,3,PI,1,100,167008
1759437238.834552,166944.000,23935,3,PI,1,100,166997
1759437238.874553,166984.000,23954,2,PI,1,100,166995
1759437238.914554,167024.000,23954,2,PI,1,100,166990
1759437238.959221,167068.667,23969,3,PI,1,100,167007
1759437239.003889,167113.333,23969,3,PI,1,100,166978
1759437239.048557,167158.000,23969,3,PI,1,100,166999
1759437239.088557,167198.000,23984,2,PI,1,100,166992
1759437239.128558,167238.000,23984,2,PI,1,100,166985
1759437239.168559,167278.000,24000,3,PI,1,100,167010
