subject,ppg_stream,ppg_channel_1based,fs,segment,t_start,t_end,t_center,t_rel,window_s,step_s,bandpass,low_hz,high_hz
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63729.93600338504,63740.014881964795,63734.97544267491,255.25540878974425,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63730.944900139766,63741.02377871953,63735.98433942965,256.2643055444787,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63731.9537968945,63742.03267547426,63736.99323618438,257.27320229921315,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63732.96269364923,63743.04157222899,63738.00213293911,258.2820990539403,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63733.97159040396,63744.05046898372,63739.01102969384,259.2909958086675,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63734.98048715869,63745.05936573845,63740.01992644857,260.29989256340195,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63735.989383913424,63746.06826249318,63741.028823203305,261.3087893181364,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63736.99828066815,63747.077159247914,63742.03771995803,262.3176860728636,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63738.007177422885,63748.08605600264,63743.04661671276,263.32658282759076,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63739.01607417761,63749.094952757376,63744.055513467494,264.3354795823252,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63740.02497093235,63750.1038495121,63745.06441022223,265.34437633705966,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63741.033867687074,63751.11274626684,63746.073306976956,266.35327309178683,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63742.04276444181,63752.121643021565,63747.08220373168,267.362169846514,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63743.051661196536,63753.1305397763,63748.09110048642,268.37106660124846,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63744.06055795127,63754.139436531026,63749.09999724115,269.3799633559829,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63745.069454706,63755.14833328576,63750.10889399588,270.3888601107101,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63746.07835146073,63756.15723004049,63751.117790750606,271.39775686543726,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63747.08724821546,63757.166126795215,63752.12668750534,272.4066536201717,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63748.09614497019,63758.17502354995,63753.135584260075,273.41555037490616,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63749.10504172492,63759.18392030468,63754.144481014795,274.42444712962606,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63750.11393847965,63760.19281705941,63755.15337776953,275.4333438843605,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63751.12283523438,63761.20171381414,63756.162274524264,276.44224063909496,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63752.13173198911,63762.21061056887,63757.17117127899,277.45113739382214,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63753.140628743844,63763.2195073236,63758.18006803372,278.4600341485493,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63754.14952549857,63764.228404078334,63759.18896478845,279.46893090328376,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63755.158422253306,63765.23730083306,63760.19786154319,280.4778276580182,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63756.16731900803,63766.246197587796,63761.206758297914,281.4867244127454,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63757.17621576277,63767.25509434252,63762.21565505264,282.49562116747256,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63758.185112517494,63768.26399109726,63763.224551807376,283.504517922207,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63759.19400927223,63769.272887851985,63764.23344856211,284.51341467694147,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63760.202906026956,63770.28178460672,63765.24234531684,285.52231143166864,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63761.21180278169,63771.290681361446,63766.251242071565,286.5312081863958,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63762.22069953642,63772.29957811618,63767.2601388263,287.54010494113027,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63763.22959629115,63773.30847487091,63768.269035581034,288.5490016958647,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63764.23849304588,63774.31737162564,63769.27793233576,289.5578984505919,10.0,1.0,True,0.5,8.0
