time,hr_bpm,is_valid,hr_bpm_clean
62864.0,66.46400417179042,True,66.46400417179042
62865.0,66.46400417179042,True,67.82222217423225
62866.0,66.46400417179042,True,68.97414562465244
62867.0,71.89687618155776,True,70.7846376773032
62868.0,73.58183942633323,True,71.50526598755766
62869.0,75.51646443504414,True,71.3315309883561
62870.0,70.06714572306274,True,69.54934895917309
62871.0,65.59532917578265,True,67.65501157023775
62872.0,62.98596603564263,True,66.52408239283503
62873.0,64.11015248165664,True,68.55059627064499
62874.0,69.86181854803048,True,70.81795627286868
62875.0,80.19971511211246,True,72.09540830251004
62876.0,76.9321291869012,True,72.54248797726943
62877.0,69.37322618384941,True,71.82298173982204
62878.0,66.34555085545362,True,70.23642816630056
62879.0,66.26428736079356,True,69.30528638779192
62880.0,72.26694724450506,True,68.68705037100437
62881.0,72.27642029435792,True,68.0392855895084
62882.0,66.28204609991174,True,67.4747211587993
62883.0,63.1067269479737,True,66.5197095553457
62884.0,63.44146520724807,True,66.05078531322508
62885.0,67.49188922723702,True,66.2648064682241
62886.0,69.9317990837548,True,66.3490992980589
62887.0,67.35215187490691,True,66.86593859709899
62888.0,63.52819109714773,True,67.85174469452166
62889.0,66.02566170244847,True,67.0287287827729
62890.0,72.42091971435035,True,66.2744981209024
62891.0,65.81671952501101,True,66.44712807394883
62892.0,63.580998565554424,True,67.66376486491143
62893.0,64.39134086237989,True,68.41114991833867
62894.0,72.10884565726148,True,72.11089461672631
62895.0,76.1578449814865,True,74.24552184136557
62896.0,84.31544301694926,True,75.06735897780872
62897.0,74.25413468875074,True,74.09062868030672
62898.0,68.50052654459562,True,73.41001692676706
62899.0,67.22519416975149,True,73.08212193821514
62900.0,72.75478621378818,True,73.27990999322601
62901.0,82.67596807418964,True,75.16219106885993
62902.0,75.24307496380511,True,76.65258798222564
62903.0,77.91193192276519,True,77.84150521525211
62904.0,74.67717873658006,True,76.65029483618727
62905.0,78.69937237892063,True,75.48058926157202
62906.0,76.71991617886533,True,73.53488942906772
62907.0,69.3945470907289,True,72.92414277733526
62908.0,68.1834327602437,True,71.67904265781519
62909.0,71.6234454779177,True,70.04654148331278
62910.0,72.47387178132028,True,69.75305798772663
62911.0,68.55741030635335,True,70.4632589934952
62912.0,67.92712961279815,True,69.97036131517316
62913.0,71.73443778908651,True,68.84811355652059
62914.0,69.15895708630754,True,68.07246663713809
62915.0,66.8626329880574,True,67.99441425489061
62916.0,64.67917570944083,True,67.61280331059697
62917.0,67.53686770156084,True,67.77466015442948
62918.0,69.82638306761828,True,68.21561287376244
62919.0,69.96824130547004,True,69.52858157699796
62920.0,69.06739658472219,True,71.6218125180818
62921.0,71.24401922561849,True,74.21934102616407
62922.0,78.00302240698,True,74.5602501705927
62923.0,82.8140256080297,True,74.04508150424724
62924.0,71.67278702761305,True,72.6322438856876
62925.0,66.49155325299502,True,69.94711478244876
62926.0,64.17983113282023,True,67.58055117009539
62927.0,64.57737689078577,True,69.17659974260008
62928.0,70.98120754626284,True,70.77444589902737
62929.0,79.65302989013651,True,71.33546390537771
62930.0,74.48078403513155,True,71.12755988316896
62931.0,66.98492116457186,True,70.13429317214027
62932.0,63.53785677974202,True,69.19992353040483
62933.0,66.01487399111949,True,68.92485451857404
62934.0,74.98118168145925,True,68.92856326124752
62935.0,73.10543897597756,True,69.1496455643692
62936.0,67.00346487793927,True,68.93777853603001
62937.0,64.64326829535034,True,67.38733131226077
62938.0,64.95553884942368,True,67.59814717116974
62939.0,67.228945562613,True,68.47004934428155
62940.0,74.15951827052241,True,68.91876388174208
62941.0,71.36297574349835,True,68.61045435120542
62942.0,66.88684098265297,True,67.81617853259635
62943.0,63.413991196740355,True,66.3573524586782
