observed_mean_r,surrogate_mean,surrogate_sd,z,p_one_sided,segment,n_subjects,n_seconds
-0.07441484144256366,0.001391764206057976,0.038785036623819054,-1.954532269335709,0.989010989010989,baseline_warmup,7,138
0.08813469573146689,-0.0002867290441238377,0.024119193054634006,3.6660191978770356,0.002997002997002997,meditation_all,7,929
