LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1759437240.375684,175668.000,25674,3,GY,1,100,-0.397
1759437240.415687,175708.000,25689,2,GY,1,100,-1.007
1759437240.455689,175748.000,25689,2,GY,1,100,-0.549
1759437240.495691,175788.000,25705,3,GY,1,100,-0.549
1759437240.535693,175828.000,25705,3,GY,1,100,-0.916
1759437240.575696,175868.000,25705,3,GY,1,100,-0.641
1759437240.615698,175908.000,25719,2,GY,1,100,-0.854
1759437240.655700,175948.000,25719,2,GY,1,100,-0.916
1759437240.695702,175988.000,25738,3,GY,1,100,-0.519
1759437240.735705,176028.000,25738,3,GY,1,100,-0.763
1759437240.775707,176068.000,25738,3,GY,1,100,-0.305
1759437240.815709,176108.000,25753,2,GY,1,100,-0.488
1759437240.855711,176148.000,25753,2,GY,1,100,-1.007
1759437240.895714,176188.000,25769,3,GY,1,100,-0.549
1759437240.935716,176228.000,25769,3,GY,1,100,-0.702
1759437240.975718,176268.000,25769,3,GY,1,100,-0.946
1759437241.015721,176308.000,25786,2,GY,1,100,-0.549
1759437241.055723,176348.000,25786,2,GY,1,100,-0.793
1759437241.095725,176388.000,25804,3,GY,1,100,-1.282
1759437241.135727,176428.000,25804,3,GY,1,100,-0.671
1759437241.175730,176468.000,25804,3,GY,1,100,-0.946
1759437241.215732,176508.000,25819,2,GY,1,100,-1.526
1759437241.255734,176548.000,25819,2,GY,1,100,-1.038
1759437241.295737,176588.000,25836,3,GY,1,100,-1.190
1759437241.335739,176628.000,25836,3,GY,1,100,-1.221
1759437241.375741,176668.000,25836,3,GY,1,100,-0.885
1759437241.422244,176714.500,25851,2,GY,1,100,-1.160
1759437241.468746,176761.000,25851,2,GY,1,100,-1.099
1759437241.508749,176801.000,25868,3,GY,1,100,-1.038
1759437241.548751,176841.000,25868,3,GY,1,100,-0.580
1759437241.588753,176881.000,25868,3,GY,1,100,-0.763
1759437241.628755,176921.000,25884,2,GY,1,100,-0.427
1759437241.668758,176961.000,25884,2,GY,1,100,-1.221
1759437241.708760,177001.000,25902,3,GY,1,100,-0.977
1759437241.748762,177041.000,25902,3,GY,1,100,-0.824
1759437241.788764,177081.000,25902,3,GY,1,100,-1.160
1759437241.828767,177121.000,25917,2,GY,1,100,-0.946
1759437241.868769,177161.000,25917,2,GY,1,100,-0.397
1759437241.908771,177201.000,25932,3,GY,1,100,-1.465
1759437241.948774,177241.000,25932,3,GY,1,100,-1.312
1759437241.988776,177281.000,25932,3,GY,1,100,-0.122
1759437242.028778,177321.000,25950,2,GY,1,100,-0.854
1759437242.068780,177361.000,25950,2,GY,1,100,-1.068
1759437242.108783,177401.000,25966,3,GY,1,100,-0.610
1759437242.148785,177441.000,25966,3,GY,1,100,-0.854
1759437242.188787,177481.000,25966,3,GY,1,100,-0.519
1759437242.228789,177521.000,25981,2,GY,1,100,-0.702
1759437242.268792,177561.000,25981,2,GY,1,100,-0.732
1759437242.308794,177601.000,25997,3,GY,1,100,-0.610
1759437242.348796,177641.000,25997,3,GY,1,100,-0.549
1759437242.388798,177681.000,25997,3,GY,1,100,-0.305
1759437242.428801,177721.000,26014,2,GY,1,100,-0.488
1759437242.468803,177761.000,26014,2,GY,1,100,-0.854
1759437242.513472,177805.667,26030,3,GY,1,100,-0.214
1759437242.558141,177850.333,26030,3,GY,1,100,-0.702
1759437242.602811,177895.000,26030,3,GY,1,100,-0.580
1759437242.642813,177935.000,26050,5,GY,1,100,-0.031
1759437242.682815,177975.000,26050,5,GY,1,100,-0.092
1759437242.722817,178015.000,26050,5,GY,1,100,-0.580
1759437242.762820,178055.000,26050,5,GY,1,100,-0.732
1759437242.802822,178095.000,26050,5,GY,1,100,-0.244
1759437242.842824,178135.000,26064,3,GY,1,100,-0.458
1759437242.882827,178175.000,26064,3,GY,1,100,-0.763
1759437242.922829,178215.000,26064,3,GY,1,100,-0.336
1759437242.962831,178255.000,26081,2,GY,1,100,-0.732
1759437243.002833,178295.000,26081,2,GY,1,100,-0.793
1759437243.042836,178335.000,26096,3,GY,1,100,-0.702
1759437243.082838,178375.000,26096,3,GY,1,100,-0.824
1759437243.122840,178415.000,26096,3,GY,1,100,-0.549
1759437243.162343,178454.500,26112,2,GY,1,100,-0.488
1759437243.201845,178494.000,26112,2,GY,1,100,-0.214
1759437243.241847,178534.000,26126,3,GY,1,100,-0.488
1759437243.281849,178574.000,26126,3,GY,1,100,-1.038
1759437243.321851,178614.000,26126,3,GY,1,100,-0.397
1759437243.361854,178654.000,26143,3,GY,1,100,-0.580
1759437243.401856,178694.000,26143,3,GY,1,100,-0.854
1759437243.441858,178734.000,26143,3,GY,1,100,-0.214
1759437243.481861,178774.000,26160,2,GY,1,100,-0.671
1759437243.521863,178814.000,26160,2,GY,1,100,-0.885
1759437243.561865,178854.000,26178,3,GY,1,100,-0.366
1759437243.601867,178894.000,26178,3,GY,1,100,-0.580
1759437243.641870,178934.000,26178,3,GY,1,100,-1.038
1759437243.688872,178981.000,26193,2,GY,1,100,-0.366
1759437243.735875,179028.000,26193,2,GY,1,100,-0.824
1759437243.775877,179068.000,26209,2,GY,1,100,-0.763
1759437243.815880,179108.000,26209,2,GY,1,100,-0.519
1759437243.855882,179148.000,26224,3,GY,1,100,-0.824
1759437243.895884,179188.000,26224,3,GY,1,100,-0.763
1759437243.935886,179228.000,26224,3,GY,1,100,-0.580
1759437243.975889,179268.000,26241,2,GY,1,100,-0.610
1759437244.015891,179308.000,26241,2,GY,1,100,-0.183
1759437244.055893,179348.000,26255,3,GY,1,100,0.000
1759437244.095896,179388.000,26255,3,GY,1,100,-1.129
1759437244.135898,179428.000,26255,3,GY,1,100,-0.854
1759437244.175900,179468.000,26273,2,GY,1,100,-0.824
1759437244.215902,179508.000,26273,2,GY,1,100,-1.099
1759437244.255904,179548.000,26288,3,GY,1,100,-0.702
1759437244.295907,179588.000,26288,3,GY,1,100,-0.427
1759437244.335909,179628.000,26288,3,GY,1,100,-1.251
1759437244.375911,179668.000,26307,3,GY,1,100,-0.977
1759437244.415914,179708.000,26307,3,GY,1,100,-0.580
1759437244.455916,179748.000,26307,3,GY,1,100,-1.160
1759437244.495918,179788.000,26323,2,GY,1,100,-1.038
1759437244.535920,179828.000,26323,2,GY,1,100,-0.946
1759437244.575923,179868.000,26340,3,GY,1,100,-1.068
1759437244.615925,179908.000,26340,3,GY,1,100,-1.129
1759437244.655927,179948.000,26340,3,GY,1,100,-1.007
1759437244.695930,179988.000,26356,2,GY,1,100,-1.160
1759437244.735932,180028.000,26356,2,GY,1,100,-1.190
1759437244.775934,180068.000,26372,3,GY,1,100,-0.763
1759437244.815936,180108.000,26372,3,GY,1,100,-0.885
1759437244.855939,180148.000,26372,3,GY,1,100,-0.793
1759437244.902441,180194.500,26387,2,GY,1,100,-0.427
1759437244.948944,180241.000,26387,2,GY,1,100,-1.495
1759437244.988946,180281.000,26403,2,GY,1,100,-0.885
1759437245.028949,180321.000,26403,2,GY,1,100,-0.977
1759437245.068951,180361.000,26418,3,GY,1,100,-1.099
1759437245.108953,180401.000,26418,3,GY,1,100,-0.610
1759437245.148955,180441.000,26418,3,GY,1,100,-0.763
1759437245.188957,180481.000,26438,2,GY,1,100,-1.221
1759437245.228960,180521.000,26438,2,GY,1,100,-0.824
1759437245.268962,180561.000,26454,3,GY,1,100,-0.763
1759437245.308964,180601.000,26454,3,GY,1,100,-0.854
1759437245.348967,180641.000,26454,3,GY,1,100,-0.397
1759437245.388969,180681.000,26469,3,GY,1,100,-0.671
1759437245.428971,180721.000,26469,3,GY,1,100,-0.610
1759437245.468973,180761.000,26469,3,GY,1,100,-0.458
1759437245.508976,180801.000,26484,2,GY,1,100,-0.824
1759437245.548978,180841.000,26484,2,GY,1,100,-0.092
1759437245.588980,180881.000,26500,3,GY,1,100,-0.458
1759437245.628983,180921.000,26500,3,GY,1,100,-0.427
1759437245.668985,180961.000,26500,3,GY,1,100,-0.244
1759437245.708987,181001.000,26516,2,GY,1,100,-0.732
1759437245.748989,181041.000,26516,2,GY,1,100,-0.488
1759437245.788992,181081.000,26533,3,GY,1,100,-0.610
1759437245.828994,181121.000,26533,3,GY,1,100,-0.610
1759437245.868996,181161.000,26533,3,GY,1,100,-0.275
1759437245.908998,181201.000,26548,2,GY,1,100,-0.305
1759437245.949001,181241.000,26548,2,GY,1,100,-0.641
1759437245.995503,181287.500,26565,2,GY,1,100,-0.549
1759437246.042006,181334.000,26565,2,GY,1,100,-0.397
1759437246.082008,181374.000,26582,3,GY,1,100,-0.641
1759437246.122010,181414.000,26582,3,GY,1,100,-0.732
1759437246.162013,181454.000,26582,3,GY,1,100,-0.397
1759437246.202015,181494.000,26597,3,GY,1,100,-0.610
1759437246.242017,181534.000,26597,3,GY,1,100,-0.854
1759437246.282020,181574.000,26597,3,GY,1,100,-0.458
1759437246.322022,181614.000,26613,2,GY,1,100,-0.458
1759437246.362024,181654.000,26613,2,GY,1,100,-0.610
1759437246.402026,181694.000,26629,3,GY,1,100,0.031
1759437246.442029,181734.000,26629,3,GY,1,100,-0.427
1759437246.482031,181774.000,26629,3,GY,1,100,-0.977
1759437246.522033,181814.000,26646,2,GY,1,100,-0.153
1759437246.562036,181854.000,26646,2,GY,1,100,-0.610
1759437246.602038,181894.000,26662,3,GY,1,100,-0.641
1759437246.642040,181934.000,26662,3,GY,1,100,0.061
1759437246.682042,181974.000,26662,3,GY,1,100,-0.580
1759437246.722044,182014.000,26679,2,GY,1,100,-0.671
1759437246.762047,182054.000,26679,2,GY,1,100,-0.305
1759437246.802049,182094.000,26695,3,GY,1,100,-0.977
1759437246.842052,182134.000,26695,3,GY,1,100,-0.885
1759437246.882054,182174.000,26695,3,GY,1,100,-0.610
1759437246.922056,182214.000,26712,2,GY,1,100,-1.343
1759437246.962058,182254.000,26712,2,GY,1,100,-0.916
1759437247.002060,182294.000,26731,3,GY,1,100,-0.946
1759437247.042063,182334.000,26731,3,GY,1,100,-1.404
1759437247.082065,182374.000,26731,3,GY,1,100,-0.458
1759437247.128568,182420.500,26747,2,GY,1,100,-1.099
1759437247.175070,182467.000,26747,2,GY,1,100,-0.641
1759437247.215073,182507.000,26763,2,GY,1,100,-0.885
1759437247.255075,182547.000,26763,2,GY,1,100,-1.465
1759437247.295077,182587.000,26779,3,GY,1,100,-0.793
1759437247.335079,182627.000,26779,3,GY,1,100,-1.221
1759437247.375082,182667.000,26779,3,GY,1,100,-1.373
1759437247.415084,182707.000,26795,3,GY,1,100,-0.519
1759437247.455086,182747.000,26795,3,GY,1,100,-0.946
1759437247.495089,182787.000,26795,3,GY,1,100,-1.526
1759437247.535091,182827.000,26809,2,GY,1,100,-0.793
1759437247.575093,182867.000,26809,2,GY,1,100,-1.007
1759437247.615095,182907.000,26826,3,GY,1,100,-1.221
1759437247.655097,182947.000,26826,3,GY,1,100,-0.885
1759437247.695100,182987.000,26826,3,GY,1,100,-0.824
1759437247.735102,183027.000,26841,2,GY,1,100,-1.038
1759437247.775104,183067.000,26841,2,GY,1,100,-1.404
1759437247.815107,183107.000,26859,3,GY,1,100,-0.916
1759437247.855109,183147.000,26859,3,GY,1,100,-0.610
1759437247.895111,183187.000,26859,3,GY,1,100,-1.221
1759437247.935113,183227.000,26875,2,GY,1,100,-0.061
1759437247.975116,183267.000,26875,2,GY,1,100,1.343
1759437248.015118,183307.000,26892,3,GY,1,100,0.702
1759437248.055120,183347.000,26892,3,GY,1,100,-0.641
1759437248.095123,183387.000,26892,3,GY,1,100,-0.488
1759437248.135125,183427.000,26907,2,GY,1,100,-2.380
1759437248.175127,183467.000,26907,2,GY,1,100,-2.441
1759437248.219463,183511.333,26925,3,GY,1,100,-1.648
1759437248.263799,183555.667,26925,3,GY,1,100,-3.387
1759437248.308135,183600.000,26925,3,GY,1,100,-3.204
1759437248.348137,183640.000,26940,2,GY,1,100,-0.824
1759437248.388139,183680.000,26940,2,GY,1,100,-2.045
1759437248.428141,183720.000,26958,3,GY,1,100,-2.258
1759437248.468144,183760.000,26958,3,GY,1,100,0.336
1759437248.508146,183800.000,26958,3,GY,1,100,0.397
1759437248.548148,183840.000,26973,2,GY,1,100,-0.671
1759437248.588151,183880.000,26973,2,GY,1,100,0.458
1759437248.628153,183920.000,26990,3,GY,1,100,-0.885
1759437248.668155,183960.000,26990,3,GY,1,100,-1.556
1759437248.708157,184000.000,26990,3,GY,1,100,1.190
1759437248.748160,184040.000,27004,2,GY,1,100,0.122
1759437248.788162,184080.000,27004,2,GY,1,100,-0.153
1759437248.828164,184120.000,27022,3,GY,1,100,0.549
1759437248.868166,184160.000,27022,3,GY,1,100,-0.458
1759437248.908169,184200.000,27022,3,GY,1,100,-0.946
1759437248.948171,184240.000,27037,2,GY,1,100,-0.580
1759437248.988173,184280.000,27037,2,GY,1,100,-1.282
1759437249.028176,184320.000,27056,3,GY,1,100,-0.854
1759437249.068178,184360.000,27056,3,GY,1,100,-0.183
1759437249.108180,184400.000,27056,3,GY,1,100,-0.549
1759437249.148182,184440.000,27070,2,GY,1,100,-0.458
1759437249.188184,184480.000,27070,2,GY,1,100,-0.275
1759437249.228187,184520.000,27088,3,GY,1,100,-0.153
1759437249.268189,184560.000,27088,3,GY,1,100,-1.068
1759437249.308192,184600.000,27088,3,GY,1,100,-1.160
1759437249.348194,184640.000,27104,2,GY,1,100,0.519
1759437249.388196,184680.000,27104,2,GY,1,100,-0.916
1759437249.432865,184724.667,27120,3,GY,1,100,-1.007
1759437249.477534,184769.333,27120,3,GY,1,100,0.580
1759437249.522204,184814.000,27120,3,GY,1,100,-0.671
1759437249.562206,184854.000,27137,2,GY,1,100,-0.397
1759437249.602208,184894.000,27137,2,GY,1,100,-0.366
1759437249.642210,184934.000,27153,3,GY,1,100,-0.488
1759437249.682213,184974.000,27153,3,GY,1,100,-0.671
1759437249.722215,185014.000,27153,3,GY,1,100,-0.793
1759437249.762217,185054.000,27170,2,GY,1,100,-0.427
1759437249.802219,185094.000,27170,2,GY,1,100,0.031
1759437249.842222,185134.000,27186,3,GY,1,100,-0.488
1759437249.882224,185174.000,27186,3,GY,1,100,-0.122
1759437249.922226,185214.000,27186,3,GY,1,100,-0.671
1759437249.962229,185254.000,27202,2,GY,1,100,-1.221
1759437250.002231,185294.000,27202,2,GY,1,100,-0.427
1759437250.042233,185334.000,27217,3,GY,1,100,-1.129
1759437250.082235,185374.000,27217,3,GY,1,100,-0.702
1759437250.122238,185414.000,27217,3,GY,1,100,-0.580
1759437250.162240,185454.000,27234,2,GY,1,100,-1.587
1759437250.202242,185494.000,27234,2,GY,1,100,-0.946
1759437250.242244,185534.000,27250,3,GY,1,100,-0.671
1759437250.282247,185574.000,27250,3,GY,1,100,-1.709
1759437250.322249,185614.000,27250,3,GY,1,100,-0.763
1759437250.362251,185654.000,27268,2,GY,1,100,-0.977
1759437250.402254,185694.000,27268,2,GY,1,100,-1.068
1759437250.442256,185734.000,27283,3,GY,1,100,-0.641
1759437250.482258,185774.000,27283,3,GY,1,100,-1.465
1759437250.522260,185814.000,27283,3,GY,1,100,-0.702
1759437250.568763,185860.500,27300,2,GY,1,100,-0.732
1759437250.615266,185907.000,27300,2,GY,1,100,-0.671
1759437250.655268,185947.000,27317,3,GY,1,100,-1.099
1759437250.695270,185987.000,27317,3,GY,1,100,-1.495
1759437250.735272,186027.000,27317,3,GY,1,100,-0.977
1759437250.775275,186067.000,27334,2,GY,1,100,-1.373
1759437250.815277,186107.000,27334,2,GY,1,100,-0.854
1759437250.855279,186147.000,27349,3,GY,1,100,-0.580
1759437250.895282,186187.000,27349,3,GY,1,100,-0.977
1759437250.935284,186227.000,27349,3,GY,1,100,-1.343
1759437250.975286,186267.000,27367,2,GY,1,100,-1.282
1759437251.015288,186307.000,27367,2,GY,1,100,-1.099
1759437251.055291,186347.000,27383,3,GY,1,100,-1.099
1759437251.095293,186387.000,27383,3,GY,1,100,-0.854
1759437251.135295,186427.000,27383,3,GY,1,100,-0.397
1759437251.175297,186467.000,27400,2,GY,1,100,-1.068
1759437251.215300,186507.000,27400,2,GY,1,100,-0.671
1759437251.255635,186547.333,27415,3,GY,1,100,0.305
1759437251.295971,186587.667,27415,3,GY,1,100,-0.549
1759437251.336307,186628.000,27415,3,GY,1,100,-0.183
1759437251.375809,186667.500,27431,2,GY,1,100,-0.244
1759437251.415311,186707.000,27431,2,GY,1,100,-0.488
1759437251.455313,186747.000,27449,3,GY,1,100,-0.732
1759437251.495316,186787.000,27449,3,GY,1,100,-0.610
1759437251.535318,186827.000,27449,3,GY,1,100,-0.641
1759437251.575320,186867.000,27464,2,GY,1,100,0.000
1759437251.615322,186907.000,27464,2,GY,1,100,-0.458
1759437251.659992,186951.667,27481,3,GY,1,100,-0.549
1759437251.704661,186996.333,27481,3,GY,1,100,0.000
1759437251.749330,187041.000,27481,3,GY,1,100,-0.946
1759437251.789332,187081.000,27497,2,GY,1,100,-0.458
1759437251.829334,187121.000,27497,2,GY,1,100,-0.214
1759437251.869337,187161.000,27513,3,GY,1,100,-0.549
1759437251.909339,187201.000,27513,3,GY,1,100,-0.610
1759437251.949341,187241.000,27513,3,GY,1,100,-0.763
1759437251.989344,187281.000,27529,2,GY,1,100,-0.427
1759437252.029346,187321.000,27529,2,GY,1,100,-0.092
1759437252.069348,187361.000,27547,3,GY,1,100,-0.458
1759437252.109350,187401.000,27547,3,GY,1,100,-1.129
1759437252.149353,187441.000,27547,3,GY,1,100,-0.458
1759437252.189355,187481.000,27561,2,GY,1,100,-0.916
1759437252.229357,187521.000,27561,2,GY,1,100,-0.763
1759437252.269360,187561.000,27578,3,GY,1,100,-0.305
1759437252.309362,187601.000,27578,3,GY,1,100,-0.488
1759437252.349364,187641.000,27578,3,GY,1,100,-0.671
1759437252.389366,187681.000,27595,2,GY,1,100,-0.488
1759437252.429369,187721.000,27595,2,GY,1,100,-0.549
1759437252.469371,187761.000,27613,3,GY,1,100,-0.824
1759437252.509373,187801.000,27613,3,GY,1,100,-0.580
1759437252.549376,187841.000,27613,3,GY,1,100,-0.610
1759437252.589378,187881.000,27627,3,GY,1,100,-0.580
1759437252.629380,187921.000,27627,3,GY,1,100,-0.732
1759437252.669382,187961.000,27627,3,GY,1,100,-0.732
1759437252.709385,188001.000,27644,2,GY,1,100,-0.610
1759437252.749387,188041.000,27644,2,GY,1,100,-0.977
1759437252.789389,188081.000,27661,3,GY,1,100,-0.580
1759437252.829391,188121.000,27661,3,GY,1,100,-0.702
1759437252.869394,188161.000,27661,3,GY,1,100,-0.336
1759437252.915396,188207.000,27677,2,GY,1,100,-0.305
1759437252.961399,188253.000,27677,2,GY,1,100,-1.556
1759437253.001401,188293.000,27692,2,GY,1,100,-0.610
1759437253.041404,188333.000,27692,2,GY,1,100,-0.854
1759437253.081406,188373.000,27710,3,GY,1,100,-1.465
1759437253.121408,188413.000,27710,3,GY,1,100,-0.275
1759437253.161410,188453.000,27710,3,GY,1,100,-1.068
1759437253.201412,188493.000,27727,2,GY,1,100,-1.526
1759437253.241415,188533.000,27727,2,GY,1,100,-0.427
1759437253.281417,188573.000,27744,3,GY,1,100,-1.282
1759437253.321419,188613.000,27744,3,GY,1,100,-1.312
1759437253.361422,188653.000,27744,3,GY,1,100,-0.824
1759437253.401424,188693.000,27758,3,GY,1,100,-1.343
1759437253.441426,188733.000,27758,3,GY,1,100,-1.038
1759437253.481428,188773.000,27758,3,GY,1,100,-1.343
1759437253.521431,188813.000,27774,2,GY,1,100,-1.068
1759437253.561433,188853.000,27774,2,GY,1,100,-1.099
1759437253.601768,188893.333,27789,3,GY,1,100,-1.495
1759437253.642104,188933.667,27789,3,GY,1,100,-0.824
1759437253.682440,188974.000,27789,3,GY,1,100,-0.671
1759437253.722442,189014.000,27806,2,GY,1,100,-1.434
1759437253.762444,189054.000,27806,2,GY,1,100,-0.336
1759437253.802447,189094.000,27821,3,GY,1,100,-1.343
1759437253.842449,189134.000,27821,3,GY,1,100,-0.916
1759437253.882451,189174.000,27821,3,GY,1,100,-0.763
1759437253.922453,189214.000,27838,2,GY,1,100,-1.587
1759437253.962456,189254.000,27838,2,GY,1,100,-0.763
1759437254.002458,189294.000,27854,2,GY,1,100,-0.397
1759437254.042460,189334.000,27854,2,GY,1,100,-1.312
1759437254.086796,189378.333,27872,3,GY,1,100,-0.641
1759437254.131132,189422.667,27872,3,GY,1,100,-0.366
1759437254.175468,189467.000,27872,3,GY,1,100,-0.793
1759437254.214970,189506.500,27887,2,GY,1,100,-0.244
1759437254.254472,189546.000,27887,2,GY,1,100,-0.122
1759437254.294475,189586.000,27903,3,GY,1,100,-0.763
1759437254.334477,189626.000,27903,3,GY,1,100,-0.397
1759437254.374479,189666.000,27903,3,GY,1,100,-0.183
1759437254.414481,189706.000,27918,3,GY,1,100,-0.763
1759437254.454484,189746.000,27918,3,GY,1,100,-0.122
1759437254.494486,189786.000,27918,3,GY,1,100,-0.031
1759437254.534488,189826.000,27934,2,GY,1,100,-0.214
1759437254.574491,189866.000,27934,2,GY,1,100,-0.641
1759437254.614493,189906.000,27950,3,GY,1,100,-0.153
1759437254.654495,189946.000,27950,3,GY,1,100,-0.732
1759437254.694497,189986.000,27950,3,GY,1,100,-0.641
1759437254.735000,190026.500,27967,2,GY,1,100,-0.244
1759437254.775502,190067.000,27967,2,GY,1,100,-0.244
1759437254.815171,190106.667,27982,3,GY,1,100,-0.488
1759437254.854840,190146.333,27982,3,GY,1,100,-0.641
1759437254.894509,190186.000,27982,3,GY,1,100,-0.488
1759437254.935011,190226.500,27998,2,GY,1,100,-0.488
1759437254.975513,190267.000,27998,2,GY,1,100,-0.824
1759437255.015182,190306.667,28014,3,GY,1,100,-0.702
1759437255.054851,190346.333,28014,3,GY,1,100,-0.427
1759437255.094520,190386.000,28014,3,GY,1,100,-0.671
1759437255.141523,190433.000,28031,2,GY,1,100,-0.793
1759437255.188525,190480.000,28031,2,GY,1,100,-0.549
1759437255.228528,190520.000,28046,2,GY,1,100,-0.519
1759437255.268530,190560.000,28046,2,GY,1,100,-0.305
1759437255.308532,190600.000,28063,3,GY,1,100,-0.488
1759437255.348534,190640.000,28063,3,GY,1,100,-1.099
1759437255.388537,190680.000,28063,3,GY,1,100,-0.519
1759437255.428539,190720.000,28078,3,GY,1,100,-0.519
1759437255.468541,190760.000,28078,3,GY,1,100,-0.977
1759437255.508543,190800.000,28078,3,GY,1,100,-0.244
1759437255.548546,190840.000,28093,2,GY,1,100,-0.488
1759437255.588548,190880.000,28093,2,GY,1,100,-0.702
1759437255.628550,190920.000,28109,3,GY,1,100,-0.519
1759437255.668553,190960.000,28109,3,GY,1,100,-0.702
1759437255.708555,191000.000,28109,3,GY,1,100,-1.068
1759437255.748557,191040.000,28127,2,GY,1,100,-1.038
1759437255.788559,191080.000,28127,2,GY,1,100,-0.977
1759437255.828562,191120.000,28142,3,GY,1,100,-0.244
1759437255.868564,191160.000,28142,3,GY,1,100,-0.366
1759437255.908566,191200.000,28142,3,GY,1,100,-1.068
1759437255.948569,191240.000,28157,2,GY,1,100,-0.824
1759437255.988571,191280.000,28157,2,GY,1,100,-0.275
1759437256.028573,191320.000,28175,3,GY,1,100,-0.916
1759437256.068575,191360.000,28175,3,GY,1,100,-0.092
1759437256.108577,191400.000,28175,3,GY,1,100,0.519
1759437256.148580,191440.000,28191,2,GY,1,100,-1.892
1759437256.188582,191480.000,28191,2,GY,1,100,-0.763
1759437256.228584,191520.000,28206,2,GY,1,100,-1.862
1759437256.268587,191560.000,28206,2,GY,1,100,-1.862
1759437256.312922,191604.333,28223,3,GY,1,100,-1.862
1759437256.357258,191648.667,28223,3,GY,1,100,-4.395
1759437256.401594,191693.000,28223,3,GY,1,100,-3.113
1759437256.441597,191733.000,28237,2,GY,1,100,0.763
1759437256.481599,191773.000,28237,2,GY,1,100,-1.251
1759437256.521601,191813.000,28255,3,GY,1,100,-3.265
1759437256.561603,191853.000,28255,3,GY,1,100,-0.214
1759437256.601606,191893.000,28255,3,GY,1,100,-2.625
1759437256.641608,191933.000,28273,3,GY,1,100,-3.662
1759437256.681610,191973.000,28273,3,GY,1,100,-0.977
1759437256.721612,192013.000,28273,3,GY,1,100,-0.854
1759437256.761615,192053.000,28291,2,GY,1,100,-0.305
1759437256.801617,192093.000,28291,2,GY,1,100,-0.153
1759437256.841619,192133.000,28307,3,GY,1,100,-0.916
1759437256.881621,192173.000,28307,3,GY,1,100,-1.312
1759437256.921624,192213.000,28307,3,GY,1,100,-0.397
1759437256.961626,192253.000,28324,2,GY,1,100,-0.763
1759437257.001628,192293.000,28324,2,GY,1,100,-0.549
1759437257.041631,192333.000,28339,3,GY,1,100,-0.275
1759437257.081633,192373.000,28339,3,GY,1,100,-0.732
1759437257.121635,192413.000,28339,3,GY,1,100,-0.519
1759437257.161637,192453.000,28355,2,GY,1,100,-0.793
1759437257.201640,192493.000,28355,2,GY,1,100,-0.702
1759437257.241642,192533.000,28369,3,GY,1,100,-0.702
1759437257.281644,192573.000,28369,3,GY,1,100,-0.641
1759437257.321646,192613.000,28369,3,GY,1,100,-0.641
1759437257.361649,192653.000,28388,2,GY,1,100,-0.763
1759437257.401651,192693.000,28388,2,GY,1,100,-0.275
1759437257.448654,192740.000,28405,2,GY,1,100,0.153
1759437257.495656,192787.000,28405,2,GY,1,100,-0.214
1759437257.535659,192827.000,28423,3,GY,1,100,0.092
1759437257.575661,192867.000,28423,3,GY,1,100,0.031
1759437257.615663,192907.000,28423,3,GY,1,100,-0.092
1759437257.655665,192947.000,28438,3,GY,1,100,0.427
1759437257.695668,192987.000,28438,3,GY,1,100,-0.549
1759437257.735670,193027.000,28438,3,GY,1,100,-0.244
1759437257.775672,193067.000,28454,2,GY,1,100,-0.336
1759437257.815675,193107.000,28454,2,GY,1,100,-1.099
1759437257.855343,193146.667,28469,3,GY,1,100,-0.092
1759437257.895012,193186.333,28469,3,GY,1,100,0.336
1759437257.934681,193226.000,28469,3,GY,1,100,-0.671
1759437257.974684,193266.000,28486,2,GY,1,100,-0.031
1759437258.014686,193306.000,28486,2,GY,1,100,-0.183
1759437258.054688,193346.000,28502,3,GY,1,100,-0.763
1759437258.094690,193386.000,28502,3,GY,1,100,-0.183
1759437258.134693,193426.000,28502,3,GY,1,100,-0.610
1759437258.174695,193466.000,28521,4,GY,1,100,-0.641
1759437258.214697,193506.000,28521,4,GY,1,100,-0.275
1759437258.254699,193546.000,28521,4,GY,1,100,-1.068
1759437258.294702,193586.000,28521,4,GY,1,100,-0.641
1759437258.334704,193626.000,28537,2,GY,1,100,0.122
1759437258.374706,193666.000,28537,2,GY,1,100,-0.031
1759437258.414709,193706.000,28552,3,GY,1,100,-0.458
1759437258.454711,193746.000,28552,3,GY,1,100,-0.641
1759437258.494713,193786.000,28552,3,GY,1,100,-0.427
1759437258.534715,193826.000,28568,2,GY,1,100,-0.793
1759437258.574718,193866.000,28568,2,GY,1,100,-0.580
1759437258.621720,193913.000,28584,2,GY,1,100,-0.488
1759437258.668723,193960.000,28584,2,GY,1,100,-0.397
1759437258.708725,194000.000,28599,3,GY,1,100,-0.549
1759437258.748728,194040.000,28599,3,GY,1,100,-0.549
1759437258.788730,194080.000,28599,3,GY,1,100,-0.336
1759437258.828732,194120.000,28614,2,GY,1,100,-0.916
1759437258.868734,194160.000,28614,2,GY,1,100,-0.397
1759437258.908736,194200.000,28630,3,GY,1,100,-0.519
1759437258.948739,194240.000,28630,3,GY,1,100,-0.824
1759437258.988741,194280.000,28630,3,GY,1,100,-0.427
1759437259.028744,194320.000,28648,3,GY,1,100,-0.885
1759437259.068746,194360.000,28648,3,GY,1,100,-0.519
1759437259.108748,194400.000,28648,3,GY,1,100,-0.610
1759437259.148750,194440.000,28663,2,GY,1,100,-1.007
